departement,ville,coordonnesgroup
Somme,Oresmaux,Point(2.271111111 49.768055555)
arrondissement de Vitry-le-François,Lignon,Point(4.531111111 48.585833333)
Loiret,La Cour-Marigny,Point(2.595 47.892222222)
Loiret,La Neuville-sur-Essonne,Point(2.375833333 48.186944444)
Loiret,Les Bordes,Point(2.402222222 47.8125)
Loiret,Montbouy,Point(2.82 47.861388888)
Tarn-et-Garonne,Monbéqui,Point(1.239722222 43.8925)
Sarthe,Louvigny,Point(0.201388888 48.338611111)
arrondissement d'Arles,Mollégès,Point(4.949444444 43.805833333)
arrondissement de Compiègne,Longueil-Sainte-Marie,Point(2.717777777 49.356666666)
arrondissement de Dreux,Montigny-sur-Avre,Point(1.021944444 48.729444444)
arrondissement de Mantes-la-Jolie,Lommoye,Point(1.513888888 48.993888888)
arrondissement de Millau,La Couvertoirade,Point(3.316388888 43.912777777)
canton de Laroque-Timbaut,Laroque-Timbaut,Point(0.761944444 44.283055555)
arrondissement de Villefranche-de-Rouergue,Lugan,Point(2.258888888 44.482777777)
Meurthe-et-Moselle,Manoncourt,Point(5.925277777 48.783055555)
canton de Montebourg,Ozeville,Point(-1.339444444 49.502222222)
canton de Saint-Pierre-de-Chignac,Notre-Dame-de-Sanilhac,Point(0.726666666 45.176388888)
communauté de communes de la Vallée de la Haute-Sarthe,Le Mêle-sur-Sarthe,Point(0.354722222 48.511111111)
Dordogne,Monsaguel,Point(0.580277777 44.737222222)
canton du Sel-de-Bretagne,La Couyère,Point(-1.505277777 47.8875)
Dordogne,Montpon-Ménestérol,Point(0.159166666 45.009166666)
arrondissement d'Amiens,Pierregot,Point(2.379444444 50.001944444)
arrondissement de Neufchâteau,Maxey-sur-Meuse,Point(5.697777777 48.450833333)
arrondissement de Neufchâteau,Mazirot,Point(6.146666666 48.3225)
arrondissement de Sedan,Mouzon,Point(5.075555555 49.606111111)
arrondissement de Verdun,Labeuville,Point(5.792777777 49.096944444)
Somme,Longvillers,Point(2.087777777 50.143611111)
Loiret,Le Charme,Point(2.994722222 47.799722222)
canton de Beaune-Sud,Levernois,Point(4.873055555 46.995555555)
canton de Liernais,Manlay,Point(4.341666666 47.128888888)
canton de Liernais,Marcheseuil,Point(4.348888888 47.144166666)
arrondissement de La Flèche,Lhomme,Point(0.558888888 47.743611111)
canton de Beaumetz-lès-Loges,Monchy-au-Bois,Point(2.656666666 50.180555555)
arrondissement d'Ussel,Murat,Point(1.890277777 45.555)
arrondissement de Tulle,Murat,Point(1.890277777 45.555)
canton de Marquise,Leulinghen-Bernes,Point(1.713611111 50.832777777)
arrondissement de Pau,Miossens-Lanusse,Point(-0.3 43.468055555)
arrondissement de Pau,Momy,Point(-0.107777777 43.396944444)
canton de Saint-Étienne-de-Lugdarès,Le Plagnal,Point(3.945555555 44.700277777)
canton de Broglie,La Chapelle-Gauthier,Point(0.462222222 48.986111111)
canton d'Airvault,Marnes,Point(-0.019166666 46.856388888)
Loir-et-Cher,La Bosse,Point(1.267222222 47.856388888)
arrondissement d'Aurillac,Montvert,Point(2.160277777 44.995277777)
arrondissement d'Aurillac,Pailherols,Point(2.684166666 44.950833333)
arrondissement de Bourges,Menetou-Salon,Point(2.486388888 47.231944444)
arrondissement de Saint-Flour,Maurines,Point(3.085555555 44.870555555)
arrondissement de Saint-Flour,Oradour,Point(2.934444444 44.919166666)
arrondissement de Saint-Flour,Paulhenc,Point(2.817222222 44.889722222)
canton de Thônes,La Balme-de-Thuy,Point(6.276111111 45.900555555)
arrondissement de Clermont,Montgérain,Point(2.575 49.536944444)
arrondissement de Marmande,Moustier,Point(0.299166666 44.635833333)
arrondissement de Parthenay,Oroux,Point(-0.089444444 46.691944444)
arrondissement de Toulon,Le Pradet,Point(6.023333333 43.105555555)
Aube,Mergey,Point(4.004444444 48.385555555)
arrondissement de Marmande,La Sauvetat-du-Dropt,Point(0.338888888 44.647222222)
arrondissement de Neufchâteau,Mont-lès-Lamarche,Point(5.807777777 48.021111111)
arrondissement de Verdun,Nixéville-Blercourt,Point(5.274722222 49.11)
arrondissement de Meaux,La Celle-sur-Morin,Point(2.965833333 48.806388888)
arrondissement de Beauvais,La Neuville-Vault,Point(1.951388888 49.486388888)
Isère,Moidieu-Détourbe,Point(5.016111111 45.511944444)
Isère,Nantes-en-Ratier,Point(5.826666666 44.935)
Isère,Pellafol,Point(5.9075 44.7975)
Alpes-de-Haute-Provence,Mane,Point(5.7675 43.938333333)
Alpes-de-Haute-Provence,Montclar,Point(6.3375 44.396944444)
Alpes-de-Haute-Provence,Moustiers-Sainte-Marie,Point(6.221111111 43.8475)
arrondissement de La Roche-sur-Yon,Moutiers-sur-le-Lay,Point(-1.157777777 46.554722222)
communauté de communes du Haut Vallespir,Lamanère,Point(2.520277777 42.360277777)
Ardennes,Laifour,Point(4.692777777 49.9125)
Haute-Savoie,Magland,Point(6.619722222 46.021944444)
Nord,Le Quesnoy,Point(3.6375 50.248888888)
canton de Gendrey,Malange,Point(5.614444444 47.176111111)
canton de Gendrey,Ougney,Point(5.668055555 47.240555555)
Dordogne,Manzac-sur-Vern,Point(0.585555555 45.087222222)
Dordogne,Marcillac-Saint-Quentin,Point(1.213055555 44.950555555)
Dordogne,Montaut,Point(0.626666666 44.748333333)
Dordogne,Négrondes,Point(0.864166666 45.344444444)
canton de Chambon-sur-Voueize,Nouhant,Point(2.390555555 46.284444444)
Cantal,Massiac,Point(3.197222222 45.251388888)
Aisne,Montfaucon,Point(3.43 48.943611111)
canton de Moïta-Verde,Pianello,Point(9.360277777 42.289722222)
Bouches-du-Rhône,La Roque-d'Anthéron,Point(5.310833333 43.714722222)
arrondissement de Gourdon,Lavercantière,Point(1.318888888 44.6375)
canton de Dieuze,Lidrezing,Point(6.697777777 48.883611111)
arrondissement de Prades,Oreilla,Point(2.253888888 42.559166666)
canton de Cuisery,Loisy,Point(5.027777777 46.581666666)
Essonne,Montlhéry,Point(2.272222222 48.638611111)
arrondissement d'Évreux,Ormes,Point(0.963333333 49.051944444)
arrondissement de Louhans,Ormes,Point(4.964722222 46.633055555)
arrondissement d'Aix-en-Provence,Meyreuil,Point(5.495555555 43.486111111)
arrondissement de La Châtre,Lys-Saint-Georges,Point(1.823333333 46.641944444)
canton de Pontaumur,Miremont,Point(2.716944444 45.898611111)
canton d'Audenge,Mios,Point(-0.936944444 44.605)
Ardennes,La Férée,Point(4.302222222 49.763055555)
Ardennes,Novy-Chevrières,Point(4.443888888 49.538888888)
arrondissement de Toulon,Le Castellet,Point(5.776666666 43.202777777)
canton de Chaource,Lantages,Point(4.210277777 48.072777777)
canton de Loulay,La Jarrie-Audouin,Point(-0.489166666 46.028333333)
Gironde,Labarde,Point(-0.638888888 45.021944444)
canton de Nozeroy,Nozeroy,Point(6.036666666 46.774444444)
Haute-Garonne,Lasserre,Point(1.168611111 43.638888888)
Ille-et-Vilaine,Maxent,Point(-2.033611111 47.982777777)
arrondissement de Nontron,Mialet,Point(0.904166666 45.549722222)
Pyrénées-Atlantiques,Lasserre,Point(-0.083333333 43.514444444) | Point(-0.08222222 43.51527778)
Isère,Lavaldens,Point(5.8875 44.982777777)
Dordogne,La Coquille,Point(0.976388888 45.542222222)
Dordogne,Montplaisant,Point(0.9975 44.789166666)
arrondissement de Châteaulin,Kergloff,Point(-3.619444444 48.274444444)
canton de Badonviller,Neuviller,Point(6.873888888 48.5175)
Vienne,Neuville,Point(0.245 46.685)
arrondissement de Saint-Dizier,Mathons,Point(5.043888888 48.418333333)
canton de Bourgoin-Jallieu-Sud,Nivolas-Vermelle,Point(5.306388888 45.556666666)
canton de Fleurance,Pauilhac,Point(0.6125 43.875555555)
canton de Mas-Cabardès,Les Martys,Point(2.305833333 43.416388888)
Cantal,Mourjou,Point(2.329444444 44.690555555)
canton de Montlieu-la-Garde,Montlieu-la-Garde,Point(-0.255277777 45.244722222)
Tarn-et-Garonne,Lavit,Point(0.92 43.957222222)
arrondissement de La Tour-du-Pin,Optevoz,Point(5.331388888 45.7525)
arrondissement de Nontron,Le Bourdeix,Point(0.631944444 45.588333333)
arrondissement de Nontron,Léguillac-de-Cercles,Point(0.514444444 45.391944444)
Aisne,Muret-et-Crouttes,Point(3.415833333 49.284722222)
Aisne,Parfondru,Point(3.710555555 49.5275)
arrondissement de Montpellier,Marsillargues,Point(4.176944444 43.664444444)
arrondissement de Montargis,Mignères,Point(2.625 48.046388888)
arrondissement de Montargis,Nogent-sur-Vernisson,Point(2.742222222 47.846388888)
arrondissement de Verdun,Moirey-Flabas-Crépion,Point(5.403055555 49.306111111)
arrondissement de La Tour-du-Pin,Maubec,Point(5.265833333 45.568333333)
canton d'Aix-en-Provence-Sud-Ouest,Meyreuil,Point(5.495555555 43.486111111)
arrondissement de Dreux,Montreuil,Point(1.369444444 48.776666666)
arrondissement de Vichy,Lavoine,Point(3.696666666 45.977777777)
arrondissement de Valence,Loriol-sur-Drôme,Point(4.8225 44.751666666)
arrondissement de Vichy,Mazerier,Point(3.190277777 46.125277777)
arrondissement de Vichy,Monestier,Point(3.113333333 46.255555555)
canton de Montrevault,Le Puiset-Doré,Point(-1.115555555 47.232222222)
Allier,Magnet,Point(3.503888888 46.212777777)
Mayenne,La Roë,Point(-1.111111111 47.895)
Ardennes,Monthermé,Point(4.731388888 49.885555555)
Somme,Mouflers,Point(2.048888888 50.046944444)
Tarn-et-Garonne,Larrazet,Point(1.0825 43.930833333)
Alpes-de-Haute-Provence,Montpezat,Point(6.088888888 43.751388888)
arrondissement de Neufchâteau,Monthureux-sur-Saône,Point(5.972222222 48.03)
canton de Samatan,Lahas,Point(0.891666666 43.554444444)
Dieppe,Neuville-lès-Dieppe,Point(1.101388888 49.926666666)
arrondissement de Beaune,La Bussière-sur-Ouche,Point(4.721666666 47.216944444)
arrondissement de Beaune,Longecourt-lès-Culêtre,Point(4.552777777 47.158888888)
arrondissement de Beaune,Maconge,Point(4.5775 47.220555555)
arrondissement de Beaune,Musigny,Point(4.519444444 47.162777777)
Corse-du-Sud,Ocana,Point(8.934444444 41.959444444)
Corse-du-Sud,Orto,Point(8.9325 42.186666666)
canton de Châteauroux-Est,Montierchaume,Point(1.775833333 46.863333333)
canton de Castelnaudary-Sud,Pexiora,Point(2.036666666 43.268055555)
Dordogne,Montpeyroux,Point(0.056944444 44.92)
Nord,La Flamengrie,Point(3.716388888 50.315277777)
Nord,Locquignol,Point(3.716111111 50.198611111)
Nord,Mazinghien,Point(3.603611111 50.049722222)
Nord,Noyelles,Point(3.7975 50.157222222)
Nord,Noyelles-sur-Sambre,Point(3.7975 50.157222222)
Eure-et-Loir,Meslay-le-Vidame,Point(1.460277777 48.28)
arrondissement de Bordeaux,Le Porge,Point(-1.091944444 44.872777777)
Ardennes,Neuvizy,Point(4.532777777 49.628055555)
arrondissement de Château-Thierry,Montlevon,Point(3.539166666 48.965833333)
Orne,L'Aigle,Point(0.6275 48.765)
arrondissement de Vesoul,Pesmes,Point(5.565 47.279722222)
arrondissement de Saint-Dizier,Mertrud,Point(4.889444444 48.421111111)
arrondissement de Saint-Dizier,Narcy,Point(5.086388888 48.583888888)
Essonne,La Forêt-le-Roi,Point(2.041944444 48.478611111)
canton de Faucogney-et-la-Mer,La Bruyère,Point(6.455833333 47.809444444)
Essonne,Nozay,Point(2.242777777 48.660277777)
district de Lorraine,Jury,Point(6.253333333 49.069722222)
district de Lorraine,Kanfen,Point(6.109444444 49.439166666)
district de Lorraine,La Montagne,Point(6.623611111 48.850833333)
district de Lorraine,Lafrimbolle,Point(7.018888888 48.594722222)
district de Lorraine,Le Ban-Saint-Martin,Point(6.150555555 49.121944444)
district de Lorraine,Lezey,Point(6.629444444 48.752222222)
district de Lorraine,Lidrezing,Point(6.697777777 48.883611111)
district de Lorraine,Longeville-lès-Saint-Avold,Point(6.639166666 49.116111111)
district de Lorraine,Metz,Point(6.176944444 49.119722222)
district de Lorraine,Molring,Point(6.821388888 48.886388888)
district de Lorraine,Moyeuvre-Grande,Point(6.045833333 49.252777777)
district de Lorraine,Nouilly,Point(6.257222222 49.135555555)
district de Lorraine,Novéant,Point(6.046388888 49.021666666)
district de Lorraine,Novéant-sur-Moselle,Point(6.046388888 49.021666666)
district de Lorraine,Pagny-lès-Goin,Point(6.219166666 48.971944444)
district de Lorraine,Phalsbourg,Point(7.258333333 48.767777777)
canton de Vannes-Est,Noyalo,Point(-2.681111111 47.610277777)
Haute-Marne,Maconcourt,Point(5.240833333 48.385)
canton de Montendre,Jussas,Point(-0.344166666 45.283333333)
canton des Deux-Sevi,Marignana,Point(8.800833333 42.233055555)
canton de Latronquière,Montet-et-Bouxal,Point(2.018611111 44.74)
Tarn,Murat-sur-Vèbre,Point(2.853888888 43.685277777)
Isère,Les Adrets,Point(5.964444444 45.271666666)
Isère,Longechenal,Point(5.347777777 45.418888888)
Isère,Montseveroux,Point(4.970833333 45.428888888)
Isère,Passins,Point(5.429444444 45.687777777)
Morbihan,La Chapelle-Caro,Point(-2.423055555 47.865277777)
arrondissement de Saint-Brieuc,Le Cambout,Point(-2.610555555 48.058888888)
communauté de communes du Pays Né de la Mer,Lairoux,Point(-1.266944444 46.447777777)
canton de Chambley-Bussières,Onville,Point(5.97 49.016944444)
arrondissement de La Châtre,Mers-sur-Indre,Point(1.881111111 46.658333333)
arrondissement de Valence,Parnans,Point(5.146388888 45.110277777)
Aude,Lapalme,Point(2.993055555 42.974722222)
Ardennes,La Besace,Point(4.960277777 49.557222222)
canton de Chécy,Mardié,Point(2.056666666 47.886944444)
Nord,Le Maisnil,Point(2.885277777 50.615)
Nord,Nivelle,Point(3.467222222 50.4725)
arrondissement d'Amiens,Longuevillette,Point(2.273333333 50.129444444)
arrondissement d'Amiens,Mailly-Maillet,Point(2.603611111 50.079722222)
Ille-et-Vilaine,La Chapelle-Bouëxic,Point(-1.940833333 47.929166666)
canton de Montfort-en-Chalosse,Onard,Point(-0.8375 43.78)
arrondissement de Louhans,Ouroux,Point(4.954166666 46.721944444)
arrondissement de Neufchâteau,Ollainville,Point(5.805833333 48.267222222)
canton du Monêtier-les-Bains,La Salle-les-Alpes,Point(6.570833333 44.944722222)
arrondissement d'Épinal,Jésonville,Point(6.109444444 48.129444444)
arrondissement d'Épinal,Le Thillot,Point(6.765 47.88)
arrondissement d'Amiens,Laleu,Point(1.9325 49.941388888)
arrondissement de Fontenay-le-Comte,Les Magnils-Reigniers,Point(-1.220277777 46.478888888)
arrondissement de Fontenay-le-Comte,Maillezais,Point(-0.739166666 46.371388888)
arrondissement de Tarbes,Mansan,Point(0.1925 43.339722222)
arrondissement d'Amiens,Lamaronde,Point(1.901111111 49.805277777)
Gers,Marambat,Point(0.314444444 43.776111111)
arrondissement de Mantes-la-Jolie,Mantes-la-Ville,Point(1.710833333 48.974166666)
Mayenne,Niafles,Point(-1.001944444 47.846388888)
Tarn,Montels,Point(1.893611111 43.9625)
Nord,Killem,Point(2.562222222 50.958055555)
Nord,Noordpeene,Point(2.398055555 50.806111111)
arrondissement de Lyon,Lentilly,Point(4.663055555 45.818611111)
canton de Gondrecourt-le-Château,Les Roises,Point(5.641111111 48.455555555)
Bouches-du-Rhône,Mollégès,Point(4.949444444 43.805833333)
Eure-et-Loir,Montigny-sur-Avre,Point(1.021944444 48.729444444)
arrondissement de Lyon,Mions,Point(4.953055555 45.663055555)
Haute-Corse,Moltifao,Point(9.114166666 42.486666666)
canton de Blanzac-Porcheresse,Jurignac,Point(-0.038055555 45.533611111)
arrondissement de Brive-la-Gaillarde,Nonards,Point(1.8075 45.021388888)
arrondissement de Brive-la-Gaillarde,Perpezac-le-Noir,Point(1.5525 45.326388888)
arrondissement de Marmande,Le Mas-d'Agenais,Point(0.217222222 44.410833333)
arrondissement de Vesoul,La Chapelle-Saint-Quillain,Point(5.814722222 47.475833333)
arrondissement de Saint-Girons,Les Bordes-sur-Arize,Point(1.370277777 43.105)
arrondissement de Saint-Flour,Landeyrat,Point(2.864166666 45.273888888)
arrondissement de Saint-Flour,Lieutadès,Point(2.898888888 44.839722222)
arrondissement de Saint-Flour,Molèdes,Point(3.039722222 45.262777777)
arrondissement d'Avranches,La Croix-Avranchin,Point(-1.383333333 48.546111111)
arrondissement d'Avranches,Le Fresne-Poret,Point(-0.829722222 48.710277777)
arrondissement d'Avranches,Le Loreur,Point(-1.431111111 48.869444444)
Ardennes,La Ferté-sur-Chiers,Point(5.241944444 49.575)
Ardennes,Landrichamps,Point(4.830555555 50.089722222)
arrondissement de Saint-Lô,La Barre-de-Semilly,Point(-1.034166666 49.111388888)
arrondissement de Saint-Lô,Le Guislain,Point(-1.228888888 48.972222222)
arrondissement de Saint-Lô,Montbray,Point(-1.095555555 48.880277777)
canton d'Hazebrouck-Nord,Lynde,Point(2.419166666 50.712777777)
canton de la Force,La Force,Point(0.375277777 44.868611111)
Dordogne,Molières,Point(0.823888888 44.810555555)
arrondissement de Cambrai,Le Cateau-Cambrésis,Point(3.541111111 50.105277777)
Cantal,Malbo,Point(2.756111111 44.973333333)
Ardennes,Landres-et-Saint-Georges,Point(5.010555555 49.353333333)
Ardennes,Nouart,Point(5.049722222 49.44)
arrondissement de Vienne,La Frette,Point(5.360555555 45.390555555)
Ille-et-Vilaine,Lohéac,Point(-1.883333333 47.865555555)
canton de Chevillon,Narcy,Point(5.086388888 48.583888888)
canton de Mont-de-Marsan-Sud,Mazerolles,Point(-0.436388888 43.875277777)
canton de Pontvallain,Oizé,Point(0.103333333 47.810555555)
Gers,Lamaguère,Point(0.672222222 43.491666666)
Haute-Savoie,Marlens,Point(6.349166666 45.767777777)
Loiret,Manchecourt,Point(2.340833333 48.238611111)
Loiret,Pannes,Point(2.667222222 48.018888888)
arrondissement de Gourdon,Loupiac,Point(1.460833333 44.817777777)
arrondissement de La Tour-du-Pin,Le Bouchage,Point(5.525833333 45.670277777)
arrondissement de Lunéville,Lunéville,Point(6.501666666 48.589444444)
arrondissement de Lunéville,Neuviller,Point(6.873888888 48.5175)
Vienne,Lathus,Point(0.958611111 46.333611111)
arrondissement d'Avranches,Muneville-sur-Mer,Point(-1.490833333 48.933611111)
arrondissement de Toulon,La Farlède,Point(6.043055555 43.167777777)
arrondissement de Toulon,Le Revest-les-Eaux,Point(5.926388888 43.176388888)
canton d'Aignan,Margouët-Meymes,Point(0.103055555 43.725)
canton de Sellières,Mantry,Point(5.559166666 46.796388888)
canton d'Eauze,Lannepax,Point(0.227777777 43.800277777)
Tarn,Mazamet,Point(2.373333333 43.491666666)
Nord,Louvignies-Quesnoy,Point(3.6425 50.223888888)
Bouches-du-Rhône,Meyreuil,Point(5.495555555 43.486111111)
district de Lorraine,Oron,Point(6.479722222 48.906388888)
canton de Montsauche-les-Settons,Montsauche,Point(4.025833333 47.215)
Tarn-et-Garonne,Labastide-du-Temple,Point(1.195 44.084722222)
arrondissement de Narbonne,Narbonne,Point(3.003611111 43.184722222)
canton de Morne-à-l'Eau-2,Morne-à-l'Eau,Point(-61.456944444 16.331944444)
Dordogne,Montignac,Point(1.161388888 45.066388888)
arrondissement d'Arras,Neuville-Bourjonval,Point(3.021388888 50.068333333)
arrondissement de Bordeaux,Le Pian-Médoc,Point(-0.669722222 44.955)
arrondissement de Compiègne,Lataule,Point(2.680277777 49.54)
arrondissement de Bordeaux,Montussan,Point(-0.428611111 44.881666666)
Manche,La Colombe,Point(-1.1825 48.874444444)
arrondissement d'Épinal,La Chapelle-aux-Bois,Point(6.332222222 48.036944444)
arrondissement de Château-Thierry,Mont-Saint-Père,Point(3.489444444 49.075277777)
arrondissement de Château-Thierry,Montreuil-aux-Lions,Point(3.195555555 49.021388888)
Manche,Le Buat,Point(-1.174296 48.635123)
Manche,Les Biards,Point(-1.1861 48.5833)
canton de Chalon-sur-Saône-Nord,La Loyère,Point(4.828611111 46.843611111)
Morbihan,La Trinité-sur-Mer,Point(-3.029722222 47.585277777)
Morbihan,Moréac,Point(-2.821111111 47.919166666)
canton de Moulins-Engilbert,Montaron,Point(3.749444444 46.885)
arrondissement d'Évry,Lisses,Point(2.426388888 48.597777777)
arrondissement d'Évry,Oncy,Point(2.473333333 48.383055555)
arrondissement d'Évry,Ormoy,Point(2.446666666 48.576111111)
arrondissement de Bastia,Pero-Casevecchie,Point(9.465555555 42.414444444)
arrondissement de Soissons,Juvigny,Point(3.318333333 49.4475)
arrondissement du Vigan,L'Estréchure,Point(3.783055555 44.108333333)
arrondissement de Vesoul,Ormoy,Point(5.980833333 47.889444444)
Somme,Moreuil,Point(2.483055555 49.774444444)
canton de Chaumergy,La Chassagne,Point(5.451944444 46.863611111)
Aude,Mazerolles-du-Razès,Point(2.071666666 43.138611111)
arrondissement de Grasse,La Roquette-sur-Siagne,Point(6.955555555 43.58)
Aude,Peyrens,Point(1.959722222 43.361666666)
canton de Lure-Sud,Lyoffans,Point(6.581111111 47.648055555)
Beaupréau-en-Mauges,Le Pin-en-Mauges,Point(-0.899166666 47.253611111)
arrondissement de Brest,Lesneven,Point(-4.322222222 48.571944444)
arrondissement de Bastia,Penta-di-Casinca,Point(9.459722222 42.4675)
arrondissement de Lille,Loos,Point(3.013611111 50.612222222)
Métropole de Lyon,Limonest,Point(4.771944444 45.836944444)
arrondissement de Saint-Denis,Pierrefitte,Point(2.360833333 48.964722222)
Eure-et-Loir,Nogent-sur-Eure,Point(1.3625 48.389444444)
Isère,Le Passage,Point(5.511944444 45.532777777)
arrondissement d'Arras,Le Parcq,Point(2.100277777 50.379166666)
canton d'Albestroff,Léning,Point(6.806944444 48.956944444)
canton de Lorquin,Landange,Point(6.958611111 48.670833333)
Ille-et-Vilaine,Orgères,Point(-1.668333333 47.998888888)
Bas-Rhin,Kaltenhouse,Point(7.831944444 48.790833333)
Bas-Rhin,Kilstett,Point(7.856111111 48.675555555)
Bas-Rhin,Lampertsloch,Point(7.816388888 48.958333333)
Bas-Rhin,Langensoultzbach,Point(7.734722222 48.967222222)
Bas-Rhin,Mackenheim,Point(7.565833333 48.184444444)
Bas-Rhin,Meistratzheim,Point(7.543055555 48.448888888)
Bas-Rhin,Melsheim,Point(7.521666666 48.7575)
Bas-Rhin,Neubois,Point(7.338888888 48.306388888)
Bas-Rhin,Niedermodern,Point(7.626111111 48.845277777)
Bas-Rhin,Obenheim,Point(7.689166666 48.360277777)
Bas-Rhin,Osthouse,Point(7.643055555 48.4025)
canton de Mont-Saint-Vincent,Mont-Saint-Vincent,Point(4.478055555 46.630555555)
canton d'Ay,Magenta,Point(3.965277777 49.052222222)
Alpes-de-Haute-Provence,Le Vernet,Point(6.390833333 44.276111111)
canton de Gouarec,Perret,Point(-3.159722222 48.176388888)
canton de Plouaret,Loguivy-Plougras,Point(-3.487777777 48.521944444)
canton de Vesoul-Est,Montcey,Point(6.236388888 47.655833333)
canton de Vitry-en-Artois,Noyelles-sous-Bellonne,Point(3.027222222 50.308055555)
canton du Bény-Bocage,Mont-Bertrand,Point(-0.916666666 48.966388888)
Dordogne,Mialet,Point(0.904166666 45.549722222)
arrondissement de La Roche-sur-Yon,La Boissière-de-Montaigu,Point(-1.191388888 46.950833333)
arrondissement de Bellac,Le Buis,Point(1.2025 46.035555555)
Bouches-du-Rhône,Le Tholonet,Point(5.511111111 43.521666666)
arrondissement de Saintes,Mortagne-sur-Gironde,Point(-0.785 45.482777777)
Seine-Maritime,Longueville-sur-Scie,Point(1.109444444 49.792222222)
Cher,Orval,Point(2.481666666 46.725555555)
canton des Deux-Sevi,Piana,Point(8.636388888 42.239166666)
canton du Creusot-Est,Le Breuil,Point(4.483333333 46.794444444)
arrondissement de Louhans,Montjay,Point(5.31 46.806944444)
canton de Châtillon-Coligny,Montbouy,Point(2.82 47.861388888)
canton de Rodez-Ouest,Olemps,Point(2.552777777 44.346111111)
Pyrénées-Atlantiques,Navarrenx,Point(-0.759444444 43.321666666)
Isère,L'Isle-d'Abeau,Point(5.233055555 45.619444444)
Pyrénées-Atlantiques,Ousse,Point(-0.266944444 43.282777777)
Dordogne,Le Bourdeix,Point(0.631944444 45.588333333)
Dordogne,Léguillac-de-Cercles,Point(0.514444444 45.391944444)
canton de Maël-Carhaix,Maël-Carhaix,Point(-3.424444444 48.283333333)
arrondissement de Narbonne,Lanet,Point(2.495277777 42.963055555)
arrondissement d'Ajaccio,Partinello,Point(8.6825 42.311944444)
arrondissement de Montargis,Ladon,Point(2.538888888 48.002777777)
canton de Dreux-Est,La Chapelle-Forainvilliers,Point(1.501666666 48.728611111)
Hautes-Pyrénées,Luc,Point(0.176944444 43.152777777)
canton de Châtillon-Coligny,Le Charme,Point(2.994722222 47.799722222)
Allier,Mercy,Point(3.516388888 46.461388888)
canton d'Ay,Louvois,Point(4.115833333 49.101111111)
canton de Chénérailles,Peyrat-la-Nonière,Point(2.256388888 46.0875)
arrondissement de Montargis,Ouzouer-sur-Trézée,Point(2.808055555 47.672777777)
arrondissement de Bastia,Olmeta-di-Tuda,Point(9.353888888 42.611388888)
arrondissement de Louhans,La Frette,Point(5.050277777 46.638888888)
arrondissement de Verdun,Landrecourt-Lempire,Point(5.349166666 49.103888888)
arrondissement de Tours,Montbazon,Point(0.713611111 47.287222222)
Aude,Orsans,Point(1.982222222 43.161388888)
Ardennes,Lumes,Point(4.783888888 49.735277777)
arrondissement d'Alençon,Larré,Point(0.164444444 48.494722222)
Aisne,Loupeigne,Point(3.535 49.247222222)
Eure-et-Loir,Mézières-au-Perche,Point(1.274722222 48.249722222)
arrondissement de Fontenay-le-Comte,Marsais-Sainte-Radégonde,Point(-0.881388888 46.538333333)
arrondissement de Saint-Brieuc,La Bouillie,Point(-2.435277777 48.573888888)
arrondissement de Saint-Brieuc,La Méaugon,Point(-2.838333333 48.498611111)
arrondissement de Saint-Brieuc,La Prénessaye,Point(-2.633888888 48.183055555)
arrondissement de Lannion,Louannec,Point(-3.410555555 48.793888888)
canton de Combeaufontaine,Melin,Point(5.826666666 47.739722222)
canton du Parcq,Le Quesnoy-en-Artois,Point(2.048333333 50.334166666)
canton de Castelmoron-sur-Lot,Labretonie,Point(0.367777777 44.488611111)
arrondissement d'Arras,Morchies,Point(2.955277777 50.138333333)
arrondissement de Fontenay-le-Comte,La Chapelle-Thémer,Point(-0.955833333 46.558333333)
arrondissement de Fontenay-le-Comte,La Pommeraie-sur-Sèvre,Point(-0.775555555 46.837222222)
arrondissement de Lannion,Kerbors,Point(-3.183055555 48.827777777)
arrondissement de Lannion,Kermaria-Sulard,Point(-3.370833333 48.771666666)
arrondissement de Lannion,Lanvellec,Point(-3.536111111 48.618888888)
arrondissement de Saint-Brieuc,La Harmoye,Point(-2.961388888 48.335555555)
arrondissement de Saint-Brieuc,Lanrelas,Point(-2.293888888 48.251944444)
arrondissement de Reims,Magneux,Point(3.721111111 49.306388888)
arrondissement de Saint-Lô,Le Lorey,Point(-1.306388888 49.093888888)
arrondissement de Saint-Lô,Moyon,Point(-1.118611111 49.000833333)
district de Lorraine,Jussy,Point(6.086111111 49.101111111)
canton de Nouvion,Le Titre,Point(1.801388888 50.188611111)
Haute-Corse,Nessa,Point(8.948611111 42.550277777)
arrondissement de Lesparre-Médoc,Listrac-Médoc,Point(-0.791388888 45.073888888)
arrondissement de Montdidier,Le Cardonnois,Point(2.48 49.6275)
Dunkerque Grand Littoral,Loon,Point(2.219722222 50.994166666)
canton de Gacé,La Trinité-des-Laitiers,Point(0.3775 48.797777777)
Est Ensemble,Montreuil,Point(2.443055555 48.860277777)
Gers,Laas,Point(0.310833333 43.469166666)
Gers,Marseillan,Point(0.316666666 43.488611111)
arrondissement de Briey,Mont-Saint-Martin,Point(5.779444444 49.540555555)
canton de Gap-Campagne,Manteyer,Point(5.963888888 44.537777777)
arrondissement de Gap,Les Costes,Point(6.033888888 44.746111111)
Hautes-Pyrénées,Lançon,Point(0.366666666 42.885555555)
