departement,ville,coordonnesgroup
arrondissement de Calvi,Barbaggio,Point(9.377777777 42.689722222)
arrondissement de Dunkerque,Broxeele,Point(2.321388888 50.83)
arrondissement de Mortagne-au-Perche,Berd'huis,Point(0.745833333 48.345277777)
arrondissement de Mortagne-au-Perche,Bivilliers,Point(0.618055555 48.579722222)
arrondissement de Mortagne-au-Perche,Boissy-Maugis,Point(0.711666666 48.441111111)
aire urbaine de Mulhouse,Baldersheim,Point(7.380277777 47.800277777)
Loire-Atlantique,Basse-Goulaine,Point(-1.4675 47.211666666) | Point(-1.46556 47.21528) | Point(-1.465555555 47.215277777)
arrondissement de Besançon,Amagney,Point(6.151666666 47.305)
arrondissement de Nantua,Bellegarde,Point(5.825833333 46.1075)
canton de Dannemarie,Bretten,Point(7.071944444 47.699444444)
communauté de communes la Porte normande,Bois-le-Roi,Point(1.344444444 48.863055555)
arrondissement de Vervins,Berlancourt,Point(3.758055555 49.778611111)
Charente,Baignes-Sainte-Radegonde,Point(-0.236388888 45.383888888)
Charente,Ansac-sur-Vienne,Point(0.646944444 45.993055555)
canton de Châtelaudren,Boqueho,Point(-2.961111111 48.483055555)
Yonne,Augy,Point(3.61 47.766666666)
Lot,Assier,Point(1.876666666 44.675277777)
arrondissement de Montbard,Braux,Point(4.424444444 47.409444444)
canton de Précy-sous-Thil,Braux,Point(4.424444444 47.409444444)
Aude,Auriac,Point(2.492222222 42.931111111)
Charente-Maritime,Angliers,Point(-0.949722222 46.211944444)
Puy-de-Dôme,Ambert,Point(3.741666666 45.549444444)
arrondissement de Dieppe,Auffay,Point(1.100277777 49.718055555)
Jura,Barésia,Point(5.711388888 46.549166666)
arrondissement de Dax,Bélus,Point(-1.109722222 43.591666666)
arrondissement de Tours,Azay-le-Rideau,Point(0.466111111 47.261388888)
canton de La Roche-Bernard,Camoël,Point(-2.395 47.481944444)
canton de Carmaux-Sud,Carmaux,Point(2.158055555 44.049166666)
Ariège,Bagert,Point(1.082222222 43.077777777)
canton de Coussey,Autreville,Point(5.848888888 48.484166666)
canton de Saint-Sauveur,Baudoncourt,Point(6.345277777 47.777777777)
Lot-et-Garonne,Bon-Encontre,Point(0.671944444 44.186388888)
arrondissement de Die,Barnave,Point(5.37 44.66)
canton de Pesmes,Bresilley,Point(5.641388888 47.258611111)
Lot-et-Garonne,Boussès,Point(0.093888888 44.145833333)
arrondissement de Dunkerque,Brouckerque,Point(2.291944444 50.953888888)
Seine-Maritime,Brachy,Point(0.949722222 49.815277777)
canton de Valderiès,Andouque,Point(2.304444444 44.022777777)
Rhône,Beaurepaire,Point(4.588611111 45.599722222)
Puy-de-Dôme,Aigueperse,Point(3.202222222 46.0225)
aire urbaine de Mulhouse,Battenheim,Point(7.381666666 47.819722222)
"communauté de communes Région Lézignanaise, Corbières et Minervois",Canet,Point(2.847222222 43.228611111)
canton de Clerval,Anteuil,Point(6.560833333 47.3875)
arrondissement de Besançon,Arc-et-Senans,Point(5.778333333 47.032222222)
arrondissement de Castelsarrasin,Beaumont-de-Lomagne,Point(0.988333333 43.883055555)
arrondissement de Brignoles,Brignoles,Point(6.061666666 43.405833333)
canton d'Arras-Sud,Achicourt,Point(2.759444444 50.273333333)
canton de Floirac,Bouliac,Point(-0.501944444 44.815)
Charente,Aubeterre,Point(0.17 45.271666666)
canton de Réchicourt-le-Château,Avricourt,Point(6.806388888 48.650833333)
arrondissement d'Avesnes-sur-Helpe,Assevent,Point(4.015 50.288055555)
Puy-de-Dôme,Ayat-sur-Sioule,Point(2.89 46.050277777)
Indre-et-Loire,Ballan-Miré,Point(0.613055555 47.341666666)
canton de Cruzini-Cinarca,Arro,Point(8.813888888 42.092777777)
De l'Oust à Brocéliande Communauté,Carentoir,Point(-2.134166666 47.816666666)
canton de Mayenne-Ouest,Alexain,Point(-0.768055555 48.228888888)
Hérault,Cabrières,Point(3.3625 43.576944444)
Loir-et-Cher,Beauvilliers,Point(1.254444444 47.838055555)
canton de Saint-Savinien,Archingeay,Point(-0.705833333 45.930833333)
arrondissement de Forbach,Carling,Point(6.715833333 49.166388888)
arrondissement de Pithiviers,Aulnay-la-Rivière,Point(2.378888888 48.195555555)
canton de Lembeye,Aurions-Idernes,Point(-0.138333333 43.538055555)
arrondissement de Grenoble,Bresson,Point(5.749444444 45.136388888)
canton d'Heuchin,Anvin,Point(2.255277777 50.446388888)
arrondissement de Besançon,Audeux,Point(5.870277777 47.261388888)
arrondissement d'Avesnes-sur-Helpe,Avesnelles,Point(3.943055555 50.1175)
arrondissement de Besançon,Autechaux,Point(6.385277777 47.377777777)
arrondissement de Haguenau-Wissembourg,Auenheim,Point(8.009722222 48.811944444)
arrondissement de Segré,Bécon-les-Granits,Point(-0.801111111 47.5025)
Bordeaux Métropole,Bouliac,Point(-0.501944444 44.815)
Pas-de-Calais,Billy-Montigny,Point(2.911944444 50.418055555)
Ain,Belley,Point(5.688055555 45.759166666)
arrondissement d'Aurillac,Arpajon-sur-Cère,Point(2.456666666 44.903888888)
arrondissement de Sarlat-la-Canéda,Berbiguières,Point(1.0425 44.834722222)
Territoire de Belfort,Argiésans,Point(6.822777777 47.603888888)
Territoire de Belfort,Bethonvilliers,Point(6.962222222 47.680555555)
Thizy-les-Bourgs,Bourg-de-Thizy,Point(4.2997 46.035)
canton de Baud,Baud,Point(-3.018888888 47.875555555)
Haut-Rhin,Ballersdorf,Point(7.16 47.623333333)
arrondissement de Forbach,Alsting,Point(6.998333333 49.179166666)
arrondissement de Forbach,Betting-lès-Saint-Avold,Point(6.816944444 49.127777777)
arrondissement de Forbach,Biding,Point(6.786666666 49.058888888)
Haut-Rhin,Bessoncourt,Point(6.932222222 47.645555555)
arrondissement de Pithiviers,Autruy-sur-Juine,Point(2.101944444 48.275555555)
Charente-Maritime,Asnières,Point(-0.52115 45.88972) | Point(-0.521111111 45.889166666)
Seine-et-Marne,Argentières,Point(2.867777777 48.653611111)
arrondissement de Dieppe,Auppegard,Point(1.029722222 49.829444444)
canton de Cruzini-Cinarca,Azzana,Point(8.924166666 42.1175)
arrondissement de Commercy,Bouquemont,Point(5.451388888 48.990833333)
arrondissement de Fontainebleau,Avon,Point(2.725 48.408888888)
canton de Fresnay-sur-Sarthe,Assé-le-Boisne,Point(-0.008055555 48.3225)
arrondissement de Carcassonne,Bram,Point(2.114722222 43.242777777)
Sarthe,Boëssé-le-Sec,Point(0.563888888 48.135)
arrondissement de Commercy,Bislée,Point(5.494444444 48.868888888)
arrondissement de Commercy,Brixey-aux-Chanoines,Point(5.714166666 48.473611111)
Nord,Abscon,Point(3.302222222 50.334166666)
Seine-et-Marne,Boissise-le-Roi,Point(2.574166666 48.525555555)
canton de Vignory,Bologne,Point(5.140833333 48.201944444)
Ariège,Bompas,Point(1.617222222 42.864722222)
Eure,Bacqueville,Point(1.369722222 49.313611111)
Eure,Capelle-les-Grands,Point(0.474166666 49.046111111)
Côte-d'Or,Braux,Point(4.424444444 47.409444444)
canton d'Aix-en-Provence-Nord-Est,Aix-en-Provence,Point(5.445555555 43.527777777)
arrondissement de Dax,Bégaar,Point(-0.850277777 43.826666666)
arrondissement des Sables-d'Olonne,Barbâtre,Point(-2.180555555 46.943888888)
arrondissement de Besançon,Bouclans,Point(6.236388888 47.247222222)
arrondissement de Sarlat-la-Canéda,Audrix,Point(0.946944444 44.881111111)
communauté de communes de la Veyle,Bey,Point(4.845833333 46.219444444)
Pas-de-Calais,Auchy-les-Mines,Point(2.783888888 50.5125)
Pas-de-Calais,Auxi-le-Château,Point(2.114722222 50.230555555)
Pas-de-Calais,Campigneulles-les-Grandes,Point(1.713333333 50.435555555)
district de Lorraine,Boucheporn,Point(6.608888888 49.140833333)
Lot,Bio,Point(1.784722222 44.782777777)
Hérault,Bédarieux,Point(3.158805555 43.615930555)
Hérault,Capestang,Point(3.044444444 43.328888888)
Haute-Saône,Autet,Point(5.694166666 47.5425)
canton de Dannemarie,Bellemagny,Point(7.067222222 47.689722222)
Ariège,Artigat,Point(1.439722222 43.135833333)
Ariège,Ascou,Point(1.861944444 42.721111111)
canton de Cattenom,Basse-Rentgen,Point(6.203333333 49.483055555)
Pyrénées-Orientales,Arboussols,Point(2.485277777 42.663611111)
Pyrénées-Orientales,Camélas,Point(2.704722222 42.651388888)
canton de Cattenom,Berg-sur-Moselle,Point(6.311111111 49.430555555)
arrondissement de Dax,Argelos,Point(-0.629444444 43.582777777)
arrondissement de Fontainebleau,Arville,Point(2.548055555 48.188333333)
communauté de communes de la Dombes,Baneins,Point(4.901666666 46.11)
canton de Danjoutin,Andelnans,Point(6.868611111 47.6025)
Seine-et-Marne,Bezalles,Point(3.242777777 48.678333333)
communauté de communes des Aspres,Camélas,Point(2.704722222 42.651388888)
Pas-de-Calais,Bus,Point(2.964722222 50.065555555)
canton de Belcaire,Camurac,Point(1.915277777 42.798333333)
canton de Tinchebray,Beauchêne,Point(-0.7231 48.68)
Haut-Rhin,Altkirch,Point(7.239444444 47.623055555)
Loir-et-Cher,Briou,Point(1.478055555 47.813333333)
arrondissement de Dunkerque,Bailleul,Point(2.733888888 50.7375)
arrondissement de Sarlat-la-Canéda,Archignac,Point(1.311944444 45.011111111)
arrondissement du Blanc,Bélâbre,Point(1.158055555 46.551388888)
canton de Saint-Palais,Amorots-Succos,Point(-1.112222222 43.365277777)
Alpes-Maritimes,Beuil,Point(6.9875 44.095)
canton d'Alby-sur-Chéran,Alby-sur-Chéran,Point(6.020833333 45.816666666)
Pas-de-Calais,Agnez-lès-Duisans,Point(2.659166666 50.307777777)
Pas-de-Calais,Annezin,Point(2.618333333 50.533611111)
Pas-de-Calais,Boiry-Becquerelle,Point(2.815277777 50.213611111)
Pas-de-Calais,Brebières,Point(3.022777777 50.336944444)
Pas-de-Calais,Busnes,Point(2.518333333 50.587777777)
Territoire de Belfort,Bourogne,Point(6.917777777 47.562222222)
arrondissement de Nérac,Beauziac,Point(0.046388888 44.321666666)
arrondissement de Nérac,Calignac,Point(0.415 44.133333333)
Charente-Maritime,Cabariot,Point(-0.856944444 45.925555555)
Valromey-sur-Séran,Belmont,Point(5.6608725 45.879769)
canton de Baugy,Baugy,Point(2.7275 47.081388888)
canton d'Offranville,Arques-la-Bataille,Point(1.125833333 49.880833333)
Rhône-et-Loire,Anse,Point(4.719444444 45.935555555)
canton d'Audenge,Arès,Point(-1.136666666 44.765)
canton de Vigy,Antilly,Point(6.251111111 49.195)
arrondissement de Châlons-en-Champagne,Braux-Saint-Remy,Point(4.862777777 49.021666666)
arrondissement de Brioude,Agnat,Point(3.449166666 45.343333333)
arrondissement de Brioude,Aubazat,Point(3.437777777 45.139166666)
Deux-Sèvres,Brioux,Point(-0.223055555 46.142222222)
Deux-Sèvres,Brioux-sur-Boutonne,Point(-0.223055555 46.142222222)
Rhône,Albigny,Point(4.831944444 45.865277777)
Rhône,Albigny-sur-Saône,Point(4.831944444 45.865277777)
canton de Landrecies,Bousies,Point(3.615833333 50.151111111)
Indre-et-Loire,Bournan,Point(0.728888888 47.062222222)
canton de Juillac,Aubepeyre,Point(1.390833333 45.271388888)
Jura,Aumont,Point(5.633611111 46.908333333)
Oise,Ansauvillers,Point(2.388333333 49.564444444)
Oise,Breteuil,Point(2.293333333 49.6325)
canton de Falaise-Nord,Aubigny,Point(-0.214722222 48.918055555)
arrondissement de Toul,Barisey-au-Plain,Point(5.843888888 48.525)
arrondissement de Toul,Beuvezin,Point(5.959166666 48.379166666)
arrondissement de Mont-de-Marsan,Canenx-et-Réaut,Point(-0.4425 44.006666666)
canton de Percy,Beslon,Point(-1.151388888 48.848888888)
Seine-Maritime,Amfreville-la-Mi-Voie,Point(1.13 49.401944444)
Seine-Maritime,Autretot,Point(0.731111111 49.651388888)
Seine-Maritime,Blosseville-Bonsecours,Point(1.127777777 49.427777777)
Seine-Maritime,Bosc-Bordel,Point(1.41 49.593333333)
canton de Bazoches-sur-Hoëne,Bazoches-sur-Hoëne,Point(0.471388888 48.551944444)
arrondissement de Clermont-Ferrand,Bouzel,Point(3.317222222 45.777222222)
arrondissement de Clermont-Ferrand,Busséol,Point(3.253888888 45.690833333)
Gers,Cahuzac,Point(-0.023333333 43.638888888)
Corrèze,Aix,Point(2.3825 45.616111111)
arrondissement de Bar-le-Duc,Ancerville,Point(5.019722222 48.635833333)
Deux-Sèvres,Azay-sur-Thouet,Point(-0.350277777 46.625)
Deux-Sèvres,Bouillé-Saint-Paul,Point(-0.346111111 47.025277777)
canton d'Abbeville-Sud,Cambron,Point(1.77 50.110833333)
canton de Cruzini-Cinarca,Cannelle,Point(8.820555555 42.049444444)
arrondissement de Montbard,Beaunotte,Point(4.706111111 47.679444444)
communauté de communes interrégionale Aumale - Blangy-sur-Bresle,Bouttencourt,Point(1.630555555 49.935555555)
arrondissement de Thonon-les-Bains,Bernex,Point(6.675 46.361388888)
Charente-Maritime,Allas-Bocage,Point(-0.491666666 45.383611111)
arrondissement de Rouen,Bierville,Point(1.273333333 49.539166666)
Savoie,Bourgneuf,Point(6.211388888 45.552222222)
arrondissement de Toulouse,Azas,Point(1.676944444 43.727777777)
communauté de communes la Porte normande,Bretagnolles,Point(1.3525 48.951666666)
canton de Montmarault,Beaune-d'Allier,Point(2.885 46.281111111)
arrondissement de Vitry-le-François,Bignicourt-sur-Marne,Point(4.608888888 48.682222222)
canton de Fronton,Bouloc,Point(1.405 43.780277777)
Seine-Maritime,Anglesqueville-l'Esneval,Point(0.236944444 49.633055555)
Seine-Maritime,Belleville-en-Caux,Point(0.996111111 49.699722222)
canton de Saint-Gengoux-le-National,Burzy,Point(4.582222222 46.597222222)
canton d'Aurignac,Alan,Point(0.939444444 43.229444444)
arrondissement de Limoges,Boisseuil,Point(1.331388888 45.77)
arrondissement de Limoges,Bosmie,Point(1.215833333 45.767777777)
arrondissement de Limoges,Bosmie-l'Aiguille,Point(1.215833333 45.767777777)
Côte-d'Or,Autricourt,Point(4.62 47.997777777)
Côte-d'Or,Boudreville,Point(4.827777777 47.934722222)
arrondissement de Besançon,Bonnal,Point(6.355555555 47.506944444)
Haute-Loire,Aiguilhe,Point(3.884722222 45.050833333)
canton de Levens,Aspremont,Point(7.244166666 43.783333333)
canton de Sains-en-Gohelle,Aix-Noulette,Point(2.709722222 50.425833333)
Haute-Saône,Aubertans,Point(6.163611111 47.452777777)
Yvelines,Boissy-Mauvoisin,Point(1.5775 48.962777777)
Yvelines,Bourdonné,Point(1.663333333 48.755833333)
arrondissement de Pithiviers,Aschères-le-Marché,Point(2.008055555 48.107222222)
arrondissement de Pithiviers,Boisseaux,Point(1.987777777 48.256666666)
arrondissement de Villefranche-sur-Saône,Arnas,Point(4.708333333 46.023611111)
Jura,Balanod,Point(5.355555555 46.456111111)
Jura,Baverans,Point(5.539166666 47.102222222)
Savoie,Aigueblanche,Point(6.509722222 45.500833333)
canton de Pouilly-en-Auxois,Bellenot-sous-Pouilly,Point(4.546388888 47.283055555)
Bas-Rhin,Bischwiller,Point(7.856944444 48.766388888)
arrondissement de Bar-le-Duc,Brauvilliers,Point(5.15 48.580277777)
Indre,Argy,Point(1.438333333 46.939166666)
Indre-et-Loire,Boussay,Point(0.888333333 46.841944444)
arrondissement d'Avallon,Annay-la-Côte,Point(3.8875 47.534722222)
Val-de-Marne,Cachan,Point(2.331944444 48.791944444)
Seine-Maritime,Auzebosc,Point(0.726944444 49.596111111)
canton de la Barthe-de-Neste,Bulan,Point(0.278333333 43.039444444)
canton de Campagnac,Campagnac,Point(3.087222222 44.417222222)
arrondissement de Libourne,Bonzac,Point(-0.222222222 45.006944444)
Drôme,Buis-les-Baronnies,Point(5.274444444 44.275277777)
communauté urbaine de Lyon,Albigny,Point(4.831944444 45.865277777)
communauté urbaine de Lyon,Albigny-sur-Saône,Point(4.831944444 45.865277777)
Deux-Sèvres,Beauvoir-sur-Niort,Point(-0.473888888 46.179444444)
Côte-d'Or,Bure-les-Templiers,Point(4.895 47.738611111)
arrondissement de Montbard,Baigneux-les-Juifs,Point(4.649166666 47.6)
communauté de communes Conflent-Canigó,Arboussols,Point(2.485277777 42.663611111)
Cher,Bengy-sur-Craon,Point(2.747777777 47.000277777)
Cher,Berry-Bouy,Point(2.289444444 47.109722222)
Charente,Aizecq,Point(0.2772 45.9925)
arrondissement de Châlons-en-Champagne,Baconnes,Point(4.338333333 49.159444444)
arrondissement de Châlons-en-Champagne,Belval-en-Argonne,Point(5.003888888 48.948888888)
Deux-Sèvres,Bagneux,Point(-0.2204 47.0771)
canton de La Bassée,Aubers,Point(2.825 50.595277777)
canton de Braine,Augy,Point(3.513611111 49.338055555)
arrondissement de Pithiviers,Auxy,Point(2.474444444 48.118888888)
Ille-et-Vilaine,Bréal-sous-Montfort,Point(-1.866666666 48.047777777)
Deux-Sèvres,Aubigny,Point(-0.119722222 46.740833333)
Saône-et-Loire,Bray,Point(4.715277777 46.505)
Oise,Bailleul-le-Soc,Point(2.578055555 49.416944444)
Yonne,Auxerre,Point(3.566944444 47.7975)
arrondissement de Saint-Gaudens,Aurignac,Point(0.879444444 43.218611111)
"communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane",Auchy-au-Bois,Point(2.371111111 50.554444444)
Puy-de-Dôme,Bergonne,Point(3.220277777 45.505833333)
Seine-Saint-Denis,Bondy,Point(2.483611111 48.902777777)
Jura,Brevans,Point(5.523888888 47.096666666)
Hérault,Brignac,Point(3.473055555 43.623333333)
canton de Barbazan,Barbazan,Point(0.623055555 43.032222222)
canton de Roisel,Aizecourt-le-Bas,Point(3.033611111 49.981111111)
Charente-Maritime,Brie-sous-Matha,Point(-0.250277777 45.818888888)
canton de Lagor,Abidos,Point(-0.624166666 43.398611111)
canton de Troyes-7,Bréviandes,Point(4.095555555 48.256111111)
arrondissement de Brignoles,Brue-Auriac,Point(5.944444444 43.5275)
arrondissement de Castelsarrasin,Barry-d'Islemade,Point(1.245 44.075833333)
arrondissement de Sarcelles,Asnières-sur-Oise,Point(2.356111111 49.133333333)
arrondissement de Villefranche-sur-Saône,Azolette,Point(4.418611111 46.193055555)
Seine-Maritime,Bardouville,Point(0.926666666 49.436111111)
Seine-Maritime,Bertreville,Point(0.58 49.767777777)
Seine-Maritime,Blacqueville,Point(0.863055555 49.563611111)
Seine-Maritime,Bosc-Hyons,Point(1.654444444 49.450833333)
Seine-Maritime,Boschyons,Point(1.654444444 49.450833333)
Nièvre,Asnois,Point(3.597777777 47.398611111)
Territoire de Belfort,Bavilliers,Point(6.830555555 47.619444444)
"communauté de communes Région Lézignanaise, Corbières et Minervois",Bouisse,Point(2.453333333 42.986666666)
canton de Saulzais-le-Potier,Arcomps,Point(2.432777777 46.675555555)
arrondissement de Brignoles,Carcès,Point(6.182777777 43.476111111)
arrondissement de Commercy,Baudrémont,Point(5.387777777 48.839722222)
arrondissement de Vervins,Besmont,Point(4.121944444 49.837777777)
Côte-d'Or,Ancey,Point(4.826666666 47.329444444)
Côte-d'Or,Barbirey-sur-Ouche,Point(4.754722222 47.252777777)
Côte-d'Or,Blaisy-Bas,Point(4.740277777 47.372777777)
Haute-Savoie,Alex,Point(6.238333333 45.888888888)
Charente,Bécheresse,Point(0.083611111 45.499444444)
Côte-d'Or,Arc-sur-Tille,Point(5.191666666 47.343055555)
Côte-d'Or,Arconcey,Point(4.455277777 47.218611111)
Côte-d'Or,Auvillars-sur-Saône,Point(5.102222222 47.0625)
Côte-d'Or,Auxant,Point(4.624444444 47.123611111)
Côte-d'Or,Bagnot,Point(5.075555555 47.059166666)
Côte-d'Or,Bouhey,Point(4.668888888 47.200555555)
arrondissement de Limoges,Aixe-sur-Vienne,Point(1.136111111 45.796388888)
arrondissement de Brioude,Blassac,Point(3.399722222 45.170277777)
Jura,Beauvoisin,Point(5.368055555 46.927222222)
arrondissement d'Avesnes-sur-Helpe,Anor,Point(4.098611111 49.989444444)
arrondissement de Beauvais,Auneuil,Point(1.996944444 49.37)
Puy-de-Dôme,Bourg-Lastic,Point(2.558333333 45.647222222)
canton de Chaussin,Bretenières,Point(5.542222222 46.918611111)
canton de Bavay,Bavay,Point(3.798055555 50.2975)
canton de Balleroy,Balleroy,Point(-0.838055555 49.180555555)
canton de Saint-Chaptes,Beauregard,Point(4.279166666 43.970833333)
canton de Saint-Chaptes,Bourdic,Point(4.330833333 43.983333333)
canton du Mayet-de-Montagne,Arronnes,Point(3.568611111 46.058333333)
Seine-Maritime,Auberville-la-Campagne,Point(0.600555555 49.533055555)
Seine-Maritime,Auberville-la-Manuel,Point(0.588333333 49.828055555)
Seine-Maritime,Cailleville,Point(0.732222222 49.831666666)
Alpes-Maritimes,Breil-sur-Roya,Point(7.514444444 43.937222222)
canton de Blangy-sur-Bresle,Aubermesnil,Point(1.566666666 49.825555555)
canton de Vailly-sur-Sauldre,Barlieu,Point(2.628611111 47.488333333)
Val-d'Oise,Auvers-sur-Oise,Point(2.174166666 49.071666666)
canton de Châteauneuf-sur-Charente,Bouteville,Point(-0.136388888 45.599444444)
canton d'Aime,Bellentre,Point(6.713888888 45.569444444)
arrondissement de Cholet,Bégrolles-en-Mauges,Point(-0.941388888 47.140555555)
arrondissement de Dunkerque,Armbouts-Cappel,Point(2.353333333 50.977777777)
Deux-Sèvres,Bouin,Point(-0.015277777 46.085555555)
Lot-et-Garonne,Blaymont,Point(0.863055555 44.303888888)
Charente-Maritime,Ballans,Point(-0.22112 45.81382) | Point(-0.221111111 45.813888888)
Charente-Maritime,Breuillet,Point(-1.051666666 45.692777777)
canton de Vercel-Villedieu-le-Camp,Avoudrey,Point(6.435555555 47.136388888)
Yonne,Bernouil,Point(3.895 47.899722222)
canton de Chailland,Andouillé,Point(-0.785 48.176111111)
"communauté de communes Région Lézignanaise, Corbières et Minervois",Boutenac,Point(2.790555555 43.1475)
canton de Beaurepaire-en-Bresse,Beaurepaire,Point(5.387777777 46.668611111)
canton de Beaurepaire-en-Bresse,Beaurepaire-en-Bresse,Point(5.387777777 46.668611111)
arrondissement d'Avallon,Angely,Point(4.021111111 47.564722222)
arrondissement de Montauban,Canals,Point(1.291944444 43.851666666)
arrondissement de Lons-le-Saunier,Bracon,Point(5.881111111 46.930555555)
arrondissement de Fontainebleau,Aufferville,Point(2.609166666 48.215)
arrondissement de Dunkerque,Cappelle-la-Grande,Point(2.364166666 50.998333333)
arrondissement de Lens,Billy-Montigny,Point(2.911944444 50.418055555)
arrondissement de Vervins,Braye-en-Thiérache,Point(3.958611111 49.779444444)
canton de Figeac-Est,Bagnac,Point(2.158333333 44.666388888)
canton de Figeac-Est,Bagnac-sur-Célé,Point(2.158333333 44.666388888)
Jura,Antorpe,Point(5.791388888 47.185277777)
Côte-d'Or,Bévy,Point(4.854722222 47.179166666)
arrondissement de Thonon-les-Bains,Abondance,Point(6.721944444 46.278888888)
arrondissement de Saint-Gaudens,Bachas,Point(0.938055555 43.244444444)
communauté d'agglomération de Lens-Liévin,Acheville,Point(2.883055555 50.383333333)
Lot-et-Garonne,Allons,Point(-0.054444444 44.201944444)
communauté de communes de Dinan,Calorguen,Point(-2.028888888 48.410277777)
Saône-et-Loire,Auxy,Point(4.402222222 46.949166666)
canton de Tuffé,Boëssé-le-Sec,Point(0.563888888 48.135)
Territoire de Belfort,Bretagne,Point(6.997777777 47.595277777)
arrondissement de Mantes-la-Jolie,Bréval,Point(1.533611111 48.944166666)
Lot-et-Garonne,Baleyssagues,Point(0.154722222 44.684444444)
Côte-d'Or,Beaunotte,Point(4.706111111 47.679444444)
Indre-et-Loire,Autrèche,Point(0.996111111 47.524722222)
Indre-et-Loire,Auzouer,Point(0.919722222 47.542222222)
Indre-et-Loire,Auzouer-en-Touraine,Point(0.919722222 47.542222222)
Golfe du Morbihan - Vannes agglomération,Arzon,Point(-2.891388888 47.548055555)
Golfe du Morbihan - Vannes agglomération,Brandivy,Point(-2.945277777 47.773888888)
Aude,Albas,Point(2.734166666 43.006111111)
canton de Charny-sur-Meuse,Bezonvaux,Point(5.4675 49.236666666)
Saône-et-Loire,Bissy-sur-Fley,Point(4.620277777 46.6625)
canton de Saint-Amand-Longpré,Authon,Point(0.896944444 47.643888888)
Nièvre,Achun,Point(3.680277777 47.124444444)
arrondissement de Mont-de-Marsan,Banos,Point(-0.623055555 43.736666666)
canton d'Asfeld,Brienne-sur-Aisne,Point(4.0525 49.433055555)
Tarn,Cahuzac,Point(2.078333333 43.470833333)
canton de Saint-Julien,Broissia,Point(5.430555555 46.359722222)
Savoie,Bramans,Point(6.776111111 45.223611111)
arrondissement de Grenoble,Beaucroissant,Point(5.470277777 45.340555555)
canton de Beaune-Nord,Aloxe-Corton,Point(4.859444444 47.065555555)
canton de Beaune-Nord,Bouilland,Point(4.776388888 47.132222222)
canton de Beaune-Nord,Bouze-lès-Beaune,Point(4.771388888 47.051666666)
Ariège,Alzen,Point(1.4725 42.989444444)
arrondissement de Haguenau-Wissembourg,Aschbach,Point(7.983333333 48.934444444)
arrondissement de Metz-Campagne,Amnéville,Point(6.141944444 49.260833333)
arrondissement de Metz-Campagne,Ars-sur-Moselle,Point(6.074166666 49.078055555)
arrondissement de Thionville-Est,Basse-Rentgen,Point(6.203333333 49.483055555)
arrondissement de Wissembourg,Aschbach,Point(7.983333333 48.934444444)
Haute-Savoie,Armoy,Point(6.52 46.348333333)
arrondissement de Bayeux,Bricqueville,Point(-0.9625 49.29)
arrondissement de Metz-Campagne,Ancy-sur-Moselle,Point(6.058055555 49.056944444)
arrondissement de Haguenau-Wissembourg,Buhl,Point(8.006666666 48.917222222)
arrondissement de Thionville-Est,Berg-sur-Moselle,Point(6.311111111 49.430555555)
arrondissement de Thionville-Est,Bertrange,Point(6.186944444 49.310555555)
arrondissement de Wissembourg,Buhl,Point(8.006666666 48.917222222)
arrondissement de Montbard,Bellenod-sur-Seine,Point(4.645833333 47.697777777)
arrondissement du Blanc,Azay-le-Ferron,Point(1.069444444 46.851666666)
arrondissement des Sables-d'Olonne,Beaulieu-sous-la-Roche,Point(-1.61129 46.67647) | Point(-1.610277777 46.676944444)
arrondissement des Sables-d'Olonne,Bretignolles-sur-Mer,Point(-1.86667 46.63333) | Point(-1.855 46.627777777)
Pas-de-Calais,Attin,Point(1.747777777 50.486388888)
Pas-de-Calais,Audinghen,Point(1.613055555 50.851666666)
Pas-de-Calais,Audrehem,Point(1.990277777 50.781111111)
canton de Dannemarie,Buethwiller,Point(7.149444444 47.656388888)
arrondissement de Nevers,Béard,Point(3.3275 46.8625)
Ariège,Bédeilhac-et-Aynat,Point(1.564444444 42.8725)
Ariège,Boussenac,Point(1.369166666 42.903888888)
Eure,Bourneville,Point(0.620833333 49.390833333)
Eure,Buis-sur-Damville,Point(1.121666666 48.831666666)
canton de Marchenoir,Autainville,Point(1.415555555 47.881111111)
Charente-Maritime,Bords,Point(-0.794444444 45.896944444)
Charente-Maritime,Bouhet,Point(-0.858333333 46.165555555) | Point(-0.85822 46.16545)
Charente-Maritime,Breuil-Magné,Point(-0.958333333 45.984166666) | Point(-0.96 45.98478)
Charente-Maritime,Brie-sous-Mortagne,Point(-0.743055555 45.494722222)
Charente-Maritime,Brizambourg,Point(-0.480555555 45.822222222)
arrondissement de Dieppe,Bourg-Dun,Point(0.886944444 49.866666666)
canton de Douvaine,Brenthonne,Point(6.393888888 46.273333333)
canton de Bondy-Sud-Est,Bondy,Point(2.483611111 48.902777777)
canton d'Éguzon-Chantôme,Bazaiges,Point(1.533333333 46.498888888)
Jura,Annoire,Point(5.278333333 46.958333333)
Jura,Buvilly,Point(5.719444444 46.868055555)
Seine-et-Marne,Baby,Point(3.342222222 48.396666666)
arrondissement d'Albertville,Beaufort,Point(6.575 45.718055555)
arrondissement de Montbéliard,Belvoir,Point(6.603333333 47.3175)
canton de Breil-sur-Roya,Breil,Point(7.514444444 43.937222222)
