departement,ville,coordonnesgroup
district de Lorraine,Amanvillers,Point(6.042777777 49.166944444)
district de Lorraine,Ay-sur-Moselle,Point(6.207222222 49.243333333)
district de Lorraine,Berviller-en-Moselle,Point(6.647777777 49.271388888)
district de Lorraine,Bionville-sur-Nied,Point(6.480555555 49.104722222)
district de Lorraine,Bourgaltroff,Point(6.758888888 48.868611111)
canton de Beauvais-Sud-Ouest,Allonne,Point(2.111944444 49.403888888)
arrondissement de Sedan,Amblimont,Point(5.061666666 49.628888888)
arrondissement de Soissons,Billy-sur-Ourcq,Point(3.301666666 49.217777777)
arrondissement du Vigan,Bellevue-la-Montagne,Point(4.135833333 43.993333333)
arrondissement d'Apt,Ansouis,Point(5.463333333 43.737777777)
arrondissement de Quimper,Bannalec,Point(-3.696944444 47.9325)
Ardennes,Bertoncourt,Point(4.400833333 49.536111111)
Essonne,Bondoufle,Point(2.380555555 48.613333333)
Maine-et-Loire,Angrie,Point(-0.973333333 47.57)
arrondissement de Marmande,Antagnac,Point(0.008611111 44.352777777)
arrondissement de Lille,Carnin,Point(2.957777777 50.52)
arrondissement de Parthenay,Availles-Thouarsais,Point(-0.142222222 46.859444444)
canton de Montaigu-de-Quercy,Belvèze,Point(1.091666666 44.33)
Tarn,Cambon-lès-Lavaur,Point(1.853055555 43.586944444)
communauté d'agglomération du Pays d'Aix,Cabriès,Point(5.379722222 43.441111111)
Somme,Beaucourt,Point(2.685833333 50.08)
Somme,Berteaucourt,Point(2.152777777 50.046666666) | Point(2.464444444 49.813333333)
Somme,Berteaucourt-les-Dames,Point(2.152777777 50.046666666)
arrondissement de Bordeaux,Cadaujac,Point(-0.53 44.755555555)
arrondissement de Valence,Alixan,Point(5.0275 44.975)
arrondissement de Vichy,Busset,Point(3.5125 46.061944444)
Alpes-de-Haute-Provence,Angles,Point(6.558055555 43.942777777)
Alpes-de-Haute-Provence,Barrême,Point(6.367777777 43.953611111)
Var,Baudinard,Point(6.134444444 43.716388888)
arrondissement de Saint-Dizier,Brachay,Point(5.028055555 48.376111111)
Dordogne,Agonac,Point(0.750277777 45.292777777)
Aude,Bouisse,Point(2.453333333 42.986666666)
arrondissement d'Épinal,Brû,Point(6.683055555 48.348055555)
arrondissement de La Tour-du-Pin,Belmont,Point(5.363611111 45.473611111)
arrondissement de Neufchâteau,Belmont,Point(6.011388888 48.085833333)
Nord,Beauvois,Point(3.382777777 50.137777777)
canton d'Antibes-Biot,Biot,Point(7.095555555 43.628611111)
canton de Cusset-Sud,Abrest,Point(3.444722222 46.098611111)
arrondissement de Sens,Bussy-le-Repos,Point(3.231944444 48.056666666)
Ardennes,Authe,Point(4.878888888 49.459166666)
Ardennes,Auvillers-les-Forges,Point(4.358055555 49.863055555)
arrondissement d'Amiens,Brassy,Point(2.043055555 49.729444444)
arrondissement de Toulon,Bormes-les-Mimosas,Point(6.343055555 43.151666666)
Aube,Brienne-la-Vieille,Point(4.528611111 48.374722222)
Eure-et-Loir,Brunelles,Point(0.893888888 48.324166666)
Eure-et-Loir,Bouville,Point(1.378055555 48.259722222)
canton de Vauvillers,Ambiévillers,Point(6.159722222 47.975555555)
arrondissement d'Évreux,Bois-Arnault,Point(0.737222222 48.812222222)
Manche,Canteloup,Point(-1.352222222 49.645555555)
arrondissement de Verdun,Bréhéville,Point(5.329444444 49.3825)
canton de Longeau-Percey,Brennes,Point(5.279444444 47.796388888)
arrondissement de Bourges,Arçay,Point(2.340277777 46.948333333)
arrondissement de Saint-Girons,Bédeille,Point(1.103611111 43.0875)
Corrèze,Bilhac,Point(1.773888888 44.943611111)
Corrèze,Bonnefond,Point(1.983611111 45.531666666)
Ardennes,Bouvellemont,Point(4.661944444 49.583611111)
canton de Vertaizon,Beauregard,Point(3.299444444 45.810833333)
Dordogne,Allemans,Point(0.309444444 45.2875)
Aisne,Belleau,Point(3.293055555 49.083611111)
Aisne,Boncourt,Point(3.945277777 49.616388888)
Aisne,Buzancy,Point(3.347777777 49.313611111)
arrondissement de Lesparre-Médoc,Cantenac,Point(-0.653611111 45.028055555)
Eure-et-Loir,Boncourt,Point(1.461111111 48.846666666)
arrondissement de Lure,Breuchotte,Point(6.469166666 47.836111111)
Nord,Beaurieux,Point(4.127222222 50.176944444)
canton de Rozoy-sur-Serre,Brunehamel,Point(4.181944444 49.769722222)
Perpignan Méditerranée Métropole,Baixas,Point(2.809166666 42.75)
canton de Bierné,Bierné,Point(-0.543333333 47.810555555)
canton de Mesvres,Brion,Point(4.2275 46.909166666)
arrondissement d'Étampes,Blandy,Point(2.257777777 48.313611111)
arrondissement de Gap,Aspres-les-Veynes,Point(5.749722222 44.523611111)
arrondissement de Gap,Aspres-sur-Buëch,Point(5.749722222 44.523611111)
arrondissement d'Épinal,Bettoncourt,Point(6.161388888 48.348888888)
arrondissement de Briey,Béchamps,Point(5.738611111 49.210555555)
Vienne,Béruges,Point(0.207222222 46.5675)
Vienne,Blaslay,Point(0.244722222 46.735833333)
arrondissement de Gourdon,Alvignac,Point(1.692777777 44.826944444)
arrondissement de La Tour-du-Pin,Bouvesse-Quirieu,Point(5.414722222 45.795277777)
Nord,Bavinchove,Point(2.456944444 50.788055555)
canton de Badonviller,Badonviller,Point(6.893055556 48.5)
Aisne,Bièvres,Point(3.711111111 49.493611111)
Nord,Boeschepe,Point(2.691111111 50.799722222)
arrondissement de Saint-Flour,Allanche,Point(2.934444444 45.229166666)
canton de Mont-de-Marsan-Sud,Bretagne-de-Marsan,Point(-0.464722222 43.8475)
arrondissement de Gap,Aubessagne,Point(6.008611111 44.754166666)
Hautes-Pyrénées,Bazordan,Point(0.551666666 43.223055555)
Haute-Savoie,Boëge,Point(6.404722222 46.208888888)
arrondissement de Mauriac,Anglards-de-Salers,Point(2.44 45.204722222)
arrondissement de Saint-Flour,Andelat,Point(3.061388888 45.060555555)
Isère,Beaucroissant,Point(5.470277777 45.340555555)
Somme,Cagny,Point(2.343055555 49.861388888)
Vaucluse,Avignon,Point(4.808333333 43.948611111)
Aude,Boutenac,Point(2.790555555 43.1475)
Haute-Corse,Calacuccia,Point(9.0175 42.335833333)
Cantal,Arpajon-sur-Cère,Point(2.456666666 44.903888888)
canton de Lanta,Bourg-Saint-Bernard,Point(1.712777777 43.602222222)
Aisne,Bohain,Point(3.454722222 49.986388888)
Aisne,Bohain-en-Vermandois,Point(3.454722222 49.986388888)
Corse-du-Sud,Bastelica,Point(9.050833333 42.001944444)
Bouches-du-Rhône,Aureille,Point(4.946388888 43.708055555)
Essonne,Brunoy,Point(2.503333333 48.698055555)
Aube,Allibaudières,Point(4.11 48.584444444)
arrondissement de Lunéville,Buriville,Point(6.708055555 48.539166666)
arrondissement de Narbonne,Bize,Point(2.871111111 43.318611111)
arrondissement de Haguenau,Bitschhoffen,Point(7.62 48.859166666)
Orne,Bivilliers,Point(0.618055555 48.579722222)
Orne,Boissy-Maugis,Point(0.711666666 48.441111111)
arrondissement de Basse-Terre,Baie-Mahault,Point(-61.586944444 16.2675)
canton de Combeaufontaine,Arbecey,Point(5.928611111 47.739722222)
Isère,Annoisin-Chatelans,Point(5.293333333 45.756944444)
Isère,Auberives-en-Royans,Point(5.301388888 45.063333333)
Isère,Bévenais,Point(5.389444444 45.398055555)
Manche,Barneville-Carteret,Point(-1.752777777 49.381111111)
arrondissement de Meaux,Annet-sur-Marne,Point(2.719166666 48.925555555)
Calvados,Acqueville,Point(-0.366666666 48.971666666)
Haute-Marne,Beurville,Point(4.833333333 48.319166666)
Haute-Marne,Bugnières,Point(5.101388888 47.943888888)
arrondissement de Thann,Burnhaupt-le-Bas,Point(7.161666666 47.717777777)
Gironde,Cadillac-en-Fronsadais,Point(-0.373611111 44.966666666)
arrondissement de Villefranche-de-Rouergue,Cabanès,Point(2.305833333 44.185)
Haute-Garonne,Aussonne,Point(1.319722222 43.683888888)
Indre,Argenton,Point(1.519166666 46.588888888)
canton de Saint-Ambroix,Allègre,Point(4.233888888 44.184722222)
arrondissement d'Amiens,Belleuse,Point(2.117222222 49.706388888)
Pyrénées-Atlantiques,Araujuzon,Point(-0.818611111 43.359722222)
Pyrénées-Atlantiques,Cabidos,Point(-0.464166666 43.541111111)
canton d'Arlanc,Beurières,Point(3.774444444 45.439444444)
Gironde,Balizac,Point(-0.444166666 44.487222222)
Gironde,Branne,Point(-0.186388888 44.830277777)
arrondissement de Verdun,Brieulles-sur-Meuse,Point(5.181388888 49.335833333)
Haute-Garonne,Aurignac,Point(0.879444444 43.218611111)
Haute-Vienne,Bujaleuf,Point(1.629722222 45.796666666)
Bohas-Meyriat-Rignat,Bohas,Point(5.3882 46.1591)
canton de Solre-le-Château,Beaurieux,Point(4.127222222 50.176944444)
Haute-Garonne,Buzet,Point(1.633055555 43.778888888)
Aisne,Ambleny,Point(3.184444444 49.380833333)
Meurthe-et-Moselle,Bainville-sur-Madon,Point(6.094444444 48.587222222)
Meurthe-et-Moselle,Bouxières-aux-Dames,Point(6.163055555 48.751944444)
Meurthe-et-Moselle,Bralleville,Point(6.191111111 48.404722222)
Meurthe-et-Moselle,Bures,Point(6.576388888 48.694166666)
Haute-Corse,Carcheto-Brustico,Point(9.366111111 42.365)
arrondissement de Compiègne,Canly,Point(2.708333333 49.386388888)
arrondissement de Compiègne,Canny-sur-Matz,Point(2.799444444 49.601388888)
canton d'Espelette,Cambo-les-Bains,Point(-1.401666666 43.357777777)
De l'Oust à Brocéliande Communauté,Beignon,Point(-2.171111111 47.970833333)
Haute-Garonne,Aureville,Point(1.4525 43.481388888)
Haute-Garonne,Auribail,Point(1.382222222 43.351944444)
canton de Lamarche,Blevaincourt,Point(5.681111111 48.125277777)
communauté de communes Bresse et Saône,Boissey,Point(4.996111111 46.381666666)
canton de Conflans-en-Jarnisy,Brainville,Point(5.805555555 49.128888888)
arrondissement de Brest,Brest,Point(-4.486944444 48.39)
arrondissement de Brive-la-Gaillarde,Brive-la-Gaillarde,Point(1.533055555 45.158888888)
communauté de communes du Réolais en Sud Gironde,Brannens,Point(-0.152777777 44.520833333)
Meurthe-et-Moselle,Allain,Point(5.910833333 48.55)
arrondissement de Dole,Arbois,Point(5.773888888 46.902777777)
canton de Toul-Nord,Bruley,Point(5.850277777 48.707222222)
Pyrénées-Atlantiques,Bernadets,Point(-0.288888888 43.375555555)
Métropole européenne de Lille,Bousbecque,Point(3.078611111 50.770833333)
canton de Héricourt-Ouest,Belverne,Point(6.650833333 47.630833333)
Orne,Bréel,Point(-0.390277777 48.813055555)
canton de Saint-Flour-Nord,Andelat,Point(3.061388888 45.060555555)
canton d'Ancy-le-Franc,Aisy,Point(4.225277777 47.6675)
Gironde,Bieujac,Point(-0.155 44.539444444)
arrondissement de Saint-Dizier,Bayard-sur-Marne,Point(5.076666666 48.554166666)
canton de Saumur-Sud,Artannes-sur-Thouet,Point(-0.094722222 47.199166666)
Orne,Bures,Point(0.401388888 48.563333333)
Haute-Savoie,Arenthon,Point(6.332777777 46.105833333)
canton de Nay-Est,Boeil-Bezing,Point(-0.266666666 43.221388888)
arrondissement de Meaux,Boitron,Point(3.260277777 48.8975)
Vendée,Belleville-sur-Vie,Point(-1.431111111 46.783333333)
canton de Valence-sur-Baïse,Ayguetinte,Point(0.427222222 43.834166666)
arrondissement de Tournon-sur-Rhône,Albon,Point(4.428055555 44.821388888)
canton de Cysoing,Bouvines,Point(3.186388888 50.578888888)
canton de Saint-Amand-les-Eaux-Rive droite,Bruille-Saint-Amand,Point(3.519444444 50.454722222)
canton de Solre-le-Château,Bousignies-sur-Roc,Point(4.181944444 50.263333333)
canton de Masseube,Bellegarde,Point(0.623611111 43.424722222)
canton de Saint-Galmier,Bellegarde,Point(4.298333333 45.647222222)
canton de Gaillon-Campagne,Bernières,Point(1.340833333 49.233055555)
canton d'Aubenas,Aubenas,Point(4.390277777 44.619722222)
canton de Saint-Palais,Aïcirits,Point(-1.023888888 43.336666666)
canton de Capendu,Blomac,Point(2.596388888 43.204166666)
canton de Sézanne,Broyes,Point(3.765833333 48.758611111)
canton d'Épinal-Est,Archettes,Point(6.534722222 48.124722222)
Gironde,Bayas,Point(-0.206944444 45.060555555)
Gironde,Campugnan,Point(-0.563888888 45.1775)
arrondissement de Chalon-sur-Saône,Belvédère,Point(4.478055555 46.630555555)
arrondissement de Dinan,Broons,Point(-2.260833333 48.317222222)
arrondissement d'Amiens,Boves,Point(2.390833333 49.845555555)
arrondissement de Brive-la-Gaillarde,Beynat,Point(1.723333333 45.124444444)
arrondissement de Sélestat-Erstein,Andlau,Point(7.417777777 48.386388888)
arrondissement de Sélestat-Erstein,Baldenheim,Point(7.538333333 48.237777777)
arrondissement de Sélestat-Erstein,Bourgheim,Point(7.495 48.418888888)
Métropole européenne de Lille,Beaucamps-Ligny,Point(2.916666666 50.604722222)
arrondissement de La Roche-sur-Yon,Aubigny,Point(-1.453888888 46.596666666)
Pyrénées-Atlantiques,Alos-Sibas-Abense,Point(-0.873888888 43.114722222)
canton de Nay-Est,Bordes,Point(-0.281944444 43.235833333)
arrondissement d'Ajaccio,Cargèse,Point(8.594722222 42.135277777)
arrondissement de Valence,Beaumont-Monteux,Point(4.920555555 45.02)
Manche,Canville-la-Rocque,Point(-1.637222222 49.341666666)
Pyrénées-Atlantiques,Bugnein,Point(-0.781944444 43.3525)
arrondissement de Cholet,Beaupréau,Point(-0.994444444 47.201944444)
arrondissement d'Épinal,Bazegney,Point(6.226388888 48.266388888)
arrondissement de Saint-Malo,Bonnemain,Point(-1.765833333 48.466944444)
canton de Lure-Sud,Andornay,Point(6.596666666 47.655555555)
Var,Artignosc-sur-Verdon,Point(6.090277777 43.703055555)
arrondissement d'Amiens,Ailly-sur-Somme,Point(2.193888888 49.926666666)
arrondissement de Marmande,Calonges,Point(0.240833333 44.373888888)
arrondissement de Lille,Capinghem,Point(2.961944444 50.644444444)
arrondissement de Sélestat-Erstein,Breitenbach,Point(7.291111111 48.365)
canton d'Écos,Berthenonville,Point(1.661388888 49.183055555)
canton de Boëge,Burdignin,Point(6.423888888 46.221111111)
Aude,Belflou,Point(1.785555555 43.318055555)
canton de Villefranche-d'Albigeois,Cambon,Point(2.2125 43.912777777)
Aude,Belpech,Point(1.751388888 43.197777777)
Angoustrine-Villeneuve-des-Escaldes,Angoustrine,Point(1.9601 42.4833)
arrondissement de Saint-Dizier,Ambonville,Point(5.015555555 48.311944444)
arrondissement de Saint-Dizier,Bouzancourt,Point(4.949444444 48.314166666)
arrondissement de Briey,Briey,Point(5.939444444 49.248611111)
canton d'Anglure,Bagneux,Point(3.828055555 48.5575)
arrondissement de Vienne,Bressieux,Point(5.276666666 45.3225)
Aisne,Annois,Point(3.1775 49.720833333)
canton de Hautefort,Badefols-d'Ans,Point(1.1975 45.23)
Nord,Banteux,Point(3.198611111 50.061388888)
canton de Maubeuge-Sud,Boussois,Point(4.040833333 50.290555555)
arrondissement de Brive-la-Gaillarde,Benayes,Point(1.470833333 45.519722222)
Nord,Aix,Point(3.290555555 50.490277777)
Gers,Boulaur,Point(0.773888888 43.540833333)
canton de Saint-Laurent-du-Var-Cagnes-sur-Mer-Est,Cagnes-sur-Mer,Point(7.148333333 43.663611111)
Beaupréau-en-Mauges,Andrezé,Point(-0.953333333 47.171388888)
Somme,Bussy-lès-Poix,Point(2.017777777 49.820555555)
canton d'Audun-le-Roman,Avillers,Point(5.735833333 49.323333333)
arrondissement d'Argelès-Gazost,Argelès-Gazost,Point(-0.098611111 43.0025)
arrondissement de Barcelonnette,Barcelonnette,Point(6.6525 44.385833333)
arrondissement de Bastia,Bastia,Point(9.449444444 42.7)
arrondissement de Clermont,Beauvoir,Point(2.326944444 49.602777777)
arrondissement de Cambrai,Cambrai,Point(3.234722222 50.175833333)
canton de Besançon-Sud,Beure,Point(6.003888888 47.208055555)
Ardennes,Brognon,Point(4.288055555 49.929166666)
arrondissement de Pontarlier,Avoudrey,Point(6.435555555 47.136388888)
canton de La Vistrenque,Bouillargues,Point(4.426944444 43.800277777)
canton de Callas,Bargemon,Point(6.550277777 43.62)
canton de Lanta,Aigrefeuille,Point(1.590277777 43.567777777)
canton de Longeau-Percey,Baissey,Point(5.251111111 47.751944444)
Ardennes,Aouste,Point(4.315555555 49.7975)
Ardennes,Banogne-Recouvrance,Point(4.1275 49.572222222)
Ardennes,Boult-aux-Bois,Point(4.8425 49.431111111)
arrondissement de Pontarlier,Bannans,Point(6.239444444 46.886666666)
Nord,Bellignies,Point(3.769166666 50.328611111)
Nord,Bérelles,Point(4.097777777 50.215833333)
Ille-et-Vilaine,Baillé,Point(-1.381666666 48.359444444)
Ille-et-Vilaine,Cardroc,Point(-1.889722222 48.285277777)
Yvelines,Blaru,Point(1.478333333 49.048888888)
Loiret,Batilly-en-Gâtinais,Point(2.381111111 48.073611111)
Dordogne,Blis-et-Born,Point(0.9075 45.180833333)
Aisne,Augy,Point(3.513611111 49.338055555)
arrondissement de Bordeaux,Blanquefort,Point(-0.6375 44.910555555)
arrondissement de Lunéville,Borville,Point(6.393055555 48.448333333)
arrondissement de Saintes,Berneuil,Point(-0.600277777 45.643055555)
canton de Hautefort,Boisseuilh,Point(1.178055555 45.288333333)
arrondissement de Blaye,Bayon,Point(-0.600555555 45.054166666)
arrondissement de Vienne,Beauvoir-de-Marc,Point(5.079166666 45.518611111)
canton de Capendu,Badens,Point(2.508888888 43.218888888)
Charente,Brie-sous-Chalais,Point(0.006111111 45.315) | Point(0.0 45.31667)
canton d'Hiersac,Asnières,Point(0.0475 45.710555555)
Haute-Savoie,Aviernoz,Point(6.223055555 45.978055555)
arrondissement de Neufchâteau,Biécourt,Point(5.953888888 48.322222222)
canton de Cordes-sur-Ciel,Bournazel,Point(1.968333333 44.091944444)
Mayenne,Argenton-Notre-Dame,Point(-0.588888888 47.78)
Somme,Beaumont-Hamel,Point(2.656388888 50.083611111)
communauté de communes des coteaux de la Haute Seille,Bonnefontaine,Point(5.746944444 46.728333333)
arrondissement de Thonon-les-Bains,Armoy,Point(6.52 46.348333333)
canton d'Aignan,Aignan,Point(0.083333333 43.697777777)
canton d'Anglès,Anglès,Point(2.561111111 43.563888888)
canton de Bains-les-Bains,Bains,Point(6.263611111 48.0025)
canton de Broglie,Broglie,Point(0.529444444 49.008611111)
arrondissement de Prades,Campôme,Point(2.376111111 42.650555555)
Aube,Bligny,Point(4.616388888 48.171666666)
Aude,Arzens,Point(2.209444444 43.199166666)
Mâconnais Beaujolais Agglomération,Bussières,Point(4.701111111 46.339166666)
canton de Moulins-Ouest,Avermes,Point(3.307222222 46.587777777)
Nord,Auberchicourt,Point(3.232222222 50.332777777)
canton de Vitrey-sur-Mance,Bourguignon-lès-Morey,Point(5.703333333 47.709722222)
arrondissement de Pontarlier,Bretonvillers,Point(6.636944444 47.218055555)
arrondissement d'Amiens,Beauquesne,Point(2.391388888 50.084722222)
Aisne,Blérancourt,Point(3.150555555 49.516111111)
arrondissement de Villefranche-de-Rouergue,Brandonnet,Point(2.135277777 44.387777777)
canton de Chaulnes,Berny-en-Santerre,Point(2.849722222 49.864722222)
arrondissement de Beauvais,Amblainville,Point(2.121666666 49.203055555)
arrondissement de Beauvais,Beaudéduit,Point(2.065277777 49.679166666)
arrondissement de Beauvais,Broquiers,Point(1.829722222 49.659722222)
Nord,Bois-Grenier,Point(2.874166666 50.648888888)
Somme,Arvillers,Point(2.646944444 49.745)
Somme,Assevillers,Point(2.835277777 49.896388888)
arrondissement de Dreux,Allainville,Point(1.300833333 48.722777777)
arrondissement de Vichy,Biozat,Point(3.2725 46.076944444)
arrondissement de Vichy,Brugheas,Point(3.367777777 46.076666666)
canton d'Archiac,Arthenac,Point(-0.314444444 45.515)
canton de Valence-sur-Baïse,Beaucaire,Point(0.384722222 43.8375)
arrondissement de Neufchâteau,Belmont-lès-Darney,Point(6.011388888 48.085833333)
canton de Guîtres,Bonzac,Point(-0.222222222 45.006944444)
arrondissement de Villefranche-de-Rouergue,Boisse-Penchot,Point(2.206666666 44.591111111)
canton de Sennecey-le-Grand,Beaumont,Point(4.859444444 46.664722222)
canton de Murat-sur-Vèbre,Barre,Point(2.826111111 43.751944444)
arrondissement de Jonzac,Boscamnant,Point(-0.068611111 45.197222222)
Charente,Bouteville,Point(-0.136388888 45.599444444)
Aisne,Aguilcourt,Point(3.968055555 49.406111111)
Aisne,Beaurieux,Point(3.736944444 49.392222222)
Bouches-du-Rhône,Cabriès,Point(5.379722222 43.441111111)
canton de Bras-Panon,Bras-Panon,Point(55.676111111 -20.995277777)
canton de Vitry-en-Artois,Brebières,Point(3.022777777 50.336944444)
canton d'Audeux,Berthelange,Point(5.779444444 47.197777777)
Calvados,Bernières-sur-Mer,Point(-0.421944444 49.332222222)
Calvados,Bretteville-le-Rabet,Point(-0.259444444 49.025)
arrondissement de Compiègne,Bienville,Point(2.829444444 49.448888888)
Somme,Becquigny,Point(2.623055555 49.695555555)
Somme,Boismont,Point(1.685 50.152777777)
Nord,Avesnes-les-Aubert,Point(3.38 50.197222222)
Nord,Cappelle-en-Pévèle,Point(3.1725 50.510277777)
arrondissement d'Argelès-Gazost,Arbéost,Point(-0.285277777 42.998055555)
canton de Torigni-sur-Vire,Biéville,Point(-0.888333333 49.081388888)
Drôme,Beausemblant,Point(4.830277777 45.216944444)
aire urbaine de Mulhouse,Bernwiller,Point(7.190833333 47.691388888)
canton de Saint-Étienne-de-Baïgorry,Ascarat,Point(-1.255 43.170277777)
canton de Pleyben,Brasparts,Point(-3.955555555 48.300555555)
Isère,Beaulieu,Point(5.392222222 45.1925)
Aisne,Bucy-lès-Cerny,Point(3.517222222 49.582222222)
Somme,Bailleul,Point(1.849722222 50.029166666)
district de Lorraine,Arry,Point(6.058333333 48.995277777)
arrondissement de Dijon,Bèze,Point(5.270833333 47.468055555)
canton de Mirebeau-sur-Bèze,Bèze,Point(5.270833333 47.468055555)
Nord,Bousbecque,Point(3.078611111 50.770833333)
arrondissement de Neufchâteau,Avranville,Point(5.528055555 48.423333333)
Aveyron,Aguessac,Point(3.098333333 44.156666666)
Aveyron,Brasc,Point(2.573055555 43.978055555)
Essonne,Breuillet,Point(2.171388888 48.566111111)
Dordogne,Beauronne,Point(0.381944444 45.095)
canton de Blanzac-Porcheresse,Bécheresse,Point(0.083611111 45.499444444)
arrondissement de Lons-le-Saunier,Bois-de-Gand,Point(5.499722222 46.826666666)
arrondissement de Lure,Brotte-lès-Luxeuil,Point(6.347777777 47.756666666)
arrondissement de Valence,Bouvante,Point(5.270555555 44.964444444)
canton de Vouneuil-sur-Vienne,Availles,Point(0.579166666 46.754722222)
canton de Montbéliard-Ouest,Bretigney,Point(6.636944444 47.485555555)
Nord,Beugnies,Point(4.015 50.161944444)
canton de Montigny-sur-Aube,Brion-sur-Ource,Point(4.662777777 47.916388888)
canton de Jumeaux,Brassac,Point(3.328888888 45.414166666)
arrondissement de Montargis,Autry-le-Châtel,Point(2.602222222 47.5975)
arrondissement de Montargis,Beauchamps-sur-Huillard,Point(2.453055555 47.938333333)
arrondissement de Montargis,Beaulieu-sur-Loire,Point(2.816944444 47.5425)
Eure-et-Loir,Billancelles,Point(1.215 48.487222222)
Aisne,Berlancourt,Point(3.758055555 49.778611111)
Loire,Bellegarde,Point(4.298333333 45.647222222)
Marne,Bouzy,Point(4.146944444 49.079444444)
canton de Baigneux-les-Juifs,Billy-lès-Chanceaux,Point(4.708333333 47.5475)
Haute-Garonne,Baren,Point(0.619166666 42.868888888)
Somme,Abbeville,Point(1.835277777 50.105277777)
Somme,Agenvillers,Point(1.919444444 50.178333333)
Somme,Aigneville,Point(1.616388888 50.035277777)
Somme,Ailly-le-Haut-Clocher,Point(1.995 50.077777777)
Somme,Andainville,Point(1.784722222 49.8925)
Somme,Argoules,Point(1.832777777 50.342777777)
Somme,Athies,Point(2.978611111 49.854722222)
arrondissement de Gap,Buissard,Point(6.139444444 44.660277777)
Aisne,Bucy-le-Long,Point(3.393888888 49.390555555)
Mayenne,Alexain,Point(-0.768055555 48.228888888)
Mayenne,Ampoigné,Point(-0.825555555 47.810555555)
communauté de communes Aygues Ouvèze en Provence,Camaret-sur-Aigues,Point(4.873888888 44.163333333)
Essonne,Angerville,Point(1.998333333 48.310277777)
Somme,Bellancourt,Point(1.909722222 50.09)
district de Lorraine,Bouzonville,Point(6.534444444 49.291944444)
arrondissement de Saint-Dié-des-Vosges,Anould,Point(6.945555555 48.185555555)
Nord,Aulnoy-lez-Valenciennes,Point(3.53 50.331388888)
Nord,Beaucamps-Ligny,Point(2.916666666 50.604722222)
Nord,Bry,Point(3.679444444 50.318055555)
arrondissement d'Épinal,Bains-les-Bains,Point(6.263611111 48.0025)
arrondissement de Montdidier,Beaucourt-en-Santerre,Point(2.585555555 49.793055555)
arrondissement de Lons-le-Saunier,Beffia,Point(5.547777777 46.525833333)
canton de Noailles,Abbecourt,Point(2.158611111 49.355555555)
canton de Froissy,Campremy,Point(2.312222222 49.570555555)
Essonne,Avrainville,Point(2.248055555 48.562222222)
canton de Bourg-de-Visa,Bourg-de-Visa,Point(0.957777777 44.262777777)
arrondissement de Lure,Andornay,Point(6.596666666 47.655555555)
Vienne,Antigny,Point(0.853888888 46.535)
Ardèche,Ardoix,Point(4.736388888 45.186666666)
arrondissement de Briey,Anoux,Point(5.868611111 49.275277777)
arrondissement d'Épinal,Brouvelieures,Point(6.732222222 48.237222222)
Drôme,Bésignan,Point(5.325277777 44.320277777)
arrondissement de Belfort,Buc,Point(6.785277777 47.614722222)
Loire,Boisset-Saint-Priest,Point(4.104444444 45.513055555)
canton du Parcq,Blangy-sur-Ternoise,Point(2.169444444 50.421666666)
Aisne,Agnicourt-et-Séchelles,Point(3.953333333 49.716388888)
arrondissement de Valence,Allan,Point(4.786944444 44.499166666)
Hautes-Pyrénées,Aragnouet,Point(0.236111111 42.788888888)
Hautes-Pyrénées,Aubarède,Point(0.237777777 43.271944444)
Hautes-Pyrénées,Avajan,Point(0.407222222 42.842222222)
Hautes-Pyrénées,Azereix,Point(-0.008055555 43.208611111)
Hautes-Pyrénées,Benqué,Point(0.282777777 43.094444444)
Hautes-Pyrénées,Bours,Point(0.093611111 43.276388888)
Hautes-Pyrénées,Capvern,Point(0.316666666 43.101666666)
Maine-et-Loire,Allonnes,Point(0.023333333 47.293055555)
Maine-et-Loire,Aviré,Point(-0.796111111 47.706111111)
Somme,Agenville,Point(2.095 50.165277777)
Somme,Authuille,Point(2.668333333 50.043055555)
Somme,Bayonvillers,Point(2.626944444 49.861388888)
Somme,Belloy,Point(2.855277777 49.883055555)
Somme,Belloy-en-Santerre,Point(2.855277777 49.883055555)
Aisne,Bourg-et-Comin,Point(3.654166666 49.396666666)
Somme,Beaucourt-sur-l'Hallue,Point(2.444722222 49.987222222)
Somme,Belloy-sur-Somme,Point(2.133333333 49.965555555)
Somme,Biaches,Point(2.908611111 49.924444444)
Eure-et-Loir,Autheuil,Point(1.289722222 48.007777777)
Aube,Arrentières,Point(4.7425 48.263333333)
Tarn-et-Garonne,Bouillac,Point(1.118888888 43.8425)
Ardèche,Aps,Point(4.598055555 44.555)
canton de Mugron,Bergouey,Point(-0.720833333 43.668611111)
district de Lorraine,Arriance,Point(6.496388888 49.017777777)
district de Lorraine,Bambiderstroff,Point(6.593333333 49.102777777)
district de Lorraine,Berthelming,Point(7.005833333 48.816111111)
district de Lorraine,Beux,Point(6.316666666 48.999444444)
district de Lorraine,Bisten-en-Lorraine,Point(6.598055555 49.161944444)
district de Lorraine,Blies-Guersviller,Point(7.094444444 49.151666666)
district de Lorraine,Breistroff-la-Grande,Point(6.218333333 49.456944444)
district de Lorraine,Brouviller,Point(7.158055555 48.765833333)
district de Lorraine,Brulange,Point(6.549722222 48.970277777)
Roi Morvan Communauté,Berné,Point(-3.3925 47.995)
