departement,ville,coordonnesgroup
arrondissement d'Aubusson,Chénérailles,Point(2.175277777 46.111944444)
arrondissement des Andelys,Civières,Point(1.588888888 49.170833333)
arrondissement des Andelys,Hacqueville,Point(1.555555555 49.281944444)
canton de Valderiès,Crespin,Point(2.298333333 44.051388888)
canton d'Hasparren,Hasparren,Point(-1.304722222 43.384444444)
canton de Blâmont,Igney,Point(6.813888888 48.633888888)
communauté de communes des Sources de l'Orne,Francheville,Point(-0.056388888 48.636388888)
Cantal,Deux-Verges,Point(3.023611111 44.806666666)
Cantal,Fridefont,Point(3.086666666 44.901111111)
arrondissement de Castres,Graulhet,Point(1.988611111 43.760833333)
Ain,Châtenay,Point(5.201666666 46.033333333)
Ain,Chevry,Point(6.036944444 46.280833333)
arrondissement d'Avesnes-sur-Helpe,Dimont,Point(4.020277777 50.182777777)
arrondissement de Châlons-en-Champagne,Cheniers,Point(4.243611111 48.885)
arrondissement de Moulins,Deux-Chaises,Point(3.0375 46.38)
Haute-Loire,Couteuges,Point(3.497777777 45.187777777)
Oise,Ferrières,Point(2.518888888 49.589722222)
Oise,Jonquières,Point(2.730277777 49.389722222)
Jura,Fraisans,Point(5.760277777 47.149166666)
canton de Buzancy,Imécourt,Point(4.973888888 49.373055555)
Corrèze,Chanac-les-Mines,Point(1.819722222 45.264444444)
Territoire de Belfort,Chavanatte,Point(7.066944444 47.579722222)
arrondissement de Castres,Guitalens,Point(2.038056 43.643889)
Seine-Maritime,Elbeuf,Point(1.008333333 49.285833333)
Puy-de-Dôme,Chabreloche,Point(3.696666666 45.878888888)
arrondissement de Guéret,Glénic,Point(1.922777777 46.223333333)
Loire-Atlantique,Couffé,Point(-1.292777777 47.391388888)
arrondissement de Nancy,Germonville,Point(6.2125 48.406944444)
Pyrénées-Orientales,Cassagnes,Point(2.611388888 42.740277777)
Pyrénées-Orientales,Caudiès,Point(2.161388888 42.567222222)
canton de Blâmont,Halloville,Point(6.861111111 48.554166666)
canton de Lormes,Dun-les-Places,Point(4.015833333 47.285555555)
arrondissement de Limoges,Couzeix,Point(1.238611111 45.876111111)
Yvelines,Chanteloup-les-Vignes,Point(2.030833333 48.978333333)
Brest Métropole,Gouesnou,Point(-4.464444444 48.453611111)
canton de Gavray,Grimesnil,Point(-1.35 48.953888888)
Corrèze,Juillac,Point(1.3225 45.318055555)
arrondissement de Roanne,Cordelle,Point(4.061388888 45.943888888)
arrondissement de Largentière,Joannas,Point(4.251666666 44.565555555)
canton de Gourbeyre,Gourbeyre,Point(-61.692777777 15.994722222)
canton d'Ay,Dizy-Magenta,Point(3.966666666 49.065277777)
Ain,Cerdon,Point(5.465833333 46.080555555)
Ain,Dagneux,Point(5.068055555 45.851666666)
Ain,Dommartin,Point(4.99 46.3375)
canton de Conques-sur-Orbiel,Conques,Point(2.401666666 43.27)
canton de Conques-sur-Orbiel,Conques-sur-Orbiel,Point(2.401666666 43.27)
canton de Couhé,Ceaux-en-Couhé,Point(0.230833333 46.321111111)
Vosges,Claudon,Point(6.035555555 48.032777777)
canton de Nozeroy,Cuvier,Point(6.068611111 46.826944444)
arrondissement de Vitry-le-François,Hauteville,Point(4.770277777 48.6375)
canton de Saint-Paterne,Fyé,Point(0.079444444 48.326111111)
Saône-et-Loire,Jalogny,Point(4.630555555 46.418888888)
Jura,Chambéria,Point(5.560277777 46.463888888)
Seine-Maritime,Gonfreville-l'Orcher,Point(0.233055555 49.505277777)
Puy-de-Dôme,Champagnat-le-Jeune,Point(3.426666666 45.45)
Oise,Chèvreville,Point(2.849444444 49.11)
canton de Braine,Courcelles-sur-Vesles,Point(3.571944444 49.338055555)
canton d'Audruicq,Guemps,Point(1.995833333 50.915)
arrondissement de Mont-de-Marsan,Garrosse,Point(-0.927777777 44.012222222)
canton de Braine,Jouaignes,Point(3.535833333 49.298611111)
Loir-et-Cher,Champigny,Point(1.255833333 47.711944444)
arrondissement de Chalon-sur-Saône,Géanges,Point(4.916944444 46.958611111)
canton de Bayon,Einvaux,Point(6.396388888 48.489722222)
Saône-et-Loire,Dyo,Point(4.276388888 46.36)
canton de Gerbéviller,Franconville,Point(6.451944444 48.499722222)
Grand Avignon,Caumont,Point(4.946388888 43.894722222)
canton de Putanges-Pont-Écrepin,Champcerie,Point(-0.225 48.799166666)
Saône-et-Loire,Couches-les-Mines,Point(4.5725 46.869722222)
canton de Grancey-le-Château-Neuvelle,Courlon,Point(5.005 47.6525)
canton de La Tour-d'Auvergne,Cros,Point(2.601666666 45.473888888)
Loire-Atlantique,Fégréac,Point(-2.044444444 47.584722222)
Lot-et-Garonne,Ferrensac,Point(0.631111111 44.641388888)
communauté de communes du Pays de Mortagne-au-Perche,Comblot,Point(0.593611111 48.461944444)
Territoire de Belfort,Chaux,Point(6.8375 47.705555555)
Yonne,Héry,Point(3.626111111 47.901111111)
canton de Flers-Sud,Flers,Point(-0.569444444 48.748333333)
canton de Roulans,Champlive,Point(6.246111111 47.289166666)
arrondissement d'Angoulême,Champniers,Point(0.205555555 45.715)
arrondissement d'Aubusson,Gentioux-Pigerolles,Point(1.994166666 45.784444444)
arrondissement d'Oloron-Sainte-Marie,Etchebar,Point(-0.892777777 43.082222222)
arrondissement d'Altkirch,Hagenbach,Point(7.156388888 47.650277777)
arrondissement de Mirande,Esclassan-Labastide,Point(0.558333333 43.422222222)
arrondissement de Montmorillon,Champniers,Point(0.336944444 46.217777777)
arrondissement des Andelys,Flipou,Point(1.279166666 49.314722222)
arrondissement des Andelys,Fresne-l'Archevêque,Point(1.405555555 49.289166666)
arrondissement des Andelys,Guiseniers,Point(1.473888888 49.215277777)
arrondissement de Lisieux,Friardel,Point(0.388611111 49.000277777)
canton de Châteauneuf-de-Randon,Chaudeyrac,Point(3.756388888 44.659444444)
canton des Planches-en-Montagne,Foncine-le-Bas,Point(6.03 46.636944444)
Pyrénées-Orientales,Castelnou,Point(2.702777777 42.619722222)
arrondissement de Châlons-en-Champagne,Courtisols,Point(4.515833333 48.985555555)
Val-d'Oise,Cergy,Point(2.036111111 49.052222222)
Mayenne,Craon,Point(-0.949722222 47.848055555)
arrondissement de Lyon,Chasselay,Point(4.7725 45.874444444)
Jura,Fitilieu,Point(5.561666666 45.546666666)
Vienne,Craon,Point(0.023333333 46.773055555)
arrondissement de Vitry-le-François,Glannes,Point(4.540277777 48.7075)
Haute-Saône,Courtesoult-et-Gatey,Point(5.620833333 47.618055555)
Oise,Gournay-sur-Aronde,Point(2.674166666 49.4925)
communauté de communes des Aspres,Castelnou,Point(2.702777777 42.619722222)
arrondissement de Thonon-les-Bains,Habère-Lullin,Point(6.4525 46.233611111)
Pyrénées-Orientales,Fuilla,Point(2.362777777 42.561944444)
canton de Sompuis,Corbeil,Point(4.426388888 48.577777777)
Ain,Ceignes,Point(5.499166666 46.120277777)
Ain,Chazey-sur-Ain,Point(5.254444444 45.8925)
Ain,Curciat-Dongalon,Point(5.1575 46.475)
Ain,Guéreins,Point(4.779722222 46.108055555)
Jura,Germigney,Point(5.688055555 47.026666666)
arrondissement de Béziers,Gabian,Point(3.272777777 43.513611111)
Ain,Condamine,Point(5.551111111 46.108888888)
Puy-de-Dôme,Château-sur-Cher,Point(2.555 46.117222222)
Oise,Grandvilliers,Point(1.940555555 49.666111111)
Savoie,Chignin,Point(6.0125 45.524166666)
canton de Sabres,Escource,Point(-1.033055555 44.164444444)
Saône-et-Loire,Chenôves,Point(4.684444444 46.669166666)
Saône-et-Loire,Fuissé,Point(4.743333333 46.280277777)
canton de Fayl-Billot,Champsevraine,Point(5.549444444 47.746944444)
canton de Limoux,Gaja-et-Villedieu,Point(2.187222222 43.081111111)
canton de Niort-Nord,Chauray,Point(-0.377222222 46.360555555)
arrondissement de Riom,Herment,Point(2.568333333 45.753611111)
Cher,Cours-les-Barres,Point(3.031388888 47.024722222)
canton de Largentière,Joannas,Point(4.251666666 44.565555555)
Saône-et-Loire,Génelard,Point(4.236944444 46.581944444)
Cantal,Champs-sur-Tarentaine-Marchal,Point(2.560833333 45.395833333)
Cantal,Ferrières-Saint-Mary,Point(3.058333333 45.183055555)
arrondissement de Clamecy,Dornecy,Point(3.584444444 47.436111111)
arrondissement de Douai,Erchin,Point(3.166944444 50.318055555)
arrondissement de Douai,Féchain,Point(3.213888888 50.265555555)
arrondissement du Havre,Criquetot-l'Esneval,Point(0.266111111 49.643888888)
Seine-Maritime,Croixdalle,Point(1.363333333 49.814444444)
Haute-Saône,Chemilly,Point(6.025277777 47.648611111)
arrondissement de Belley,Cressin-Rochefort,Point(5.763333333 45.785833333)
arrondissement de Bar-sur-Aube,Fontaine,Point(4.715 48.213333333)
arrondissement de Montreuil,Frencq,Point(1.698333333 50.560555555)
Seine-Maritime,Conteville,Point(1.634166666 49.694444444)
canton de Marcilly-le-Hayer,Charmoy,Point(3.586388888 48.403055555)
arrondissement de Sarrebourg-Château-Salins,Conthil,Point(6.662222222 48.8925)
arrondissement de Sarrebourg-Château-Salins,Hangviller,Point(7.229166666 48.809722222)
arrondissement de Sarrebourg-Château-Salins,Hilbesheim,Point(7.096111111 48.776666666)
arrondissement de Sarrebourg-Château-Salins,Hommarting,Point(7.145277777 48.738611111)
arrondissement de Béthune,Hermin,Point(2.559166666 50.418333333)
Seine-Maritime,Grandcourt,Point(1.491388888 49.914166666)
Calvados,Formentin,Point(0.141388888 49.197777777)
Haute-Saône,Chambornay-lès-Bellevaux,Point(6.106388888 47.390833333)
Haute-Saône,Chantes,Point(5.931111111 47.633055555)
Haute-Saône,Chariez,Point(6.0875 47.62)
Haute-Saône,Chenebier,Point(6.718611111 47.641666666)
Haute-Saône,Conflandey,Point(6.044166666 47.728055555)
Haute-Saône,Confracourt,Point(5.876111111 47.666388888)
Haute-Saône,Francourt,Point(5.744444444 47.650277777)
Deux-Sèvres,Celles-sur-Belle,Point(-0.211111111 46.261944444) | Point(-0.2087 46.2083)
canton de Miélan,Duffort,Point(0.413333333 43.343888888)
arrondissement de Châlons-en-Champagne,Cernon,Point(4.343888888 48.840277777)
Jura,Chemin,Point(5.316111111 46.980277777)
canton de Conty,Conty,Point(2.151666666 49.740555555)
Gironde,Galgon,Point(-0.2725 44.991111111)
Puy-de-Dôme,Gerzat,Point(3.144722222 45.825833333)
Jura,Cernon,Point(5.649722222 46.403055555)
Ain,Conflans,Point(5.49075 46.25839)
arrondissement d'Angoulême,Fouqueure,Point(0.073055555 45.883888888)
arrondissement d'Alençon,Joué-du-Bois,Point(-0.231944444 48.581666666)
canton de l'Isle-sur-Serein,Joux-la-Ville,Point(3.8625 47.6225)
arrondissement de Confolens,Fouqueure,Point(0.073055555 45.883888888)
canton de Murviel-lès-Béziers,Caussiniojouls,Point(3.1525 43.551388888)
canton de Villeneuve-l'Archevêque,Chigy,Point(3.477222222 48.199722222)
Corrèze,Dampniat,Point(1.631944444 45.168055555)
arrondissement d'Aubusson,Jarnages,Point(2.084722222 46.181111111)
arrondissement de Châteaudun,Jallans,Point(1.370833333 48.075277777)
canton d'Orange-Ouest,Châteauneuf-du-Pape,Point(4.831666666 44.056388888)
Saône-et-Loire,Cormatin,Point(4.686666666 46.545277777)
Sarthe,Contres,Point(0.46 48.273888888)
Yonne,Cravant,Point(3.690833333 47.683055555)
Haute-Saône,Courmont,Point(6.628611111 47.611944444)
arrondissement de Villeneuve-sur-Lot,Frespech,Point(0.824722222 44.31)
canton d'Hénin-Beaumont,Hénin-Beaumont,Point(2.95 50.421111111)
arrondissement d'Angoulême,Courbillac,Point(-0.180555555 45.767777777)
arrondissement de Niort,Fors,Point(-0.409166666 46.236388888)
Deux-Sèvres,Caunay,Point(0.089722222 46.199444444)
arrondissement d'Aubusson,Chavanat,Point(1.964166666 45.953055555)
Val-d'Oise,Eaubonne,Point(2.279722222 48.991388888)
Val-d'Oise,Ermont,Point(2.259444444 48.991388888)
Val-d'Oise,Fosses,Point(2.506666666 49.098055555)
Val-d'Oise,Gadancourt,Point(1.856944444 49.096111111)
canton de Vigy,Ennery,Point(6.216666666 49.226111111)
Vosges,Cleurie,Point(6.675833333 48.050833333)
canton du Châtelard,Doucy-en-Bauges,Point(6.168611111 45.686388888)
canton de Cognac-Sud,Gimeux,Point(-0.369722222 45.635555555)
canton de Vertus,Germinon,Point(4.155 48.8775)
Pas-de-Calais,Doudeauville,Point(1.829166666 50.611944444)
canton de Raucourt-et-Flaba,Chémery-sur-Bar,Point(4.86667 49.6) | Point(4.868888888 49.600277777)
arrondissement de Châlons-en-Champagne,Cernay-en-Dormois,Point(4.766388888 49.226111111)
Somme,Jumel,Point(2.351666666 49.758611111)
canton de Saint-Seine-l'Abbaye,Chanceaux,Point(4.718055555 47.519166666)
Cher,Ivoy-le-Pré,Point(2.486944444 47.345)
Rhône,Charnay,Point(4.668333333 45.890555555)
canton de Tilly-sur-Seulles,Cristot,Point(-0.580555555 49.194444444)
Deux-Sèvres,Cirière,Point(-0.621111111 46.836944444)
Deux-Sèvres,Cirières,Point(-0.621111111 46.836944444)
Haute-Loire,Josat,Point(3.609166666 45.212777777)
arrondissement d'Alençon,Carrouges,Point(-0.145555555 48.5675)
canton de Bacqueville-en-Caux,Hermanville,Point(0.988333333 49.82)
arrondissement de Montmorillon,Château-Garnier,Point(0.425833333 46.258888888)
canton de Hérisson,Givarlais,Point(2.648055555 46.458611111)
arrondissement de Toulouse,Espanès,Point(1.488611111 43.452777777)
Jura,Champdivers,Point(5.385277777 47.009444444)
Jura,Choisey,Point(5.459444444 47.062777777)
canton de Saint-Maixent-l'École-1,François,Point(-0.340277777 46.383333333)
canton de Pellegrue,Caumont,Point(-0.004722222 44.695)
Corrèze,Corrèze,Point(1.875 45.3725)
Cher,Chavannes,Point(2.375833333 46.853055555)
canton de Chabeuil,Chabeuil,Point(5.02 44.899722222)
canton de Montret,Juif,Point(5.159722222 46.681944444)
canton de La Villedieu-du-Clain,Fleuré,Point(0.521944444 46.477222222)
arrondissement de Château-Salins,Frémery,Point(6.473611111 48.919166666)
arrondissement de Château-Salins,Givrycourt,Point(6.917777777 48.923055555)
arrondissement de Château-Salins,Guéblange-lès-Dieuze,Point(6.700277777 48.775)
arrondissement de Château-Salins,Jallaucourt,Point(6.386666666 48.838888888)
arrondissement d'Oloron-Sainte-Marie,Cette-Eygun,Point(-0.589166666 42.936388888)
arrondissement de Langon,Caumont,Point(-0.004722222 44.695)
arrondissement de Montmorillon,Chapelle-Baton,Point(0.394166666 46.185555555)
arrondissement de Montreuil,Caumont,Point(2.03 50.288611111)
communauté de communes la Porte normande,Fresney,Point(1.304722222 48.95)
Cantal,Champagnac,Point(2.399444444 45.356388888)
canton de Ribécourt-Dreslincourt,Chiry-Ourscamp,Point(2.946388888 49.545)
canton de Ribécourt-Dreslincourt,Chiry-Ourscamps,Point(2.946388888 49.545)
Corrèze,Champagnac-la-Noaille,Point(2.0175 45.308055555)
Corrèze,Confolent-Port-Dieu,Point(2.496388888 45.543333333)
arrondissement de Pithiviers,Dadonville,Point(2.2525 48.142222222)
canton d'Ustaritz,Halsou,Point(-1.4225 43.374444444)
canton de Vorey,Chamalières-sur-Loire,Point(3.985555555 45.201111111)
Haute-Saône,Esboz-Brest,Point(6.451944444 47.806111111)
Deux-Sèvres,Chérigné,Point(-0.171944444 46.123055555)
Jura,Frontenay,Point(5.614166666 46.785555555)
Jura,Chavéria,Point(5.566944444 46.507777777)
Jura,Crissey,Point(5.483333333 47.067777777)
Jura,Gizia,Point(5.420555555 46.5275)
Bas-Rhin,Erstein,Point(7.661111111 48.421944444)
canton de Castres-Sud,Castres,Point(2.24 43.605833333)
canton de Sigoulès,Gardonne,Point(0.332222222 44.836388888)
Oise,Cormeilles,Point(2.192222222 49.639444444)
Cher,Ignol,Point(2.846388888 46.966666666)
arrondissement de Toulouse,Gardouch,Point(1.683611111 43.391388888)
Puy-de-Dôme,Cébazat,Point(3.1 45.831388888)
canton de Bouloire,Coudrecieux,Point(0.63 47.9925)
arrondissement de Dieppe,Dieppe,Point(1.077777777 49.921666666)
arrondissement de Dieppe,Doudeauville,Point(1.704722222 49.5725)
canton de Lavit,Gramont,Point(0.767222222 43.936944444)
Sarthe,Gréez-sur-Roc,Point(0.794722222 48.137222222)
Territoire de Belfort,Courtelevant,Point(7.08 47.517222222)
canton de Maignelay-Montigny,Ferrières,Point(2.518888888 49.589722222)
Yonne,Commissey,Point(4.070277777 47.856111111)
arrondissement de Toul,Hamonville,Point(5.813888888 48.827777777)
Seine,Champigny-sur-Marne,Point(2.515555555 48.817222222)
arrondissement de Rambouillet,Jouars-Pontchartrain,Point(1.901388888 48.803055555)
canton de Saint-Gengoux-le-National,Cortevaix,Point(4.638888888 46.536388888)
arrondissement de Charolles,Curdin,Point(3.995833333 46.595)
Puy-de-Dôme,Gimeaux,Point(3.093611111 45.95)
arrondissement de Caen,Colombelles,Point(-0.297222222 49.204166666)
arrondissement de Péronne,Cerisy,Point(2.638611111 49.906388888)
canton de Montsûrs,Gesnes,Point(-0.585277777 48.146944444)
arrondissement de Vitry-le-François,Chapelaine,Point(4.498055555 48.578888888)
Oise,Conteville,Point(2.049166666 49.650833333)
communauté de communes la Porte normande,Croth,Point(1.377222222 48.844722222)
canton de Sainte-Menehould,Courtémont,Point(4.783333333 49.133055555)
canton de Sainte-Menehould,Dommartin-sous-Hans,Point(4.785 49.126944444)
canton de Nomeny,Faulx,Point(6.198055555 48.793055555)
Haute-Saône,Faucogney-et-la-Mer,Point(6.563611111 47.842222222)
Jura,Foncine-le-Haut,Point(6.073333333 46.659166666)
Vitré Communauté,Châtillon-en-Vendelais,Point(-1.178611111 48.225)
Ain,Cessy,Point(6.07 46.319166666)
canton de Coulanges-sur-Yonne,Fontenay-sous-Fouronnes,Point(3.596944444 47.616388888)
Oise,Ermenonville,Point(2.695833333 49.126111111)
canton de Montivilliers,Fontaine-la-Mallet,Point(0.144444444 49.536388888)
canton d'Étupes,Exincourt,Point(6.833055555 47.4975)
arrondissement de Castres,Fréjeville,Point(2.145833333 43.610833333)
Haute-Loire,Chadron,Point(3.935277777 44.960833333)
Jura,Falletans,Point(5.5625 47.102777777)
arrondissement d'Angoulême,Genac,Point(0.025555555 45.798888888)
arrondissement d'Angoulême,Jauldes,Point(0.257777777 45.785555555)
canton du Coudray-Saint-Germer,Espaubourg,Point(1.866388888 49.421944444)
canton de Jaligny-sur-Besbre,Jaligny,Point(3.591944444 46.379722222)
communauté de communes des Sources de l'Orne,Chailloué,Point(0.1975 48.651666666)
canton de La Réole,Gironde-sur-Dropt,Point(-0.089444444 44.583611111)
arrondissement de Corte,Casevecchie,Point(9.360277777 42.143055555)
Cantal,Cayrols,Point(2.233055555 44.831388888)
Landes,Commensacq,Point(-0.825277777 44.210833333)
Yonne,Chamoux,Point(3.662222222 47.456666666)
arrondissement de Caen,Courvaudon,Point(-0.576666666 49.031111111)
Corrèze,Collonges,Point(1.655 45.060833333)
Côte-d'Or,Champeau,Point(4.144166666 47.276388888)
arrondissement de Rambouillet,Grosrouvre,Point(1.762222222 48.782222222)
communauté d'agglomération de Lens-Liévin,Grenay,Point(2.743055555 50.452222222)
Seine,Clamart,Point(2.261944444 48.800833333)
arrondissement de Chalon-sur-Saône,Chagny,Point(4.753333333 46.910555555)
canton de Blâmont,Domèvre-sur-Vezouze,Point(6.806111111 48.561388888)
canton de Blâmont,Domjevin,Point(6.696666666 48.576111111)
arrondissement de Péronne,Cléry-sur-Somme,Point(2.885833333 49.957222222)
Haute-Saône,Chambornay-lès-Pin,Point(5.906944444 47.3375)
arrondissement de Saint-Julien-en-Genevois,Clermont,Point(5.908055555 45.971944444)
arrondissement de Châlons-en-Champagne,Cuperly,Point(4.431388888 49.062222222)
arrondissement de Châlons-en-Champagne,Dampierre-sur-Moivre,Point(4.558611111 48.893888888)
arrondissement de Châlons-en-Champagne,Dommartin-Lettrée,Point(4.298611111 48.766388888)
arrondissement de Châlons-en-Champagne,Haussimont,Point(4.166388888 48.748611111)
Indre-et-Loire,Chaveignes,Point(0.349722222 47.037777777)
canton de La Réole,Gironde,Point(-0.089444444 44.583611111)
Indre-et-Loire,Dierre,Point(0.9525 47.346111111)
canton de Compiègne-Nord,Janville,Point(2.860277777 49.455277777)
Jura,Courbette,Point(5.565833333 46.5975)
Saône-et-Loire,Clermain,Point(4.581388888 46.368055555)
Territoire de Belfort,Chèvremont,Point(6.923055555 47.628888888)
Loire-Atlantique,Jans,Point(-1.613888888 47.621111111)
canton de Conty,Fossemanant,Point(2.198055555 49.803333333)
Yonne,Chitry,Point(3.699722222 47.761944444)
arrondissement de Figeac,Gintrac,Point(1.762777777 44.895)
canton de Villers-Bocage,Flesselles,Point(2.26 50.001388888)
Puy-de-Dôme,Chidrac,Point(3.148888888 45.554166666)
Puy-de-Dôme,Espinchal,Point(2.881111111 45.394166666)
Saône-et-Loire,Champlieu,Point(4.78221 46.59215)
Ain,Culoz,Point(5.781666666 45.848611111)
Saône-et-Loire,Ciel,Point(5.042777777 46.882222222)
Ain,Jassans-Riottier,Point(4.756666666 45.985555555)
Corrèze,Chamberet,Point(1.719722222 45.583333333)
Corrèze,Gourdon-Murat,Point(1.890277777 45.555)
canton de Rugles,Champignolles,Point(0.761388888 48.955277777)
canton de Neuvy-le-Roi,Chemillé-sur-Dême,Point(0.648333333 47.658611111)
canton de Villard-de-Lans,Engins,Point(5.616666666 45.181111111)
Sarthe,Chérancé,Point(0.173888888 48.286944444)
Saône-et-Loire,Chassigny,Point(4.069444444 46.683055555)
Yonne,Grimault,Point(3.986944444 47.651666666)
canton de Chaumont-Nord,Jonchery,Point(5.086388888 48.135833333)
Charente-Maritime,Courant,Point(-0.573611111 46.042222222)
arrondissement de Mont-de-Marsan,Cère,Point(-0.534722222 43.991944444)
arrondissement de Bar-sur-Aube,Dienville,Point(4.533611111 48.350555555)
arrondissement de Toul,Grimonviller,Point(6.006944444 48.385277777)
canton de Bernaville,Fienvillers,Point(2.228333333 50.118333333)
canton de Ferrette,Ferrette,Point(7.315833333 47.493888888)
arrondissement de Péronne,Courcelles-au-Bois,Point(2.583888888 50.104166666)
arrondissement de Péronne,Croix-Moligneaux,Point(3.003333333 49.815277777)
Corrèze,Curemonte,Point(1.742222222 45.000833333)
canton de Romilly-sur-Seine-1,Crancey,Point(3.638611111 48.516666666)
Oise,Chiry-Ourscamp,Point(2.946388888 49.545)
Oise,Chiry-Ourscamps,Point(2.946388888 49.545)
Oise,Couloisy,Point(3.027222222 49.399166666)
arrondissement d'Annecy,Chainaz-les-Frasses,Point(5.995833333 45.773055555)
arrondissement d'Alençon,Courtomer,Point(0.358055555 48.628333333)
arrondissement d'Annecy,Doussard,Point(6.220555555 45.775555555)
arrondissement de Belley,Contrevoz,Point(5.628333333 45.806111111)
arrondissement de Bar-sur-Aube,Fuligny,Point(4.706666666 48.331944444)
arrondissement de Chinon,Faye-la-Vineuse,Point(0.340277777 46.956944444)
arrondissement de Lisieux,Firfol,Point(0.320555555 49.153888888)
arrondissement du Puy-en-Velay,Chadrac,Point(3.905833333 45.063611111)
arrondissement de Mont-de-Marsan,Cazères,Point(-0.3175 43.760555555)
canton de Roulans,Gonsans,Point(6.300277777 47.231944444)
Landes,Donzacq,Point(-0.804166666 43.656388888)
Landes,Heugas,Point(-1.080555555 43.642222222)
canton de Breil-sur-Roya,Fontan,Point(7.553611111 44.003888888)
arrondissement de Figeac,Faycelles,Point(1.986666666 44.565555555)
arrondissement de Figeac,Frayssinhes,Point(1.939166666 44.878055555)
canton de Castelnau-Rivière-Basse,Castelnau-Rivière-Basse,Point(-0.028888888 43.580833333)
communauté de communes du Pays de Mortagne-au-Perche,Courgeon,Point(0.611944444 48.478333333)
Cher,Chalivoy-Milon,Point(2.705555555 46.859444444)
Cher,Ineuil,Point(2.289166666 46.776666666)
arrondissement de Romorantin-Lanthenay,Couddes,Point(1.403611111 47.363333333)
arrondissement d'Angoulême,Charras,Point(0.416111111 45.5425)
Yvelines,Fontenay-Saint-Père,Point(1.751666666 49.026944444)
Yvelines,Gargenville,Point(1.810277777 48.991944444)
Yvelines,Herbeville,Point(1.886388888 48.906111111)
Indre-et-Loire,Cerelles,Point(0.681944444 47.499444444)
Indre-et-Loire,Cormery,Point(0.836666666 47.267222222)
Indre-et-Loire,Couziers,Point(0.082222222 47.158888888)
Indre-et-Loire,Dolus-le-Sec,Point(0.892777777 47.164722222)
Indre-et-Loire,Draché,Point(0.624166666 47.055)
Ain,Coligny,Point(5.346111111 46.383055555)
Saône-et-Loire,Cortambert,Point(4.714444444 46.478333333)
Saône-et-Loire,Crissey,Point(4.8825 46.818333333)
Moselle,Château-Bréhain,Point(6.525555555 48.903888888)
Moselle,Château-Salins,Point(6.508333333 48.821666666)
Moselle,Corny-sur-Moselle,Point(6.059722222 49.034722222)
Moselle,Dolving,Point(7.020555555 48.775277777)
Moselle,Domnon-lès-Dieuze,Point(6.8225 48.860555555)
Moselle,Eincheville,Point(6.604722222 48.982777777)
Moselle,Farschviller,Point(6.894166666 49.093333333)
Moselle,Féy,Point(6.096944444 49.029722222)
Moselle,Florange,Point(6.118333333 49.321388888)
Moselle,Foulcrey,Point(6.857222222 48.637777777)
Moselle,Fouligny,Point(6.504722222 49.093333333)
Moselle,Gros-Réderching,Point(7.218611111 49.067777777)
Moselle,Guénange,Point(6.197777777 49.297777777)
Moselle,Guerting,Point(6.620277777 49.189166666)
Moselle,Hampont,Point(6.581944444 48.835833333)
Moselle,Haute-Vigneulles,Point(6.557222222 49.101388888)
Moselle,Héming,Point(6.966666666 48.694166666)
Moselle,Hertzing,Point(6.951944444 48.6875)
Moselle,Jouy-aux-Arches,Point(6.078055555 49.061388888)
Yonne,Dilo,Point(3.544231 48.082497)
Haute-Loire,Céaux-d'Allègre,Point(3.747222222 45.181111111)
Haute-Loire,Ceyssac,Point(3.835555555 45.037777777)
Haute-Loire,Chanaleilles,Point(3.488055555 44.861111111)
Jura,Eclose,Point(5.3 45.499444444)
arrondissement de Dole,Gevry,Point(5.443055555 47.039166666)
arrondissement de Mulhouse,Helfrantzkirch,Point(7.416111111 47.6075)
canton de Saint-Clair-sur-l'Elle,Cerisy-la-Forêt,Point(-0.936666666 49.195)
canton de Marcoing,Honnecourt,Point(3.195833333 50.036666666)
Saône-et-Loire,Fleurville,Point(4.880555555 46.444722222)
Yonne,Chastellux-sur-Cure,Point(3.8875 47.386111111)
Yonne,Chichée,Point(3.834444444 47.792777777)
arrondissement d'Altkirch,Hirtzbach,Point(7.223611111 47.598611111)
Puy-de-Dôme,Châteauneuf-les-Bains,Point(2.896388888 46.028333333)
Puy-de-Dôme,Coudes,Point(3.208055555 45.614722222)
arrondissement d'Angoulême,Douzat,Point(0.001111111 45.711388888) | Point(0.0 45.71667)
canton de Hirsingue,Hirtzbach,Point(7.223611111 47.598611111)
canton de Saint-Mamet-la-Salvetat,Cayrols,Point(2.233055555 44.831388888)
arrondissement de Morlaix,Guiclan,Point(-3.961944444 48.55)
canton de Seignelay,Cheny,Point(3.534166666 47.952777777)
arrondissement de La Roche-sur-Yon,Chantonnay,Point(-1.050555555 46.686944444)
canton de Lamotte-Beuvron,Chaumont-sur-Tharonne,Point(1.905833333 47.611111111)
arrondissement de Caen,Courcy,Point(-0.043333333 48.971388888)
arrondissement d'Avallon,Guillon,Point(4.093333333 47.514166666)
Charente,Champagne,Point(0.036944444 45.5075)
arrondissement de Sartène,Conca,Point(9.333333333 41.735)
canton de Sains-Richaumont,Franqueville,Point(3.809444444 49.81)
canton de Vernoux-en-Vivarais,Chalencon,Point(4.574444444 44.877777777)
arrondissement de Chalon-sur-Saône,Clux,Point(5.1914 46.9583)
arrondissement de Mâcon,Crêches-sur-Saône,Point(4.786388888 46.246666666)
arrondissement de Chalon-sur-Saône,Gigny-sur-Saône,Point(4.946111111 46.661111111)
