person,leonoreid
http://www.wikidata.org/entity/Q1361059,LH/2361/43
http://www.wikidata.org/entity/Q1351828,LH/2671/5
http://www.wikidata.org/entity/Q1359097,LH/2734/63
http://www.wikidata.org/entity/Q1355256,LH/2788/42
http://www.wikidata.org/entity/Q1347241,LH/563/58
http://www.wikidata.org/entity/Q1334216,LH/625/50
http://www.wikidata.org/entity/Q1356941,LH/693/12
http://www.wikidata.org/entity/Q1356062,LH/702/19
http://www.wikidata.org/entity/Q1349196,LH/774/18
http://www.wikidata.org/entity/Q1356387,LH/939/2
http://www.wikidata.org/entity/Q1382427,19800035/116/14609
http://www.wikidata.org/entity/Q1392252,19800035/1469/70045
http://www.wikidata.org/entity/Q1396900,19800035/155/19732
http://www.wikidata.org/entity/Q1405105,LH/124/59
http://www.wikidata.org/entity/Q1373477,LH/1301/2
http://www.wikidata.org/entity/Q1393388,LH/2012/44
http://www.wikidata.org/entity/Q1373546,LH/2096/55
http://www.wikidata.org/entity/Q1387276,LH/2176/22
http://www.wikidata.org/entity/Q1374703,LH/2639/70
http://www.wikidata.org/entity/Q1385030,LH/2686/97
http://www.wikidata.org/entity/Q1392944,LH/710/27
http://www.wikidata.org/entity/Q1368849,LH/773/51
http://www.wikidata.org/entity/Q1419837,LH/2487/41
http://www.wikidata.org/entity/Q1415335,LH/414/62
http://www.wikidata.org/entity/Q1479483,LH/1089/48
http://www.wikidata.org/entity/Q1471439,LH/2791/148
http://www.wikidata.org/entity/Q1508843,19800035/1400/61792
http://www.wikidata.org/entity/Q1509108,19800035/169/21739
http://www.wikidata.org/entity/Q1533929,19800035/34/4386
http://www.wikidata.org/entity/Q1528370,LH/2527/12
http://www.wikidata.org/entity/Q8306400,LH/1799/26
http://www.wikidata.org/entity/Q8313712,LH/2310/47
http://www.wikidata.org/entity/Q8318465,LH/2323/38
http://www.wikidata.org/entity/Q8311130,LH/2537/67
http://www.wikidata.org/entity/Q8312077,LH/485/84
http://www.wikidata.org/entity/Q8312689,LH/513/33
http://www.wikidata.org/entity/Q8300044,LH/576/20
http://www.wikidata.org/entity/Q8324901,LH/976/13
http://www.wikidata.org/entity/Q8343509,19800035/38/4812
http://www.wikidata.org/entity/Q8339993,19800035/739/83960
http://www.wikidata.org/entity/Q8338888,LH/1392/45
http://www.wikidata.org/entity/Q8338896,LH/1551/10
http://www.wikidata.org/entity/Q8339650,LH/2333/46
http://www.wikidata.org/entity/Q6793444,LH/2351/7
http://www.wikidata.org/entity/Q8339223,LH/2351/7
http://www.wikidata.org/entity/Q8338635,LH/2501/72
http://www.wikidata.org/entity/Q8340911,LH/404/36
http://www.wikidata.org/entity/Q8337842,LH/661/62
http://www.wikidata.org/entity/Q10274023,19800035/1424/64719
http://www.wikidata.org/entity/Q11007547,LH/1741/35
http://www.wikidata.org/entity/Q11339516,LH/381/29
http://www.wikidata.org/entity/Q11763652,19800035/99/12463
http://www.wikidata.org/entity/Q11764475,LH/2264/40
http://www.wikidata.org/entity/Q11984845,19800035/264/35269
http://www.wikidata.org/entity/Q11984996,LH/1001/19
http://www.wikidata.org/entity/Q12015708,LH/1288/3
http://www.wikidata.org/entity/Q11985037,LH/1748/36
http://www.wikidata.org/entity/Q11985013,LH/1916/56
http://www.wikidata.org/entity/Q11985004,LH/2000/30
http://www.wikidata.org/entity/Q11985004,LH/2000/46
http://www.wikidata.org/entity/Q11984985,LH/2048/19
http://www.wikidata.org/entity/Q11984840,LH/349/15
http://www.wikidata.org/entity/Q11984861,LH/846/28
http://www.wikidata.org/entity/Q12260268,19800035/1233/42232
http://www.wikidata.org/entity/Q12284781,19800035/232/30726
http://www.wikidata.org/entity/Q12789396,19800035/1010/16711
http://www.wikidata.org/entity/Q12790859,19800035/102/12789
http://www.wikidata.org/entity/Q12796195,19800035/1024/18212
http://www.wikidata.org/entity/Q12792255,19800035/1027/18568
http://www.wikidata.org/entity/Q12798773,19800035/1034/19329
http://www.wikidata.org/entity/Q12795656,19800035/1061/22165
http://www.wikidata.org/entity/Q12786668,19800035/1072/23333
http://www.wikidata.org/entity/Q12788175,19800035/1084/24597
http://www.wikidata.org/entity/Q12786658,19800035/1089/25121
http://www.wikidata.org/entity/Q12795163,19800035/1119/28112
http://www.wikidata.org/entity/Q12784652,19800035/1172/35787
http://www.wikidata.org/entity/Q12797742,19800035/12/1537
http://www.wikidata.org/entity/Q12792288,19800035/1311/51723
http://www.wikidata.org/entity/Q12789501,19800035/1348/56289
http://www.wikidata.org/entity/Q12795378,19800035/161/20635
http://www.wikidata.org/entity/Q12798769,19800035/193/25223
http://www.wikidata.org/entity/Q12791142,19800035/243/32354
http://www.wikidata.org/entity/Q12788567,19800035/389/52186
http://www.wikidata.org/entity/Q12788194,19800035/4/417
http://www.wikidata.org/entity/Q12790874,19800035/645/74499
http://www.wikidata.org/entity/Q12798380,19800035/677/77663
http://www.wikidata.org/entity/Q12790570,19800035/871/2348
http://www.wikidata.org/entity/Q12784109,19800035/961/11602
http://www.wikidata.org/entity/Q12798409,LH/1379/2
http://www.wikidata.org/entity/Q12794771,LH/2040/31
http://www.wikidata.org/entity/Q13023400,LH/1484/39
http://www.wikidata.org/entity/Q13077232,19800035/258/34450
http://www.wikidata.org/entity/Q13080923,19800035/329/44365
http://www.wikidata.org/entity/Q13080813,LH/100/5
http://www.wikidata.org/entity/Q13080927,LH/2132/30
http://www.wikidata.org/entity/Q13080874,LH/2189/19
http://www.wikidata.org/entity/Q13436926,19800035/25/3158
http://www.wikidata.org/entity/Q13411088,LH/354/62
http://www.wikidata.org/entity/Q14660121,LH/1391/2
http://www.wikidata.org/entity/Q14830729,19800035/806/91543
http://www.wikidata.org/entity/Q14916746,LH/1900/1
http://www.wikidata.org/entity/Q15059380,19800035/224/29557
http://www.wikidata.org/entity/Q15088642,LH/1298/22
http://www.wikidata.org/entity/Q15073156,LH/1374/99
http://www.wikidata.org/entity/Q15121417,LH/2012/45
http://www.wikidata.org/entity/Q15144579,LH/1171/53
http://www.wikidata.org/entity/Q15143986,LH/1834/48
http://www.wikidata.org/entity/Q15278662,LH/1/74
http://www.wikidata.org/entity/Q15343433,LH/945/43
http://www.wikidata.org/entity/Q3261663,19800035/245/32555
http://www.wikidata.org/entity/Q15407201,19800035/834/95175
http://www.wikidata.org/entity/Q15407395,19800035/86/10762
http://www.wikidata.org/entity/Q15407027,LH/1169/24
http://www.wikidata.org/entity/Q15407067,LH/1265/75
http://www.wikidata.org/entity/Q15406997,LH/1453/35
http://www.wikidata.org/entity/Q15407247,LH/1857/60
http://www.wikidata.org/entity/Q15401755,LH/2301/33
http://www.wikidata.org/entity/Q15427517,LH/91/19
http://www.wikidata.org/entity/Q15465793,LH/2031/6
http://www.wikidata.org/entity/Q15471919,LH/246/51
http://www.wikidata.org/entity/Q15617092,19800035/10/1291
http://www.wikidata.org/entity/Q15642550,19800035/1054/21388
http://www.wikidata.org/entity/Q15616957,LH/1113/45
http://www.wikidata.org/entity/Q15634507,LH/12/22
http://www.wikidata.org/entity/Q15621688,LH/2010/46
http://www.wikidata.org/entity/Q15635054,LH/267/16
http://www.wikidata.org/entity/Q15624980,LH/270/1
http://www.wikidata.org/entity/Q15664787,LH/1532/83
http://www.wikidata.org/entity/Q15714105,LH/2292/50
http://www.wikidata.org/entity/Q15714099,LH/2763/60
http://www.wikidata.org/entity/Q1580421,LH/1193/1
http://www.wikidata.org/entity/Q1556716,LH/1343/80
http://www.wikidata.org/entity/Q1605871,19800035/740/84067
http://www.wikidata.org/entity/Q1639653,LH/2151/41
http://www.wikidata.org/entity/Q1685409,LH/1000/36
http://www.wikidata.org/entity/Q1677864,LH/1595/48
http://www.wikidata.org/entity/Q1684579,LH/182/21
http://www.wikidata.org/entity/Q1663883,LH/2367/57
http://www.wikidata.org/entity/Q1685471,LH/656/7
http://www.wikidata.org/entity/Q1685718,LH/724/87
http://www.wikidata.org/entity/Q1706772,LH/1077/76
http://www.wikidata.org/entity/Q1711704,LH/1125/63
http://www.wikidata.org/entity/Q1712263,LH/1448/69
http://www.wikidata.org/entity/Q1743317,LH/2662/92
http://www.wikidata.org/entity/Q1711766,LH/2762/37
http://www.wikidata.org/entity/Q1711650,LH/33/34
http://www.wikidata.org/entity/Q1774152,LH/1662/30
http://www.wikidata.org/entity/Q1809457,19800035/273/36528
http://www.wikidata.org/entity/Q1816910,LH/1681/81
http://www.wikidata.org/entity/Q1835418,LH/428/41
http://www.wikidata.org/entity/Q1856520,19800035/270/36147
http://www.wikidata.org/entity/Q1871922,LH/2157/10
http://www.wikidata.org/entity/Q1871768,LH/851/31
http://www.wikidata.org/entity/Q1871662,LH/914/21
http://www.wikidata.org/entity/Q1902717,LH/1042/66
http://www.wikidata.org/entity/Q1921492,LH/2177/9
http://www.wikidata.org/entity/Q1926906,LH/2341/42
http://www.wikidata.org/entity/Q1899425,LH/458/36
http://www.wikidata.org/entity/Q1967754,19800035/1030/18877
http://www.wikidata.org/entity/Q1932246,19800035/277/37052
http://www.wikidata.org/entity/Q1961283,LH/1430/23
http://www.wikidata.org/entity/Q1960293,LH/415/20
http://www.wikidata.org/entity/Q1949376,LH/48/61
http://www.wikidata.org/entity/Q2017793,19800035/261/34785
http://www.wikidata.org/entity/Q2033128,19800035/925/7923
http://www.wikidata.org/entity/Q2003880,LH/1203/56
http://www.wikidata.org/entity/Q1986768,LH/2566/15
http://www.wikidata.org/entity/Q1986490,LH/498/25
http://www.wikidata.org/entity/Q2068088,19800035/227/29948
http://www.wikidata.org/entity/Q2077572,19800035/315/42446
http://www.wikidata.org/entity/Q2062501,LH/2533/9
http://www.wikidata.org/entity/Q2053072,LH/2752/56
http://www.wikidata.org/entity/Q2116911,19800035/1464/69283
http://www.wikidata.org/entity/Q2087636,19800035/89/11084
http://www.wikidata.org/entity/Q2142469,LH/1108/16
http://www.wikidata.org/entity/Q2093809,LH/2205/9
http://www.wikidata.org/entity/Q2093418,LH/2574/5
http://www.wikidata.org/entity/Q2104381,LH/770/16
http://www.wikidata.org/entity/Q2161746,19800035/1337/54925
http://www.wikidata.org/entity/Q2158079,19800035/650/74966
http://www.wikidata.org/entity/Q2235576,LH/449/2
http://www.wikidata.org/entity/Q2206419,LH/609/27
http://www.wikidata.org/entity/Q2313698,LH/1560/45
http://www.wikidata.org/entity/Q2274629,LH/1831/10
http://www.wikidata.org/entity/Q2366473,19800035/0085/10665
http://www.wikidata.org/entity/Q2380825,19800035/1251/44464
http://www.wikidata.org/entity/Q2356724,19800035/1330/54131
http://www.wikidata.org/entity/Q2380105,19800035/739/83890
http://www.wikidata.org/entity/Q2362056,LH/1547/70
http://www.wikidata.org/entity/Q2331097,LH/1624/81
http://www.wikidata.org/entity/Q2362126,LH/2249/7
http://www.wikidata.org/entity/Q2380355,LH/2263/17
http://www.wikidata.org/entity/Q2339334,LH/2284/49
http://www.wikidata.org/entity/Q2368918,LH/2419/17
http://www.wikidata.org/entity/Q2368023,LH/2533/66
http://www.wikidata.org/entity/Q2353641,LH/421/41
http://www.wikidata.org/entity/Q2363367,LH/613/47
http://www.wikidata.org/entity/Q2367683,LH/871/65
http://www.wikidata.org/entity/Q2399285,19800035/1244/43608
http://www.wikidata.org/entity/Q2391387,19800035/271/36249
http://www.wikidata.org/entity/Q2422961,19800035/807/91691
http://www.wikidata.org/entity/Q2384689,LH/1117/47
http://www.wikidata.org/entity/Q2382198,LH/113/9
http://www.wikidata.org/entity/Q2388262,LH/1207/5
http://www.wikidata.org/entity/Q2389336,LH/1432/30
http://www.wikidata.org/entity/Q2420682,LH/1618/63
http://www.wikidata.org/entity/Q2406853,LH/1925/26
http://www.wikidata.org/entity/Q2416356,LH/2574/19
http://www.wikidata.org/entity/Q2382336,LH/26/58
http://www.wikidata.org/entity/Q2405861,LH/2715/42
http://www.wikidata.org/entity/Q2395151,LH/559/52
http://www.wikidata.org/entity/Q2405038,LH/639/22
http://www.wikidata.org/entity/Q2464214,LH/150/16
http://www.wikidata.org/entity/Q2467332,LH/1919/61
http://www.wikidata.org/entity/Q2468760,LH/27/60
http://www.wikidata.org/entity/Q2482989,LH/4/8
http://www.wikidata.org/entity/Q2522618,LH/2748/9
http://www.wikidata.org/entity/Q2564623,19800035/1245/43666
http://www.wikidata.org/entity/Q2572143,LH/1178/39
http://www.wikidata.org/entity/Q2599226,LH/557/87
http://www.wikidata.org/entity/Q2571091,LH/971/44
http://www.wikidata.org/entity/Q2621437,19800035/1062/22242
http://www.wikidata.org/entity/Q2651076,LH/1020/59
http://www.wikidata.org/entity/Q2651085,LH/1323/53
http://www.wikidata.org/entity/Q2638365,LH/1455/17
http://www.wikidata.org/entity/Q2665768,LH/2213/75
http://www.wikidata.org/entity/Q2651094,LH/2515/33
http://www.wikidata.org/entity/Q2618388,LH/402/16
http://www.wikidata.org/entity/Q2662608,LH/403/39
http://www.wikidata.org/entity/Q2721164,19800035/1075/23709
http://www.wikidata.org/entity/Q15845457,19800035/315/42507
http://www.wikidata.org/entity/Q15845525,LH/2669/42
http://www.wikidata.org/entity/Q15983650,19800035/169/21751
http://www.wikidata.org/entity/Q15996056,19800035/176/22737
http://www.wikidata.org/entity/Q15971988,19800035/205/26806
http://www.wikidata.org/entity/Q15971702,19800035/222/29235
http://www.wikidata.org/entity/Q15969969,19800035/251/33495
http://www.wikidata.org/entity/Q15996296,19800035/267/35654
http://www.wikidata.org/entity/Q15969998,19800035/269/36008
http://www.wikidata.org/entity/Q15974098,19800035/276/37014
http://www.wikidata.org/entity/Q15970117,19800035/393/52722
http://www.wikidata.org/entity/Q15970896,19800035/452/60495
http://www.wikidata.org/entity/Q15973368,19800035/615/69439
http://www.wikidata.org/entity/Q16004087,19800035/702/80107
http://www.wikidata.org/entity/Q15970475,19800035/731/83084
http://www.wikidata.org/entity/Q15972141,19800035/92/11507
http://www.wikidata.org/entity/Q15969704,LH/1010/66
http://www.wikidata.org/entity/Q16011247,LH/1017/36
http://www.wikidata.org/entity/Q16008870,LH/102/37
http://www.wikidata.org/entity/Q15969096,LH/1086/40
http://www.wikidata.org/entity/Q15967838,LH/1092/22
http://www.wikidata.org/entity/Q16011442,LH/1092/60
http://www.wikidata.org/entity/Q15967858,LH/1112/77
http://www.wikidata.org/entity/Q15973466,LH/120/63
http://www.wikidata.org/entity/Q15967729,LH/1240/13
http://www.wikidata.org/entity/Q15973515,LH/128/75
http://www.wikidata.org/entity/Q15967576,LH/1318/55
http://www.wikidata.org/entity/Q15969584,LH/1370/12
http://www.wikidata.org/entity/Q15969572,LH/1375/38
http://www.wikidata.org/entity/Q15969141,LH/1375/88
http://www.wikidata.org/entity/Q15969283,LH/1422/37
http://www.wikidata.org/entity/Q15967862,LH/1434/69
http://www.wikidata.org/entity/Q15968759,LH/1530/30
http://www.wikidata.org/entity/Q15967774,LH/158/49
http://www.wikidata.org/entity/Q15969195,LH/1604/6
http://www.wikidata.org/entity/Q15969247,LH/1642/69
http://www.wikidata.org/entity/Q15969469,LH/172/11
http://www.wikidata.org/entity/Q15968871,LH/173/31
http://www.wikidata.org/entity/Q15969234,LH/1732/62
http://www.wikidata.org/entity/Q15968120,LH/1843/45
http://www.wikidata.org/entity/Q15970190,LH/1869/10
http://www.wikidata.org/entity/Q15967764,LH/1885/5
http://www.wikidata.org/entity/Q15969261,LH/1927/17
http://www.wikidata.org/entity/Q15973666,LH/193/21
http://www.wikidata.org/entity/Q15968159,LH/193/47
http://www.wikidata.org/entity/Q15968822,LH/1966/1
http://www.wikidata.org/entity/Q15969272,LH/2003/44
http://www.wikidata.org/entity/Q15971002,LH/2048/9
http://www.wikidata.org/entity/Q15969306,LH/2191/32
http://www.wikidata.org/entity/Q15966751,LH/2359/46
http://www.wikidata.org/entity/Q15969649,LH/2373/55
http://www.wikidata.org/entity/Q15967881,LH/2492/73
http://www.wikidata.org/entity/Q15968795,LH/2554/17
http://www.wikidata.org/entity/Q15970177,LH/2559/18
http://www.wikidata.org/entity/Q15969690,LH/2588/69
http://www.wikidata.org/entity/Q15969379,LH/2606/62
http://www.wikidata.org/entity/Q15969678,LH/2632/62
http://www.wikidata.org/entity/Q15973461,LH/2637/53
http://www.wikidata.org/entity/Q15969418,LH/2681/71
http://www.wikidata.org/entity/Q15968958,LH/2684/17
http://www.wikidata.org/entity/Q15966983,LH/2712/49
http://www.wikidata.org/entity/Q15971770,LH/2740/50
http://www.wikidata.org/entity/Q15971771,LH/2762/57
http://www.wikidata.org/entity/Q15970241,LH/289/41
http://www.wikidata.org/entity/Q15973782,LH/295/83
http://www.wikidata.org/entity/Q15970166,LH/301/22
http://www.wikidata.org/entity/Q15968901,LH/316/87
http://www.wikidata.org/entity/Q15969474,LH/332/74
http://www.wikidata.org/entity/Q15968894,LH/345/54
http://www.wikidata.org/entity/Q15973911,LH/352/87
http://www.wikidata.org/entity/Q15968608,LH/412/9
http://www.wikidata.org/entity/Q15970138,LH/444/70
http://www.wikidata.org/entity/Q15974175,LH/448/68
http://www.wikidata.org/entity/Q15968040,LH/455/53
http://www.wikidata.org/entity/Q15968953,LH/501/2
http://www.wikidata.org/entity/Q15969493,LH/538/3
http://www.wikidata.org/entity/Q15968858,LH/54/20
http://www.wikidata.org/entity/Q15968974,LH/600/52
http://www.wikidata.org/entity/Q15969711,LH/632/89
http://www.wikidata.org/entity/Q16011114,LH/659/26
http://www.wikidata.org/entity/Q15968966,LH/662/10
http://www.wikidata.org/entity/Q15970235,LH/689/6
http://www.wikidata.org/entity/Q15971686,LH/724/4
http://www.wikidata.org/entity/Q15969502,LH/751/56
http://www.wikidata.org/entity/Q15969764,LH/766/65
http://www.wikidata.org/entity/Q15997479,LH/769/36
http://www.wikidata.org/entity/Q15968866,LH/8/76
http://www.wikidata.org/entity/Q15969506,LH/825/31
http://www.wikidata.org/entity/Q15967821,LH/833/43
http://www.wikidata.org/entity/Q15969076,LH/858/57
http://www.wikidata.org/entity/Q15973432,LH/87/40
http://www.wikidata.org/entity/Q15969504,LH/870/60
http://www.wikidata.org/entity/Q15980676,LH/91/55
http://www.wikidata.org/entity/Q15968465,LH/941/57
http://www.wikidata.org/entity/Q16011447,LH/989/19
http://www.wikidata.org/entity/Q16025502,19800035/101/12658
http://www.wikidata.org/entity/Q16029909,19800035/108/13554
http://www.wikidata.org/entity/Q16025736,19800035/1280/47641
http://www.wikidata.org/entity/Q16026391,19800035/1281/47855
http://www.wikidata.org/entity/Q16026333,19800035/1316/52300
http://www.wikidata.org/entity/Q21401585,19800035/298/40044
http://www.wikidata.org/entity/Q21428404,LH/1329/76
http://www.wikidata.org/entity/Q21369222,LH/1375/36
http://www.wikidata.org/entity/Q21404541,LH/2536/34
http://www.wikidata.org/entity/Q21396139,LH/2680/54
http://www.wikidata.org/entity/Q21482773,LH/1367/31
http://www.wikidata.org/entity/Q21452940,LH/2378/77
http://www.wikidata.org/entity/Q21479602,LH/2448/34
http://www.wikidata.org/entity/Q21453154,LH/2470/27
http://www.wikidata.org/entity/Q21554338,19800035/1435/66172
http://www.wikidata.org/entity/Q21511586,19800035/1466/69626
http://www.wikidata.org/entity/Q21529395,19800035/241/32032
http://www.wikidata.org/entity/Q21572161,19800035/44/5465
http://www.wikidata.org/entity/Q21543946,LH/1207/18
http://www.wikidata.org/entity/Q21554368,LH/138/29
http://www.wikidata.org/entity/Q21516137,LH/1583/8
http://www.wikidata.org/entity/Q21558237,LH/1938/8
http://www.wikidata.org/entity/Q21567531,LH/2214/2
http://www.wikidata.org/entity/Q21558231,LH/479/32
http://www.wikidata.org/entity/Q21509739,LH/760/51
http://www.wikidata.org/entity/Q21634514,LH/1396/62
http://www.wikidata.org/entity/Q21658096,LH/2307/13
http://www.wikidata.org/entity/Q21696535,19800035/261/34764
http://www.wikidata.org/entity/Q21694491,LH/563/68
http://www.wikidata.org/entity/Q21810725,19800035/152/19319
http://www.wikidata.org/entity/Q21819970,LH/2609/40
http://www.wikidata.org/entity/Q21855958,LH/475/67
http://www.wikidata.org/entity/Q22004682,19800035/560/63850
http://www.wikidata.org/entity/Q21992199,LH/29/90
http://www.wikidata.org/entity/Q22070246,LH/1241/6
http://www.wikidata.org/entity/Q22116681,LH/1352/70
http://www.wikidata.org/entity/Q22117359,LH/964/29
http://www.wikidata.org/entity/Q22212022,LH/1625/12
http://www.wikidata.org/entity/Q22212277,LH/1873/15
http://www.wikidata.org/entity/Q22212608,LH/2216/64
http://www.wikidata.org/entity/Q22269656,LH/2577/23
http://www.wikidata.org/entity/Q22344315,LH/35/81
http://www.wikidata.org/entity/Q22574450,LH/2572/35
http://www.wikidata.org/entity/Q22704426,19800035/1407/62653
http://www.wikidata.org/entity/Q22712448,LH/1498/85
http://www.wikidata.org/entity/Q22704355,LH/2681/1
http://www.wikidata.org/entity/Q22814102,19800035/1000/15698
http://www.wikidata.org/entity/Q23005290,LH/1676/17
http://www.wikidata.org/entity/Q23014278,LH/1842/47
http://www.wikidata.org/entity/Q22964234,LH/951/26
http://www.wikidata.org/entity/Q23019122,LH/424/27
http://www.wikidata.org/entity/Q23034416,LH/58/65
http://www.wikidata.org/entity/Q23714527,LH/134/37
http://www.wikidata.org/entity/Q23710135,LH/1982/28
http://www.wikidata.org/entity/Q23657392,LH/2317/37
http://www.wikidata.org/entity/Q23655594,LH/982/50
http://www.wikidata.org/entity/Q23837444,LH/1151/26
http://www.wikidata.org/entity/Q23815632,LH/549/11
http://www.wikidata.org/entity/Q23765786,LH/674/39
http://www.wikidata.org/entity/Q23837971,LH/726/47
http://www.wikidata.org/entity/Q23785359,LH/743/28
http://www.wikidata.org/entity/Q23902574,19800035/106/13337
http://www.wikidata.org/entity/Q23901855,LH/1294/3
http://www.wikidata.org/entity/Q23926288,LH/1863/20
http://www.wikidata.org/entity/Q23903059,LH/1870/27
http://www.wikidata.org/entity/Q23906806,LH/231/14
http://www.wikidata.org/entity/Q23937032,LH/2494/1
http://www.wikidata.org/entity/Q23995156,LH/2747/23
http://www.wikidata.org/entity/Q24008643,LH/338/61
http://www.wikidata.org/entity/Q24068246,LH/530/49
http://www.wikidata.org/entity/Q24065874,LH/927/39
http://www.wikidata.org/entity/Q24081569,LH/944/35
http://www.wikidata.org/entity/Q24170613,LH/2361/49
http://www.wikidata.org/entity/Q24288402,LH/1253/51
http://www.wikidata.org/entity/Q24350076,LH/2421/7
http://www.wikidata.org/entity/Q24484053,19800035/793/89669
http://www.wikidata.org/entity/Q24666188,LH/603/3
http://www.wikidata.org/entity/Q24762219,19800035/273/36518
http://www.wikidata.org/entity/Q24846543,19800035/111/14019
http://www.wikidata.org/entity/Q24935872,LH/1196/24
http://www.wikidata.org/entity/Q25271999,LH/977/41
http://www.wikidata.org/entity/Q25391223,19800035/260/34733
http://www.wikidata.org/entity/Q25859862,LH/1377/17
http://www.wikidata.org/entity/Q26246959,LH/1212/21
http://www.wikidata.org/entity/Q26214426,LH/1226/9
http://www.wikidata.org/entity/Q26257957,LH/1693/44
http://www.wikidata.org/entity/Q26269627,LH/1753/64
http://www.wikidata.org/entity/Q26252489,LH/2270/53
http://www.wikidata.org/entity/Q26252968,LH/2484/22
http://www.wikidata.org/entity/Q26226765,LH/2633/48
http://www.wikidata.org/entity/Q26270029,LH/58/7
http://www.wikidata.org/entity/Q26311339,LH/347/2
http://www.wikidata.org/entity/Q26701890,LH/1809/47
http://www.wikidata.org/entity/Q26702346,LH/1974/44
http://www.wikidata.org/entity/Q26733358,LH/2596/71
http://www.wikidata.org/entity/Q26793909,LH/2590/33
http://www.wikidata.org/entity/Q26793406,LH/677/46
http://www.wikidata.org/entity/Q26769575,LH/849/52
http://www.wikidata.org/entity/Q26836986,19800035/1031/19042
http://www.wikidata.org/entity/Q26838334,LH/2328/64
http://www.wikidata.org/entity/Q26844676,LH/2285/81
http://www.wikidata.org/entity/Q26844676,LH/2472/23
http://www.wikidata.org/entity/Q26934802,LH/2424/18
http://www.wikidata.org/entity/Q26974097,LH/298/7
http://www.wikidata.org/entity/Q27020698,LH/293/19
http://www.wikidata.org/entity/Q5443812,19800035/761/86495
http://www.wikidata.org/entity/Q5493093,LH/1919/38
http://www.wikidata.org/entity/Q5546834,LH/2171/18
http://www.wikidata.org/entity/Q5546905,LH/2654/30
http://www.wikidata.org/entity/Q5624537,LH/802/52
http://www.wikidata.org/entity/Q5616041,LH/963/55
http://www.wikidata.org/entity/Q5764841,19800035/215/28264
http://www.wikidata.org/entity/Q5715562,LH/1471/43
http://www.wikidata.org/entity/Q5715587,LH/1562/49
http://www.wikidata.org/entity/Q5793779,19800035/187/24284
http://www.wikidata.org/entity/Q5850652,19800035/274/36758
http://www.wikidata.org/entity/Q5868731,LH/208/46
http://www.wikidata.org/entity/Q5858767,LH/2167/34
http://www.wikidata.org/entity/Q5952165,LH/1641/63
http://www.wikidata.org/entity/Q5955723,LH/1643/30
http://www.wikidata.org/entity/Q5954613,LH/2512/17
http://www.wikidata.org/entity/Q6170926,LH/39/76
http://www.wikidata.org/entity/Q6305975,LH/1899/58
http://www.wikidata.org/entity/Q6288003,LH/2758/6
http://www.wikidata.org/entity/Q6591502,LH/484/30
http://www.wikidata.org/entity/Q6687223,LH/2755/41
http://www.wikidata.org/entity/Q7017490,19800035/567/64568
http://www.wikidata.org/entity/Q7125004,LH/1350/8
http://www.wikidata.org/entity/Q7127347,LH/2269/67
http://www.wikidata.org/entity/Q7127416,LH/2286/60
http://www.wikidata.org/entity/Q7191980,LH/1497/93
http://www.wikidata.org/entity/Q7192356,LH/2246/46
http://www.wikidata.org/entity/Q7925809,19800035/254/33892
http://www.wikidata.org/entity/Q8306708,19800035/194/25379
http://www.wikidata.org/entity/Q8304541,19800035/796/90031
http://www.wikidata.org/entity/Q8300473,LH/1022/9
http://www.wikidata.org/entity/Q8304023,LH/1132/46
http://www.wikidata.org/entity/Q8302098,LH/2136/54
http://www.wikidata.org/entity/Q8299196,LH/2531/78
http://www.wikidata.org/entity/Q8310000,LH/360/62
http://www.wikidata.org/entity/Q8340240,19800035/1279/47481
http://www.wikidata.org/entity/Q8343781,19800035/199/26004
http://www.wikidata.org/entity/Q8318827,19800035/458/61286
http://www.wikidata.org/entity/Q8314694,19800035/541/61911
http://www.wikidata.org/entity/Q8314140,19800035/757/85890
http://www.wikidata.org/entity/Q8321107,LH/100/3
http://www.wikidata.org/entity/Q8335106,LH/1159/23
http://www.wikidata.org/entity/Q8323043,LH/1229/67
http://www.wikidata.org/entity/Q8327677,LH/1918/56
http://www.wikidata.org/entity/Q8329700,LH/2601/47
http://www.wikidata.org/entity/Q8327260,LH/296/45
http://www.wikidata.org/entity/Q8343915,LH/526/40
http://www.wikidata.org/entity/Q8323694,LH/648/107
http://www.wikidata.org/entity/Q8341789,LH/663/69
http://www.wikidata.org/entity/Q8341789,LH/663/73
http://www.wikidata.org/entity/Q9024454,19800035/186/24150
http://www.wikidata.org/entity/Q9028197,LH/2675/10
http://www.wikidata.org/entity/Q9169197,LH/640/6
http://www.wikidata.org/entity/Q9266142,LH/1001/4
http://www.wikidata.org/entity/Q9263548,LH/2236/22
http://www.wikidata.org/entity/Q9260996,LH/2625/33
http://www.wikidata.org/entity/Q10396301,LH/333/49
http://www.wikidata.org/entity/Q11315549,19800035/102/12813
http://www.wikidata.org/entity/Q11695687,19800035/1094/25659
http://www.wikidata.org/entity/Q11723684,LH/2086/49
http://www.wikidata.org/entity/Q11984955,19800035/1202/38938
http://www.wikidata.org/entity/Q11985016,19800035/128/16258
http://www.wikidata.org/entity/Q11984951,19800035/147/18700
http://www.wikidata.org/entity/Q11985043,19800035/5/599
http://www.wikidata.org/entity/Q11984953,19800035/918/7205
http://www.wikidata.org/entity/Q11984846,LH/1297/13
http://www.wikidata.org/entity/Q11984956,LH/1367/28
http://www.wikidata.org/entity/Q11985008,LH/1385/21
