person,leonoreid
http://www.wikidata.org/entity/Q2958789,LH/586/80
http://www.wikidata.org/entity/Q2980703,LH/61/30
http://www.wikidata.org/entity/Q2958843,LH/669/22
http://www.wikidata.org/entity/Q2958854,LH/678/49
http://www.wikidata.org/entity/Q2958152,LH/681/9
http://www.wikidata.org/entity/Q2958113,LH/695/14
http://www.wikidata.org/entity/Q2985698,LH/712/78
http://www.wikidata.org/entity/Q2958889,LH/735/9
http://www.wikidata.org/entity/Q2959335,LH/741/64
http://www.wikidata.org/entity/Q2994935,LH/743/77
http://www.wikidata.org/entity/Q2958897,LH/760/33
http://www.wikidata.org/entity/Q2958911,LH/773/28
http://www.wikidata.org/entity/Q2960566,LH/788/6
http://www.wikidata.org/entity/Q2959098,LH/793/6
http://www.wikidata.org/entity/Q2960734,LH/819/48
http://www.wikidata.org/entity/Q2960734,LH/819/49
http://www.wikidata.org/entity/Q2977401,LH/821/28
http://www.wikidata.org/entity/Q2976691,LH/852/30
http://www.wikidata.org/entity/Q2959482,LH/855/10
http://www.wikidata.org/entity/Q2959058,LH/965/4
http://www.wikidata.org/entity/Q2958470,LH/967/77
http://www.wikidata.org/entity/Q2959063,LH/973/29
http://www.wikidata.org/entity/Q3059939,19800035/109/13672
http://www.wikidata.org/entity/Q3047765,19800035/1194/38103
http://www.wikidata.org/entity/Q3059905,19800035/1200/38740
http://www.wikidata.org/entity/Q3056952,19800035/1418/63860
http://www.wikidata.org/entity/Q3056908,19800035/1468/69911
http://www.wikidata.org/entity/Q3052700,19800035/1479/71741
http://www.wikidata.org/entity/Q3059760,19800035/456/61026
http://www.wikidata.org/entity/Q3017313,19800035/760/86239
http://www.wikidata.org/entity/Q3059810,19800035/761/86372
http://www.wikidata.org/entity/Q3059679,LH/10/74
http://www.wikidata.org/entity/Q3022585,LH/1091/62
http://www.wikidata.org/entity/Q3022696,LH/1100/56
http://www.wikidata.org/entity/Q3059899,LH/1175/53
http://www.wikidata.org/entity/Q3056801,LH/1210/53
http://www.wikidata.org/entity/Q3052525,LH/1212/52
http://www.wikidata.org/entity/Q3059710,LH/128/20
http://www.wikidata.org/entity/Q3057002,LH/1281/33
http://www.wikidata.org/entity/Q3047932,LH/1612/33
http://www.wikidata.org/entity/Q3051624,LH/183/43
http://www.wikidata.org/entity/Q3047469,LH/1917/19
http://www.wikidata.org/entity/Q3060070,LH/1967/25
http://www.wikidata.org/entity/Q3059674,LH/2027/1
http://www.wikidata.org/entity/Q3022666,LH/2335/16
http://www.wikidata.org/entity/Q3060243,LH/2352/28
http://www.wikidata.org/entity/Q3047995,LH/2563/1
http://www.wikidata.org/entity/Q3047999,LH/2574/6
http://www.wikidata.org/entity/Q3059737,LH/265/72
http://www.wikidata.org/entity/Q3057228,LH/268/33
http://www.wikidata.org/entity/Q3059742,LH/307/74
http://www.wikidata.org/entity/Q3059750,LH/374/43
http://www.wikidata.org/entity/Q3059651,LH/4/5
http://www.wikidata.org/entity/Q3048021,LH/423/88
http://www.wikidata.org/entity/Q3056877,LH/453/58
http://www.wikidata.org/entity/Q3010435,LH/467/23
http://www.wikidata.org/entity/Q3056890,LH/521/39
http://www.wikidata.org/entity/Q3035070,LH/550/67
http://www.wikidata.org/entity/Q3047788,LH/571/79
http://www.wikidata.org/entity/Q3047435,LH/637/53
http://www.wikidata.org/entity/Q3059811,LH/683/80
http://www.wikidata.org/entity/Q3056933,LH/692/41
http://www.wikidata.org/entity/Q3056922,LH/733/66
http://www.wikidata.org/entity/Q3048295,LH/778/42
http://www.wikidata.org/entity/Q3059835,LH/833/37
http://www.wikidata.org/entity/Q3056833,LH/85/23
http://www.wikidata.org/entity/Q3059841,LH/866/23
http://www.wikidata.org/entity/Q3047815,LH/880/48
http://www.wikidata.org/entity/Q3008877,LH/919/32
http://www.wikidata.org/entity/Q3059856,LH/945/12
http://www.wikidata.org/entity/Q3010448,LH/948/62
http://www.wikidata.org/entity/Q3121173,19800035/0346/46511
http://www.wikidata.org/entity/Q3103314,19800035/1054/21373
http://www.wikidata.org/entity/Q3085898,19800035/1054/21403
http://www.wikidata.org/entity/Q3099930,19800035/1089/25127
http://www.wikidata.org/entity/Q3084576,19800035/1173/35868
http://www.wikidata.org/entity/Q3074292,19800035/1247/43920
http://www.wikidata.org/entity/Q3103136,19800035/1304/50655
http://www.wikidata.org/entity/Q3092556,19800035/1326/53621
http://www.wikidata.org/entity/Q3121094,19800035/135/17044
http://www.wikidata.org/entity/Q3103460,19800035/1356/57010
http://www.wikidata.org/entity/Q3069270,19800035/1424/64843
http://www.wikidata.org/entity/Q3102884,19800035/175/22552
http://www.wikidata.org/entity/Q3093866,19800035/178/23024
http://www.wikidata.org/entity/Q3103056,19800035/191/24912
http://www.wikidata.org/entity/Q3089698,19800035/215/28213
http://www.wikidata.org/entity/Q3085930,19800035/216/28366
http://www.wikidata.org/entity/Q3099130,19800035/269/35982
http://www.wikidata.org/entity/Q3121097,19800035/289/38811
http://www.wikidata.org/entity/Q3120202,19800035/297/39972
http://www.wikidata.org/entity/Q3102042,19800035/305/41070
http://www.wikidata.org/entity/Q3083651,19800035/317/42697
http://www.wikidata.org/entity/Q3102435,19800035/317/42708
http://www.wikidata.org/entity/Q3103467,19800035/354/47655
http://www.wikidata.org/entity/Q3089884,19800035/387/51914
http://www.wikidata.org/entity/Q3102176,19800035/438/58593
http://www.wikidata.org/entity/Q3102580,19800035/459/61427
http://www.wikidata.org/entity/Q3103575,19800035/49/6037
http://www.wikidata.org/entity/Q3102760,19800035/543/62169
http://www.wikidata.org/entity/Q3121101,19800035/626/72470
http://www.wikidata.org/entity/Q3081380,19800035/636/73518
http://www.wikidata.org/entity/Q3093772,19800035/645/74404
http://www.wikidata.org/entity/Q3102540,19800035/726/82595
http://www.wikidata.org/entity/Q3093783,19800035/731/83080
http://www.wikidata.org/entity/Q3084727,19800035/756/85778
http://www.wikidata.org/entity/Q3093731,19800035/803/91163
http://www.wikidata.org/entity/Q3083156,19800035/849/97242
http://www.wikidata.org/entity/Q3084874,19800035/909/6165
http://www.wikidata.org/entity/Q3107839,19800035/991/14718
http://www.wikidata.org/entity/Q3085467,LH/1038/38
http://www.wikidata.org/entity/Q3092339,LH/1043/53
http://www.wikidata.org/entity/Q3122275,LH/1048/27
http://www.wikidata.org/entity/Q3099024,LH/1175/55
http://www.wikidata.org/entity/Q3102821,LH/1229/79
http://www.wikidata.org/entity/Q3092343,LH/123/11
http://www.wikidata.org/entity/Q3083444,LH/1255/22
http://www.wikidata.org/entity/Q3083905,LH/128/58
http://www.wikidata.org/entity/Q3092470,LH/1280/49
http://www.wikidata.org/entity/Q3119980,LH/1353/67
http://www.wikidata.org/entity/Q3086213,LH/1357/15
http://www.wikidata.org/entity/Q3102945,LH/1362/63
http://www.wikidata.org/entity/Q3121284,LH/1421/23
http://www.wikidata.org/entity/Q3089945,LH/1442/45
http://www.wikidata.org/entity/Q3078583,LH/1445/29
http://www.wikidata.org/entity/Q3085093,LH/1472/52
http://www.wikidata.org/entity/Q3121233,LH/1487/69
http://www.wikidata.org/entity/Q3085678,LH/1495/8
http://www.wikidata.org/entity/Q3102168,LH/15/13
http://www.wikidata.org/entity/Q3092500,LH/1531/37
http://www.wikidata.org/entity/Q3103079,LH/1574/64
http://www.wikidata.org/entity/Q3103059,LH/1583/57
http://www.wikidata.org/entity/Q3092491,LH/1594/65
http://www.wikidata.org/entity/Q3083632,LH/1604/69
http://www.wikidata.org/entity/Q3086006,LH/1615/70
http://www.wikidata.org/entity/Q3118428,LH/1661/55
http://www.wikidata.org/entity/Q3085256,LH/1695/21
http://www.wikidata.org/entity/Q3093851,LH/1704/37
http://www.wikidata.org/entity/Q3093849,LH/1710/13
http://www.wikidata.org/entity/Q3121255,LH/1715/21
http://www.wikidata.org/entity/Q3107581,LH/1743/25
http://www.wikidata.org/entity/Q3090293,LH/18/43
http://www.wikidata.org/entity/Q3083757,LH/1865/16
http://www.wikidata.org/entity/Q3083943,LH/1905/37
http://www.wikidata.org/entity/Q3084655,LH/1908/27
http://www.wikidata.org/entity/Q3085294,LH/1908/28
http://www.wikidata.org/entity/Q3092551,LH/1931/26
http://www.wikidata.org/entity/Q3093906,LH/2034/62
http://www.wikidata.org/entity/Q3083664,LH/2106/15
http://www.wikidata.org/entity/Q3099132,LH/2282/60
http://www.wikidata.org/entity/Q3091270,LH/2325/11
http://www.wikidata.org/entity/Q3090164,LH/2338/40
http://www.wikidata.org/entity/Q3098917,LH/234/41
http://www.wikidata.org/entity/Q3121315,LH/2397/33
http://www.wikidata.org/entity/Q3083255,LH/2398/34
http://www.wikidata.org/entity/Q3086078,LH/2488/53
http://www.wikidata.org/entity/Q3103498,LH/2546/47
http://www.wikidata.org/entity/Q3103501,LH/2555/66
http://www.wikidata.org/entity/Q3073406,LH/2567/4
http://www.wikidata.org/entity/Q3089796,LH/2680/61
http://www.wikidata.org/entity/Q3120222,LH/2711/42
http://www.wikidata.org/entity/Q3086368,LH/2731/79
http://www.wikidata.org/entity/Q3121353,LH/2762/52
http://www.wikidata.org/entity/Q3121126,LH/297/18
http://www.wikidata.org/entity/Q3120288,LH/356/96
http://www.wikidata.org/entity/Q3084116,LH/381/50
http://www.wikidata.org/entity/Q3084197,LH/453/43
http://www.wikidata.org/entity/Q3085017,LH/473/45
http://www.wikidata.org/entity/Q3069249,LH/495/27
http://www.wikidata.org/entity/Q3103369,LH/542/30
http://www.wikidata.org/entity/Q3103369,LH/542/32
http://www.wikidata.org/entity/Q3084288,LH/560/21
http://www.wikidata.org/entity/Q3092409,LH/586/67
http://www.wikidata.org/entity/Q3069096,LH/635/11
http://www.wikidata.org/entity/Q3121161,LH/725/17
http://www.wikidata.org/entity/Q3102593,LH/731/60
http://www.wikidata.org/entity/Q3119801,LH/742/17
http://www.wikidata.org/entity/Q3102597,LH/756/3
http://www.wikidata.org/entity/Q3074141,LH/826/51
http://www.wikidata.org/entity/Q3105582,LH/87/30
http://www.wikidata.org/entity/Q3068559,LH/919/44
http://www.wikidata.org/entity/Q3067412,LH/942/63
http://www.wikidata.org/entity/Q3069157,LH/997/78
http://www.wikidata.org/entity/Q3131934,19800035/1056/21670
http://www.wikidata.org/entity/Q3130725,19800035/1076/23807
http://www.wikidata.org/entity/Q3130785,19800035/1086/24765
http://www.wikidata.org/entity/Q3130968,19800035/216/28332
http://www.wikidata.org/entity/Q3131147,19800035/231/30635
http://www.wikidata.org/entity/Q3132554,19800035/245/32598
http://www.wikidata.org/entity/Q3131399,19800035/406/54323
http://www.wikidata.org/entity/Q3124401,19800035/435/58145
http://www.wikidata.org/entity/Q3131127,19800035/443/59295
http://www.wikidata.org/entity/Q3128644,19800035/593/67166
http://www.wikidata.org/entity/Q3130872,19800035/726/82548
http://www.wikidata.org/entity/Q3132050,19800035/750/85046
http://www.wikidata.org/entity/Q3131559,19800035/773/87563
http://www.wikidata.org/entity/Q3132785,19800035/915/6890
http://www.wikidata.org/entity/Q3130963,19800035/932/8643
http://www.wikidata.org/entity/Q3131288,LH/1328/20
http://www.wikidata.org/entity/Q3131331,LH/1347/59
http://www.wikidata.org/entity/Q3130478,LH/1653/37
http://www.wikidata.org/entity/Q3131551,LH/1702/6
http://www.wikidata.org/entity/Q3132940,LH/1753/13
http://www.wikidata.org/entity/Q3131631,LH/1834/45
http://www.wikidata.org/entity/Q3132622,LH/186/66
http://www.wikidata.org/entity/Q3131640,LH/1865/45
http://www.wikidata.org/entity/Q3136102,LH/1935/59
http://www.wikidata.org/entity/Q3132483,LH/1936/71
http://www.wikidata.org/entity/Q3136078,LH/2016/3
http://www.wikidata.org/entity/Q3136008,LH/2383/73
http://www.wikidata.org/entity/Q3133051,LH/2397/23
http://www.wikidata.org/entity/Q3136022,LH/244/72
http://www.wikidata.org/entity/Q3136129,LH/2497/18
http://www.wikidata.org/entity/Q3136132,LH/2577/29
http://www.wikidata.org/entity/Q3130553,LH/2638/84
http://www.wikidata.org/entity/Q3132143,LH/2687/60
http://www.wikidata.org/entity/Q3132175,LH/2753/37
http://www.wikidata.org/entity/Q3131179,LH/316/86
http://www.wikidata.org/entity/Q3130424,LH/501/77
http://www.wikidata.org/entity/Q3130869,LH/581/10
http://www.wikidata.org/entity/Q3131020,LH/852/37
http://www.wikidata.org/entity/Q3142621,19800035/895/4745
http://www.wikidata.org/entity/Q3140238,LH/1631/7
http://www.wikidata.org/entity/Q3140248,LH/1987/24
http://www.wikidata.org/entity/Q3140255,LH/2468/13
http://www.wikidata.org/entity/Q3166962,19800035/1029/18763
http://www.wikidata.org/entity/Q3184823,19800035/1042/20209
http://www.wikidata.org/entity/Q3172207,19800035/108/13538
http://www.wikidata.org/entity/Q3174936,19800035/1091/25405
http://www.wikidata.org/entity/Q3173583,19800035/1107/26754
http://www.wikidata.org/entity/Q3185457,19800035/1181/36721
http://www.wikidata.org/entity/Q3158513,19800035/1247/43954
http://www.wikidata.org/entity/Q3171539,19800035/126/15927
http://www.wikidata.org/entity/Q3170669,19800035/1276/47103
http://www.wikidata.org/entity/Q3185639,19800035/1371/58458
http://www.wikidata.org/entity/Q3188940,19800035/1404/62254
http://www.wikidata.org/entity/Q3188581,19800035/1418/63862
http://www.wikidata.org/entity/Q3174381,19800035/1443/67008
http://www.wikidata.org/entity/Q3184712,19800035/1476/71236
http://www.wikidata.org/entity/Q3184732,19800035/158/20214
http://www.wikidata.org/entity/Q3170823,19800035/196/25577
http://www.wikidata.org/entity/Q3173007,19800035/204/26686
http://www.wikidata.org/entity/Q3173044,19800035/22/2850
http://www.wikidata.org/entity/Q3173689,19800035/249/33138
http://www.wikidata.org/entity/Q3164327,19800035/249/33151
http://www.wikidata.org/entity/Q3173390,19800035/29/3663
http://www.wikidata.org/entity/Q3173249,19800035/319/43059
http://www.wikidata.org/entity/Q3166922,19800035/35/4413
http://www.wikidata.org/entity/Q3171788,19800035/452/60494
http://www.wikidata.org/entity/Q3174457,19800035/624/71993
http://www.wikidata.org/entity/Q3164659,19800035/643/74298
http://www.wikidata.org/entity/Q3175471,19800035/666/76527
http://www.wikidata.org/entity/Q3189628,19800035/705/80407
http://www.wikidata.org/entity/Q3189695,19800035/85/10670
http://www.wikidata.org/entity/Q3154773,19800035/988/14392
http://www.wikidata.org/entity/Q3163662,LH/1096/37
http://www.wikidata.org/entity/Q3169329,LH/1097/38
http://www.wikidata.org/entity/Q3163750,LH/1123/43
http://www.wikidata.org/entity/Q3189515,LH/1213/45
http://www.wikidata.org/entity/Q3188637,LH/1228/29
http://www.wikidata.org/entity/Q3172422,LH/1230/20
http://www.wikidata.org/entity/Q3170521,LH/125/64
http://www.wikidata.org/entity/Q3159087,LH/1278/57
http://www.wikidata.org/entity/Q3165651,LH/1284/25
http://www.wikidata.org/entity/Q3164152,LH/1297/90
http://www.wikidata.org/entity/Q3185097,LH/1320/21
http://www.wikidata.org/entity/Q3172743,LH/1335/47
http://www.wikidata.org/entity/Q3188678,LH/1337/65
http://www.wikidata.org/entity/Q3164169,LH/1339/77
http://www.wikidata.org/entity/Q3166146,LH/1342/11
http://www.wikidata.org/entity/Q3165680,LH/1342/9
http://www.wikidata.org/entity/Q3160385,LH/1346/44
http://www.wikidata.org/entity/Q3148169,LH/1360/40
http://www.wikidata.org/entity/Q3166481,LH/1365/27
http://www.wikidata.org/entity/Q3184577,LH/140/14
http://www.wikidata.org/entity/Q3170530,LH/146/59
http://www.wikidata.org/entity/Q3185902,LH/1462/33
http://www.wikidata.org/entity/Q3172994,LH/1479/57
http://www.wikidata.org/entity/Q3164220,LH/150/23
http://www.wikidata.org/entity/Q3173124,LH/1525/68
http://www.wikidata.org/entity/Q3188330,LH/161/39
http://www.wikidata.org/entity/Q3158227,LH/164/16
http://www.wikidata.org/entity/Q3190319,LH/1645/48
http://www.wikidata.org/entity/Q3173305,LH/1680/51
http://www.wikidata.org/entity/Q3185308,LH/1691/73
http://www.wikidata.org/entity/Q3189358,LH/171/63
http://www.wikidata.org/entity/Q3169545,LH/1724/56
http://www.wikidata.org/entity/Q3158645,LH/1766/49
http://www.wikidata.org/entity/Q3159626,LH/1816/48
http://www.wikidata.org/entity/Q3188784,LH/1852/10
http://www.wikidata.org/entity/Q3157956,LH/1875/40
http://www.wikidata.org/entity/Q3173571,LH/1904/36
http://www.wikidata.org/entity/Q3161253,LH/1908/29
http://www.wikidata.org/entity/Q3157853,LH/1912/12
http://www.wikidata.org/entity/Q3179490,LH/1967/66
http://www.wikidata.org/entity/Q3173691,LH/1987/36
http://www.wikidata.org/entity/Q3188358,LH/2019/20
http://www.wikidata.org/entity/Q3158058,LH/2021/40
http://www.wikidata.org/entity/Q3188827,LH/2030/7
http://www.wikidata.org/entity/Q3166930,LH/2059/54
http://www.wikidata.org/entity/Q3190484,LH/2071/15
http://www.wikidata.org/entity/Q3185465,LH/2088/55
http://www.wikidata.org/entity/Q3170323,LH/2098/42
http://www.wikidata.org/entity/Q3159745,LH/2110/69
http://www.wikidata.org/entity/Q3169635,LH/2118/31
http://www.wikidata.org/entity/Q3160935,LH/218/1
http://www.wikidata.org/entity/Q3184312,LH/218/39
http://www.wikidata.org/entity/Q3184267,LH/2184/3
http://www.wikidata.org/entity/Q3174066,LH/2188/63
http://www.wikidata.org/entity/Q3185511,LH/2196/6
http://www.wikidata.org/entity/Q3185866,LH/2240/16
http://www.wikidata.org/entity/Q3188863,LH/2247/24
http://www.wikidata.org/entity/Q3163677,LH/226/18
http://www.wikidata.org/entity/Q3185606,LH/2281/1
http://www.wikidata.org/entity/Q3163804,LH/229/39
http://www.wikidata.org/entity/Q3172236,LH/2300/21
http://www.wikidata.org/entity/Q3172774,LH/2303/46
http://www.wikidata.org/entity/Q3185555,LH/2311/40
http://www.wikidata.org/entity/Q3188592,LH/2324/39
http://www.wikidata.org/entity/Q3190313,LH/2328/66
http://www.wikidata.org/entity/Q3167804,LH/2334/37
http://www.wikidata.org/entity/Q3172407,LH/2394/18
http://www.wikidata.org/entity/Q3188901,LH/2398/17
http://www.wikidata.org/entity/Q3167884,LH/242/52
http://www.wikidata.org/entity/Q3167531,LH/2434/44
http://www.wikidata.org/entity/Q3165953,LH/2501/47
http://www.wikidata.org/entity/Q3173717,LH/2505/9
http://www.wikidata.org/entity/Q3163833,LH/256/7
http://www.wikidata.org/entity/Q3188326,LH/2561/39
http://www.wikidata.org/entity/Q3174799,LH/2605/2
http://www.wikidata.org/entity/Q3174977,LH/2669/18
http://www.wikidata.org/entity/Q3188680,LH/2702/17
http://www.wikidata.org/entity/Q3159422,LH/2704/7
http://www.wikidata.org/entity/Q3164539,LH/2720/54
http://www.wikidata.org/entity/Q3188968,LH/2746/40
http://www.wikidata.org/entity/Q3163768,LH/2748/25
http://www.wikidata.org/entity/Q3173984,LH/279/9
http://www.wikidata.org/entity/Q3175031,LH/2793/164
http://www.wikidata.org/entity/Q3179436,LH/28/95
http://www.wikidata.org/entity/Q3164357,LH/308/54
http://www.wikidata.org/entity/Q3157861,LH/309/62
http://www.wikidata.org/entity/Q3163900,LH/321/5
http://www.wikidata.org/entity/Q3184174,LH/341/95
http://www.wikidata.org/entity/Q3163779,LH/343/13
http://www.wikidata.org/entity/Q3166653,LH/347/34
http://www.wikidata.org/entity/Q3184673,LH/378/37
http://www.wikidata.org/entity/Q3170387,LH/380/47
http://www.wikidata.org/entity/Q3184694,LH/401/44
http://www.wikidata.org/entity/Q3164786,LH/409/22
http://www.wikidata.org/entity/Q3166675,LH/410/97
http://www.wikidata.org/entity/Q3158645,LH/415/91
http://www.wikidata.org/entity/Q3189310,LH/429/85
http://www.wikidata.org/entity/Q3184250,LH/430/40
http://www.wikidata.org/entity/Q3185312,LH/439/35
http://www.wikidata.org/entity/Q3188478,LH/455/46
http://www.wikidata.org/entity/Q3163992,LH/460/19
http://www.wikidata.org/entity/Q3190785,LH/475/1
http://www.wikidata.org/entity/Q3184765,LH/487/33
http://www.wikidata.org/entity/Q3164910,LH/519/49
http://www.wikidata.org/entity/Q3158073,LH/549/50
http://www.wikidata.org/entity/Q3164192,LH/588/28
http://www.wikidata.org/entity/Q3189590,LH/596/68
http://www.wikidata.org/entity/Q3159755,LH/643/37
http://www.wikidata.org/entity/Q3164486,LH/647/44
http://www.wikidata.org/entity/Q3169167,LH/656/8
http://www.wikidata.org/entity/Q3171549,LH/658/38
http://www.wikidata.org/entity/Q3157946,LH/66/57
http://www.wikidata.org/entity/Q3188512,LH/665/54
http://www.wikidata.org/entity/Q3188513,LH/667/83
http://www.wikidata.org/entity/Q3184234,LH/68/57
http://www.wikidata.org/entity/Q3188532,LH/742/70
http://www.wikidata.org/entity/Q3143586,LH/755/38
http://www.wikidata.org/entity/Q18572863,19800035/1065/22626
http://www.wikidata.org/entity/Q18533761,LH/1093/61
http://www.wikidata.org/entity/Q18516535,LH/1225/31
http://www.wikidata.org/entity/Q18533766,LH/1545/21
http://www.wikidata.org/entity/Q18578201,LH/39/43
http://www.wikidata.org/entity/Q18551968,LH/533/5
http://www.wikidata.org/entity/Q18664060,19800035/415/55467
http://www.wikidata.org/entity/Q18670396,19800035/458/61300
http://www.wikidata.org/entity/Q18639078,LH/654/52
http://www.wikidata.org/entity/Q18736262,LH/1489/10
http://www.wikidata.org/entity/Q18708216,LH/41/92
http://www.wikidata.org/entity/Q18734913,LH/58/37
http://www.wikidata.org/entity/Q18704246,LH/580/16
http://www.wikidata.org/entity/Q18812418,19800035/149/18960
http://www.wikidata.org/entity/Q18761830,LH/301/75
http://www.wikidata.org/entity/Q18856986,LH/504/65
http://www.wikidata.org/entity/Q19060401,LH/1474/19
http://www.wikidata.org/entity/Q19012439,LH/2707/90
http://www.wikidata.org/entity/Q19282479,LH/2699/84
http://www.wikidata.org/entity/Q19280244,LH/410/24
http://www.wikidata.org/entity/Q19394546,19800035/1473/70627
http://www.wikidata.org/entity/Q19365722,LH/1370/59
http://www.wikidata.org/entity/Q19365626,LH/1542/28
http://www.wikidata.org/entity/Q19365631,LH/2407/48
http://www.wikidata.org/entity/Q19365741,LH/25/4
http://www.wikidata.org/entity/Q19463639,LH/2764/98
http://www.wikidata.org/entity/Q19629261,19800035/107/13434
http://www.wikidata.org/entity/Q19630997,19800035/1345/55848
http://www.wikidata.org/entity/Q19629296,19800035/1408/62733
http://www.wikidata.org/entity/Q19543926,19800035/195/25444
http://www.wikidata.org/entity/Q19631140,19800035/444/59419
http://www.wikidata.org/entity/Q19630107,19800035/739/83832
http://www.wikidata.org/entity/Q19630279,LH/1079/8
http://www.wikidata.org/entity/Q19630027,LH/1082/38
http://www.wikidata.org/entity/Q19629776,LH/1645/39
http://www.wikidata.org/entity/Q19630074,LH/1968/6
http://www.wikidata.org/entity/Q19569508,LH/2192/65
http://www.wikidata.org/entity/Q19630104,LH/2351/36
http://www.wikidata.org/entity/Q19630304,LH/2694/51
http://www.wikidata.org/entity/Q19630084,LH/685/19
http://www.wikidata.org/entity/Q19631244,LH/829/62
http://www.wikidata.org/entity/Q19787986,19800035/358/48182
http://www.wikidata.org/entity/Q19772368,LH/2195/56
http://www.wikidata.org/entity/Q19753777,LH/2230/2
http://www.wikidata.org/entity/Q19788058,LH/86/2
http://www.wikidata.org/entity/Q19816832,19800035/239/31778
http://www.wikidata.org/entity/Q19859046,19800035/43/5344
http://www.wikidata.org/entity/Q19799443,LH/339/54
http://www.wikidata.org/entity/Q19932879,19800035/1071/23239
http://www.wikidata.org/entity/Q19937605,19800035/114/14341
http://www.wikidata.org/entity/Q19933081,19800035/1175/36012
http://www.wikidata.org/entity/Q19937199,19800035/1240/43215
http://www.wikidata.org/entity/Q19933784,19800035/839/95935
http://www.wikidata.org/entity/Q19958529,19800035/893/4521
http://www.wikidata.org/entity/Q19933607,LH/1005/69
http://www.wikidata.org/entity/Q19904389,LH/1197/20
http://www.wikidata.org/entity/Q19913774,LH/1685/17
http://www.wikidata.org/entity/Q19945230,LH/2263/46
http://www.wikidata.org/entity/Q19945285,LH/2657/32
http://www.wikidata.org/entity/Q19947793,LH/2749/69
http://www.wikidata.org/entity/Q19946570,LH/579/22
http://www.wikidata.org/entity/Q19912380,LH/634/61
http://www.wikidata.org/entity/Q19904709,LH/805/12
http://www.wikidata.org/entity/Q20056484,19800035/310/41765
http://www.wikidata.org/entity/Q20085754,LH/1099/50
http://www.wikidata.org/entity/Q20017625,LH/1502/69
http://www.wikidata.org/entity/Q20004816,LH/1965/66
http://www.wikidata.org/entity/Q20056221,LH/2156/27
http://www.wikidata.org/entity/Q20021857,LH/2661/5
http://www.wikidata.org/entity/Q19999486,LH/350/4
http://www.wikidata.org/entity/Q20027672,LH/455/63
http://www.wikidata.org/entity/Q20127720,LH/1419/29
http://www.wikidata.org/entity/Q20203550,LH/2467/16
http://www.wikidata.org/entity/Q20203651,LH/2600/26
http://www.wikidata.org/entity/Q20204167,LH/2712/12
http://www.wikidata.org/entity/Q20240969,LH/419/18
http://www.wikidata.org/entity/Q20216546,LH/469/16
http://www.wikidata.org/entity/Q20204212,LH/57/20
http://www.wikidata.org/entity/Q20204223,LH/894/35
http://www.wikidata.org/entity/Q20202825,LH/935/23
http://www.wikidata.org/entity/Q20643943,LH/1276/63
http://www.wikidata.org/entity/Q20723851,19800035/1232/42207
http://www.wikidata.org/entity/Q20745436,LH/1470/9
http://www.wikidata.org/entity/Q20722999,LH/148/29
http://www.wikidata.org/entity/Q20731822,LH/1563/67
http://www.wikidata.org/entity/Q20723997,LH/281/81
http://www.wikidata.org/entity/Q20739903,LH/331/78
http://www.wikidata.org/entity/Q20670045,LH/728/51
http://www.wikidata.org/entity/Q20817512,LH/1017/62
http://www.wikidata.org/entity/Q20819279,LH/1539/21
http://www.wikidata.org/entity/Q20819296,LH/2346/54
http://www.wikidata.org/entity/Q20855593,LH/307/47
http://www.wikidata.org/entity/Q20816160,LH/354/94
http://www.wikidata.org/entity/Q20807820,LH/638/18
http://www.wikidata.org/entity/Q20851373,LH/750/48
http://www.wikidata.org/entity/Q20851288,LH/878/4
http://www.wikidata.org/entity/Q20862922,19800035/142/18065
http://www.wikidata.org/entity/Q20871888,19800035/233/30935
http://www.wikidata.org/entity/Q20882772,19800035/845/96761
http://www.wikidata.org/entity/Q20895527,LH/1778/58
http://www.wikidata.org/entity/Q70330172,LH/2583/40
http://www.wikidata.org/entity/Q70472108,LH/1241/51
http://www.wikidata.org/entity/Q71708190,LH/312/66
http://www.wikidata.org/entity/Q71717862,LH/560/63
http://www.wikidata.org/entity/Q72356527,LH/2142/59
http://www.wikidata.org/entity/Q72731426,19800035/1245/43707
http://www.wikidata.org/entity/Q73099064,LH/2616/62
http://www.wikidata.org/entity/Q73263606,LH/2405/60
http://www.wikidata.org/entity/Q73419914,19800035/71/8749
http://www.wikidata.org/entity/Q73661527,19800035/307/41331
http://www.wikidata.org/entity/Q74830430,19800035/1141/30629
http://www.wikidata.org/entity/Q75362835,19800035/939/9327
http://www.wikidata.org/entity/Q76003077,LH/2783/62
http://www.wikidata.org/entity/Q77853829,LH/2140/7
http://www.wikidata.org/entity/Q78331437,19800035/1279/47521
http://www.wikidata.org/entity/Q78512930,19800035/1371/58469
http://www.wikidata.org/entity/Q79097594,19800035/203/26537
http://www.wikidata.org/entity/Q79096400,LH/175/78
http://www.wikidata.org/entity/Q79493881,LH/95/34
http://www.wikidata.org/entity/Q79883881,19800035/166/21394
http://www.wikidata.org/entity/Q79870473,LH/2147/36
http://www.wikidata.org/entity/Q79936823,LH/1648/48
http://www.wikidata.org/entity/Q80109574,LH/356/42
http://www.wikidata.org/entity/Q81330255,19800035/1469/70051
http://www.wikidata.org/entity/Q83025237,LH/1863/19
http://www.wikidata.org/entity/Q84090202,LH/923/57
http://www.wikidata.org/entity/Q84137492,LH/392/41
http://www.wikidata.org/entity/Q84361192,LH/2451/70
