leonoreid,person,bnfid
19800035/1286/48588,http://www.wikidata.org/entity/Q20657936,12284722n
19800035/693/79279,http://www.wikidata.org/entity/Q20707956,17133701x
LH/2348/4,http://www.wikidata.org/entity/Q20723717,10698627p
LH/2633/5,http://www.wikidata.org/entity/Q20724071,149560400
LH/982/61,http://www.wikidata.org/entity/Q20797853,10718866n
19800035/852/302,http://www.wikidata.org/entity/Q20829280,10882731w
C/0/55,http://www.wikidata.org/entity/Q20856089,102133844
LH/1350/33,http://www.wikidata.org/entity/Q20870944,146529838
LH/2683/35,http://www.wikidata.org/entity/Q20948833,10637427n
19800035/189/24609,http://www.wikidata.org/entity/Q20961765,16030665v
LH/483/45,http://www.wikidata.org/entity/Q20961772,12695427p
LH/2667/54,http://www.wikidata.org/entity/Q20971392,12981179f
LH/2463/9,http://www.wikidata.org/entity/Q20971458,12136710x
LH/750/90,http://www.wikidata.org/entity/Q20978138,16258055k
LH/1638/32,http://www.wikidata.org/entity/Q21029041,10362024d
LH/62/62,http://www.wikidata.org/entity/Q21079561,169721880
LH/2716/2,http://www.wikidata.org/entity/Q21091604,10526171p
LH/2716/2,http://www.wikidata.org/entity/Q21091604,136036480
19800035/179/23100,http://www.wikidata.org/entity/Q21157618,12624417p
19800035/369/49529,http://www.wikidata.org/entity/Q21165046,12190557t
LH/9/22,http://www.wikidata.org/entity/Q21289074,12464701m
LH/1029/18,http://www.wikidata.org/entity/Q21294668,10629382s
LH/2272/87,http://www.wikidata.org/entity/Q21294801,10412613j
LH/737/20,http://www.wikidata.org/entity/Q21427157,107206682
LH/1947/72,http://www.wikidata.org/entity/Q21454643,11959745z
LH/196/3,http://www.wikidata.org/entity/Q21506008,14523815z
LH/2111/49,http://www.wikidata.org/entity/Q21522843,12630927m
19800035/38/4773,http://www.wikidata.org/entity/Q21523019,10607276p
19800035/271/36206,http://www.wikidata.org/entity/Q21557934,12384706k
LH/656/12,http://www.wikidata.org/entity/Q21600904,14007013r
19800035/252/33581,http://www.wikidata.org/entity/Q21634419,11234854c
19800035/252/33581,http://www.wikidata.org/entity/Q21634419,153680921
19800035/743/84311,http://www.wikidata.org/entity/Q21634437,10993049n
LH/84/59,http://www.wikidata.org/entity/Q2827372,122451123
LH/758/7,http://www.wikidata.org/entity/Q2833600,12172286n
LH/776/74,http://www.wikidata.org/entity/Q2833653,107113866
LH/623/52,http://www.wikidata.org/entity/Q2835035,118980741
LH/589/97,http://www.wikidata.org/entity/Q2839660,161815531
LH/983/10,http://www.wikidata.org/entity/Q2839797,121710369
LH/773/50,http://www.wikidata.org/entity/Q2842379,12115435s
LH/466/35,http://www.wikidata.org/entity/Q2845568,105218911
LH/438/48,http://www.wikidata.org/entity/Q2853481,12115194g
LH/513/60,http://www.wikidata.org/entity/Q2853791,12099989j
LH/720/18,http://www.wikidata.org/entity/Q2853851,125301513
LH/720/19,http://www.wikidata.org/entity/Q2853851,125301513
LH/875/52,http://www.wikidata.org/entity/Q2856732,11314213w
LH/875/60,http://www.wikidata.org/entity/Q2856732,11314213w
LH/687/20,http://www.wikidata.org/entity/Q2861822,105661616
LH/2727/22,http://www.wikidata.org/entity/Q2865433,10695392k
LH/638/19,http://www.wikidata.org/entity/Q2868977,130116580
LH/689/13,http://www.wikidata.org/entity/Q2870950,11899138p
LH/2661/17,http://www.wikidata.org/entity/Q2871010,10624667h
19800035/54/6569,http://www.wikidata.org/entity/Q2871035,11044422h
LH/293/3,http://www.wikidata.org/entity/Q2871071,12135605t
19800035/1478/71608,http://www.wikidata.org/entity/Q2871073,14814728k
19800035/276/36929,http://www.wikidata.org/entity/Q2871106,14977805b
LH/1349/14,http://www.wikidata.org/entity/Q2871240,119085214
LH/1841/28,http://www.wikidata.org/entity/Q2871316,14817080g
LH/1992/33,http://www.wikidata.org/entity/Q2871340,10709408d
LH/60/48,http://www.wikidata.org/entity/Q2871525,137437995
LH/470/34,http://www.wikidata.org/entity/Q2871549,12185860j
LH/470/34,http://www.wikidata.org/entity/Q2871549,148440555
LH/470/34,http://www.wikidata.org/entity/Q2871549,177590952
LH/1104/11,http://www.wikidata.org/entity/Q2871587,12422113n
19800035/123/15545,http://www.wikidata.org/entity/Q2871639,12316757h
LH/958/10,http://www.wikidata.org/entity/Q2885005,135780809
LH/1755/21,http://www.wikidata.org/entity/Q2895970,12175969q
LH/2113/23,http://www.wikidata.org/entity/Q2895974,13283555z
LH/2640/57,http://www.wikidata.org/entity/Q2896262,149387044
LH/117/43,http://www.wikidata.org/entity/Q2897498,149776409
LH/898/44,http://www.wikidata.org/entity/Q2898660,124384959
LH/73/28,http://www.wikidata.org/entity/Q2899444,122055669
19800035/605/68339,http://www.wikidata.org/entity/Q2899656,121198664
LH/2719/18,http://www.wikidata.org/entity/Q2899696,112826086
19800035/194/25375,http://www.wikidata.org/entity/Q2934822,14969345g
LH/1211/2,http://www.wikidata.org/entity/Q2934945,165974266
19800035/995/15167,http://www.wikidata.org/entity/Q2934995,10912043p
19800035/995/15167,http://www.wikidata.org/entity/Q2934995,11921022t
19800035/46/5671,http://www.wikidata.org/entity/Q2935066,12208030n
19800035/1478/71566,http://www.wikidata.org/entity/Q2957899,11327342p
LH/1058/39,http://www.wikidata.org/entity/Q2958008,13210557g
LH/100/64,http://www.wikidata.org/entity/Q2958464,13209813n
19800035/177/22870,http://www.wikidata.org/entity/Q2958644,146534280
19800035/636/73574,http://www.wikidata.org/entity/Q2958864,10800293x
LH/1029/78,http://www.wikidata.org/entity/Q2959088,121334571
LH/1222/51,http://www.wikidata.org/entity/Q2959267,104368364
LH/1291/23,http://www.wikidata.org/entity/Q2959484,12462567h
19800035/889/4132,http://www.wikidata.org/entity/Q2959901,15376137w
19800035/305/41092,http://www.wikidata.org/entity/Q2960088,118291801
19800035/1320/52913,http://www.wikidata.org/entity/Q2960225,14654021q
19800035/349/46998,http://www.wikidata.org/entity/Q2960242,12736483b
19800035/378/50688,http://www.wikidata.org/entity/Q2965132,134013846
19800035/378/50688,http://www.wikidata.org/entity/Q2965132,17820753f
19800035/1113/27502,http://www.wikidata.org/entity/Q2977496,10954369h
LH/1253/39,http://www.wikidata.org/entity/Q2978378,135292624
LH/1581/37,http://www.wikidata.org/entity/Q2980612,12323167n
LH/1814/54,http://www.wikidata.org/entity/Q2934820,106323829
LH/1793/44,http://www.wikidata.org/entity/Q2935014,12169898s
LH/2755/35,http://www.wikidata.org/entity/Q2941064,116637007
LH/517/72,http://www.wikidata.org/entity/Q2958287,118965351
LH/17/72,http://www.wikidata.org/entity/Q2958374,12564863m
LH/2616/36,http://www.wikidata.org/entity/Q2958572,12157752h
LH/298/9,http://www.wikidata.org/entity/Q2958581,13209984f
LH/520/35,http://www.wikidata.org/entity/Q2958721,124591656
LH/558/60,http://www.wikidata.org/entity/Q2958754,125108717
LH/600/25,http://www.wikidata.org/entity/Q2958788,15307249z
LH/1585/78,http://www.wikidata.org/entity/Q2959611,12982174z
LH/1687/23,http://www.wikidata.org/entity/Q2959732,126225927
LH/1943/54,http://www.wikidata.org/entity/Q2959858,12738146s
LH/1996/14,http://www.wikidata.org/entity/Q2959917,15681678c
LH/166/32,http://www.wikidata.org/entity/Q2959958,12562973q
LH/2277/46,http://www.wikidata.org/entity/Q2960165,12127130x
LH/2557/47,http://www.wikidata.org/entity/Q2960267,17133472m
LH/2753/20,http://www.wikidata.org/entity/Q2960431,10382549j
LH/2352/27,http://www.wikidata.org/entity/Q2960683,11890836r
LH/2661/71,http://www.wikidata.org/entity/Q2976800,15557309c
LH/69/22,http://www.wikidata.org/entity/Q2977179,16297200f
LH/714/71,http://www.wikidata.org/entity/Q2977265,13607785f
LH/930/1,http://www.wikidata.org/entity/Q2977404,10393972m
LH/2263/65,http://www.wikidata.org/entity/Q2978042,149259549
LH/1678/61,http://www.wikidata.org/entity/Q2986003,13482362s
LH/1961/7,http://www.wikidata.org/entity/Q2994878,10407965m
LH/339/81,http://www.wikidata.org/entity/Q2994939,10732912z
LH/1612/27,http://www.wikidata.org/entity/Q3014325,125288972
LH/80/36,http://www.wikidata.org/entity/Q3022796,134984454
LH/1030/57,http://www.wikidata.org/entity/Q3035164,160243575
LH/1424/42,http://www.wikidata.org/entity/Q3035249,12525246s
19800035/241/32047,http://www.wikidata.org/entity/Q3045181,11892571x
LH/94/3,http://www.wikidata.org/entity/Q3047695,16908653q
LH/2286/24,http://www.wikidata.org/entity/Q3047705,10287080b
LH/267/31,http://www.wikidata.org/entity/Q3047753,11892545c
LH/431/64,http://www.wikidata.org/entity/Q3047771,130090509
LH/387/14,http://www.wikidata.org/entity/Q3047773,129975138
LH/787/1,http://www.wikidata.org/entity/Q15896880,13321068c
LH/217/5,http://www.wikidata.org/entity/Q15918274,14790825b
LH/1508/34,http://www.wikidata.org/entity/Q15966695,12769432s
LH/274/9,http://www.wikidata.org/entity/Q15967641,145266828
LH/2505/70,http://www.wikidata.org/entity/Q15967843,17007606j
LH/378/58,http://www.wikidata.org/entity/Q15968169,118901046
LH/21/75,http://www.wikidata.org/entity/Q15968833,10743389b
LH/372/27,http://www.wikidata.org/entity/Q15968885,107272241
LH/722/14,http://www.wikidata.org/entity/Q15969013,10659173w
LH/1136/56,http://www.wikidata.org/entity/Q15969086,105000799
LH/83/10,http://www.wikidata.org/entity/Q15969440,16297423n
LH/370/8,http://www.wikidata.org/entity/Q15969466,112639185
LH/1033/83,http://www.wikidata.org/entity/Q15969536,13210522t
LH/1542/10,http://www.wikidata.org/entity/Q15969596,107798157
LH/1675/19,http://www.wikidata.org/entity/Q15970174,106193174
LH/302/60,http://www.wikidata.org/entity/Q15970191,13598774q
LH/1659/43,http://www.wikidata.org/entity/Q15971751,10726112h
LH/1963/44,http://www.wikidata.org/entity/Q15972542,12005964c
LH/54/27,http://www.wikidata.org/entity/Q15973335,150679081
LH/127/21,http://www.wikidata.org/entity/Q15973524,11146435h
LH/135/63,http://www.wikidata.org/entity/Q15973525,11812758m
LH/282/5,http://www.wikidata.org/entity/Q15973780,152948080
LH/288/92,http://www.wikidata.org/entity/Q15973789,166650412
LH/306/120,http://www.wikidata.org/entity/Q15973824,11169901q
LH/469/47,http://www.wikidata.org/entity/Q15974272,16102590t
19800035/1426/64965,http://www.wikidata.org/entity/Q16008234,12617359v
19800035/315/42450,http://www.wikidata.org/entity/Q16008908,13080642t
19800035/110/13801,http://www.wikidata.org/entity/Q16025910,16102925g
19800035/560/63813,http://www.wikidata.org/entity/Q16026103,13211526f
19800035/567/64531,http://www.wikidata.org/entity/Q16026506,165695490
LH/2429/44,http://www.wikidata.org/entity/Q16008958,129984288
LH/2285/20,http://www.wikidata.org/entity/Q16011438,152922828
LH/507/10,http://www.wikidata.org/entity/Q16025432,103896365
LH/582/2,http://www.wikidata.org/entity/Q16025480,169329840
LH/857/23,http://www.wikidata.org/entity/Q16025647,15024020v
LH/942/44,http://www.wikidata.org/entity/Q16025685,13501468d
LH/1015/40,http://www.wikidata.org/entity/Q16025724,13165134s
LH/1151/9,http://www.wikidata.org/entity/Q16025783,157960727
LH/1382/22,http://www.wikidata.org/entity/Q16025881,13210924m
LH/1588/2,http://www.wikidata.org/entity/Q16025985,12433811b
LH/1552/49,http://www.wikidata.org/entity/Q16026015,14490241d
LH/2594/72,http://www.wikidata.org/entity/Q16026522,10689957g
LH/1193/64,http://www.wikidata.org/entity/Q16026825,10717376b
LH/655/18,http://www.wikidata.org/entity/Q16027341,12365596n
LH/2752/7,http://www.wikidata.org/entity/Q16027718,10540939c
LH/1261/56,http://www.wikidata.org/entity/Q16027774,10640234w
LH/1674/41,http://www.wikidata.org/entity/Q16028872,10712198w
LH/2382/3,http://www.wikidata.org/entity/Q16066417,10483479m
LH/4/78,http://www.wikidata.org/entity/Q16162120,123939094
LH/1921/8,http://www.wikidata.org/entity/Q16214305,12981348q
19800035/233/30929,http://www.wikidata.org/entity/Q16219298,14986628d
19800035/868/1987,http://www.wikidata.org/entity/Q16222591,10804505m
19800035/868/1987,http://www.wikidata.org/entity/Q16222591,11103605k
19800035/1177/36340,http://www.wikidata.org/entity/Q16222600,10393695f
LH/1642/30,http://www.wikidata.org/entity/Q16504218,13014295t
LH/242/49,http://www.wikidata.org/entity/Q16537090,12276107c
LH/1032/34,http://www.wikidata.org/entity/Q16590305,12789166p
LH/1131/5,http://www.wikidata.org/entity/Q16651950,14524580t
LH/1982/4,http://www.wikidata.org/entity/Q16672991,122059176
LH/1562/52,http://www.wikidata.org/entity/Q16685882,167446955
LH/521/22,http://www.wikidata.org/entity/Q16719780,12988754f
LH/410/2,http://www.wikidata.org/entity/Q16743562,103455332
LH/1000/63,http://www.wikidata.org/entity/Q16830174,10434461r
LH/784/47,http://www.wikidata.org/entity/Q16855459,15317118m
19800035/213/27913,http://www.wikidata.org/entity/Q16861453,10303699z
19800035/1344/55791,http://www.wikidata.org/entity/Q16916385,12815425p
LH/2310/23,http://www.wikidata.org/entity/Q16939513,12634711n
19800035/362/48613,http://www.wikidata.org/entity/Q17007713,12737270p
LH/2744/9,http://www.wikidata.org/entity/Q17154242,124595837
LH/1094/53,http://www.wikidata.org/entity/Q17279309,149745571
LH/1145/37,http://www.wikidata.org/entity/Q17328851,14965811k
LH/99/70,http://www.wikidata.org/entity/Q17350076,148471675
LH/1547/72,http://www.wikidata.org/entity/Q17350101,11899922h
LH/1127/13,http://www.wikidata.org/entity/Q17350155,13420763h
19800035/409/54784,http://www.wikidata.org/entity/Q17350540,16719593s
LH/1013/63,http://www.wikidata.org/entity/Q17352231,119032631
LH/1711/31,http://www.wikidata.org/entity/Q17366023,15365417n
LH/1613/5,http://www.wikidata.org/entity/Q17425801,13305467p
19800035/1059/21937,http://www.wikidata.org/entity/Q17425808,149306983
LH/1650/53,http://www.wikidata.org/entity/Q17429277,106987556
LH/2626/29,http://www.wikidata.org/entity/Q17461389,12087923x
LH/2493/61,http://www.wikidata.org/entity/Q17479487,119243362
LH/982/31,http://www.wikidata.org/entity/Q17429277,106987556
LH/1132/5,http://www.wikidata.org/entity/Q17565736,129889300
LH/325/72,http://www.wikidata.org/entity/Q17636670,10387522q
LH/111/86,http://www.wikidata.org/entity/Q18002947,12401731k
LH/139/34,http://www.wikidata.org/entity/Q18011841,103423882
LH/263/65,http://www.wikidata.org/entity/Q18011930,103435896
LH/348/65,http://www.wikidata.org/entity/Q18011938,128635841
19800035/1480/71833,http://www.wikidata.org/entity/Q18011998,11141541h
LH/1582/9,http://www.wikidata.org/entity/Q18011998,11141541h
LH/447/11,http://www.wikidata.org/entity/Q18012056,125953157
LH/478/43,http://www.wikidata.org/entity/Q18012107,12276364r
LH/693/23,http://www.wikidata.org/entity/Q18012144,12815444z
19800035/542/62059,http://www.wikidata.org/entity/Q18057594,13487575w
LH/25/17,http://www.wikidata.org/entity/Q18068097,12993769g
LH/1394/24,http://www.wikidata.org/entity/Q18073069,170974343
19800035/743/84394,http://www.wikidata.org/entity/Q18114933,110070558
LH/1475/56,http://www.wikidata.org/entity/Q18115370,128862981
LH/2286/39,http://www.wikidata.org/entity/Q18115762,12398595n
LH/1044/42,http://www.wikidata.org/entity/Q3047837,153434032
LH/1171/61,http://www.wikidata.org/entity/Q3047850,13013165c
LH/404/35,http://www.wikidata.org/entity/Q3048206,10464670w
LH/381/49,http://www.wikidata.org/entity/Q3052607,10344919c
LH/34/13,http://www.wikidata.org/entity/Q3056822,155733043
LH/481/59,http://www.wikidata.org/entity/Q3056891,12198207c
LH/647/67,http://www.wikidata.org/entity/Q3056965,12512438s
19800035/803/91071,http://www.wikidata.org/entity/Q3056980,12923245n
LH/2274/40,http://www.wikidata.org/entity/Q3057152,12301892w
LH/2572/21,http://www.wikidata.org/entity/Q3059650,17070315f
LH/2418/48,http://www.wikidata.org/entity/Q3059665,15546961p
LH/1273/6,http://www.wikidata.org/entity/Q3059667,12612264z
LH/1839/65,http://www.wikidata.org/entity/Q3059690,10709201f
LH/84/13,http://www.wikidata.org/entity/Q3059706,12460016r
19800035/998/15448,http://www.wikidata.org/entity/Q3059765,12300862q
LH/659/22,http://www.wikidata.org/entity/Q3059803,12219444w
LH/832/42,http://www.wikidata.org/entity/Q3059838,150786346
LH/1194/70,http://www.wikidata.org/entity/Q3059902,13498855j
LH/1270/55,http://www.wikidata.org/entity/Q3059918,12276850f
LH/1643/68,http://www.wikidata.org/entity/Q3059994,128154548
LH/2076/46,http://www.wikidata.org/entity/Q3060085,13482416w
LH/2372/3,http://www.wikidata.org/entity/Q3060149,10736839p
LH/2386/14,http://www.wikidata.org/entity/Q3060152,124261170
LH/2400/61,http://www.wikidata.org/entity/Q3060157,12075312x
LH/2400/61,http://www.wikidata.org/entity/Q3060157,16767588r
19800035/297/39989,http://www.wikidata.org/entity/Q3060200,10703500g
LH/2761/7,http://www.wikidata.org/entity/Q3060219,13166466g
19800035/1306/50944,http://www.wikidata.org/entity/Q3061076,11302789t
19800035/1306/50944,http://www.wikidata.org/entity/Q3061076,148473113
LH/224/60,http://www.wikidata.org/entity/Q3067463,145670862
LH/224/60,http://www.wikidata.org/entity/Q3067463,14952400w
LH/1701/50,http://www.wikidata.org/entity/Q3067479,12497625p
LH/803/63,http://www.wikidata.org/entity/Q3068492,124627312
LH/956/25,http://www.wikidata.org/entity/Q3068573,12137924d
19800035/77/9588,http://www.wikidata.org/entity/Q3068602,13434140c
LH/664/15,http://www.wikidata.org/entity/Q3068677,159913935
19800035/307/41396,http://www.wikidata.org/entity/Q3069268,12156751x
LH/2443/54,http://www.wikidata.org/entity/Q3069388,106550531
19800035/1119/28149,http://www.wikidata.org/entity/Q3073637,15150719d
19800035/1472/70544,http://www.wikidata.org/entity/Q3074080,12766355f
LH/1233/1,http://www.wikidata.org/entity/Q3074087,132107540
19800035/1240/43130,http://www.wikidata.org/entity/Q3081540,134358020
19800035/47/5791,http://www.wikidata.org/entity/Q3083168,13899603p
19800035/223/29453,http://www.wikidata.org/entity/Q3083714,13006120x
LH/2580/36,http://www.wikidata.org/entity/Q3083828,135309356
LH/1118/39,http://www.wikidata.org/entity/Q3084976,132614444
LH/1428/42,http://www.wikidata.org/entity/Q3084985,125247803
LH/508/30,http://www.wikidata.org/entity/Q3084993,15143139w
LH/2033/36,http://www.wikidata.org/entity/Q3085296,16693258g
LH/2146/35,http://www.wikidata.org/entity/Q3085558,11919663s
19800035/226/29901,http://www.wikidata.org/entity/Q3085560,12902933x
LH/407/90,http://www.wikidata.org/entity/Q3085675,107025487
LH/2368/49,http://www.wikidata.org/entity/Q3085727,16168665k
LH/2368/56,http://www.wikidata.org/entity/Q3085727,16168665k
19800035/1290/49181,http://www.wikidata.org/entity/Q3085838,12301152q
19800035/648/74720,http://www.wikidata.org/entity/Q3089447,16728887n
