departement,ville,coordonnesgroup
canton de Vailly-sur-Aisne,Vaudesson,Point(3.485277777 49.470555555)
Hautes-Alpes,Villar-Saint-Pancrace,Point(6.627222222 44.873055555)
Seine-et-Oise,Saint-Martin-des-Champs,Point(1.716944444 48.881388888)
Seine-et-Oise,Vert,Point(1.690833333 48.941388888)
arrondissement d'Angoulême,Sireuil,Point(0.009722222 45.615555555)
arrondissement de Bergerac,Queyssac,Point(0.55 44.905555555)
canton de L'Isle-Jourdain,Queaux,Point(0.667777777 46.326944444)
canton de Masseube,Saint-Arroman,Point(0.521388888 43.438333333)
canton de Lamarche,Robécourt,Point(5.6975 48.141388888)
canton de Marcillat-en-Combraille,Terjat,Point(2.615277777 46.203888888)
canton de Vic-Fezensac,Roquebrune,Point(0.3 43.720555555)
Seine-et-Oise,Versailles,Point(2.134166666 48.804722222)
canton de Vernon-Sud,Vernon,Point(1.485 49.091666666)
canton de Castelnaudary-Nord,Souilhe,Point(1.913888888 43.369722222)
canton de Mirambeau,Saint-Hilaire-du-Bois,Point(-0.495833333 45.416944444)
canton d'Argelès-sur-Mer,Villelongue-dels-Monts,Point(2.903611111 42.525277777)
canton de Monpazier,Saint-Avit-Rivière,Point(0.883333333 44.751666666)
canton de Noirétable,Saint-Didier-sur-Rochefort,Point(3.845 45.793333333)
canton de Noirétable,Saint-Julien-la-Vêtre,Point(3.824722222 45.814444444)
arrondissement de Vervins,Vervins,Point(3.909166666 49.835)
canton de Saint-Pierre-d'Oléron,Saint-Denis-d'Oléron,Point(-1.378888888 46.032777777)
arrondissement de Meaux,Saint-Pathus,Point(2.799722222 49.070555555)
canton du Dorat,Saint-Ouen-sur-Gartempe,Point(1.067777777 46.163333333)
Seine-et-Oise,Richebourg,Point(1.6375 48.823333333)
Haute-Marne,Soncourt-sur-Marne,Point(5.114166666 48.2525)
canton de Joyeuse,Saint-Genest-de-Beauzon,Point(4.187222222 44.4425)
Saumur Val de Loire,Varennes-sur-Loire,Point(0.053888888 47.238333333)
canton de Saint-Pardoux-la-Rivière,Saint-Saud-Lacoussière,Point(0.818888888 45.543333333)
Hérault,Pignan,Point(3.761944444 43.584166666)
arrondissement de Nyons,Roussieux,Point(5.473611111 44.333055555)
arrondissement de Cholet,Saint-Florent-le-Vieil,Point(-1.016388888 47.361388888)
Gironde,Sainte-Colombe,Point(-0.061944444 44.878888888)
canton de Rémuzat,Roussieux,Point(5.473611111 44.333055555)
Haute-Marne,Valleroy,Point(5.658055555 47.698888888)
Meurthe-et-Moselle,Pulney,Point(6.033611111 48.398611111)
Meurthe-et-Moselle,Saint-Firmin,Point(6.132777777 48.419166666)
Meurthe-et-Moselle,Valleroy,Point(5.935555555 49.211944444)
canton de Fauquembergues,Thiembronne,Point(2.0575 50.620555555)
canton de Marcillat-en-Combraille,Saint-Marcel-en-Marcillat,Point(2.589444444 46.145277777)
Hautes-Alpes,Risoul,Point(6.64 44.648611111)
canton de Mirambeau,Saint-Dizant-du-Bois,Point(-0.572777777 45.398055555)
Hautes-Alpes,Puy-Saint-Eusèbe,Point(6.401111111 44.567777777)
communauté d'agglomération du Bassin de Bourg-en-Bresse,Pirajoux,Point(5.299166666 46.371388888)
communauté d'agglomération du Bassin de Bourg-en-Bresse,Saint-Jean-sur-Reyssouze,Point(5.062777777 46.396111111)
arrondissement de Bonneville,Verchaix,Point(6.676388888 46.096388888)
Vaucluse,Visan,Point(4.950555555 44.314722222)
Perpignan Méditerranée Métropole,Vingrau,Point(2.778333333 42.848055555)
Gironde,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555)
arrondissement de Troyes,Vitry-le-Croisé,Point(4.566944444 48.145)
Allier,Saint-Léon,Point(3.686666666 46.4025)
arrondissement de Melun,Presles-en-Brie,Point(2.741666666 48.714722222)
canton de Saumur-Sud,Verrie,Point(-0.179722222 47.265555555)
canton de Châtillon-en-Diois,Treschenu-Creyers,Point(5.553888888 44.7375)
canton de Picquigny,Soues,Point(2.054166666 49.956944444)
canton de Saint-Florent-le-Vieil,Saint-Laurent-de-la-Plaine,Point(-0.804166666 47.317222222)
Manche,Saussey,Point(-1.433333333 49.009444444)
canton de Varilhes,Verniolle,Point(1.648888888 43.081666666)
canton de Carbon-Blanc,Saint-Loubès,Point(-0.428055555 44.917222222)
De l'Oust à Brocéliande Communauté,Saint-Martin,Point(-2.254166666 47.746111111)
canton de Froissy,Puits-la-Vallée,Point(2.192777777 49.5825)
communauté d'agglomération du Bassin de Bourg-en-Bresse,Pouillat,Point(5.428333333 46.327222222)
arrondissement d'Albi,Roussayrolles,Point(1.833333333 44.101666666)
arrondissement de Chalon-sur-Saône,Saint-Denis-de-Vaux,Point(4.6975 46.795555555)
arrondissement de Chalon-sur-Saône,Saint-Gervais-en-Vallière,Point(4.951111111 46.94)
arrondissement de Rambouillet,Poigny-la-Forêt,Point(1.753611111 48.677777777)
canton de Beaumont-du-Périgord,Sainte-Croix,Point(0.830833333 44.739722222)
canton d'Isigny-sur-Mer,Sainte-Marguerite-d'Elle,Point(-1.021388888 49.207222222)
Manche,Savigny,Point(-1.338888888 49.049722222)
arrondissement de Jonzac,Saint-Ciers-Champagne,Point(-0.299166666 45.442777777)
arrondissement de Jonzac,Saint-Germain-de-Vibrac,Point(-0.323611111 45.425277777)
Gironde,Saint-Pierre-d'Aurillac,Point(-0.191666666 44.571944444)
Gironde,Savignac-de-l'Isle,Point(-0.235277777 44.99)
Gironde,Semens,Point(-0.238888888 44.613333333)
arrondissement de Beauvais,Villeneuve-les-Sablons,Point(2.076666666 49.237222222)
canton des Deux-Sorru,Soccia,Point(8.911111111 42.189722222)
canton de Thiberville,Thiberville,Point(0.455 49.137777777)
canton de Sauveterre-de-Guyenne,Saint-Hilaire-du-Bois,Point(-0.080555555 44.6625)
canton de Sauveterre-de-Guyenne,Saint-Martin-de-Lerm,Point(-0.041388888 44.648055555)
arrondissement de Mortagne-au-Perche,Tourouvre,Point(0.651388888 48.590277777)
arrondissement de Florac,Quézac,Point(3.525 44.37)
Métropole européenne de Lille,Seclin,Point(3.029444444 50.548333333)
canton d'Avesnes-sur-Helpe-Nord,Sémeries,Point(4.000277777 50.12)
Haute-Garonne,Pin-Balma,Point(1.532777777 43.626944444)
Haute-Garonne,Pins-Justaret,Point(1.383333333 43.479722222)
Haute-Garonne,Portet-de-Luchon,Point(0.485833333 42.813333333)
Haute-Garonne,Razecueillé,Point(0.797777777 42.968055555)
Haute-Garonne,Saleich,Point(0.970277777 43.025833333)
Haute-Garonne,Touille,Point(0.973611111 43.080277777)
canton d'Herbault,Seillac,Point(1.157222222 47.545)
Indre,Sarzay,Point(1.904444444 46.601666666)
Indre,Sauzelles,Point(1.0025 46.664166666)
Indre,Varennes-sur-Fouzon,Point(1.605833333 47.213055555)
Indre,Veuil,Point(1.525277777 47.121111111)
Indre,Vineuil,Point(1.635277777 46.900833333)
canton de Porto-Vecchio,Sari-di-Porto-Vecchio,Point(9.399166666 41.857222222)
canton de Rochefort-Montagne,Roche,Point(2.824444444 45.726666666)
Allier,Saint-Christophe,Point(3.575555555 46.166666666)
Gironde,Saint-Martin-du-Bois,Point(-0.266944444 45.025833333)
canton de Vouillé,Quinçay,Point(0.236388888 46.606666666)
canton d'Ourville-en-Caux,Saint-Vaast-Dieppedalle,Point(0.7225 49.755)
Métropole du Grand Paris,Rungis,Point(2.349722222 48.748333333)
arrondissement de Saint-Malo,Pleurtuit,Point(-2.058333333 48.579722222)
Haute-Marne,Savigny,Point(5.646666666 47.715277777)
communauté de communes de la région de Guebwiller,Soultzmatt,Point(7.238055555 47.961666666)
canton de Palluau,Saint-Paul-Mont-Penit,Point(-1.66 46.797777777)
Côte-d'Or,Saint-Bernard,Point(5.016666666 47.157222222)
Haute-Vienne,Saint-Martin-le-Vieux,Point(1.118333333 45.744722222)
Haute-Vienne,Tersannes,Point(1.122222222 46.2975)
Vendée,Saint-Cyr-des-Gâts,Point(-0.884444444 46.569166666)
canton de Ginestas,Pouzols,Point(2.825 43.287222222)
canton de Ginestas,Pouzols-Minervois,Point(2.825 43.287222222)
canton d'Aigrefeuille-d'Aunis,Thairé,Point(-1.003055555 46.073611111)
canton de Sedan-Ouest,Saint-Menges,Point(4.926111111 49.738611111)
canton de Malicorne-sur-Sarthe,Villaines-sous-Malicorne,Point(-0.100555555 47.763611111)
canton de Nant,Saint-Jean-du-Bruel,Point(3.360555555 44.0225)
canton de Nant,Sauclières,Point(3.366944444 43.975833333)
canton de Pange,Raville,Point(6.485555555 49.093055555)
canton de Rouillac,Saint-Cybardeaux,Point(-0.022777777 45.769722222)
Vaucluse,Puyméras,Point(5.128055555 44.27)
Vallons de Haute-Bretagne Communauté,Saint-Séglin,Point(-2.004722222 47.853333333)
Manche,Saint-Maurice-en-Cotentin,Point(-1.705833333 49.390277777)
Manche,Vidouville,Point(-0.900555555 49.098055555)
Jura,Rix,Point(6.0475 46.769166666)
arrondissement de Saint-Denis,Stains,Point(2.382222222 48.955277777)
communauté de communes du Pays de Landerneau-Daoulas,Roche,Point(-4.203333333 48.472222222)
Côtes-d'Armor,Tonquédec,Point(-3.395277777 48.669166666)
canton de Valence-sur-Baïse,Roquepine,Point(0.468055555 43.911388888)
Allier,Vendat,Point(3.353611111 46.163888888)
Voulmentin,Voultegon,Point(-0.51709 46.93128) | Point(-0.5169 46.9322)
Seine-et-Oise,Saint-Pierre-du-Perray,Point(2.495277777 48.613055555)
Saône-et-Loire,Sancé,Point(4.830833333 46.340277777)
Gard,Pompignan,Point(3.856111111 43.893888888)
Gard,Saint-Florent,Point(4.111388888 44.242222222)
Gard,Saint-Florent-sur-Auzonnet,Point(4.111388888 44.242222222)
Gard,Soudorgues,Point(3.83 44.065833333)
arrondissement de Nyons,Saint-Gervais-sur-Roubion,Point(4.890833333 44.583055555)
canton de Pange,Rémilly,Point(6.393333333 49.013611111)
Gard,Salinelles,Point(4.068055555 43.81)
Côtes-d'Armor,Saint-Martin-des-Prés,Point(-2.954444444 48.306944444)
canton de Héricourt-Ouest,Villers-sur-Saulnot,Point(6.647222222 47.549444444)
Concarneau Cornouaille Agglomération,Rosporden,Point(-3.834722222 47.960555555)
canton de Banon,Revest-des-Brousses,Point(5.671666666 43.971944444)
canton de Manosque-Nord,Volx,Point(5.841666666 43.877777777)
Orne,Saint-Patrice-du-Désert,Point(-0.301944444 48.541944444)
Moselle,Valleroy,Point(5.935555555 49.211944444)
Yvelines,Poigny-la-Forêt,Point(1.753611111 48.677777777)
Yvelines,Rosny-sur-Seine,Point(1.631666666 48.999722222)
Yvelines,Septeuil,Point(1.681388888 48.8925)
Yvelines,Soindres,Point(1.675277777 48.957222222)
arrondissement de Brive-la-Gaillarde,Ussac,Point(1.509166666 45.1925)
arrondissement de Prades,Planèzes,Point(2.618888888 42.766388888)
arrondissement de Neufchâteau,Saint-Baslemont,Point(5.993055555 48.151944444)
arrondissement de Prades,Prunet-et-Belpuig,Point(2.624722222 42.561944444)
arrondissement de Nontron,Saint-Front-sur-Nizonne,Point(0.636111111 45.481111111)
Allier,Saint-Marcel-en-Murat,Point(3.008611111 46.321111111)
Allier,Saint-Sauvier,Point(2.331111111 46.386111111)
arrondissement de Rodez,Saint-Amans-des-Cots,Point(2.659444444 44.689166666)
arrondissement de Rodez,Sainte-Juliette-sur-Viaur,Point(2.521388888 44.214444444)
arrondissement de Rodez,Salmiech,Point(2.570833333 44.181388888)
arrondissement de Melun,Valence-en-Brie,Point(2.890277777 48.444444444)
Ardennes,Revin,Point(4.638611111 49.9425)
arrondissement de Tarbes,Sauveterre,Point(0.106944444 43.474722222)
canton de Rosières-en-Santerre,Rouvroy,Point(2.708888888 49.768888888)
canton de Rosières-en-Santerre,Rouvroy-en-Santerre,Point(2.708888888 49.768888888)
arrondissement d'Argentan,Rânes,Point(-0.21076 48.64051) | Point(-0.21 48.640555555)
arrondissement de Figeac,Quissac,Point(1.730277777 44.645)
arrondissement de Figeac,Senaillac,Point(2.06 44.825)
arrondissement de Cahors,Vidaillac,Point(1.826111111 44.338888888)
Meuse,Vauquois,Point(5.0725 49.203055555)
Mâconnais Beaujolais Agglomération,Verzé,Point(4.735 46.377222222)
Seine-et-Oise,Saint-Ouen-l'Aumône,Point(2.110277777 49.044166666)
canton de Saint-Vincent-de-Tyrosse,Saubion,Point(-1.348333333 43.671666666)
arrondissement de Vouziers,Vandy,Point(4.705833333 49.434444444)
arrondissement de Nyons,Rousset,Point(5.061388888 44.418333333)
arrondissement de Nyons,Rousset-les-Vignes,Point(5.061388888 44.418333333)
Haute-Marne,Rochetaillée,Point(5.115555555 47.862222222)
Haute-Garonne,Saint-André,Point(0.852222222 43.273333333)
Haute-Garonne,Saint-Martory,Point(0.929444444 43.142777777)
Indre,Préaux,Point(1.2925 47.021111111)
arrondissement de Nérac,Poudenas,Point(0.208888888 44.046388888)
arrondissement de Mirande,Saint-Justin,Point(0.151111111 43.4825)
arrondissement de Mirande,Sainte-Aurence-Cazaux,Point(0.422222222 43.375)
arrondissement de Nérac,Saint-Vincent-de-Lamontjoie,Point(0.512222222 44.085)
arrondissement des Andelys,Pressagny-l'Orgueilleux,Point(1.445833333 49.132222222)
arrondissement des Andelys,Surtauville,Point(1.055 49.206111111)
Allier,Saint-Loup,Point(3.378055555 46.351111111)
Dordogne,Prats-du-Périgord,Point(1.067222222 44.691944444)
Dordogne,Saint-Amand-de-Vergt,Point(0.6975 44.987222222)
Dordogne,Saint-Géraud-de-Corps,Point(0.226388888 44.951944444)
Dordogne,Singleyrac,Point(0.464444444 44.736666666)
Côtes-d'Armor,Saint-Jouan-de-l'Isle,Point(-2.159166666 48.2675)
Eure,Quillebeuf-sur-Seine,Point(0.526111111 49.471944444)
Hautes-Alpes,Saint-André-de-Rosans,Point(5.514444444 44.377222222)
Hautes-Alpes,Saint-Chaffrey,Point(6.606666666 44.926111111)
Hautes-Alpes,Upaix,Point(5.890555555 44.313888888)
Côtes-d'Armor,Trébeurden,Point(-3.568055555 48.769444444)
canton de Caulnes,Plumaugat,Point(-2.238888888 48.255)
canton de Crécy-en-Ponthieu,Ponches-Estruval,Point(1.895 50.309444444)
Hautes-Alpes,Saint-Pierre-d'Argençon,Point(5.698333333 44.52)
canton de Cormeilles,Saint-Sylvestre-de-Cormeilles,Point(0.428611111 49.244722222)
Orne,Saint-Maurice-du-Désert,Point(-0.388055555 48.610555555)
Orne,Sainte-Honorine-la-Chardonne,Point(-0.485555555 48.823888888)
Manche,Sainte-Suzanne,Point(-1.434354 49.307991)
canton de Saint-Marcellin,Saint-Bonnet-de-Chavagne,Point(5.231944444 45.125833333)
canton de Saint-Père-en-Retz,Saint-Viaud,Point(-2.019444444 47.255833333)
canton de Vizille,Vaulnaveys-le-Haut,Point(5.810277777 45.118333333)
canton de Sotteville-lès-Rouen-Ouest,Sotteville-lès-Rouen,Point(1.089166666 49.408611111)
Indre,Sainte-Cécile,Point(1.669722222 47.1875)
canton de Sauveterre-de-Guyenne,Saint-Brice,Point(-0.149444444 44.6975)
canton de Tarascon-sur-Ariège,Rabat-les-Trois-Seigneurs,Point(1.552777777 42.855833333)
arrondissement de Rochefort,Soubise,Point(-1.008888888 45.925277777)
canton de Beaumont-du-Périgord,Rampieux,Point(0.796666666 44.714444444)
Côtes-d'Armor,Plénée-Jugon,Point(-2.400555555 48.364166666)
Côtes-d'Armor,Saint-Gilles-du-Mené,Point(-2.548055555 48.248055555)
Côtes-d'Armor,Saint-Launeuc,Point(-2.375555555 48.233611111)
Côtes-d'Armor,Vildé-Guingalan,Point(-2.158611111 48.437777777)
arrondissement de Lille,Quesnoy-sur-Deûle,Point(2.999444444 50.7125)
Hautes-Alpes,Savines,Point(6.405 44.525833333)
Hautes-Alpes,Savines-le-Lac,Point(6.405 44.525833333)
Côtes-d'Armor,Pleumeur-Gautier,Point(-3.157222222 48.802222222)
arrondissement de Tarbes,Puydarrieux,Point(0.385555555 43.285555555)
canton de Capendu,Trèbes,Point(2.441388888 43.209722222)
Haute-Vienne,Saint-Amand-le-Petit,Point(1.751388888 45.774722222)
arrondissement de Saint-Brieuc,Pommeret,Point(-2.626388888 48.4625)
Allier,Reugny,Point(2.614722222 46.461944444)
Allier,Vernusse,Point(2.977777777 46.268611111)
Allier,Vitray,Point(2.659444444 46.611388888)
arrondissement de Chalon-sur-Saône,Saint-Mard-de-Vaux,Point(4.683888888 46.8125)
arrondissement de Chalon-sur-Saône,Sermesse,Point(5.087777777 46.900277777)
arrondissement de Mâcon,Sologny,Point(4.682777777 46.36)
arrondissement de Rambouillet,Senlisse,Point(1.981666666 48.686944444)
arrondissement de Nyons,Plaisians,Point(5.3175 44.229166666)
Savoie,Saint-Genix-sur-Guiers,Point(5.634444444 45.600555555)
canton de Varilhes,Vira,Point(1.758888888 43.051388888)
canton des Deux-Sorru,Vico,Point(8.798888888 42.166388888)
Meurthe-et-Moselle,Pulligny,Point(6.141388888 48.541944444)
Meurthe-et-Moselle,Rembercourt-sur-Mad,Point(5.903055555 48.987222222)
Meurthe-et-Moselle,Richardménil,Point(6.169722222 48.594722222)
Meurthe-et-Moselle,Velaine-en-Haye,Point(6.021111111 48.702777777)
Vendée,Saint-Philbert-du-Pont-Charrault,Point(-0.991666666 46.656666666)
Moselle,Sainte-Barbe,Point(6.301666666 49.158888888)
canton des Échelles,Saint-Jean-de-Couz,Point(5.818333333 45.467222222)
communauté de communes du Charolais,Suin,Point(4.470277777 46.433611111)
Allier,Urçay,Point(2.589166666 46.624722222)
Allier,Treignat,Point(2.340555555 46.348611111)
Vaucluse,Sérignan-du-Comtat,Point(4.843888888 44.189166666)
canton d'Annonay-Sud,Saint-Julien-Vocance,Point(4.503055555 45.175277777)
canton d'Annonay-Sud,Vernosc-lès-Annonay,Point(4.713055555 45.215833333)
canton d'Annonay-Sud,Vocance,Point(4.5525 45.201388888)
Gard,Saint-Quentin,Point(4.441111111 44.045277777)
Orne,Saint-Pierre-d'Entremont,Point(-0.649166666 48.809722222)
arrondissement de Rochefort,Péré,Point(-0.817222222 46.090833333)
canton de Lamotte-Beuvron,Souvigny-en-Sologne,Point(2.164166666 47.644722222)
canton de Fumel,Sauveterre-la-Lémance,Point(1.014722222 44.589444444)
Vendée,Sainte-Cécile,Point(-1.113888888 46.744166666)
arrondissement d'Amiens,Pont-de-Metz,Point(2.241944444 49.88)
arrondissement de Louhans,Tronchy,Point(5.071944444 46.7275)
arrondissement de Montargis,Vieilles-Maisons-sur-Joudry,Point(2.444722222 47.885833333)
Côtes-d'Armor,Ploumagoar,Point(-3.1325 48.545277777)
Côtes-d'Armor,Saint-Glen,Point(-2.523333333 48.359444444)
canton de Sombernon,Vieilmoulin,Point(4.678888888 47.311666666)
arrondissement de Châteaubriant-Ancenis,Rougé,Point(-1.448333333 47.782777777)
Meurthe-et-Moselle,Saint-Nicolas-de-Port,Point(6.302222222 48.630833333)
canton de Châtelus-Malvaleix,Saint-Dizier-les-Domaines,Point(2.034444444 46.318888888)
canton de Marcillac-Vallon,Saint-Christophe,Point(2.411944444 44.470833333)
canton de Lannilis,Plouguerneau,Point(-4.504166666 48.605833333)
canton de Saint-Germain-de-Calberte,Saint-Privat-de-Vallongue,Point(3.836111111 44.277777777)
Haute-Vienne,Saint-Yrieix,Point(1.203333333 45.514444444)
Haute-Garonne,Ponlat-Taillebourg,Point(0.599722222 43.111388888)
Haute-Garonne,Sarremezan,Point(0.666666666 43.208055555)
Haute-Garonne,Sengouagnet,Point(0.788888888 42.986388888)
Indre,Pouligny-Saint-Martin,Point(2.015277777 46.516388888)
canton de Gaillon-Campagne,Saint-Pierre-la-Garenne,Point(1.3975 49.146666666)
Haut-Rhin,Sierentz,Point(7.455833333 47.655555555)
Vaucluse,Saint-Roman-de-Malegarde,Point(4.963333333 44.27)
canton de Chemillé,Sainte-Christine,Point(-0.849444444 47.286388888)
canton de Sombernon,Sombernon,Point(4.7075 47.307777777)
canton de Rumigny,Prez,Point(4.350555555 49.8)
canton de Senones,Vieux-Moulin,Point(6.999166666 48.395277777)
arrondissement de Clermont-Ferrand,Veyre-Monton,Point(3.157777777 45.676944444)
canton de Montignac,Plazac,Point(1.039444444 45.035)
canton de Saramon,Saramon,Point(0.764166666 43.522777777)
canton de Soulaines-Dhuys,Soulaines-Dhuys,Point(4.733333333 48.374166666)
Hautes-Alpes,Vallouise,Point(6.486944444 44.845)
canton de Rouillac,Plaizac,Point(-0.123333333 45.755)
canton de Marcillac-Vallon,Salles-la-Source,Point(2.513333333 44.435277777)
arrondissement d'Amiens,Raincheval,Point(2.438333333 50.073333333)
arrondissement de Sainte-Menehould,Servon-Melzicourt,Point(4.840555555 49.215)
arrondissement de Neufchâteau,Valleroy-aux-Saules,Point(6.142777777 48.248055555)
arrondissement de Nontron,Varaignes,Point(0.530833333 45.598055555)
canton de Nontron,Saint-Martial-de-Valette,Point(0.650277777 45.516388888)
comté de Hainaut,Valenciennes,Point(3.525 50.359166666)
Haute-Marne,Rivières-le-Bois,Point(5.441944444 47.7375)
Haute-Marne,Rochefort-sur-la-Côte,Point(5.203888888 48.220555555)
Haute-Marne,Rolampont,Point(5.286666666 47.949722222)
Haute-Marne,Sarcicourt,Point(5.061666666 48.158333333)
Haute-Marne,Thivet,Point(5.286944444 47.991666666)
Haute-Marne,Tronchoy,Point(5.338333333 47.953611111)
Allier,Saint-Pourçain-sur-Sioule,Point(3.289444444 46.3075)
arrondissement de Jonzac,Saint-Fort,Point(-0.72117 45.46088) | Point(-0.720833333 45.460555555)
Meurthe-et-Moselle,Vilcey-sur-Trey,Point(5.973888888 48.933888888)
Hautes-Alpes,Remollon,Point(6.1675 44.4675)
Hautes-Alpes,Ribeyret,Point(5.554722222 44.413333333)
Hautes-Alpes,Saint-Martin-de-Queyrières,Point(6.585277777 44.840277777)
Hautes-Alpes,Salérans,Point(5.704722222 44.243055555)
Hautes-Alpes,Sigottier,Point(5.691944444 44.455)
Moselle,Tellancourt,Point(5.633333333 49.508055555)
canton de Gendrey,Vitreux,Point(5.6875 47.246111111)
Isère,Succieu,Point(5.338888888 45.527777777)
Ardennes,Roizy,Point(4.177222222 49.425)
Charente-Maritime,Tesson,Point(-0.653055555 45.631944444)
canton de Héricourt-Ouest,Verlans,Point(6.720833333 47.571666666)
canton de Sizun,Sizun,Point(-4.0775 48.405)
communauté de communes de Pleyben-Châteaulin-Porzay,Trégarvan,Point(-4.225277777 48.251388888)
arrondissement de Metz,Pournoy-la-Grasse,Point(6.221111111 49.014722222)
arrondissement de Metz,Rozérieulles,Point(6.081944444 49.106388888)
arrondissement de Metz,Servigny-lès-Sainte-Barbe,Point(6.276111111 49.149166666)
arrondissement de Metz,Sorbey,Point(6.316666666 49.044722222)
arrondissement de Metz,Villers-Stoncourt,Point(6.416944444 49.056666666)
Moselle,Schorbach,Point(7.405833333 49.079166666)
canton de Châteauneuf-du-Faou,Plonévez-du-Faou,Point(-3.824722222 48.252222222)
canton de Mirambeau,Saint-Thomas-de-Conac,Point(-0.687222222 45.388888888)
canton de Lauzerte,Sauveterre,Point(1.271666666 44.265833333)
canton de Pleine-Fougères,Pleine-Fougères,Point(-1.564166666 48.533611111)
canton de Villefranche-de-Lauragais,Villenouvelle,Point(1.663055555 43.435555555)
arrondissement de Jonzac,Saint-Martial-sur-Né,Point(-0.364444444 45.581944444)
Allier,Saint-Angel,Point(2.6975 46.3575)
arrondissement de Grasse,Sallagriffon,Point(6.907222222 43.883333333)
arrondissement de La Tour-du-Pin,Virieu,Point(5.475555555 45.485555555)
Meurthe-et-Moselle,Saulxerotte,Point(5.944444444 48.469722222)
arrondissement de Soissons,Saconin-et-Breuil,Point(3.248055555 49.356388888)
Meurthe-et-Moselle,Ugny,Point(5.698611111 49.471388888)
arrondissement de Verdun,Sassey-sur-Meuse,Point(5.188888888 49.413888888)
canton de Briançon-Sud,Villar-Saint-Pancrace,Point(6.627222222 44.873055555)
Nord,Socx,Point(2.424444444 50.935277777)
canton de Steenvoorde,Steenvoorde,Point(2.582777777 50.809444444)
canton de Quintin,Saint-Bihy,Point(-2.970555555 48.378888888)
Côtes-d'Armor,Trédaniel,Point(-2.618888888 48.358055555)
canton de Rochemaure,Rochemaure,Point(4.703888888 44.5875)
Ardennes,Signy-Montlibert,Point(5.301944444 49.578888888)
Ardennes,Singly,Point(4.700555555 49.642222222)
Ardennes,Vaux-Villaine,Point(4.472222222 49.770833333)
arrondissement de Chambéry,Rochefort,Point(5.722222222 45.582222222)
canton de Château-Salins,Puttigny,Point(6.551388888 48.8525)
arrondissement de Meaux,Sainte-Aulde,Point(3.17238 48.9934) | Point(3.173055555 48.993888888)
arrondissement de Troyes,Poivres,Point(4.2575 48.683611111)
canton de Bourgoin-Jallieu-Nord,Saint-Marcel-Bel-Accueil,Point(5.235833333 45.6475)
Manche,Saint-Quentin-sur-le-Homme,Point(-1.316666666 48.6475)
canton de Château-Salins,Pévange,Point(6.618055555 48.9075)
canton de Château-Salins,Vannecourt,Point(6.549722222 48.881666666)
Allier,Saint-Didier-en-Donjon,Point(3.858888888 46.3875)
canton de Duras,Soumensac,Point(0.326944444 44.689722222)
canton de Vendôme-1,Villiers-sur-Loir,Point(0.994166666 47.806666666)
canton de Saint-Germain-de-Calberte,Saint-Michel-de-Dèze,Point(3.896388888 44.25)
canton de Riscle,Saint-Mont,Point(-0.150277777 43.651388888)
arrondissement de Beauvais,Pouilly,Point(2.030277777 49.272222222)
arrondissement de Rochefort,Saint-Palais-sur-Mer,Point(-1.088333333 45.643333333)
canton d'Audun-le-Roman,Preutin,Point(5.791388889 49.34444444)
canton d'Audun-le-Roman,Preutin-Higny,Point(5.791388889 49.34444444)
Tarn,Trévien,Point(2.123611111 44.110555555)
Aude,Villardebelle,Point(2.392777777 43.020833333)
Pyrénées-Atlantiques,Roquiague,Point(-0.84 43.190833333)
Pyrénées-Atlantiques,Saint-Just-Ibarre,Point(-1.056388888 43.194166666)
canton de Pont-à-Marcq,Tourmignies,Point(3.084166666 50.506666666)
canton de Domèvre-en-Haye,Rogéville,Point(5.980555555 48.819722222)
Corrèze,Saint-Aulaire,Point(1.385277777 45.237777777)
Loiret,Saint-Germain-des-Prés,Point(2.847222222 47.953333333)
canton de Nexon,Saint-Priest-Ligoure,Point(1.291666666 45.651388888)
canton de Saint-Laurent-sur-Gorre,Sainte-Marie-de-Vaux,Point(1.047777777 45.864722222)
canton de Chalon-sur-Saône-Sud,Sevrey,Point(4.840555555 46.738333333)
canton de Mortrée,Vrigny,Point(-0.0192 48.6722)
Aude,Salles-sur-l'Hers,Point(1.785277777 43.294166666)
Aude,Villelongue-d'Aude,Point(2.095 43.054166666)
arrondissement de Cholet,Roussay,Point(-1.064722222 47.090555555)
Orne,Rabodanges,Point(-0.283611111 48.799722222)
communauté de communes Saône Doubs Bresse,Toutenant,Point(5.115 46.875277777)
Var,Varages,Point(5.96 43.5975)
canton de Saint-Bonnet-le-Château,Usson,Point(3.941388888 45.389722222)
canton de Thouarcé,Vauchrétien,Point(-0.476666666 47.332777777)
arrondissement de Metz,Rezonville,Point(5.990277777 49.0975)
arrondissement de Metz,Semécourt,Point(6.134722222 49.193055555)
arrondissement de Metz,Sillegny,Point(6.160555555 48.9875)
Puy-de-Dôme,Rocher,Point(3.216388888 45.415)
arrondissement de Brive-la-Gaillarde,Vigeois,Point(1.517222222 45.379444444)
Var,Six-Fours-la-Plage,Point(5.839444444 43.093333333)
Haute-Corse,Piobetta,Point(9.383333333 42.344444444)
arrondissement de Metz,Vaux,Point(6.080277777 49.093333333)
arrondissement de Châteaulin,Scrignac,Point(-3.678333333 48.433611111)
canton de Villeneuve-sur-Lot-Sud,Sainte-Colombe-de-Villeneuve,Point(0.659166666 44.359444444)
