departement,ville,coordonnesgroup
arrondissement de Mont-de-Marsan,Saugnacq-et-Muret,Point(-0.826944444 44.406666666)
canton de Mayet,Sarcé,Point(0.220555555 47.720277777)
Côte-d'Or,Torcy-et-Pouligny,Point(4.2225 47.493333333)
Saône-et-Loire,Tronchy,Point(5.071944444 46.7275)
Haut-Rhin,Seppois-le-Haut,Point(7.183611111 47.533333333)
Sarthe,Saint-Calez-en-Saosnois,Point(0.304444444 48.313055555)
Sarthe,Saint-Rigomer-des-Bois,Point(0.1717 48.3889)
Charente-Maritime,Pérignac,Point(-0.464166666 45.623611111)
Charente-Maritime,Saint-Hippolyte,Point(-0.897222222 45.921666666)
Côte-d'Or,Vanvey,Point(4.708611111 47.834166666)
Côte-d'Or,Villers-Patras,Point(4.540833333 47.930277777)
Côte-d'Or,Villiers-le-Duc,Point(4.7075 47.821111111)
Seine-et-Marne,Saint-Mard,Point(2.695277777 49.038333333)
canton de Chambray-lès-Tours,Saint-Branchs,Point(0.772222222 47.226944444)
arrondissement de Besançon,Pont-les-Moulins,Point(6.363611111 47.323611111)
arrondissement de Besançon,Pouligney-Lusans,Point(6.203888888 47.328611111)
arrondissement de Besançon,Vieilley,Point(6.078888888 47.336944444)
arrondissement de Sarrebourg,Voyer,Point(7.079722222 48.6525)
canton de Monségur,Roquebrune,Point(0.022222222 44.629166666)
canton de Monségur,Sainte-Gemme,Point(0.069722222 44.620277777)
Charente,Saint-Sulpice-de-Cognac,Point(-0.381944444 45.759722222)
canton de Saint-Anthème,Saint-Anthème,Point(3.917222222 45.527777777)
canton de Vermand,Vermand,Point(3.149722222 49.878055555)
Charente,Sainte-Colombe,Point(0.318888888 45.833333333)
arrondissement de Brignoles,Pourcieux,Point(5.786388888 43.470277777)
arrondissement de Dunkerque,Renescure,Point(2.371111111 50.730555555)
arrondissement de Commercy,Void-Vacon,Point(5.618055555 48.687777777)
arrondissement de Pontoise,Saint-Clair-sur-Epte,Point(1.679444444 49.2075)
arrondissement de Nogent-le-Rotrou,Vaupillon,Point(0.995 48.460277777)
canton de Saint-Julien-du-Sault,Saint-Romain-le-Preux,Point(3.241944444 47.933888888)
canton de Lille-Ouest,Saint-André-lez-Lille,Point(3.043888888 50.660277777)
arrondissement de Dieppe,Saint-Martin-Osmonville,Point(1.299444444 49.639444444)
arrondissement de Dieppe,Tocqueville-en-Caux,Point(0.908333333 49.781388888)
Hérault,Poujols,Point(3.324166666 43.764722222)
Hérault,Sète,Point(3.696666666 43.404444444)
arrondissement de Grenoble,Saint-Vincent-de-Mercuze,Point(5.949722222 45.374166666)
arrondissement de Grenoble,Vaulnaveys-le-Bas,Point(5.805555555 45.106111111)
arrondissement de Gex,Sauverny,Point(6.114722222 46.315277777)
canton de Saint-Ambroix,Potelières,Point(4.238611111 44.222777777)
arrondissement de Sarlat-la-Canéda,Siorac-en-Périgord,Point(0.986944444 44.821388888)
arrondissement de Tulle,Rilhac-Treignac,Point(1.685833333 45.526388888)
arrondissement de Tulle,Saint-Hilaire-Taurieux,Point(1.831944444 45.084166666)
Pas-de-Calais,Villers-la-Montagne,Point(2.491944444 50.3175)
arrondissement de Dieppe,Serqueux,Point(1.538055555 49.631666666)
canton de Mussidan,Saint-Front-de-Pradoux,Point(0.364444444 45.055)
Savoie,Tournon,Point(6.316944444 45.643611111)
canton de Soulaines-Dhuys,Thors,Point(4.811388888 48.304166666)
arrondissement de Mont-de-Marsan,Urgons,Point(-0.443055555 43.648888888)
canton de Vertus,Villeseneux,Point(4.146111111 48.841388888)
canton d'Étrépagny,Richeville,Point(1.534444444 49.267777777)
Haut-Rhin,Sermamagny,Point(6.835833333 47.692222222)
Ardennes,Vendresse,Point(4.793888888 49.603888888)
communauté de communes de Vère Grésigne,Vieux,Point(1.8725 43.993333333)
Ariège,Saint-Lizier,Point(1.136944444 43.001666666)
Eure,Tocqueville,Point(0.609444444 49.408055555)
Eure,Vaux-sur-Eure,Point(1.339722222 49.041944444)
canton de Pont-de-Roide,Valonne,Point(6.658611111 47.343333333)
arrondissement de Grenoble,Saint-Andéol,Point(5.5525 44.961111111)
arrondissement de Besançon,Rouhe,Point(5.963888888 47.083055555)
canton de Salbris,Saint-Viâtre,Point(1.933333333 47.523333333)
arrondissement de Saint-Gaudens,Valentine,Point(0.704722222 43.095277777)
arrondissement de Lons-le-Saunier,Rix,Point(6.0475 46.769166666)
Haut-Rhin,Spechbach-le-Bas,Point(7.228333333 47.670277777)
arrondissement de Bayeux,Saint-Martin-de-Blagny,Point(-0.947777777 49.251388888)
arrondissement de Chambéry,Saint-Pierre-de-Soucy,Point(6.106111111 45.494166666)
canton d'Arras-Nord,Saint-Laurent-Blangy,Point(2.802777777 50.3025)
Pas-de-Calais,Tortefontaine,Point(1.920555555 50.321944444)
canton de Roquefort,Saint-Justin,Point(-0.231111111 43.980277777)
Haute-Marne,Semilly,Point(5.458333333 48.258888888)
arrondissement d'Aix-en-Provence,Trets,Point(5.685833333 43.446944444)
Indre-et-Loire,Saint-Cyr-sur-Loire,Point(0.678055555 47.402777777)
Lot-et-Garonne,Sembas,Point(0.646666666 44.33)
canton d'Orbec,Tordouet,Point(0.33 49.049444444)
arrondissement de Sarlat-la-Canéda,Saint-Germain-de-Belvès,Point(1.049166666 44.805)
arrondissement de Mont-de-Marsan,Saint-Avit,Point(-0.445277777 43.941111111)
canton de Contres,Valaire,Point(1.268333333 47.469722222)
Corse-du-Sud,Porto-Vecchio,Point(9.279722222 41.590833333)
Nièvre,Saint-Laurent,Point(2.991388888 47.3425)
arrondissement de Forbach,Spicheren,Point(6.968333333 49.191666666)
arrondissement de Forbach,Porcelette,Point(6.655555555 49.156388888)
canton de Barre-des-Cévennes,Sainte-Croix,Point(3.742222222 44.179722222)
canton de Belpech,Plaigne,Point(1.811666666 43.173611111)
Montpellier Méditerranée Métropole,Prades-le-Lez,Point(3.864722222 43.698888888)
canton de Saint-Vincent-de-Tyrosse,Saubrigues,Point(-1.314444444 43.610555555)
Côte-d'Or,Quemigny-sur-Seine,Point(4.667222222 47.6625)
canton d'Ardes,Ternant-les-Eaux,Point(3.132222222 45.479166666)
arrondissement de Bar-le-Duc,Seuil-d'Argonne,Point(5.061944444 48.978611111)
arrondissement de Bar-le-Duc,Triaucourt,Point(5.061944444 48.978611111)
Haut-Rhin,Rougegoutte,Point(6.851111111 47.732222222)
Charente-Maritime,Saint-Georges-du-Bois,Point(-0.735277777 46.141666666)
canton de Beine-Nauroy,Saint-Martin-l'Heureux,Point(4.406111111 49.25)
Alpes-Maritimes,Saint-Léger,Point(6.828333333 43.999722222)
Eure,Rosay-sur-Lieure,Point(1.430277777 49.373333333)
Eure,Vandrimare,Point(1.343055555 49.38)
Haut-Rhin,Sigolsheim,Point(7.300833333 48.134444444)
Haut-Rhin,Steinbrunn-le-Haut,Point(7.348333333 47.661388888)
Haut-Rhin,Uffheim,Point(7.443611111 47.649722222)
arrondissement de Castelsarrasin,Valeilles,Point(0.9225 44.363333333)
arrondissement de Nantua,Saint-Jean-le-Vieux,Point(5.389166666 46.028333333)
arrondissement de Chambéry,Vions,Point(5.806944444 45.824444444)
arrondissement de Saint-Gaudens,Pointis-de-Rivière,Point(0.6175 43.086944444)
arrondissement de Saint-Gaudens,Saint-Plancard,Point(0.574166666 43.17)
Martinique,Saint-Esprit,Point(-60.937222222 14.560555555)
canton de Forges-les-Eaux,Roncherolles-en-Bray,Point(1.467222222 49.615833333)
arrondissement de Beaune,Pommard,Point(4.795 47.009166666)
canton de Saint-Laurent-de-Neste,Tuzaguet,Point(0.440555555 43.076944444)
canton de Saint-Paul-Cap-de-Joux,Teyssode,Point(1.935 43.649722222)
canton de Lignières,Saint-Baudel,Point(2.206944444 46.838333333)
canton de Lignières,Touchay,Point(2.211666666 46.712222222)
Sarthe,Saint-Longis,Point(0.345833333 48.355277777)
canton de Neuilly-Saint-Front,Rocourt-Saint-Martin,Point(3.387222222 49.151944444)
arrondissement de Dieppe,Saint-Sylvain,Point(0.672777777 49.845555555)
arrondissement de Dax,Saubusse,Point(-1.186666666 43.657222222)
arrondissement de Brignoles,Vinon-sur-Verdon,Point(5.811944444 43.724722222)
canton de Saint-Étienne-de-Tinée,Saint-Dalmas-le-Selvage,Point(6.866111111 44.284722222)
canton d'Uzel,Uzel,Point(-2.841388888 48.279444444)
arrondissement de Libourne,Saint-Hippolyte,Point(-0.126666666 44.871388888)
arrondissement de Dax,Taller,Point(-1.072777777 43.872777777)
Loir-et-Cher,Villermain,Point(1.529722222 47.862222222)
arrondissement de Brioude,Saint-Privat-du-Dragon,Point(3.446944444 45.188333333)
Deux-Sèvres,Secondigny,Point(-0.419166666 46.61)
canton de Castelnau-Magnoac,Thermes-Magnoac,Point(0.5925 43.299166666)
arrondissement de Villefranche-sur-Saône,Ternand,Point(4.534722222 45.944722222)
Seine-et-Marne,Rubelles,Point(2.680277777 48.559722222)
Seine-et-Marne,Villiers-sur-Seine,Point(3.375 48.455277777)
canton de Saint-Agnant,Soubise,Point(-1.008888888 45.925277777)
canton de Marcilly-le-Hayer,Villadin,Point(3.680555555 48.3175)
Nièvre,Saint-Père,Point(2.960277777 47.411944444)
Alpes-Maritimes,Saint-Jeannet,Point(7.143333333 43.746388888)
arrondissement de Nantes,Saint-Aignan-Grandlieu,Point(-1.630555555 47.123888888)
canton de Pau-Ouest,Rontignon,Point(-0.329722222 43.261666666) | Point(-0.33333 43.26667)
arrondissement de Metz-Campagne,Raville,Point(6.485555555 49.093055555)
arrondissement de Nice,Roquebrune,Point(7.474166666 43.757222222)
arrondissement de Bayeux,Tracy-sur-Mer,Point(-0.636944444 49.333333333)
arrondissement du Blanc,Sainte-Gemme,Point(1.339166666 46.852222222)
canton de Laval-Nord-Est,Saint-Jean-sur-Mayenne,Point(-0.752222222 48.133055555)
Côte-d'Or,Précy-sous-Thil,Point(4.312222222 47.386944444)
arrondissement de Colmar,Sainte-Croix-en-Plaine,Point(7.384722222 48.008611111)
arrondissement de Gap,Vallon,Point(6.162222222 44.502222222)
arrondissement de Grenoble,Saint-Bonnet-de-Chavagne,Point(5.231944444 45.125833333)
arrondissement de Grenoble,Saint-Geoirs,Point(5.354722222 45.322222222)
arrondissement de Grenoble,Saint-Pierre-de-Bressieux,Point(5.285277777 45.315555555)
arrondissement de Grenoble,Varacieux,Point(5.3375 45.231944444)
arrondissement de Grenoble,Vaulnaveys-le-Haut,Point(5.810277777 45.118333333)
arrondissement de Grenoble,Vourey,Point(5.52 45.320833333)
Deux-Sèvres,Saint-Martin-de-Saint-Maixent,Point(-0.201666666 46.396111111)
Charente-Maritime,Sainte-Soulle,Point(-1.011944444 46.186111111)
Côte-d'Or,Soissons-sur-Nacey,Point(5.456111111 47.258888888)
arrondissement de Mortagne-au-Perche,Soligny-la-Trappe,Point(0.535555555 48.615)
canton de Palinges,Saint-Bonnet-de-Vieille-Vigne,Point(4.258055555 46.525555555)
canton de Courtomer,Trémont,Point(0.273888888 48.601388888)
Ariège,Villeneuve,Point(0.981666666 42.938333333)
canton de Sens-Ouest,Saint-Martin-du-Tertre,Point(3.259166666 48.213611111)
canton d'Heuchin,Valhuon,Point(2.376944444 50.434166666)
Indre-et-Loire,Pont-de-Ruan,Point(0.575555555 47.260555555)
Indre-et-Loire,Saint-Flovier,Point(1.0275 46.968055555)
canton de Saint-Laurent-Médoc,Saint-Laurent-et-Benon,Point(-0.821944444 45.150277777)
canton de Saint-Laurent-Médoc,Saint-Laurent-Médoc,Point(-0.821944444 45.150277777)
Rhône,Saint-Genis-les-Ollières,Point(4.726388888 45.757222222)
Puy-de-Dôme,Tours,Point(3.576111111 45.671944444)
arrondissement de Sarlat-la-Canéda,Saint-Geniès,Point(1.251666666 44.994166666)
Deux-Sèvres,Soudan,Point(-0.111111111 46.422777777)
arrondissement de Bar-le-Duc,Remennecourt,Point(4.919444444 48.801666666)
canton de Beaumesnil,Thevray,Point(0.730833333 48.9775)
canton du Bourg-d'Oisans,Saint-Christophe-en-Oisans,Point(6.176944444 44.957222222)
canton de Crémieu,Vernas,Point(5.281666666 45.7775)
canton de Crémieu,Vertrieu,Point(5.366944444 45.873333333)
Savoie,Villarodin-Bourget,Point(6.696666666 45.213888888)
Dordogne,Sanilhac,Point(0.713889 45.121667)
canton de Saint-André-les-Alpes,Saint-André-les-Alpes,Point(6.507777777 43.968055555)
arrondissement de Dax,Pouillon,Point(-0.996388888 43.604444444)
arrondissement de Bayeux,Villiers-le-Sec,Point(-0.565277777 49.291111111)
arrondissement de Fontainebleau,Poligny,Point(2.745555555 48.224444444)
arrondissement de Nantua,Plagne,Point(5.728333333 46.191944444)
arrondissement de Fontainebleau,Ville-Saint-Jacques,Point(2.898611111 48.343333333)
arrondissement de Sarcelles,Villiers-le-Sec,Point(2.389444444 49.0725)
arrondissement de Sarlat-la-Canéda,Vitrac,Point(1.226944444 44.830555555)
Lot-et-Garonne,Saint-Martin-de-Villeréal,Point(0.820833333 44.643888888)
Eure,Prey,Point(1.213888888 48.963888888)
Côte-d'Or,Turcey,Point(4.717222222 47.406111111)
arrondissement de Pithiviers,Ramoulu,Point(2.293055555 48.225555555)
arrondissement de Pithiviers,Rouvres-Saint-Jean,Point(2.211111111 48.3225)
arrondissement de Pithiviers,Sermaises,Point(2.204722222 48.296388888)
arrondissement de Pithiviers,Tivernon,Point(1.930555555 48.155277777)
arrondissement de Limoges,Saint-Paul,Point(1.432222222 45.750277777)
Deux-Sèvres,Vautebis,Point(-0.1525 46.534722222)
arrondissement de Colmar,Stosswihr,Point(7.104166666 48.053888888)
arrondissement de Vendôme,Vendôme,Point(1.065555555 47.792777777)
canton de Fronsac,Périssac,Point(-0.323888888 45.018888888)
canton de Langon,Saint-Pierre-de-Mons,Point(-0.220555555 44.551944444)
canton de Réchicourt-le-Château,Saint-Georges,Point(6.928888888 48.657777777)
Loir-et-Cher,Vallières-les-Grandes,Point(1.146944444 47.422777777)
canton de Valgorge,Saint-Mélany,Point(4.118333333 44.53)
canton de Sète-1,Sète,Point(3.696666666 43.404444444)
arrondissement d'Istres,Saint-Mitre-les-Remparts,Point(5.014166666 43.455)
arrondissement d'Istres,Saint-Victoret,Point(5.233333333 43.420833333)
arrondissement d'Ussel,Saint-Hilaire-Luc,Point(2.204166666 45.3625)
arrondissement d'Ussel,Soudeilles,Point(2.078333333 45.445555555)
arrondissement d'Ussel,Viam,Point(1.883611111 45.609166666)
arrondissement de Chambéry,Verel-de-Montbel,Point(5.730277777 45.559166666)
arrondissement de Nogent-le-Rotrou,Saint-Denis-des-Puits,Point(1.176944444 48.391666666)
arrondissement de Tulle,Viam,Point(1.883611111 45.609166666)
arrondissement de Commercy,Pont-sur-Meuse,Point(5.548055555 48.801666666)
arrondissement de Villefranche-sur-Saône,Pollionnay,Point(4.661111111 45.764722222)
arrondissement de Villefranche-sur-Saône,Soucieu-en-Jarrest,Point(4.703888888 45.677777777)
Seine-et-Marne,Valence,Point(2.890277777 48.444444444)
arrondissement de Saint-Germain-en-Laye,Sartrouville,Point(2.17 48.945277777)
arrondissement de Mortagne-au-Perche,Saint-Aubin-des-Grois,Point(0.649166666 48.359722222)
arrondissement de Mortagne-au-Perche,Saint-Sulpice-sur-Risle,Point(0.656666666 48.780555555)
Eure,Poses,Point(1.244444444 49.303888888)
arrondissement d'Ussel,Veyrières,Point(2.393055555 45.490277777)
canton de Saissac,Saint-Denis,Point(2.220833333 43.36)
arrondissement de Vervins,Voulpaix,Point(3.830555555 49.839166666)
district de Lorraine,Sarreguemines,Point(7.067222222 49.110555555)
arrondissement de Montbard,Salmaise,Point(4.663055555 47.456111111)
Loire-Atlantique,Saint-Molf,Point(-2.425 47.391388888)
Côte-d'Or,Val-Suzon,Point(4.893333333 47.4075)
Pas-de-Calais,Richebourg,Point(2.739444444 50.579166666)
Pas-de-Calais,Vimy,Point(2.810555555 50.3725)
arrondissement de Saint-Dié-des-Vosges,Raves,Point(7.05 48.263055555)
canton de Floirac,Tresses,Point(-0.463888888 44.848611111)
canton de Tassin-la-Demi-Lune,Tassin-la-Demi-Lune,Point(4.78 45.763333333)
Charente,Richemont,Point(-0.365 45.7219)
Côte-d'Or,Volnay,Point(4.781388888 47.001388888)
Savoie,Saint-Paul-sur-Isère,Point(6.438611111 45.597777777)
Savoie,Saint-Pierre-de-Soucy,Point(6.106111111 45.494166666)
arrondissement de Besançon,Sainte-Anne,Point(5.985277777 46.954444444)
arrondissement de Grenoble,Saint-Blaise-du-Buis,Point(5.518333333 45.376944444)
canton de Villeneuve,Sainte-Croix,Point(1.967222222 44.426388888)
arrondissement de Grenoble,Sillans,Point(5.388888888 45.340833333)
canton de Montmoreau-Saint-Cybard,Poullignac,Point(-0.020277777 45.399166666)
Charente,Sireuil,Point(0.009722222 45.615555555)
canton de Pouillon,Pouillon,Point(-0.996388888 43.604444444)
communauté de communes interrégionale Aumale - Blangy-sur-Bresle,Vismes,Point(1.672222222 50.012222222)
Les Eyzies,Sireuil,Point(1.07444 44.9397)
arrondissement de Grenoble,Saint-Théoffrey,Point(5.773055555 44.998888888)
Haute-Loire,Saint-Georges-Lagricol,Point(3.886111111 45.298055555)
arrondissement de Saint-Nazaire,Saint-Viaud,Point(-2.019444444 47.255833333)
Loire-Atlantique,Soulvache,Point(-1.473333333 47.829166666)
Charente-Maritime,Saint-Martial,Point(-0.448055555 46.051666666)
Charente-Maritime,Saint-Médard,Point(-0.355 45.398333333)
Charente-Maritime,Saint-Rogatien,Point(-1.072222222 46.151388888)
communauté urbaine de Lyon,Vaulx-en-Velin,Point(4.925 45.786944444)
Côte-d'Or,Pouilly,Point(4.555833333 47.262777777)
Côte-d'Or,Serrigny,Point(4.886666666 47.066111111)
Côte-d'Or,Soirans-Fouffrans,Point(5.288611111 47.206666666)
Côte-d'Or,Thury,Point(4.524166666 47.033611111)
Côte-d'Or,Veuvey-sur-Ouche,Point(4.715555555 47.184722222)
arrondissement de Reims,Tours-sur-Marne,Point(4.119722222 49.048611111)
Charente,Rouillac,Point(-0.063333333 45.775555555)
Charente,Saint-Georges,Point(0.270555555 45.9725)
Charente,Saint-Romain,Point(0.148055555 45.276111111)
canton de Saint-Amand-Longpré,Sasnières,Point(0.935555555 47.718333333)
Charente-Maritime,Semussac,Point(-0.9125 45.6)
Eure,Saint-Cyr-la-Campagne,Point(1.018888888 49.253055555)
Eure,Saint-Denis-le-Ferment,Point(1.718611111 49.328888888)
Eure,Saint-Nicolas-d'Attez,Point(0.938333333 48.806944444)
Eure,Saint-Pierre-d'Autils,Point(1.4375 49.117777777)
Eure,Sainte-Barbe-sur-Gaillon,Point(1.312222222 49.167222222)
Eure,Tourville-la-Campagne,Point(0.904722222 49.226666666)
Eure,Villettes,Point(1.045 49.148888888)
arrondissement de Sarlat-la-Canéda,Saint-Aubin-de-Nabirat,Point(1.288888888 44.731111111)
arrondissement de Sarlat-la-Canéda,Saint-Pompont,Point(1.146944444 44.726388888)
Vosges,Pompierre,Point(5.672777777 48.260833333)
Nièvre,Saint-Agnan,Point(4.095 47.318055555)
Eure,Trouville-la-Haule,Point(0.575 49.419166666)
Beaussais-Vitré,Vitré,Point(-0.1981 46.2839)
Loir-et-Cher,Pouillé,Point(1.288055555 47.318055555)
canton de Nogaro,Sion,Point(0.008888888 43.739444444)
Lot,Saint-Géry,Point(1.581111111 44.478611111)
Seine-et-Marne,Saints,Point(3.050277777 48.758888888)
Côte-d'Or,Saulieu,Point(4.228611111 47.28)
Meurthe,Sarrebourg,Point(7.053888888 48.734722222)
canton de Lillebonne,Saint-Nicolas-de-la-Taille,Point(0.473888888 49.511111111)
Tarn,Vaour,Point(1.801666666 44.072222222)
arrondissement de Carcassonne,Pradelles-Cabardès,Point(2.446388888 43.408611111)
arrondissement de Carcassonne,Puichéric,Point(2.624444444 43.223888888)
arrondissement de Carcassonne,Souilhe,Point(1.913888888 43.369722222)
arrondissement de Carcassonne,Villesiscle,Point(2.093611111 43.228055555)
arrondissement de Montbrison,Saint-Didier-sur-Rochefort,Point(3.845 45.793333333)
arrondissement de Montbrison,Saint-Julien-la-Vêtre,Point(3.824722222 45.814444444)
arrondissement de Montbrison,Saint-Martin-Lestra,Point(4.354444444 45.720833333)
arrondissement de Montbrison,Saint-Médard-en-Forez,Point(4.361944444 45.5975)
Hérault,Viols-le-Fort,Point(3.705 43.743333333)
arrondissement de Dieppe,Réalcamp,Point(1.621666666 49.8525)
arrondissement de Nantua,Vieu-d'Izenave,Point(5.529166666 46.080833333)
canton de Dannemarie,Romagny,Point(7.066666666 47.609444444)
arrondissement de Lille,Santes,Point(2.962222222 50.593333333)
canton de La Courtine,Saint-Merd-la-Breuille,Point(2.430555555 45.743055555)
arrondissement d'Agen,Roquefort,Point(0.559722222 44.174166666)
arrondissement de Boulogne-sur-Mer,Selles,Point(1.895555555 50.699722222)
arrondissement de Nice,Saint-Étienne,Point(6.924722222 44.256944444)
arrondissement de Vervins,Rozoy-sur-Serre,Point(4.128333333 49.708888888)
communauté de communes du Vimeu,Tours-en-Vimeu,Point(1.679444444 50.036388888)
arrondissement de Nîmes,Saint-Quentin,Point(4.441111111 44.045277777)
canton de Vendôme-2,Sainte-Anne,Point(1.081666666 47.757222222)
Nièvre,Saizy,Point(3.704166666 47.358333333)
Nièvre,Taconnay,Point(3.493333333 47.306944444)
Nièvre,Tazilly,Point(3.914444444 46.765833333)
Nièvre,Verneuil,Point(3.569722222 46.866944444)
Nièvre,Vielmanay,Point(3.114444444 47.266944444)
arrondissement d'Avesnes-sur-Helpe,Semousies,Point(3.961111111 50.163888888)
arrondissement d'Avesnes-sur-Helpe,Taisnières-sur-Hon,Point(3.835833333 50.318888888)
arrondissement de Calvi,Pioggiola,Point(8.998333333 42.536666666)
arrondissement de Dax,Saint-André-de-Seignanx,Point(-1.351666666 43.557222222)
arrondissement du Blanc,Saint-Hilaire-sur-Benaize,Point(1.074722222 46.561944444)
Nièvre,Tracy-sur-Loire,Point(2.910555555 47.319444444)
Nièvre,Trucy-l'Orgueilleux,Point(3.4125 47.446388888)
arrondissement de Nevers,Saint-Maurice,Point(3.573333333 47.108611111)
Charente-Maritime,Saint-Pierre,Point(-1.305833333 45.943611111)
Charente-Maritime,Ternant,Point(-0.574166666 45.949444444)
Côte-d'Or,Ternant,Point(4.854722222 47.201388888)
Lot-et-Garonne,Trémons,Point(0.899444444 44.41)
arrondissement de Saint-Nazaire,Saint-Gildas-des-Bois,Point(-2.038333333 47.516388888)
arrondissement de Saint-Nazaire,Saint-Hilaire-de-Chaléons,Point(-1.865 47.103055555)
Nièvre,Saint-Loup,Point(3.003055555 47.445555555)
arrondissement de Vendôme,Sainte-Gemmes,Point(1.270833333 47.793333333)
Yonne,Vaudeurs,Point(3.550555555 48.133611111)
Treffort-Cuisiat,Treffort,Point(5.3688711 46.2712532)
Loir-et-Cher,Saint-Laurent-des-Bois,Point(1.447777777 47.850833333)
Conflent,Urbanya,Point(2.305 42.638888888)
Eure,Serquigny,Point(0.712222222 49.109722222)
arrondissement de Montbrison,Pralong,Point(4.030277777 45.665555555)
Seine-et-Marne,Saint-Siméon,Point(3.203055555 48.799166666)
Seine-et-Marne,Villemer,Point(2.825277777 48.301111111)
arrondissement de Tournon-sur-Rhône,Saint-Martin-de-Valamas,Point(4.368611111 44.937222222)
arrondissement de Vannes,Ploërmel,Point(-2.3975 47.931666666)
arrondissement de Vannes,Sérent,Point(-2.505833333 47.823055555)
arrondissement de Vannes,Tréhorenteuc,Point(-2.2875 48.008333333)
canton de Courson-les-Carrières,Sementron,Point(3.349166666 47.633611111)
canton de Coussey,Sionne,Point(5.639722222 48.392777777)
Éclaron-Braucourt-Sainte-Livière,Sainte-Livière,Point(4.823055555 48.600555555)
arrondissement du Raincy,Vaujours,Point(2.571944444 48.933888888)
canton de Rocheservière,Rocheservière,Point(-1.509166666 46.938888888)
Hérault,Saint-Bauzille-de-Montmel,Point(3.955277777 43.769444444)
arrondissement de Vervins,Raillimont,Point(4.153888888 49.705)
arrondissement de Tournon-sur-Rhône,Silhac,Point(4.606666666 44.881111111)
arrondissement de Villefranche-sur-Saône,Valsonne,Point(4.429722222 45.946388888)
Pas-de-Calais,Vaudricourt,Point(2.624722222 50.501944444)
arrondissement de Grenoble,Saint-Égrève,Point(5.683055555 45.231666666)
arrondissement de Grenoble,Vatilieu,Point(5.410555555 45.256111111)
"communauté de communes Région Lézignanaise, Corbières et Minervois",Saint-André-de-Roquelongue,Point(2.836944444 43.113888888)
Pas-de-Calais,Rumilly,Point(2.014722222 50.576666666)
arrondissement de Langres,Rouelles,Point(5.089444444 47.804722222)
Pas-de-Calais,Vendin-le-Vieil,Point(2.866111111 50.473888888)
Cantal,Saint-Amandin,Point(2.694722222 45.342777777)
Montpellier Méditerranée Métropole,Saussan,Point(3.774444444 43.571388888)
canton de Baraqueville-Sauveterre,Sauveterre,Point(2.317777777 44.220555555)
canton de Saint-Étienne-Nord-Est-2,Saint-Jean-Bonnefonds,Point(4.446388888 45.451111111)
canton de Saint-Étienne-Nord-Est-2,Saint-Priest-en-Jarez,Point(4.378055555 45.474166666)
arrondissement de Grenoble,Sainte-Agnès,Point(5.921111111 45.236666666)
arrondissement de Grenoble,Seyssins,Point(5.679722222 45.156111111)
canton d'Arras-Sud,Tilloy-lès-Mofflaines,Point(2.816388888 50.276388888)
Hérault,Saint-Vincent-d'Olargues,Point(2.879166666 43.560555555)
canton de Vermand,Pontru,Point(3.216388888 49.903888888)
canton de Cattenom,Rodemack,Point(6.236111111 49.468888888)
canton de Sospel,Sospel,Point(7.448333333 43.876944444)
Sarthe,Saint-Jean-du-Bois,Point(-0.04 47.872222222)
Pyrénées-Orientales,Planèzes,Point(2.618888888 42.766388888)
Pyrénées-Orientales,Prunet-et-Belpuig,Point(2.624722222 42.561944444)
Pyrénées-Orientales,Théza,Point(2.952777777 42.638055555)
Pyrénées-Orientales,Vingrau,Point(2.778333333 42.848055555)
Somme,Seux,Point(2.106944444 49.873333333)
canton de Figeac-Est,Saint-Perdoux,Point(2.0475 44.673333333)
arrondissement de Mortagne-au-Perche,Pontchardon,Point(0.266111111 48.929166666)
arrondissement de Mortagne-au-Perche,Vaunoise,Point(0.485833333 48.356388888)
arrondissement de Tournon-sur-Rhône,Saint-Christol,Point(4.440833333 44.867777777)
arrondissement de Metz-Campagne,Rémilly,Point(6.393333333 49.013611111)
canton de Crémieu,Tignieu-Jameyzieu,Point(5.187222222 45.733888888)
arrondissement de Grenoble,Pont-en-Royans,Point(5.342777777 45.063055555)
arrondissement de Grenoble,Viriville,Point(5.204166666 45.315833333)
arrondissement de Nevers,Poiseux,Point(3.231944444 47.12)
canton de Vescovato,Vescovato,Point(9.44 42.494166666)
arrondissement de Dieppe,Varengeville-sur-Mer,Point(0.994722222 49.905833333)
Seine-et-Marne,Remauville,Point(2.823333333 48.213611111)
Seine-et-Marne,Saint-Germain-Laval,Point(2.996666666 48.399166666)
Seine-et-Marne,Vendrest,Point(3.093888888 49.046388888)
canton de Saulzais-le-Potier,Saint-Georges-de-Poisieux,Point(2.491944444 46.678611111)
communauté de communes du canton de Bourg,Saint-Seurin-de-Bourg,Point(-0.579444444 45.0525)
canton de Marigny,Remilly-sur-Lozon,Point(-1.256944444 49.180833333)
Charente-Maritime,Thézac,Point(-0.790277777 45.671944444)
canton de Barre-des-Cévennes,Sainte-Croix-Vallée-Française,Point(3.742222222 44.179722222)
Seine-et-Marne,Poincy,Point(2.935277777 48.969722222)
canton de Luz-Saint-Sauveur,Viey,Point(0.023055555 42.882222222)
canton de Cahors-Nord-Ouest,Pradines,Point(1.404166666 44.478888888)
canton de Quimper-3,Quimper,Point(-4.097777777 47.995833333)
arrondissement de Sarlat-la-Canéda,Sarlat,Point(1.216666666 44.89)
