pays,ville,coordonnesgroup
Maroc,Bni Mansour,Point(-4.912777777 35.158611111)
Maroc,Bni Salah,Point(-5.045106 34.996381)
Maroc,Dar Bel Amri,Point(-5.96972222 34.18888889)
Maroc,Dar Bni Karrich,Point(-5.42639 35.5114)
Maroc,Kceibya,Point(-6.15944444 34.29333333)
Maroc,Ben Ahmed,Point(-7.40583333 33.11194444) | Point(-7.24358 33.07141)
Maroc,Bouskoura,Point(-7.64861111 33.44888889)
Maroc,Tameslouht,Point(-8.1 31.5)
Maroc,Bouchabel,Point(-5.01666667 34.38333333)
Maroc,Bouchane,Point(-8.31 32.28)
Maroc,Anzou,Point(-8.05 30.63333333)
Maroc,Aouguenz,Point(-9.176666666 29.831111111)
Maroc,Boumalne-Dadès,Point(-5.995581 31.37384)
Maroc,Moha Ou Hammou Zayani,Point(-5.686111111 32.9575)
Maroc,Moulay Abdallah,Point(-8.58833 33.1978)
Maroc,Ouaouizeght,Point(-6.35 32.16)
Maroc,Oulad Ayad,Point(-7.1 32.41666667)
Maroc,Ouled Tayeb,Point(-4.9954 33.9598)
Maroc,M'Saada,Point(-5.788888888 34.344444444)
Maroc,Jorf,Point(-4.40138889 31.49027778)
Maroc,Bni Ayat,Point(-6.7 32.2)
Maroc,Sefsaf,Point(-6.007777777 34.558055555)
Maroc,Sebt Gzoula,Point(-9.08333333 32.11666667) | Point(-9.08889 32.12191)
Maroc,Sidi Ali Bourakba,Point(-3.728611111 34.816666666)
Maroc,Sidi Lyamani,Point(-5.97 35.37)
Maroc,Tamri,Point(-9.83333333 30.7) | Point(-9.825 30.695)
Maroc,Ain Lahsan,Point(-5.57686 35.56209) | Point(-5.555 35.5475)
Maroc,Ain Legdah,Point(-4.5 34.16666667)
Maroc,Foum El Anceur,Point(-6.261388888 32.371666666)
Maroc,Oulad Gouaouch,Point(-6.364444444 32.731944444) | Point(-6.32946 32.73463)
Maroc,Ras Ijerri,Point(-5.71666667 33.78333333)
Maroc,Sidi Ali Ban Hamdouche,Point(-8.325 33.2861)
Maroc,Tangerfa,Point(-9.98797 29.222)
Maroc,Chakrane,Point(-3.98333333 34.95)
Maroc,Sidi Ameur Al Hadi,Point(-5.839444444 34.799166666)
Maroc,M'diq,Point(-5.32 35.68) | Point(-5.32507 35.68571)
Maroc,Tioughza,Point(-9.960651 29.388457)
Maroc,Touissit,Point(-1.76638889 34.47722222)
Maroc,Tounfite,Point(-5.24944444 32.46583333) | Point(-5.13477 32.47733)
Maroc,Imouzzer Marmoucha,Point(-4.28333333 33.46666667)
Maroc,Zegzel,Point(-2.35431 34.8407)
Maroc,Ermila,Point(-3.850833333 33.191944444)
Maroc,Taoughilt,Point(-5.503888888 34.418055555)
Maroc,Aïn Bni Mathar,Point(-2.02472222 34.08888889)
Maroc,El Menzel,Point(-4.54583333 33.83888889)
Maroc,Imzouren,Point(-3.85048 35.1448) | Point(-3.85 35.15)
Maroc,Tiffert N'Ait Hamza,Point(-5.96667 32.3)
Maroc,Harbile,Point(-8.107222222 31.760277777)
Maroc,Amejjaou,Point(-3.26 35.173888888)
Maroc,Aoufous,Point(-4.11666667 31.7)
Maroc,Aqsri,Point(-9.533272 30.735213)
Maroc,Azrou,Point(-5.21 33.43)
Maroc,El Koudia El Beida,Point(-9.136944444 30.371666666)
Maroc,Issaguen,Point(-4.578333333 34.9)
Maroc,Bni Tadjite,Point(-3.466015 32.291377) | Point(-3.45 32.3)
Maroc,Boudinar,Point(-3.64291 35.20014)
Maroc,Ijoukak,Point(-8.15277778 30.99305556)
Maroc,Aghbala,Point(-5.645 32.48055556) | Point(-5.64274 32.48167)
Maroc,Ameur (Maroc),Point(-6.665555555 34.092222222)
Maroc,Amgala,Point(-11.785 26.0756)
Maroc,Ouarzazate,Point(-6.916666666 30.916666666)
Maroc,Dar Gueddari,Point(-6.08333333 34.41666667) | Point(-6.08899 34.42278)
Maroc,Sidi Bousber,Point(-5.36208 34.56283) | Point(-5.36666667 34.56666667)
Maroc,Tichla,Point(-15.0 21.61)
Maroc,Tighedouine,Point(-7.52083 31.4236) | Point(-5.433333 32.216667)
Maroc,Zaouiat Ahansal,Point(-6.105555555 31.8325)
Maroc,Ghouazi,Point(-5.3 34.46666667)
Maroc,Aït Baha,Point(-9.15775 30.07121) | Point(-9.155 30.07)
Maroc,Anezi,Point(-9.35208 29.656851) | Point(-8.96666667 29.71666667)
Maroc,Ben Sergao,Point(-9.56 30.38)
Maroc,Ben Yakhlef,Point(-7.25138889 33.66805556) | Point(-7.32209 33.65545) | Point(-7.33972216 33.68777847)
Maroc,Bni Drar,Point(-1.99361111 34.82805556)
Maroc,Boujedyane,Point(-5.782222222 35.111388888)
Maroc,El Aïoun Sidi Mellouk,Point(-2.50556 34.5853)
Maroc,El Kebab,Point(-5.52305556 32.74194444) | Point(-5.51666667 32.73333333)
Maroc,Gleibat El Foula,Point(-13.78162 23.44159)
Maroc,Oukaïmeden,Point(-7.86226 31.20516)
Maroc,Oulmès,Point(-6.01666667 33.41666667)
Maroc,Dcheira El Jihadia,Point(-9.53888889 30.37277778)
Maroc,Drargua,Point(-9.482694444 30.380416666)
Maroc,El Ouatia,Point(-11.33268 28.496241)
Maroc,Imrabten,Point(-3.967 35.067)
Maroc,Jamâat Shaim,Point(-8.87441 32.35156) | Point(-8.85 32.35)
Maroc,Iounane,Point(-4.8144 35.23)
Maroc,Loudaya,Point(-8.30214 31.6507) | Point(-5.0103986 34.0699958)
Maroc,Gourrama,Point(-4.07611111 32.3375)
Maroc,Guisser,Point(-7.49419 32.77205) | Point(-7.666667 33.566667)
Maroc,Jbabra,Point(-4.964166666 34.431388888)
Maroc,El Attaouia,Point(-7.33318 31.83882) | Point(-7.31 31.83)
Maroc,M'semrir,Point(-5.81194444 31.7025)
Maroc,Mellousa,Point(-5.63333333 35.73333333) | Point(-5.6319 35.7369)
Maroc,Mirleft,Point(-10.033965 29.578234)
Maroc,Moulay Bousselham,Point(-6.29333 34.8786)
Maroc,Aghbalou (Maroc),Point(-5.298092 32.678685)
Maroc,Aghmat,Point(-7.801111111 31.4225)
Maroc,Ait Majden,Point(-6.965833333 31.851388888)
Maroc,Amskroud,Point(-9.32833333 30.53083333)
Maroc,Aourir,Point(-9.63333333 30.48333333) | Point(-9.6355 30.49238)
Maroc,Aziar,Point(-9.574166666 30.785555555)
Maroc,Ighil,Point(-7.65 31.41666667)
Maroc,Bouarfa,Point(-1.96312 32.530967)
Maroc,Bouizakarne,Point(-9.70639 29.17535) | Point(-9.714 29.176)
Maroc,Ribate El Kheir,Point(-4.42243 33.81119) | Point(-4.41063 33.8184) | Point(-4.41 33.82)
Maroc,Rommani,Point(-6.6 33.53333)
Maroc,Dar Oulad Zidouh,Point(-6.9 32.31666667) | Point(-6.89403 32.34291)
Maroc,Aït Aadel,Point(-7.14 31.05)
Maroc,Ait Naamane,Point(-5.338888888 33.725)
Maroc,Ait Taguella,Point(-6.71666667 31.91666667)
Maroc,Shoul,Point(-6.61588 33.9196) | Point(-6.65 34.0275)
Maroc,Sidi Taibi,Point(-8.58 32.16)
Maroc,Skhour Rehamna,Point(-7.91667 32.4833)
Maroc,Talzemt,Point(-4.18333 33.5833)
Maroc,N'Zalat Bni Amar,Point(-5.41611111 34.09805556)
Maroc,Oulad Berhil,Point(-8.47316 30.6388) | Point(-8.47501 30.64078)
Maroc,Oulad Frej,Point(-8.23333333 32.96666667)
Maroc,Oulad M'rah,Point(-7.26 32.9075) | Point(-7.26521 32.91755)
Maroc,Ounagha,Point(-9.55361111 31.53361111)
Maroc,Ourtzagh,Point(-4.93333333 34.55)
Maroc,Outat El Haj,Point(-3.70774 33.33348) | Point(-3.69389 33.3456)
Maroc,El Borouj,Point(-7.2 32.5) | Point(-7.19567 32.51309)
Maroc,Er Rteb,Point(-4.203333333 31.608055555) | Point(-4.24334 31.61637)
Maroc,Er-Rich,Point(-4.49912 32.25935)
Maroc,Toulal,Point(-5.60214 33.89513) | Point(-3.9861 32.3037)
Maroc,Zaouïat Cheikh,Point(-5.92138 32.6541)
Maroc,Sidi Slimane,Point(-5.93 34.26)
Maroc,Assoul,Point(-5.20833333 31.94583333)
Maroc,Guefaït,Point(-2.408 34.24) | Point(-2.387896 34.235432) | Point(-2.282222222 34.233888888)
Maroc,Oued Laou,Point(-5.08333333 35.45)
Maroc,Belfaa,Point(-9.554166666 30.031388888)
Maroc,Sabbah,Point(-7.037222222 33.803611111) | Point(-7.03335 33.82012)
Maroc,Sidi Abdallah Ghiat,Point(-7.849444444 31.518333333)
Maroc,Sidi Bennour,Point(-8.4292 32.655)
Maroc,Sidi Bouknadel,Point(-6.74798 34.12447) | Point(-6.73333 34.1333)
Maroc,Sidi Daoud,Point(-5.14 34.302222222)
Maroc,Sidi Slimane Echcharaa,Point(-2.354007 34.90888)
Maroc,Sidi Zouine,Point(-8.345555555 31.670555555)
Maroc,Taghjijt,Point(-9.42805556 29.05638889) | Point(-9.428009 29.05645)
Maroc,Taghzout,Point(-4.52652 34.7825)
Maroc,Temsamane,Point(-3.63333 35.1167) | Point(-3.637333 35.122294)
Maroc,Tendrara,Point(-2.0 33.05)
Maroc,Bni Ammart,Point(-4.158055555 34.811944444)
Maroc,Bni Bchir,Point(-4.315555555 34.7775)
Maroc,Bni Yagrine,Point(-7.54 32.7125)
Maroc,Bouhouda,Point(-4.549166666 34.592222222)
Maroc,Melg El Ouidane,Point(-3.0167 34.5667)
Maroc,Akka,Point(-8.256388888 29.390833333)
Maroc,Tiqqi,Point(-9.066666666 29.7)
Maroc,Youssoufia,Point(-8.53 32.25)
Maroc,Zaïda,Point(-6.1314928 32.4109795) | Point(-4.95 32.8167)
Maroc,Mesti,Point(-10.15231 29.29899) | Point(-9.96065 29.3885)
Maroc,Lamrabih,Point(-5.81666667 34.81666667)
Maroc,Moulay Aissa Ben Driss,Point(-6.710555555 32.110555555)
Maroc,Mechra Bel Ksiri,Point(-5.95 34.56) | Point(-5.96304 34.57874)
Maroc,Mers El Kheir,Point(-6.8988 33.88656) | Point(-6.898888888 33.886666666)
Maroc,Oulad Zbair,Point(-4.316666666 34.283333333)
Maroc,M'Tioua,Point(-4.666388888 35.205833333)
Maroc,Maâziz,Point(-6.34 33.703888888)
Maroc,Oulad Sghir,Point(-7.538611111 32.854444444)
Maroc,Fquih Ben Salah,Point(-6.76667 32.6) | Point(-6.7 32.5) | Point(-6.68858 32.50705)
Maroc,Midelt,Point(-4.74 32.68)
Maroc,Matmata,Point(-4.55 34.1)
Maroc,Sidi Allal Tazi,Point(-6.32361111 34.51972222)
Maroc,Sidi Bou Othmane,Point(-7.94222 31.9033)
Maroc,Sidi Moussa El Majdoub,Point(-7.349722222 33.615555555)
Maroc,Smimou,Point(-9.70583333 31.21361111)
Maroc,Soualem,Point(-7.84722222 33.41777778)
Maroc,Tafetachte,Point(-9.25194444 31.58527778)
Maroc,Tafoughalt,Point(-2.411388888 34.805555555)
Maroc,Moulay Ahmed Cherif,Point(-4.461944444 34.940833333)
Maroc,Tizi Ouasli,Point(-3.795277777 34.7625)
Maroc,Touarga,Point(-6.83416653 34.00305557)
Maroc,Toumliline,Point(-8.742777777 29.953055555)
Maroc,Toundoute,Point(-6.59056 31.2647)
Maroc,El Atef,Point(-2.821335 33.70787)
Maroc,El Kelaâ des Sraghna,Point(-7.4 32.05)
Maroc,Tidili Mesfioua,Point(-7.6 31.45) | Point(-7.61667 31.4667)
Maroc,Saidate,Point(-8.705277777 31.344166666)
Maroc,Oukaïmden,Point(-7.861388888 31.052777777)
Maroc,Oulad Hcine,Point(-8.510833333 33.068055555)
Maroc,Sidi Azzouz,Point(-7.66666667 31.76666667)
Maroc,Sidi Boubker El Haj,Point(-6.073333333 34.914722222)
Maroc,Sidi Kaouki,Point(-9.79722222 31.35555556)
Maroc,Tabaroucht,Point(-6.299166666 32.134444444)
Maroc,Tamda Noumercid,Point(-6.642777777 31.919722222)
Maroc,Tilougguite,Point(-6.2 32.0333)
Maroc,Aïn Jemaa,Point(-5.79486 34.0263) | Point(-5.8 34.03333333)
Maroc,Ait Bazza,Point(-3.58138889 33.39527778)
Maroc,Ait Harz Allah,Point(-5.335 33.762222222)
Maroc,Ait Tamlil,Point(-6.94 31.48)
Maroc,Serghina,Point(-4.81666667 34.8)
Maroc,Sidi Ahmed Benaissa,Point(-5.815 34.711388888)
Maroc,Sidi Al Kamel,Point(-6.168611111 34.558611111)
Maroc,Sidi Boubker,Point(-7.06666667 31.81666667) | Point(-7.708333333 31.828888888)
Maroc,Sidi Boushab,Point(-9.305555555 30.466666666)
Maroc,Bir Taleb,Point(-5.665 34.331666666)
Maroc,Al Manzla,Point(-5.82 35.589166666)
Maroc,Boumaiz,Point(-5.935 34.2925)
Maroc,Ighzrane,Point(-4.381388888 33.808611111)
Maroc,Iqaddar,Point(-5.401944444 33.666111111)
Maroc,kodiat bni dghough,Point(-8.493611111 32.449444444)
Maroc,Louadaine,Point(-4.936111111 34.201944444)
Maroc,Rissana Chamalia,Point(-5.946388888 35.220833333)
Maroc,Sebt Loudaya,Point(-5.295277777 34.224722222)
Maroc,Sidi Moussa Lemhaya,Point(-2.073611111 34.533333333) | Point(-2.13 34.58187)
Maroc,Zrizer,Point(-4.62 34.587777777)
Maroc,Zoumi,Point(-5.35 34.8) | Point(-5.34458 34.80321)
Maroc,Bni Rzine,Point(-4.726245 35.01082)
Maroc,Bni Smih,Point(-4.710555555 35.137222222)
Maroc,Ahl Oued Za,Point(-2.90364 34.373531)
Maroc,Ait Blal,Point(-6.716388888 31.690833333)
Maroc,Ait Bou Oulli,Point(-6.603611111 31.603055555)
Maroc,Aït Faska,Point(-7.716111111 31.505833333)
Maroc,Aït Kamra,Point(-4.01115 35.14407) | Point(-3.98694 35.1441)
Maroc,Amghras,Point(-8.183426 31.209983)
Maroc,Talat N'Yaaqoub,Point(-8.1831 30.9914) | Point(-8.17722225 30.99027824)
Maroc,Tamaguert,Point(-7.586944444 31.551666666)
Maroc,Tamsaout,Point(-8.85843 29.53743) | Point(-8.85 29.5333)
Maroc,Tassift,Point(-5.22627 35.50991) | Point(-5.23333 35.5167)
Maroc,Tazart,Point(-7.40917 31.6597)
Maroc,Arbaa Taourirt,Point(-3.835833333 34.931944444)
Maroc,Jouamaa,Point(-5.68333333 35.65)
Maroc,Timoulilt,Point(-6.46667 32.2)
Maroc,Tisqi,Point(-6.767777777 32.104722222)
Maroc,Chbanate,Point(-5.35 34.21666667)
Maroc,Bab Tiouka,Point(-5.6625 34.245555555)
Maroc,Ksabi Moulouya,Point(-4.401944444 32.831666666)
Maroc,Ksar El Majaz,Point(-5.55861111 35.84277778)
Maroc,Laqsir,Point(-5.203888888 33.892777777)
Maroc,Bni Abdallah,Point(-4.070555555 35.072777777)
Maroc,Bni Ahmed Gharbia,Point(-5.109444444 34.816111111)
Maroc,Bni Quolla,Point(-5.544166666 34.738055555)
Maroc,Lamssid,Point(-13.29071 26.00324) | Point(-13.8476551 26.5403538)
Maroc,Zaouiat Sidi Abdelkader,Point(-4.1275 34.916666666)
Maroc,El Orjane,Point(-3.71666667 33.4)
Maroc,Aghbar,Point(-6.81666667 30.51666667)
Maroc,Ait Bourzouine,Point(-5.516944444 33.6325)
Maroc,Ain Zohra,Point(-3.533055555 34.6575)
Maroc,Oulad Chrif,Point(-7.78333 31.7667)
Maroc,El Gouzate,Point(-4.156666666 34.501944444)
Maroc,Asjen,Point(-5.61666667 34.85)
Maroc,Bahhara Oulad Ayad,Point(-6.304722222 34.770277777)
Maroc,Dar Jamaâ,Point(-8.373333333 31.252777777)
Maroc,Derdara,Point(-5.28333333 35.11666667)
Maroc,Kaf El Ghar,Point(-4.262777777 34.5075) | Point(-4.29412 34.53294)
Maroc,Sidi Rahhal Chataï,Point(-7.96399 33.44697) | Point(-7.96166658 33.47249985) | Point(-7.957 33.472)
Maroc,Trougout,Point(-3.771388888 35.179722222)
Maroc,Bir Anzarane,Point(-14.5306 23.8883)
Maroc,Bni Gmil Maksouline,Point(-4.459444444 35.003333333)
Maroc,Boulaouane,Point(-8.05555 32.85995) | Point(-8.06111111 32.8625)
Maroc,Assa,Point(-9.426944444 28.608611111)
Maroc,Allyene,Point(-5.401111111 35.781111111)
Maroc,Fifi,Point(-5.25 34.95)
Maroc,Oulad Nouel,Point(-5.710833333 34.493611111)
Maroc,Dar Laaslouji,Point(-6.026666666 34.410277777)
Maroc,Iguerferouane,Point(-7.68555556 31.41805556)
Maroc,Haddada,Point(-6.511 34.222)
Maroc,Isseksi,Point(-6.28333333 32.23333333) | Point(-6.27661 32.22981)
Maroc,Ermilate,Point(-6.045833333 34.443888888)
Maroc,Selfat,Point(-5.475555555 34.224166666)
Maroc,Sidi Boulkhalf,Point(-6.833888888 31.7275)
Maroc,Sidi Boutayeb,Point(-4.0325 33.026111111)
Maroc,Sidi Ishaq,Point(-9.449722222 31.869166666)
Maroc,Sidi Slimane Moul Al Kifane,Point(-5.461111111 33.860555555)
Maroc,Skoura M'Daz,Point(-4.51277778 33.61027778)
Maroc,Tamedit,Point(-4.195833333 34.683333333)
Maroc,Gteter,Point(-3.005285 34.27103)
Maroc,Tifni,Point(-6.944444444 31.628055555)
Maroc,Tizguine,Point(-8.318611111 31.245)
Maroc,Toufelaazt,Point(-8.824722222 30.068055555)
Maroc,Tazaghine,Point(-3.5 35.133333333) | Point(-3.5046 35.1842)
Maroc,Imlili,Point(-15.61007 22.65597)
Maroc,Sidi Ali Belkassem,Point(-3.022563 33.985107)
Maroc,Mestegmer,Point(-2.68829 34.486839)
Maroc,Aït Hani,Point(-5.57346 31.74831) | Point(-5.45553 31.7786)
Maroc,Izemmouren,Point(-4.0 35.18333333)
Maroc,Nouirate,Point(-5.893333333 34.567777777)
Maroc,M'haya,Point(-5.3690926 33.9348288)
Maroc,Madagh,Point(-2.33701 35.01032) | Point(-2.33972 35.0133)
Maroc,Bab Marzouka,Point(-4.146111111 34.210555555)
Maroc,Bni Oulid,Point(-4.451388888 34.589722222)
Maroc,Bouadel,Point(-4.5075 34.542777777)
Maroc,Mnasra,Point(-5.51666667 34.76666667)
Maroc,mtalsaa,Point(-3.403055555 34.908333333)
Maroc,Ouardana,Point(-3.421666666 35.070833333)
Maroc,Rissana Janoubia,Point(-5.976666666 35.171944444)
Maroc,Souk Kdim,Point(-5.500833333 35.617222222)
Maroc,Steha,Point(-4.93059 35.3646)
Maroc,Oulad Ouchih,Point(-5.945277777 35.093888888)
Maroc,Moulay Bouchta,Point(-5.11666667 34.48333333)
Maroc,Ras El Ma,Point(-2.41666667 35.13333333) | Point(-2.42455 35.14069)
Maroc,Loulja,Point(-4.948055555 34.289444444)
Maroc,Ouijjane,Point(-9.55 29.633333)
Maroc,Sidi Redouane,Point(-5.45 34.68333333) | Point(-5.44538 34.68692)
Maroc,Masmouda,Point(-5.707777777 34.786111111)
Maroc,Souk Tolba,Point(-5.840277777 35.081388888)
Maroc,Bab Boudir,Point(-4.120277777 34.069722222)
Maroc,Boumerieme,Point(-3.7875 32.6825) | Point(-3.65264 32.81248)
Maroc,Majmaa Tolba,Point(-6.066388888 33.796388888)
Maroc,Oulad Sidi Abdelhakem,Point(-1.7025 34.043611111)
Maroc,Sidi Allal Lamsadder,Point(-6.150277777 33.889722222)
Maroc,Sidi El Jazouli,Point(-9.5625 31.295833333)
Maroc,Sidi Lamine,Point(-6.05 32.9)
Maroc,Tazouta,Point(-4.63333 33.6667)
Maroc,Village d'Elhri,Point(-6.31667 32.4167) | Point(-5.58515 32.83497)
Maroc,Sidi Ali,Point(-4.697222222 30.665833333)
Maroc,Bir Mezoui,Point(-6.77272 32.85764) | Point(-6.681388888 32.901944444)
Maroc,Bir Tam Tam,Point(-4.63972222 33.98305556)
Maroc,Bitit,Point(-5.125 33.810277777)
Maroc,Bni Said,Point(-5.1811 35.41878) | Point(-5.153888888 35.395555555)
Maroc,Bni Smir,Point(-6.60162 32.78658) | Point(-6.658055555 32.858055555)
Maroc,Bni Snous,Point(-5.1925 34.349166666)
Maroc,Laajajra,Point(-5.124722222 34.206388888)
Maroc,Mikkes,Point(-5.331944444 34.133888888)
Maroc,Moulay Abdelkrim,Point(-5.242222222 34.483888888)
Maroc,Oulad Amghar,Point(-3.65 35.25)
Maroc,Sahel Chamali,Point(-6.04368 35.3878) | Point(-6.037777777 35.364722222)
Maroc,Sebaa Rouadi,Point(-5.137222222 34.037777777)
Maroc,Sidi Ahmed Ou Moussa,Point(-9.449195 29.557945)
Maroc,Tatoft,Point(-5.770555555 35.033888888)
Maroc,Zaitoune,Point(-5.340833333 35.521388888)
Maroc,Zaouiat Sidi Kacem,Point(-5.218333333 35.533888888)
Maroc,Ras el Oued,Point(-4.0 34.15) | Point(-4.507222222 34.390277777)
Maroc,Oudka,Point(-4.906666666 34.675)
Maroc,Tizgane,Point(-5.069444444 35.413611111)
Maroc,Ounnana,Point(-5.331388888 34.692777777)
Maroc,Asni,Point(-7.97916667 31.25)
Maroc,Zaaroura,Point(-5.66667 35.2167)
Maroc,Taounza,Point(-6.6025 32.094444444)
Maroc,Assebbab,Point(-3.08333333 35.13333333)
Maroc,Barkine,Point(-3.843888888 33.933055555)
Maroc,Bni Sidel Louta,Point(-3.065555555 35.106944444)
Maroc,Rouadi,Point(-4.134722222 35.140277777)
Maroc,Ras Laksar,Point(-3.749444444 33.981944444)
Maroc,Semguet,Point(-6.186944444 32.551388888)
Maroc,Sidi Boutmim,Point(-4.293055555 34.943888888)
Maroc,Aghouatim,Point(-7.93 31.41)
Maroc,Gzenaya Al Janoubia,Point(-3.863888888 34.623611111)
Maroc,Jbarna,Point(-3.911666666 34.493888888)
Maroc,Ouizeght,Point(-3.58138889 33.39527778)
Maroc,Sti Fadma,Point(-7.67583333 31.22555556)
Maroc,Zerkten,Point(-7.4 31.45) | Point(-7.39224 31.4447)
Maroc,Zghira,Point(-5.215833333 34.636944444)
Maroc,Tabant,Point(-6.42 31.65805556)
Maroc,Tamorot,Point(-4.78333 34.9333)
Maroc,Anjra,Point(-5.511111111 35.664166666)
Maroc,Ktaoua,Point(-5.27784 30.11274) | Point(-5.295833333 30.127222222)
Maroc,Zarkt,Point(-4.280277777 34.881944444)
Maroc,Sidi Kacem,Point(-5.7 34.21)
Maroc,Al Oued,Point(-5.231666666 35.263888888)
Maroc,Bni Leit,Point(-5.396944444 35.295)
Maroc,Dar bouazza,Point(-7.816388888 33.521666666)
Maroc,Dar Chaoui,Point(-5.73889 35.5417) | Point(-5.76353 35.57723)
Maroc,Foum Oudi,Point(-6.427777777 32.277777777)
Maroc,Outabouabane,Point(-4.413888888 34.260555555)
Maroc,Sidi Yahya Bni Zeroual,Point(-4.990555555 34.702777777)
Maroc,Tachrafat,Point(-6.473055555 32.833055555)
Maroc,Bhalil,Point(-4.86666667 33.85)
Maroc,Belyounech,Point(-5.392297439 35.904657997)
Maroc,Azilal,Point(-6.56 31.96)
Maroc,Tazenakht,Point(-7.20277778 30.57361111)
Maroc,Tarfaya,Point(-12.931666666 27.913333333)
Maroc,Aïn Chaïr,Point(-2.519805555 32.214027777)
Maroc,Oulad Ftata,Point(-6.6575 33.188611111)
Maroc,Ain Maatouf,Point(-4.556666666 34.435277777)
Maroc,Bni Selmane,Point(-4.968888888 35.113611111) | Point(-5.01727 35.16425)
Maroc,El Ganzra,Point(-5.927222222 34.041944444)
Maroc,Fennassa Bab El Hit,Point(-4.416944444 34.611111111)
Maroc,Kasbat Troch,Point(-6.59218 32.94085) | Point(-6.578333333 32.938055555)
Maroc,Messassa,Point(-4.533611111 34.280277777)
Maroc,Sidi El Abed,Point(-5.075833333 34.332777777)
Maroc,Sidi Haj M'Hamed,Point(-5.011944444 34.742222222)
Maroc,Tafraout,Point(-8.966666666 29.716666666)
Maroc,Ait Ichou,Point(-6.051388888 33.554166666)
Maroc,Ben Smim,Point(-5.20804 33.46891) | Point(-5.186666666 33.502777777)
Maroc,Bouchfaa,Point(-4.293888888 34.101388888)
Maroc,Sfassif,Point(-5.806666666 33.896111111)
Maroc,Sidi Boukhalkhal,Point(-6.40033 34.06935)
Maroc,Sidi Boulenouar,Point(-2.165833333 34.505277777)
Maroc,Tigrigra,Point(-5.2575 33.418055555) | Point(-5.36306 33.47166)
Maroc,Bni Marghnine,Point(-3.565277777 35.181666666)
Maroc,Houara Oulad Raho,Point(-3.226666666 34.144722222)
Maroc,Oulad Daoud Zkhanine,Point(-2.505 34.962777777)
Maroc,Tarmigt,Point(-6.902777777 30.896111111)
Maroc,Al Hamra,Point(-5.356944444 35.319166666)
Maroc,Al Kharroub,Point(-5.727777777 35.396666666)
Maroc,Boukhrisse,Point(-6.18086 32.85113) | Point(-6.111666666 32.866944444)
Maroc,Chtouka,Point(-8.165277777 33.313333333)
Maroc,Khlalfa,Point(-4.6275 34.6725)
Maroc,Saddina,Point(-5.488611111 35.663333333)
Maroc,Sahtryine,Point(-5.469722222 35.558611111)
Maroc,Tamchachate,Point(-5.666111111 33.512777777)
Maroc,Tidili Fetouaka,Point(-7.193611111 31.728611111)
Maroc,Timezgana,Point(-4.73333 34.5833)
Maroc,Ain Chkef,Point(-5.028055555 33.963611111)
Maroc,Kandar Sidi Khiar,Point(-4.959444444 33.778333333)
Maroc,Mallalienne,Point(-5.341388888 35.626388888)
Maroc,Mestferki,Point(-2.26708 34.48613) | Point(-2.243611111 34.476944444)
Maroc,Al Ouidane,Point(-7.808333333 31.576944444)
Maroc,Ouahat Sidi Brahim,Point(-7.997222222 31.713888888)
Maroc,Ida Ou Gougmar,Point(-9.31495 29.544241)
Maroc,Ayacha,Point(-5.83333 35.383)
Maroc,Aquouass Briech,Point(-5.996666666 35.540555555)
Maroc,Arbaa Sahel,Point(-9.87699 29.599344)
Maroc,El Borj,Point(-5.630833333 33.012222222)
Maroc,Oulad Aissa,Point(-6.434166666 32.946388888)
Maroc,Oulad Ali Mansour,Point(-5.229722222 35.378611111)
Maroc,Oulad Dahou,Point(-9.320277777 30.376111111)
Maroc,Oum El Guerdane,Point(-7.958055555 29.651666666)
Maroc,Rghioua,Point(-4.584444444 34.568333333)
Maroc,Tabouda,Point(-5.13333 34.7167)
Maroc,Tarsouat,Point(-9.03333 29.6)
Maroc,Tazroute,Point(-5.545277777 35.263055555)
Maroc,Zouada,Point(-6.0224 35.0546)
Maroc,Aïn Bida,Point(-4.893055555 33.985555555)
Maroc,Kalaat Bouqorra,Point(-5.25172 35.754)
Maroc,Oued Jemaa,Point(-4.783333333 34.26)
Maroc,Amerzgane,Point(-7.21667 31.05)
Maroc,Tahla,Point(-4.42889 34.0476) | Point(-4.42 34.05)
Maroc,M'Hajer,Point(-3.491666666 35.116944444)
Maroc,Ait Oumdis,Point(-7.053055555 31.495833333)
Maroc,Imouzzer des Ida-Outanane,Point(-9.56236 30.67401) | Point(-9.48286 30.67995)
Maroc,Ait Siberne,Point(-5.927222222 33.888888888)
Maroc,Tiddas,Point(-6.265833333 33.566666666)
