leonoreid,bnfids,uribnf
LH/419/98,15495713w,https://data.bnf.fr/ark:/12148/cb15495713w
19800035/96/12025,124071630,https://data.bnf.fr/ark:/12148/cb124071630
LH/1686/12,124335941,https://data.bnf.fr/ark:/12148/cb124335941
LH/1585/31,15753846b,https://data.bnf.fr/ark:/12148/cb15753846b
LH/560/12,17027558x,https://data.bnf.fr/ark:/12148/cb17027558x
LH/1514/85,16214913b,https://data.bnf.fr/ark:/12148/cb16214913b
LH/695/12,106670453,https://data.bnf.fr/ark:/12148/cb106670453
LH/2488/6,12507918j,https://data.bnf.fr/ark:/12148/cb12507918j
LH/1670/34,119056748,https://data.bnf.fr/ark:/12148/cb119056748
LH/1788/29,14820153c,https://data.bnf.fr/ark:/12148/cb14820153c
LH/1930/15,13756503p,https://data.bnf.fr/ark:/12148/cb13756503p
LH/1675/69,15511194m,https://data.bnf.fr/ark:/12148/cb15511194m
19800035/1192/37869,146475359,https://data.bnf.fr/ark:/12148/cb146475359
LH/1500/81,14906637q,https://data.bnf.fr/ark:/12148/cb14906637q
LH/389/51,12408356h,https://data.bnf.fr/ark:/12148/cb12408356h
LH/586/55,121099635,https://data.bnf.fr/ark:/12148/cb121099635
LH/2328/5,150139515,https://data.bnf.fr/ark:/12148/cb150139515
LH/2313/57,12365535f,https://data.bnf.fr/ark:/12148/cb12365535f
LH/2394/46,123351571,https://data.bnf.fr/ark:/12148/cb123351571
LH/1776/32,14748997c,https://data.bnf.fr/ark:/12148/cb14748997c
LH/928/47,14005799r,https://data.bnf.fr/ark:/12148/cb14005799r
19800035/308/41540,126309179,https://data.bnf.fr/ark:/12148/cb126309179
LH/1402/4,124492251,https://data.bnf.fr/ark:/12148/cb124492251
19800035/210/27528,106712593,https://data.bnf.fr/ark:/12148/cb106712593
LH/2543/41,13003379d,https://data.bnf.fr/ark:/12148/cb13003379d
LH/1395/38,16666259x,https://data.bnf.fr/ark:/12148/cb16666259x
LH/2427/27,12193223d,https://data.bnf.fr/ark:/12148/cb12193223d
LH/2222/71,12111907z,https://data.bnf.fr/ark:/12148/cb12111907z
19800035/971/12600,137573699,https://data.bnf.fr/ark:/12148/cb137573699
LH/1039/57,131640855,https://data.bnf.fr/ark:/12148/cb131640855
LH/1589/42,12562007f,https://data.bnf.fr/ark:/12148/cb12562007f
LH/425/26,104648964,https://data.bnf.fr/ark:/12148/cb104648964
LH/494/69,14971519r,https://data.bnf.fr/ark:/12148/cb14971519r
LH/1664/56,14473572t |149190041,https://data.bnf.fr/ark:/12148/cb14473572t | https://data.bnf.fr/ark:/12148/cb149190041
LH/2249/6,12953354h,https://data.bnf.fr/ark:/12148/cb12953354h
LH/2098/65,125374550,https://data.bnf.fr/ark:/12148/cb125374550
19800035/1173/35854,120132316,https://data.bnf.fr/ark:/12148/cb120132316
19800035/450/60277,124225321 |153006648,https://data.bnf.fr/ark:/12148/cb124225321 | https://data.bnf.fr/ark:/12148/cb153006648
LH/184/54,11891327n,https://data.bnf.fr/ark:/12148/cb11891327n
LH/2387/5,14928904g,https://data.bnf.fr/ark:/12148/cb14928904g
LH/1736/25,120014552,https://data.bnf.fr/ark:/12148/cb120014552
LH/1729/66,17036085d,https://data.bnf.fr/ark:/12148/cb17036085d
LH/193/56,10734104m,https://data.bnf.fr/ark:/12148/cb10734104m
LH/1054/17,161788493,https://data.bnf.fr/ark:/12148/cb161788493
19800035/1322/53089,12463230k,https://data.bnf.fr/ark:/12148/cb12463230k
19800035/132/16655,113338591,https://data.bnf.fr/ark:/12148/cb113338591
LH/1468/91,12746934q,https://data.bnf.fr/ark:/12148/cb12746934q
LH/1027/80,170420442,https://data.bnf.fr/ark:/12148/cb170420442
LH/787/1,13321068c,https://data.bnf.fr/ark:/12148/cb13321068c
LH/217/5,14790825b,https://data.bnf.fr/ark:/12148/cb14790825b
LH/1508/34,12769432s,https://data.bnf.fr/ark:/12148/cb12769432s
LH/274/9,145266828,https://data.bnf.fr/ark:/12148/cb145266828
LH/2505/70,17007606j,https://data.bnf.fr/ark:/12148/cb17007606j
LH/378/58,118901046,https://data.bnf.fr/ark:/12148/cb118901046
LH/21/75,10743389b,https://data.bnf.fr/ark:/12148/cb10743389b
LH/372/27,107272241,https://data.bnf.fr/ark:/12148/cb107272241
LH/722/14,10659173w,https://data.bnf.fr/ark:/12148/cb10659173w
LH/1136/56,105000799,https://data.bnf.fr/ark:/12148/cb105000799
LH/83/10,16297423n,https://data.bnf.fr/ark:/12148/cb16297423n
LH/370/8,112639185,https://data.bnf.fr/ark:/12148/cb112639185
LH/1033/83,13210522t,https://data.bnf.fr/ark:/12148/cb13210522t
LH/1542/10,107798157,https://data.bnf.fr/ark:/12148/cb107798157
LH/1675/19,106193174,https://data.bnf.fr/ark:/12148/cb106193174
LH/302/60,13598774q,https://data.bnf.fr/ark:/12148/cb13598774q
LH/1659/43,10726112h,https://data.bnf.fr/ark:/12148/cb10726112h
LH/1963/44,12005964c,https://data.bnf.fr/ark:/12148/cb12005964c
LH/54/27,150679081,https://data.bnf.fr/ark:/12148/cb150679081
LH/127/21,11146435h,https://data.bnf.fr/ark:/12148/cb11146435h
LH/135/63,11812758m,https://data.bnf.fr/ark:/12148/cb11812758m
LH/282/5,152948080,https://data.bnf.fr/ark:/12148/cb152948080
LH/288/92,166650412,https://data.bnf.fr/ark:/12148/cb166650412
LH/306/120,11169901q,https://data.bnf.fr/ark:/12148/cb11169901q
LH/469/47,16102590t,https://data.bnf.fr/ark:/12148/cb16102590t
19800035/1426/64965,12617359v,https://data.bnf.fr/ark:/12148/cb12617359v
19800035/315/42450,13080642t,https://data.bnf.fr/ark:/12148/cb13080642t
19800035/110/13801,16102925g,https://data.bnf.fr/ark:/12148/cb16102925g
19800035/560/63813,13211526f,https://data.bnf.fr/ark:/12148/cb13211526f
19800035/567/64531,165695490,https://data.bnf.fr/ark:/12148/cb165695490
LH/2429/44,129984288,https://data.bnf.fr/ark:/12148/cb129984288
LH/2285/20,152922828,https://data.bnf.fr/ark:/12148/cb152922828
LH/507/10,103896365,https://data.bnf.fr/ark:/12148/cb103896365
LH/582/2,169329840,https://data.bnf.fr/ark:/12148/cb169329840
LH/857/23,15024020v,https://data.bnf.fr/ark:/12148/cb15024020v
LH/942/44,13501468d,https://data.bnf.fr/ark:/12148/cb13501468d
LH/1015/40,13165134s,https://data.bnf.fr/ark:/12148/cb13165134s
LH/1151/9,157960727,https://data.bnf.fr/ark:/12148/cb157960727
LH/1382/22,13210924m,https://data.bnf.fr/ark:/12148/cb13210924m
LH/1588/2,12433811b,https://data.bnf.fr/ark:/12148/cb12433811b
LH/1552/49,14490241d,https://data.bnf.fr/ark:/12148/cb14490241d
LH/2594/72,10689957g,https://data.bnf.fr/ark:/12148/cb10689957g
LH/1193/64,10717376b,https://data.bnf.fr/ark:/12148/cb10717376b
LH/655/18,12365596n,https://data.bnf.fr/ark:/12148/cb12365596n
LH/2752/7,10540939c,https://data.bnf.fr/ark:/12148/cb10540939c
LH/1261/56,10640234w,https://data.bnf.fr/ark:/12148/cb10640234w
LH/1674/41,10712198w,https://data.bnf.fr/ark:/12148/cb10712198w
LH/2382/3,10483479m,https://data.bnf.fr/ark:/12148/cb10483479m
LH/4/78,123939094,https://data.bnf.fr/ark:/12148/cb123939094
LH/1921/8,12981348q,https://data.bnf.fr/ark:/12148/cb12981348q
19800035/233/30929,14986628d,https://data.bnf.fr/ark:/12148/cb14986628d
19800035/868/1987,10804505m |11103605k,https://data.bnf.fr/ark:/12148/cb10804505m | https://data.bnf.fr/ark:/12148/cb11103605k
19800035/1177/36340,10393695f,https://data.bnf.fr/ark:/12148/cb10393695f
LH/1642/30,13014295t,https://data.bnf.fr/ark:/12148/cb13014295t
LH/242/49,12276107c,https://data.bnf.fr/ark:/12148/cb12276107c
LH/1032/34,12789166p,https://data.bnf.fr/ark:/12148/cb12789166p
LH/1131/5,14524580t,https://data.bnf.fr/ark:/12148/cb14524580t
LH/1982/4,122059176,https://data.bnf.fr/ark:/12148/cb122059176
LH/1562/52,167446955,https://data.bnf.fr/ark:/12148/cb167446955
LH/521/22,12988754f,https://data.bnf.fr/ark:/12148/cb12988754f
LH/410/2,103455332,https://data.bnf.fr/ark:/12148/cb103455332
LH/1000/63,10434461r,https://data.bnf.fr/ark:/12148/cb10434461r
LH/784/47,15317118m,https://data.bnf.fr/ark:/12148/cb15317118m
19800035/213/27913,10303699z,https://data.bnf.fr/ark:/12148/cb10303699z
19800035/1344/55791,12815425p,https://data.bnf.fr/ark:/12148/cb12815425p
LH/2310/23,12634711n,https://data.bnf.fr/ark:/12148/cb12634711n
19800035/362/48613,12737270p,https://data.bnf.fr/ark:/12148/cb12737270p
LH/2744/9,124595837,https://data.bnf.fr/ark:/12148/cb124595837
LH/1094/53,149745571,https://data.bnf.fr/ark:/12148/cb149745571
LH/1145/37,14965811k,https://data.bnf.fr/ark:/12148/cb14965811k
LH/99/70,148471675,https://data.bnf.fr/ark:/12148/cb148471675
LH/1547/72,11899922h,https://data.bnf.fr/ark:/12148/cb11899922h
LH/1127/13,13420763h,https://data.bnf.fr/ark:/12148/cb13420763h
19800035/409/54784,16719593s,https://data.bnf.fr/ark:/12148/cb16719593s
LH/1013/63,119032631,https://data.bnf.fr/ark:/12148/cb119032631
LH/1711/31,15365417n,https://data.bnf.fr/ark:/12148/cb15365417n
LH/1613/5,13305467p,https://data.bnf.fr/ark:/12148/cb13305467p
19800035/1059/21937,149306983,https://data.bnf.fr/ark:/12148/cb149306983
LH/1650/53,106987556,https://data.bnf.fr/ark:/12148/cb106987556
LH/2626/29,12087923x,https://data.bnf.fr/ark:/12148/cb12087923x
LH/2493/61,119243362,https://data.bnf.fr/ark:/12148/cb119243362
19800035/332/44671,121604886,https://data.bnf.fr/ark:/12148/cb121604886
LH/2751/91,12990564g,https://data.bnf.fr/ark:/12148/cb12990564g
19800035/389/52136,130041700,https://data.bnf.fr/ark:/12148/cb130041700
19800035/447/59782,12556459j,https://data.bnf.fr/ark:/12148/cb12556459j
LH/1143/52,124629726,https://data.bnf.fr/ark:/12148/cb124629726
LH/1224/56,149752819,https://data.bnf.fr/ark:/12148/cb149752819
LH/1222/74,10731617m,https://data.bnf.fr/ark:/12148/cb10731617m
LH/1061/31,149743862,https://data.bnf.fr/ark:/12148/cb149743862
19800035/1352/56689,11327282n,https://data.bnf.fr/ark:/12148/cb11327282n
LH/1298/14,14616004s,https://data.bnf.fr/ark:/12148/cb14616004s
19800035/1286/48588,12284722n,https://data.bnf.fr/ark:/12148/cb12284722n
19800035/693/79279,17133701x,https://data.bnf.fr/ark:/12148/cb17133701x
LH/2348/4,10698627p,https://data.bnf.fr/ark:/12148/cb10698627p
LH/2633/5,149560400,https://data.bnf.fr/ark:/12148/cb149560400
LH/982/61,10718866n,https://data.bnf.fr/ark:/12148/cb10718866n
19800035/852/302,10882731w,https://data.bnf.fr/ark:/12148/cb10882731w
C/0/55,102133844,https://data.bnf.fr/ark:/12148/cb102133844
LH/1350/33,146529838,https://data.bnf.fr/ark:/12148/cb146529838
LH/2683/35,10637427n,https://data.bnf.fr/ark:/12148/cb10637427n
19800035/189/24609,16030665v,https://data.bnf.fr/ark:/12148/cb16030665v
LH/483/45,12695427p,https://data.bnf.fr/ark:/12148/cb12695427p
LH/2667/54,12981179f,https://data.bnf.fr/ark:/12148/cb12981179f
LH/2463/9,12136710x,https://data.bnf.fr/ark:/12148/cb12136710x
LH/750/90,16258055k,https://data.bnf.fr/ark:/12148/cb16258055k
LH/1638/32,10362024d,https://data.bnf.fr/ark:/12148/cb10362024d
LH/62/62,169721880,https://data.bnf.fr/ark:/12148/cb169721880
LH/2716/2,10526171p |136036480,https://data.bnf.fr/ark:/12148/cb10526171p | https://data.bnf.fr/ark:/12148/cb136036480
19800035/179/23100,12624417p,https://data.bnf.fr/ark:/12148/cb12624417p
19800035/369/49529,12190557t,https://data.bnf.fr/ark:/12148/cb12190557t
LH/9/22,12464701m,https://data.bnf.fr/ark:/12148/cb12464701m
LH/1029/18,10629382s,https://data.bnf.fr/ark:/12148/cb10629382s
LH/2272/87,10412613j,https://data.bnf.fr/ark:/12148/cb10412613j
LH/737/20,107206682,https://data.bnf.fr/ark:/12148/cb107206682
LH/1947/72,11959745z,https://data.bnf.fr/ark:/12148/cb11959745z
LH/196/3,14523815z,https://data.bnf.fr/ark:/12148/cb14523815z
LH/2111/49,12630927m,https://data.bnf.fr/ark:/12148/cb12630927m
19800035/38/4773,10607276p,https://data.bnf.fr/ark:/12148/cb10607276p
19800035/271/36206,12384706k,https://data.bnf.fr/ark:/12148/cb12384706k
LH/656/12,14007013r,https://data.bnf.fr/ark:/12148/cb14007013r
19800035/252/33581,11234854c |153680921,https://data.bnf.fr/ark:/12148/cb11234854c | https://data.bnf.fr/ark:/12148/cb153680921
19800035/743/84311,10993049n,https://data.bnf.fr/ark:/12148/cb10993049n
LH/982/31,106987556,https://data.bnf.fr/ark:/12148/cb106987556
LH/1132/5,129889300,https://data.bnf.fr/ark:/12148/cb129889300
LH/325/72,10387522q,https://data.bnf.fr/ark:/12148/cb10387522q
LH/111/86,12401731k,https://data.bnf.fr/ark:/12148/cb12401731k
LH/139/34,103423882,https://data.bnf.fr/ark:/12148/cb103423882
LH/263/65,103435896,https://data.bnf.fr/ark:/12148/cb103435896
LH/348/65,128635841,https://data.bnf.fr/ark:/12148/cb128635841
19800035/1480/71833,11141541h,https://data.bnf.fr/ark:/12148/cb11141541h
LH/1582/9,11141541h,https://data.bnf.fr/ark:/12148/cb11141541h
LH/447/11,125953157,https://data.bnf.fr/ark:/12148/cb125953157
LH/478/43,12276364r,https://data.bnf.fr/ark:/12148/cb12276364r
LH/693/23,12815444z,https://data.bnf.fr/ark:/12148/cb12815444z
19800035/542/62059,13487575w,https://data.bnf.fr/ark:/12148/cb13487575w
LH/25/17,12993769g,https://data.bnf.fr/ark:/12148/cb12993769g
LH/1394/24,170974343,https://data.bnf.fr/ark:/12148/cb170974343
19800035/743/84394,110070558,https://data.bnf.fr/ark:/12148/cb110070558
LH/1475/56,128862981,https://data.bnf.fr/ark:/12148/cb128862981
LH/2286/39,12398595n,https://data.bnf.fr/ark:/12148/cb12398595n
LH/2387/14,14534987j,https://data.bnf.fr/ark:/12148/cb14534987j
LH/2473/56,12395907x,https://data.bnf.fr/ark:/12148/cb12395907x
LH/2533/34,106714000,https://data.bnf.fr/ark:/12148/cb106714000
LH/1524/7,12544308p,https://data.bnf.fr/ark:/12148/cb12544308p
LH/2050/48,118983338,https://data.bnf.fr/ark:/12148/cb118983338
LH/1513/39,12966736m,https://data.bnf.fr/ark:/12148/cb12966736m
19800035/192/25018,12117808g,https://data.bnf.fr/ark:/12148/cb12117808g
LH/2057/22,104098994,https://data.bnf.fr/ark:/12148/cb104098994
LH/2231/16,12153284s,https://data.bnf.fr/ark:/12148/cb12153284s
LH/1962/33,12185778b,https://data.bnf.fr/ark:/12148/cb12185778b
LH/1334/38,12758746v,https://data.bnf.fr/ark:/12148/cb12758746v
19800035/707/80610,123354973,https://data.bnf.fr/ark:/12148/cb123354973
LH/996/4,12746971x,https://data.bnf.fr/ark:/12148/cb12746971x
LH/1471/69,12662115h,https://data.bnf.fr/ark:/12148/cb12662115h
LH/518/21,12459846v,https://data.bnf.fr/ark:/12148/cb12459846v
LH/1131/54,107274504,https://data.bnf.fr/ark:/12148/cb107274504
LH/1648/33,10279103f,https://data.bnf.fr/ark:/12148/cb10279103f
19800035/108/13642,17814616q,https://data.bnf.fr/ark:/12148/cb17814616q
LH/988/41,12549912s,https://data.bnf.fr/ark:/12148/cb12549912s
LH/1389/56,121156747,https://data.bnf.fr/ark:/12148/cb121156747
LH/2219/21,13603642x,https://data.bnf.fr/ark:/12148/cb13603642x
LH/180/52,13771863k,https://data.bnf.fr/ark:/12148/cb13771863k
LH/1381/46,10502712f,https://data.bnf.fr/ark:/12148/cb10502712f
LH/1503/45,119113662,https://data.bnf.fr/ark:/12148/cb119113662
LH/1538/71,10734483k,https://data.bnf.fr/ark:/12148/cb10734483k
LH/1823/22,10506646f,https://data.bnf.fr/ark:/12148/cb10506646f
LH/2687/27,16749621t,https://data.bnf.fr/ark:/12148/cb16749621t
LH/930/56,13612506r,https://data.bnf.fr/ark:/12148/cb13612506r
19800035/66/8179,12470327f,https://data.bnf.fr/ark:/12148/cb12470327f
LH/2002/46,12628606j,https://data.bnf.fr/ark:/12148/cb12628606j
19800035/192/24963,17160963x,https://data.bnf.fr/ark:/12148/cb17160963x
19800035/1363/57617,126221506,https://data.bnf.fr/ark:/12148/cb126221506
19800035/242/32216,14970316x,https://data.bnf.fr/ark:/12148/cb14970316x
19800035/67/8216,131782569 |14972994v,https://data.bnf.fr/ark:/12148/cb131782569 | https://data.bnf.fr/ark:/12148/cb14972994v
19800035/1481/72077,12241850m,https://data.bnf.fr/ark:/12148/cb12241850m
LH/1259/3,14849055c,https://data.bnf.fr/ark:/12148/cb14849055c
19800035/1204/39150,165884623,https://data.bnf.fr/ark:/12148/cb165884623
19800035/1201/38850,169766274,https://data.bnf.fr/ark:/12148/cb169766274
19800035/253/33790,10778333j |14970252h,https://data.bnf.fr/ark:/12148/cb10778333j | https://data.bnf.fr/ark:/12148/cb14970252h
LH/2582/59,12779157h,https://data.bnf.fr/ark:/12148/cb12779157h
19800035/722/82119,13388059b,https://data.bnf.fr/ark:/12148/cb13388059b
LH/2282/40,13011330s,https://data.bnf.fr/ark:/12148/cb13011330s
LH/899/56,17794952w,https://data.bnf.fr/ark:/12148/cb17794952w
19800035/693/79257,11911900s,https://data.bnf.fr/ark:/12148/cb11911900s
LH/1871/50,10589985j,https://data.bnf.fr/ark:/12148/cb10589985j
LH/7/47,14065307d,https://data.bnf.fr/ark:/12148/cb14065307d
LH/277/71,170375135,https://data.bnf.fr/ark:/12148/cb170375135
19800035/243/32269,10649555v,https://data.bnf.fr/ark:/12148/cb10649555v
LH/661/49,13089052n,https://data.bnf.fr/ark:/12148/cb13089052n
LH/1225/30,10696987w,https://data.bnf.fr/ark:/12148/cb10696987w
LH/102/62,13480314f |15288866x,https://data.bnf.fr/ark:/12148/cb13480314f | https://data.bnf.fr/ark:/12148/cb15288866x
LH/1290/62,12488979g,https://data.bnf.fr/ark:/12148/cb12488979g
LH/2397/28,125348979,https://data.bnf.fr/ark:/12148/cb125348979
LH/1793/72,14913624v,https://data.bnf.fr/ark:/12148/cb14913624v
LH/2081/46,12347080z,https://data.bnf.fr/ark:/12148/cb12347080z
19800035/448/59964,11032274h |177823338,https://data.bnf.fr/ark:/12148/cb11032274h | https://data.bnf.fr/ark:/12148/cb177823338
LH/2530/73,12532813z,https://data.bnf.fr/ark:/12148/cb12532813z
19800035/952/10609,12195962q,https://data.bnf.fr/ark:/12148/cb12195962q
19800035/348/46855,12889625n,https://data.bnf.fr/ark:/12148/cb12889625n
LH/799/71,16513424w,https://data.bnf.fr/ark:/12148/cb16513424w
19800035/1453/67999,12406046w,https://data.bnf.fr/ark:/12148/cb12406046w
LH/542/35,12483336b,https://data.bnf.fr/ark:/12148/cb12483336b
19800035/847/97039,150700605,https://data.bnf.fr/ark:/12148/cb150700605
LH/1170/59,12519637p,https://data.bnf.fr/ark:/12148/cb12519637p
LH/622/58,14972017x,https://data.bnf.fr/ark:/12148/cb14972017x
LH/638/83,14972097d,https://data.bnf.fr/ark:/12148/cb14972097d
LH/903/45,10498484m,https://data.bnf.fr/ark:/12148/cb10498484m
LH/2041/26,12629678n,https://data.bnf.fr/ark:/12148/cb12629678n
19800035/749/84945,11922232x,https://data.bnf.fr/ark:/12148/cb11922232x
19800035/750/85078,16933672d,https://data.bnf.fr/ark:/12148/cb16933672d
LH/1719/10,123372046,https://data.bnf.fr/ark:/12148/cb123372046
LH/2392/57,106987169,https://data.bnf.fr/ark:/12148/cb106987169
C/0/34,125726199,https://data.bnf.fr/ark:/12148/cb125726199
LH/1937/15,178126732,https://data.bnf.fr/ark:/12148/cb178126732
19800035/543/62107,110607203,https://data.bnf.fr/ark:/12148/cb110607203
LH/410/100,111970946 |125620392,https://data.bnf.fr/ark:/12148/cb111970946 | https://data.bnf.fr/ark:/12148/cb125620392
19800035/213/27994,127300933,https://data.bnf.fr/ark:/12148/cb127300933
19800035/580/65835,14672793f,https://data.bnf.fr/ark:/12148/cb14672793f
LH/1177/14,16582393n,https://data.bnf.fr/ark:/12148/cb16582393n
19800035/738/83792,13015001b,https://data.bnf.fr/ark:/12148/cb13015001b
LH/1231/2,11906305v,https://data.bnf.fr/ark:/12148/cb11906305v
LH/2663/36,132123531,https://data.bnf.fr/ark:/12148/cb132123531
LH/1103/35,15598771z,https://data.bnf.fr/ark:/12148/cb15598771z
19800035/264/35281,138936842,https://data.bnf.fr/ark:/12148/cb138936842
LH/1070/21,166045967,https://data.bnf.fr/ark:/12148/cb166045967
19800035/211/27725,16605178f,https://data.bnf.fr/ark:/12148/cb16605178f
19800035/400/53549,126173784,https://data.bnf.fr/ark:/12148/cb126173784
LH/1280/35,130849100,https://data.bnf.fr/ark:/12148/cb130849100
LH/1616/89,17756916p,https://data.bnf.fr/ark:/12148/cb17756916p
LH/960/34,14891608m,https://data.bnf.fr/ark:/12148/cb14891608m
LH/1799/20,12539113q,https://data.bnf.fr/ark:/12148/cb12539113q
19800035/567/64564,105323092,https://data.bnf.fr/ark:/12148/cb105323092
19800035/185/24108,119205370,https://data.bnf.fr/ark:/12148/cb119205370
19800035/340/45827,11620703q,https://data.bnf.fr/ark:/12148/cb11620703q
19800035/735/83440,127285309,https://data.bnf.fr/ark:/12148/cb127285309
LH/762/32,122352276,https://data.bnf.fr/ark:/12148/cb122352276
19800035/0103/12906,15107508v,https://data.bnf.fr/ark:/12148/cb15107508v
LH/84/59,122451123,https://data.bnf.fr/ark:/12148/cb122451123
LH/758/7,12172286n,https://data.bnf.fr/ark:/12148/cb12172286n
LH/776/74,107113866,https://data.bnf.fr/ark:/12148/cb107113866
LH/623/52,118980741,https://data.bnf.fr/ark:/12148/cb118980741
LH/589/97,161815531,https://data.bnf.fr/ark:/12148/cb161815531
LH/983/10,121710369,https://data.bnf.fr/ark:/12148/cb121710369
LH/773/50,12115435s,https://data.bnf.fr/ark:/12148/cb12115435s
LH/466/35,105218911,https://data.bnf.fr/ark:/12148/cb105218911
LH/438/48,12115194g,https://data.bnf.fr/ark:/12148/cb12115194g
LH/513/60,12099989j,https://data.bnf.fr/ark:/12148/cb12099989j
LH/720/18,125301513,https://data.bnf.fr/ark:/12148/cb125301513
LH/720/19,125301513,https://data.bnf.fr/ark:/12148/cb125301513
LH/875/52,11314213w,https://data.bnf.fr/ark:/12148/cb11314213w
LH/875/60,11314213w,https://data.bnf.fr/ark:/12148/cb11314213w
LH/687/20,105661616,https://data.bnf.fr/ark:/12148/cb105661616
LH/2727/22,10695392k,https://data.bnf.fr/ark:/12148/cb10695392k
LH/638/19,130116580,https://data.bnf.fr/ark:/12148/cb130116580
LH/689/13,11899138p,https://data.bnf.fr/ark:/12148/cb11899138p
LH/2661/17,10624667h,https://data.bnf.fr/ark:/12148/cb10624667h
19800035/54/6569,11044422h,https://data.bnf.fr/ark:/12148/cb11044422h
LH/293/3,12135605t,https://data.bnf.fr/ark:/12148/cb12135605t
