leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
19800035/551/62902,1863-12-10T00:00:00Z,Liège,Point(5.570555555 50.639722222),1926-09-03T00:00:00Z,Montreux,Point(6.916666666 46.433333333)
LH/2/26,1808-09-06T00:00:00Z,Mascara,Point(0.133333333 35.4),1883-05-26T00:00:00Z,Damas,Point(36.291944444 33.513055555)
LH/1177/67,,,,1893-10-18T00:00:00Z,Saint-Cloud,Point(2.215277777 48.846388888)
LH/2285/49,1810-07-21T00:00:00Z,Aix-la-Chapelle,Point(6.083788 50.776207),1878-01-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/369/64,1824-06-28T00:00:00Z,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555),1880-07-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2165/73,1745-04-20T00:00:00Z,Jonquières,Point(2.125555555 43.649166666),1826-10-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/161/20663,1860-06-25T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1956-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1775/32,1846-06-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1916-06-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1899/55,1770-03-07T00:00:00Z,Hayange,Point(6.061944444 49.329722222),1849-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1096/25811,1903-05-08T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1971-02-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2460/35,1856-04-06T00:00:00Z,Carcassonne,Point(2.351388888 43.215833333),1929-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1003/68,1775-08-31T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1849-06-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/668/20,1761-08-18T00:00:00Z,Boulogne-sur-Mer,Point(1.613888888 50.725555555),1840-06-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/668/20,1761-08-18T00:00:00Z,Boulogne-sur-Mer,Point(1.613888888 50.725555555),1840-06-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1969/60,1810-12-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-05-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/846/5,1801-08-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1884-01-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1373/8,1777-11-17T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1862-09-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/80/9976,1884-10-15T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666),1955-07-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1778/31,1758-05-06T00:00:00Z,Nice,Point(7.268333333 43.701944444),1817-04-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1755/11,1806-12-16T00:00:00Z,Venise,Point(12.331944444 45.439722222),1885-01-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1943/17,1791-04-27T00:00:00Z,Charlestown,Point(-71.064444444 42.375277777),1872-04-02T00:00:00Z,New York,Point(-73.94 40.67)
LH/1943/17,1791-04-27T00:00:00Z,Boston,Point(-71.0625 42.358333333),1872-04-02T00:00:00Z,New York,Point(-73.94 40.67)
LH/128/77,1881-03-25T00:00:00Z,Sânnicolau Mare,Point(20.629444444 46.072222222),1945-09-26T00:00:00Z,New York,Point(-73.94 40.67)
C/0/47,1794-11-06T00:00:00Z,Maromme,Point(1.041944444 49.481944444),1864-05-22T00:00:00Z,Alger,Point(3.058611111 36.776388888)
LH/2284/50,1794-07-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1870-02-01T00:00:00Z,Cannes,Point(7.021388888 43.5525)
LH/2284/50,1794-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1870-02-01T00:00:00Z,Cannes,Point(7.021388888 43.5525)
LH/1624/1,1839-02-14T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1908-07-02T00:00:00Z,Berlin,Point(13.383333333 52.516666666)
LH/2754/30,1772-08-07T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1859-12-07T00:00:00Z,Berlin,Point(13.383333333 52.516666666)
LH/300/80,1810-11-08T00:00:00Z,Mont-de-Marsan,Point(-0.500555555 43.890277777),1861-02-05T00:00:00Z,Pau,Point(-0.37 43.300833333)
LH/300/80,1810-11-08T00:00:00Z,Mont-de-Marsan,Point(-0.500555555 43.890277777),1861-02-11T00:00:00Z,Pau,Point(-0.37 43.300833333)
LH/482/32,1823-03-18T00:00:00Z,Nouart,Point(5.049722222 49.44),1883-01-04T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666)
LH/482/32,1823-03-18T00:00:00Z,Nouart,Point(5.049722222 49.44),1883-01-05T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666)
LH/482/32,1823-03-18T00:00:00Z,Nouart,Point(5.049722222 49.44),1883-01-04T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666)
LH/482/32,1823-03-18T00:00:00Z,Nouart,Point(5.049722222 49.44),1883-01-05T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666)
C/0/46,1784-01-17T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555),1863-10-13T00:00:00Z,hôtel des Invalides,Point(2.3125 48.855)
19800035/253/33692,1860-08-05T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1943-11-12T00:00:00Z,France,Point(2.0 47.0)
LH/2392/42,1845-05-15T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-01-01T00:00:00Z,Vineuil,Point(1.635277777 46.900833333)
LH/1268/16,1768-12-07T00:00:00Z,Saint-Étienne-de-Baïgorry,Point(-1.346388888 43.175),1855-05-26T00:00:00Z,Lacarre,Point(-1.164166666 43.190277777)
LH/345/25,1795-12-14T00:00:00Z,Genève,Point(6.15 46.2),1877-09-18T00:00:00Z,Genève,Point(6.15 46.2)
LH/917/41,1775-12-28T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1863-02-05T00:00:00Z,Genève,Point(6.15 46.2)
LH/128/45,1834-08-02T00:00:00Z,Colmar,Point(7.355 48.081111111),1904-10-04T00:00:00Z,Portugal,Point(-9.183333333 38.7)
LH/1406/76,1817-03-03T00:00:00Z,Wasselonne,Point(7.448055555 48.637222222),1875-11-20T00:00:00Z,Zurich,Point(8.54 47.378611111)
LH/1406/76,1817-03-03T00:00:00Z,Wasselonne,Point(7.448055555 48.637222222),1875-11-20T00:00:00Z,Zurich,Point(8.54 47.378611111)
LH/1340/38,1752-07-07T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1834-08-07T00:00:00Z,Oullins,Point(4.8075 45.714166666)
19800035/1052/21204,1895-03-30T00:00:00Z,Manosque,Point(5.783055555 43.833333333),1970-10-08T00:00:00Z,Manosque,Point(5.783055555 43.833333333)
19800035/1052/21204,1895-03-30T00:00:00Z,Manosque,Point(5.783055555 43.833333333),1970-10-09T00:00:00Z,Manosque,Point(5.783055555 43.833333333)
LH/1567/3,1814-04-14T00:00:00Z,Kiel,Point(10.139444444 54.323333333),1882-03-30T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
LH/2471/47,1830-10-19T00:00:00Z,île d'Oléron,Point(-1.3 45.9),1891-08-25T00:00:00Z,île d'Oléron,Point(-1.3 45.9)
LH/429/27,1799-01-01T00:00:00Z,Champigny,Point(3.1275 48.319444444),1858-01-01T00:00:00Z,Sens,Point(3.283333333 48.197222222)
LH/2704/57,1786-05-08T00:00:00Z,Dardilly,Point(4.753055555 45.805555555),1859-08-04T00:00:00Z,Ars-sur-Formans,Point(4.822777777 45.991944444)
LH/2576/72,1782-06-16T00:00:00Z,Metz,Point(6.176944444 49.119722222),1862-05-06T00:00:00Z,14e arrondissement de Paris,Point(2.326888888 48.833022222)
LH/86/65,1801-04-25T00:00:00Z,Valence,Point(4.890833333 44.9325),1880-01-04T00:00:00Z,château de Lagrange-Montalivet,Point(2.9003 47.2722)
19800035/1297/49920,1909-10-19T00:00:00Z,Villemomble,Point(2.511111111 48.890277777),1975-05-13T00:00:00Z,Louveciennes,Point(2.116388888 48.860277777)
19800035/759/86185,1865-01-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1944-02-02T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777)
LH/2700/17,1845-01-22T00:00:00Z,Pézenas,Point(3.422777777 43.459444444),1918-04-05T00:00:00Z,La Seyne-sur-Mer,Point(5.878333333 43.103055555)
LH/2567/6,1843-12-20T00:00:00Z,Mantes-la-Jolie,Point(1.716666666 48.990555555),1904-11-27T00:00:00Z,Pantin,Point(2.407222222 48.898055555)
LH/568/57,1802-05-16T00:00:00Z,Metz,Point(6.176944444 49.119722222),1885-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/568/58,1802-05-16T00:00:00Z,Metz,Point(6.176944444 49.119722222),1885-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2426/69,1774-01-01T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1828-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1992/12,1840-08-02T00:00:00Z,Provins,Point(3.299444444 48.558888888),1921-10-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/408/8,1857-10-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),1937-11-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2573/72,1881-05-01T00:00:00Z,château de Sarcenat,Point(3.029504 45.795845),1955-04-10T00:00:00Z,New York,Point(-73.94 40.67)
LH/376/34,1867-07-18T00:00:00Z,Hannibal,Point(-91.3775 39.704166666),1932-10-26T00:00:00Z,New York,Point(-73.94 40.67)
LH/2705/91,1850-01-14T00:00:00Z,Rochefort,Point(-0.966944444 45.941944444),1923-06-10T00:00:00Z,Hendaye,Point(-1.774444444 43.358611111)
19800035/1246/43838,1892-09-04T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1974-06-22T00:00:00Z,Genève,Point(6.15 46.2)
LH/1967/9,1803-05-14T00:00:00Z,Głogów,Point(16.080277777 51.658888888),1867-02-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1967/9,1803-05-14T00:00:00Z,Głogów,Point(16.080277777 51.658888888),1867-02-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1270/15,1780-05-11T00:00:00Z,Bad Sulza,Point(11.623333333 51.087777777),1864-03-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1894/32,1800-10-25T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),1876-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2637/89,1770-03-20T00:00:00Z,Karlsruhe,Point(8.4 49.016666666),1828-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2288/67,1761-10-02T00:00:00Z,Schorndorf,Point(9.533333333 48.8),1837-12-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/371/72,1801-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1876-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/722/82176,1866-03-19T00:00:00Z,Laval,Point(-0.77 48.072777777),1942-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/397/77,1830-11-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1899-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2185/72,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/22/2808,1889-02-02T00:00:00Z,Mouilleron-en-Pareds,Point(-0.849444444 46.675833333),1952-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/159/66,1816-10-16T00:00:00Z,Bassing,Point(6.801666666 48.868888888),1908-04-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/950/27,1852-05-14T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1928-08-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/301/13,1765-02-02T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1865-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1353/98,1823-03-27T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1884-02-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2247/48,1765-01-18T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1819-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2247/51,1765-01-18T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1819-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1319/52647,1872-11-06T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1956-10-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/998/41,1804-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1872-06-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1546/20,1755-10-25T00:00:00Z,Rouffach,Point(7.297777777 47.957777777),1820-09-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/271/36272,1860-01-25T00:00:00Z,Thann,Point(7.104444444 47.806666666),1930-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/271/36272,1860-01-25T00:00:00Z,Thann,Point(7.104444444 47.806666666),1930-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2751/18,1818-08-27T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1909-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1896/6,1852-09-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1907-02-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1626/79,1811-03-11T00:00:00Z,Saint-Lô,Point(-1.091666666 49.114444444),1877-09-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/940/44,1845-05-12T00:00:00Z,Pamiers,Point(1.610833333 43.116388888),1924-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/940/44,1845-01-01T00:00:00Z,Pamiers,Point(1.610833333 43.116388888),1924-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1133/29753,1891-07-21T00:00:00Z,Agen,Point(0.618611111 44.203055555),1972-07-07T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/940/44,1845-05-12T00:00:00Z,Pamiers,Point(1.610833333 43.116388888),1924-11-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/940/44,1845-01-01T00:00:00Z,Pamiers,Point(1.610833333 43.116388888),1924-11-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1856/41,1791-09-05T00:00:00Z,Tasdorf,Point(13.7833 52.4919),1864-05-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1137/30240,1888-09-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1972-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1036/19555,1882-09-17T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1970-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1036/19555,1882-09-17T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1970-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1180/36561,1903-12-30T00:00:00Z,Beeckerwerth,Point(6.70111 51.4753),1973-04-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2661/33,1790-12-06T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1872-06-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1990/49,1802-10-04T00:00:00Z,Muret,Point(1.325833333 43.460277777),1869-08-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1990/49,1802-10-04T00:00:00Z,Muret,Point(1.325833333 43.460277777),1869-08-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1549/67,1763-03-06T00:00:00Z,Lausanne,Point(6.633333333 46.533333333),1829-11-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2327/66,1752-05-10T00:00:00Z,Champignol-lez-Mondeville,Point(4.674722222 48.138333333),1821-04-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/496/58,1803-03-19T00:00:00Z,Cerniat,Point(7.15883 46.63416),1876-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/496/58,1803-03-19T00:00:00Z,Cerniat,Point(7.15883 46.63416),1876-04-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/496/58,1803-01-01T00:00:00Z,Cerniat,Point(7.15883 46.63416),1876-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/496/58,1803-01-01T00:00:00Z,Cerniat,Point(7.15883 46.63416),1876-04-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1685/37,1791-12-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1865-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/337/32,1842-03-13T00:00:00Z,Saint-André-de-Sangonis,Point(3.503611111 43.649722222),1929-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/451/60340,1865-09-01T00:00:00Z,Oullins,Point(4.8075 45.714166666),1945-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1024/18185,1881-06-27T00:00:00Z,Verneuil-sur-Avre,Point(0.927777777 48.738888888),1970-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/425/60,1881-06-27T00:00:00Z,Verneuil-sur-Avre,Point(0.927777777 48.738888888),1970-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/354/47636,1887-09-01T00:00:00Z,La Chaux-de-Fonds,Point(6.829558333 47.099627777),1961-01-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/354/47636,1887-09-01T00:00:00Z,La Chaux-de-Fonds,Point(6.829558333 47.099627777),1961-02-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/166/21397,1892-03-10T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1955-11-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/355/95,1747-01-10T00:00:00Z,Neuchâtel,Point(6.930555555 46.990277777),1823-09-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/99/12462,1866-03-16T00:00:00Z,Morges,Point(6.498611111 46.509447222),1935-05-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2225/41,1816-09-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1656/36,1844-10-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1911-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/151/54,1853-12-26T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1932-07-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2193/38,1821-09-20T00:00:00Z,Issoire,Point(3.248888888 45.544166666),1898-01-01T00:00:00Z,Draâ El Mizan,Point(3.83333333 36.53333333)
LH/1711/69,1816-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1889-07-13T00:00:00Z,Marcoussis,Point(2.229722222 48.641666666)
19800035/42/5213,1850-08-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1935-12-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2788/39,1760-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1829-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2788/39,1760-10-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1829-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2752/53,1844-02-21T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1937-03-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/167/21510,1865-10-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1935-05-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/167/21510,1865-10-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1935-05-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2242/14,1824-12-14T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1898-10-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/374/16,1837-02-13T00:00:00Z,Saint-Quentin,Point(3.285555555 49.847777777),1906-07-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/374/17,1837-02-13T00:00:00Z,Saint-Quentin,Point(3.285555555 49.847777777),1906-07-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/156/19866,1872-10-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1958-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/156/19866,1872-10-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1958-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/156/19866,1872-09-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1958-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/156/19866,1872-09-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1958-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/52,1873-01-28T00:00:00Z,Saint-Sauveur-en-Puisaye,Point(3.197222222 47.618333333),1954-08-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2748/54,1780-08-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1866-06-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2635/39,1810-08-28T00:00:00Z,Sèvres,Point(2.210833333 48.823055555),1865-02-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2635/39,1810-08-28T00:00:00Z,Sèvres,Point(2.210833333 48.823055555),1865-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/540/11,1878-02-05T00:00:00Z,9e arrondissement de Paris,Point(2.336966666 48.878280555),1935-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1841/5,1884-02-05T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1946-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1452/27,1823-01-27T00:00:00Z,Lille,Point(3.0575 50.631944444),1892-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1452/27,1823-01-27T00:00:00Z,Lille,Point(3.0575 50.631944444),1892-04-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1452/27,1823-01-12T00:00:00Z,Lille,Point(3.0575 50.631944444),1892-04-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1452/27,1823-01-12T00:00:00Z,Lille,Point(3.0575 50.631944444),1892-04-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/666/97,1840-05-13T00:00:00Z,Nîmes,Point(4.36 43.836944444),1897-12-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/222/29229,1883-10-31T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1956-06-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/695/79470,1874-11-13T00:00:00Z,Nîmes,Point(4.36 43.836944444),1966-02-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1024/18177,1883-01-14T00:00:00Z,Turin,Point(7.7 45.066666666),1970-11-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/100/10,1852-11-22T00:00:00Z,La Flèche,Point(-0.076111111 47.699722222),1924-05-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/100/10,1852-11-22T00:00:00Z,La Flèche,Point(-0.076111111 47.699722222),1924-05-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2351/64,1848-05-14T00:00:00Z,Compiègne,Point(2.822222222 49.414166666),1926-10-11T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/414/52,1830-03-30T00:00:00Z,Bastia,Point(9.449444444 42.7),1918-11-26T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
LH/2269/71,1827-07-29T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1900-09-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2616/3,1852-11-15T00:00:00Z,Toulon,Point(5.930555555 43.125),1922-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/289/23,1819-12-22T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1892-06-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1821/29,1807-09-24T00:00:00Z,Brumetz,Point(3.160555555 49.101944444),1877-06-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/49/6033,1886-05-01T00:00:00Z,Vladikavkaz,Point(44.6775 43.04),1954-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1982/36,1855-09-20T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1936-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/657/30,1814-01-01T00:00:00Z,Plancy-l'Abbaye,Point(3.968333333 48.57),1869-12-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1455/35,1834-06-23T00:00:00Z,Carhaix-Plouguer,Point(-3.574444444 48.275833333),1901-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2144/11,1831-11-22T00:00:00Z,Carville,Point(-0.859166666 48.929722222),1899-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/227/69,1797-03-25T00:00:00Z,Bar-sur-Aube,Point(4.706388888 48.233055555),1865-03-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/227/69,1797-03-25T00:00:00Z,Bar-sur-Aube,Point(4.706388888 48.233055555),1865-03-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/469/54,1822-12-19T00:00:00Z,Vernoux-en-Vivarais,Point(4.645277777 44.895833333),1895-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1418/12,1785-01-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1844-04-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/500/57,1850-06-29T00:00:00Z,Alger,Point(3.058611111 36.776388888),1934-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1152/75,1848-02-29T00:00:00Z,Trévoux,Point(4.775 45.940833333),1899-11-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/387/51916,1862-09-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1929-09-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/205/26841,1852-03-07T00:00:00Z,Bernouil,Point(3.895 47.899722222),1913-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/193/25133,1853-11-27T00:00:00Z,Lubersac,Point(1.404444444 45.444722222),1944-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1364/57833,1879-07-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1976-09-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2402/8,1823-06-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1890-05-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
