leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
LH/2294/45,1857-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1900-08-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/550/64,1782-06-29T00:00:00Z,Tréguier,Point(-3.2325 48.785),1837-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2301/28,1776-04-09T00:00:00Z,Yverdon-les-Bains,Point(6.640833333 46.7785),1848-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/689/13,1859-10-15T00:00:00Z,San Francisco,Point(-122.416388888 37.7775),1927-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1013/6,1821-01-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1891-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2565/2,1788-04-08T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1842-03-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/677/36,1804-04-02T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1865-03-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1509/25,1790-10-10T00:00:00Z,La Fère,Point(3.365555555 49.661666666),1860-06-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2773/22,1784-07-19T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1858-08-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2661/17,1793-07-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1858-11-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/658/25,1784-11-15T00:00:00Z,Étampes,Point(2.162222222 48.435),1873-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/54/49,1855-04-30T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1927-12-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/100/63,1836-06-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1896-05-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/180/24,1833-07-14T00:00:00Z,La Tremblade,Point(-1.141666666 45.769444444),1879-02-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/180/26,1833-07-14T00:00:00Z,La Tremblade,Point(-1.141666666 45.769444444),1879-02-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/411/65,1843-11-16T00:00:00Z,Lodève,Point(3.319444444 43.731666666),1921-03-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/427/85,1783-12-06T00:00:00Z,Avallon,Point(3.908333333 47.49),1862-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1124/62,1857-03-02T00:00:00Z,Badonviller,Point(6.893055556 48.5),1919-05-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/6/2,1826-06-24T00:00:00Z,La Châtre,Point(1.987222222 46.582222222),1891-10-17T00:00:00Z,Asnières-sur-Seine,Point(2.285555555 48.911111111)
LH/1205/68,1479-01-01T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1565-11-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1250/24,1787-01-31T00:00:00Z,Rouen,Point(1.1025 49.443055555),1866-09-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2679/33,1803-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1872-02-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2626/25,1742-01-03T00:00:00Z,Brive-la-Gaillarde,Point(1.533055555 45.158888888),1810-12-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2626/25,1742-01-03T00:00:00Z,Brive-la-Gaillarde,Point(1.533055555 45.158888888),1810-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2626/25,1742-01-03T00:00:00Z,Brive-la-Gaillarde,Point(1.533055555 45.158888888),1810-12-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2626/25,1742-01-03T00:00:00Z,Brive-la-Gaillarde,Point(1.533055555 45.158888888),1810-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/589/23,1849-08-08T00:00:00Z,La Nouvelle-Orléans,Point(-90.07507 29.95465),1925-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/48,1796-09-02T00:00:00Z,Pont-l'Évêque,Point(0.183888888 49.285555555),1864-01-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1725/15,1860-09-11T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666),1928-06-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/789/89205,1873-06-28T00:00:00Z,Sainte-Foy-lès-Lyon,Point(4.8025 45.733611111),1944-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/789/89205,1873-06-28T00:00:00Z,Sainte-Foy-lès-Lyon,Point(4.8025 45.733611111),1944-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1454/70,1790-10-21T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1869-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2220/73,1790-10-21T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1869-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1506/1,1845-06-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1922-05-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/6/20,1803-07-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1856-05-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2190/11,1781-06-21T00:00:00Z,Pithiviers,Point(2.251944444 48.171944444),1840-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/399/53418,1899-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),1963-01-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1272/25,1809-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1891-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/11,1860-08-20T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1934-10-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1115/16,1772-04-15T00:00:00Z,Étampes,Point(2.162222222 48.435),1844-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/988/37,1851-10-02T00:00:00Z,Tarbes,Point(0.074444444 43.232777777),1929-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1778/38,1842-05-12T00:00:00Z,Montaud,Point(3.955555555 43.751111111),1912-08-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1778/38,1842-05-12T00:00:00Z,Saint-Étienne,Point(4.389722222 45.433888888),1912-08-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/329/8,1852-09-02T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1935-12-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2663/59,1871-10-30T00:00:00Z,Sète,Point(3.696666666 43.404444444),1945-07-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/682/2,1780-09-28T00:00:00Z,Saint-Martin-de-Laye,Point(-0.227777777 45.035277777),1860-10-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/682/2,1780-09-28T00:00:00Z,Saint-Martin-de-Laye,Point(-0.227777777 45.035277777),1860-10-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/37,1759-04-23T00:00:00Z,canton d'Allanche,Point(2.93527779 45.23000001),1837-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/37,1759-04-23T00:00:00Z,canton d'Allanche,Point(2.93527779 45.23000001),1837-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1928/29,1826-04-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1898-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/223/29449,1860-12-27T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1942-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/702/80144,1884-10-16T00:00:00Z,Nijni Novgorod,Point(44.0075 56.326944444),1966-11-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/463/61865,1862-05-02T00:00:00Z,Bar-sur-Aube,Point(4.706388888 48.233055555),1938-12-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/463/61886,1862-02-04T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1942-04-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/66,1746-05-09T00:00:00Z,Beaune,Point(4.838888888 47.024166666),1818-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1037/84,1863-04-16T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1932-06-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/713/3,1836-02-21T00:00:00Z,La Flèche,Point(-0.076111111 47.699722222),1891-01-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/713/3,1836-02-21T00:00:00Z,La Flèche,Point(-0.076111111 47.699722222),1891-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1368/55,1852-01-12T00:00:00Z,Rivesaltes,Point(2.873888888 42.768888888),1931-01-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/194/69,1813-07-12T00:00:00Z,Saint-Julien,Point(4.652222222 46.026111111),1878-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2779/6,1848-11-29T00:00:00Z,Montélimar,Point(4.750833333 44.558611111),1932-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1331/52,1848-02-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1907-05-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1124/65,1824-05-11T00:00:00Z,Vesoul,Point(6.155277777 47.622222222),1904-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1032/19136,1884-06-18T00:00:00Z,Carpentras,Point(5.048055555 44.055),1970-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/950/16,1841-07-29T00:00:00Z,Constantinople,Point(28.976018 41.01224),1925-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/950/16,1841-07-29T00:00:00Z,Constantinople,Point(28.976018 41.01224),1925-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1645/8,1809-03-24T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333),1882-09-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/42/5213,1850-08-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1935-12-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2788/42,1800-01-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1890-12-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1117/38,1772-02-29T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1842-11-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/702/19,1836-02-28T00:00:00Z,Belleville,Point(2.385 48.871),1891-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/702/19,1836-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1891-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2279/22,1807-10-21T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1880-11-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/262/53,1836-08-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1907-09-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/388/52061,1881-12-07T00:00:00Z,Varsovie,Point(21.033333333 52.216666666),1961-06-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1263/20,1842-06-22T00:00:00Z,Boulogne-sur-Mer,Point(1.613888888 50.725555555),1908-11-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/79/9837,1878-02-04T00:00:00Z,Constantine,Point(6.614722222 36.365),1955-07-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1146/60,1802-07-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/796/90134,1877-05-08T00:00:00Z,Courcy-aux-Loges,Point(2.2125 48.064444444),1948-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/796/90134,1877-05-08T00:00:00Z,Courcy-aux-Loges,Point(2.2125 48.064444444),1948-06-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/693/12,1780-08-10T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1845-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/734/83315,1866-02-06T00:00:00Z,Courbevoie,Point(2.252222222 48.897222222),1945-04-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2734/63,1802-05-22T00:00:00Z,Saint-Martin-de-Fontenay,Point(-0.371111111 49.119166666),1896-12-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/33/38,1797-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1876-02-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/782/53,1775-04-30T00:00:00Z,Saint-Geoire-en-Valdaine,Point(5.635277777 45.456944444),1851-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/782/53,1775-04-30T00:00:00Z,Saint-Geoire-en-Valdaine,Point(5.635277777 45.456944444),1851-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2361/43,1747-01-11T00:00:00Z,La Roche-Guyon,Point(1.629444444 49.081666666),1827-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2361/43,1747-01-11T00:00:00Z,La Roche-Guyon,Point(1.629444444 49.081666666),1827-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2001/50,1756-08-04T00:00:00Z,Roanne,Point(4.068055555 46.036111111),1834-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2001/50,1756-08-04T00:00:00Z,Roanne,Point(4.068055555 46.036111111),1834-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1632/61,1877-01-20T00:00:00Z,Mont-Saint-Père,Point(3.489444444 49.075277777),1959-01-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/774/46,1838-03-31T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1912-06-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/774/46,1838-03-31T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1912-06-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/596/10,1805-10-12T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1881-03-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1301/2,1818-10-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-03-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2553/14,1821-03-14T00:00:00Z,Arbon,Point(9.433333333 47.516666666),1907-04-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2184/56,1806-07-31T00:00:00Z,Paris,Point(2.351388888 48.856944444),1870-08-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1605/42,1833-09-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1905-01-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2024/2,1824-04-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1891-05-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/325/17,1808-04-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1884-09-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2639/70,1775-03-11T00:00:00Z,Vire,Point(-0.889166666 48.838611111),1840-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2639/70,1775-03-11T00:00:00Z,Vire,Point(-0.889166666 48.838611111),1840-05-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1357/3,1779-06-03T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1847-01-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/843/35,1753-11-23T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1837-10-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/843/35,1753-11-23T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1837-10-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1702/53,1842-09-21T00:00:00Z,Nevers,Point(3.156666666 46.9925),1909-12-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1270/29,1845-03-05T00:00:00Z,Liège,Point(5.570555555 50.639722222),1912-05-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/71/8818,1870-12-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1951-06-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1053/48,1848-08-01T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1918-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/32/21,1796-11-21T00:00:00Z,Saint-Maixent,Point(0.651666666 48.089444444),1856-05-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/32/21,1796-11-21T00:00:00Z,Saint-Maixent-l'École,Point(-0.208055555 46.412777777),1856-05-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1675/26,1850-03-09T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1906-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1328/53941,,,,1975-12-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/128/54,1848-08-29T00:00:00Z,Thiverval-Grignon,Point(1.917222222 48.851111111),1928-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/128/54,1848-08-29T00:00:00Z,Thiverval-Grignon,Point(1.917222222 48.851111111),1928-10-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1145/28,1797-01-27T00:00:00Z,Mantes-la-Jolie,Point(1.716666666 48.990555555),1860-01-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1577/64,1776-03-17T00:00:00Z,Bricquebec,Point(-1.629166666 49.47),1836-10-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/710/27,1817-02-03T00:00:00Z,Metz,Point(6.176944444 49.119722222),1881-03-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1183/36948,1885-06-15T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1973-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2012/44,1848-04-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1918-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2225/30,1788-09-26T00:00:00Z,Magny-les-Hameaux,Point(2.084166666 48.723888888),1856-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2225/30,1788-09-26T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1856-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/258/34353,1854-05-15T00:00:00Z,Odessa,Point(30.73262 46.47747),1929-09-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2189/51,1828-06-03T00:00:00Z,Nîmes,Point(4.36 43.836944444),1892-05-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/721/55,1811-11-11T00:00:00Z,Solesmes,Point(3.498333333 50.185555555),1871-07-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1028/52,1750-04-17T00:00:00Z,Saffais,Point(6.311666666 48.555555555),1828-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1028/52,1750-04-17T00:00:00Z,Saffais,Point(6.311666666 48.555555555),1828-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/302/51,1802-12-06T00:00:00Z,Turin,Point(7.7 45.066666666),1870-03-29T00:00:00Z,Achères,Point(2.068611111 48.962222222)
LH/1729/36,1863-11-02T00:00:00Z,Thoissey,Point(4.801944444 46.1725),1934-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1226/88,1802-12-13T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1886-07-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/298/86,1759-01-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1828-07-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1131/7,1827-03-05T00:00:00Z,Gannat,Point(3.198333333 46.1),1900-10-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1826/7,1799-06-16T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1862-02-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/135/54,1861-01-27T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1929-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/135/54,1861-01-27T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1929-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1646/30,1863-08-29T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),1936-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1646/30,1860-10-11T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),1936-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/358/36,1822-10-09T00:00:00Z,Vienne,Point(4.874722222 45.525555555),1883-05-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2635/26,1839-01-02T00:00:00Z,Descartes,Point(0.697777777 46.973611111),1902-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2635/26,1839-01-02T00:00:00Z,Descartes,Point(0.697777777 46.973611111),1902-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/455/50,1834-07-28T00:00:00Z,Allineuc,Point(-2.8725 48.310833333),1912-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2425/27,1879-08-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1933-11-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1264/55,1853-11-19T00:00:00Z,Beaurevoir,Point(3.308888888 49.996388888),1944-04-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1352/43,1804-02-16T00:00:00Z,Saint-Étienne,Point(4.389722222 45.433888888),1874-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1030/38,1854-04-18T00:00:00Z,Saint-Étienne,Point(4.389722222 45.433888888),1904-02-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/228/30088,1890-12-29T00:00:00Z,Béziers,Point(3.216111111 43.343333333),1956-08-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1102/54,1778-06-20T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1832-04-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1102/54,1778-06-20T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1832-04-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2491/9,1777-04-26T00:00:00Z,Enghien-les-Bains,Point(2.308055555 48.969722222),1832-08-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1240/1,1873-07-11T00:00:00Z,Saint-Nazaire,Point(-2.21 47.279444444),1946-05-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2687/3,1864-02-19T00:00:00Z,Lacroix-Barrez,Point(2.636111111 44.776944444),1940-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/22/2802,1883-08-25T00:00:00Z,Bagnères-de-Bigorre,Point(0.149722222 43.064166666),1943-08-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2300/44,1809-05-02T00:00:00Z,Charleville,Point(3.667222222 48.812222222),1885-06-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2300/44,1809-05-02T00:00:00Z,Charleville-Mézières,Point(4.719444444 49.76),1885-06-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2020/51,1854-06-18T00:00:00Z,Saintes,Point(-0.634444444 45.745277777),1916-11-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1005/77,1811-09-15T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1894-05-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1747/18,1808-06-22T00:00:00Z,Pontarlier,Point(6.354722222 46.906111111),1892-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1391/74,1812-11-19T00:00:00Z,Brest,Point(-4.486944444 48.39),1892-03-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/555/33,1790-12-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-02-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/987/83,1794-04-13T00:00:00Z,Maureilhan,Point(3.12 43.357222222),1867-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/987/83,1794-04-13T00:00:00Z,Maureilhan,Point(3.12 43.357222222),1867-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/987/83,1794-04-13T00:00:00Z,Maureilhan,Point(3.12 43.357222222),1867-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/987/83,1794-04-13T00:00:00Z,Maureilhan,Point(3.12 43.357222222),1867-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
