nom,leonoreid,bnfid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc,metier,diplome
Charles Calemard de Lafayette,LH/409/6,10666631t,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-06T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),personnalité politique,
Charles Calemard de Lafayette,LH/409/6,10666631t,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-05T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),personnalité politique,
Charles Calemard de Lafayette,LH/409/6,10666631t,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-06T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),poète,
Charles Calemard de Lafayette,LH/409/6,10666631t,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-05T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),poète,
Charles Capéran,LH/421/32,13210088c,1862-11-12T00:00:00Z,Labastide-Saint-Pierre,Point(1.367777777 43.918333333),1938-04-17T00:00:00Z,Montauban,Point(1.355 44.017222222),personnalité politique,
Charles Cartier-Bresson,LH/438/49,16531726b,1853-07-17T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1921-05-19T00:00:00Z,Nancy,Point(6.183611111 48.692777777),collectionneur d'œuvres d'art,
Charles Cartier-Bresson,LH/438/49,16531726b,1853-07-17T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1921-05-19T00:00:00Z,Nancy,Point(6.183611111 48.692777777),industriel,
Charles Cartier-Bresson,LH/438/49,16531726b,1853-07-17T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1921-05-19T00:00:00Z,Nancy,Point(6.183611111 48.692777777),maire,
Charles Cassal,LH/442/19,13373938f,1818-04-01T00:00:00Z,Altkirch,Point(7.239444444 47.623055555),1885-03-11T00:00:00Z,Londres,Point(-0.1275 51.507222222),personnalité politique,
Charles Cassal,LH/442/19,13373938f,1818-04-01T00:00:00Z,Altkirch,Point(7.239444444 47.623055555),1885-03-11T00:00:00Z,Londres,Point(-0.1275 51.507222222),avocat,
Charles Cazalet,LH/457/27,130105485,1858-06-22T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1933-01-18T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),personnalité politique,
Charles Cesbron-Lavau,LH/462/58,105652330,1791-08-30T00:00:00Z,Cholet,Point(-0.879722222 47.058888888),1857-07-19T00:00:00Z,Cholet,Point(-0.879722222 47.058888888),industriel,
Charles Cesbron-Lavau,LH/462/58,105652330,1791-08-30T00:00:00Z,Cholet,Point(-0.879722222 47.058888888),1857-07-19T00:00:00Z,Cholet,Point(-0.879722222 47.058888888),personnalité politique,
Charles Champoiseau,LH/476/51,10521950q,1830-05-01T00:00:00Z,Tours,Point(0.688333333 47.392777777),1909-06-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),archéologue,
Charles Champoiseau,LH/476/51,10521950q,1830-05-01T00:00:00Z,Tours,Point(0.688333333 47.392777777),1909-06-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),diplomate,
Charles Chalamon,19800035/317/42743,11100046s,1874-01-30T00:00:00Z,Amiens,Point(2.297777777 49.891944444),,,,personnalité politique,
Charles Charlemont,19800035/451/60324,16739727z,1862-11-21T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),,,,entraîneur de boxe,
Charles Charlemont,19800035/451/60324,16739727z,1862-11-21T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),,,,maître d'armes,
Charles Chassé,19800035/633/73280,120509886,1883-01-01T00:00:00Z,Quimper,Point(-4.097777777 47.995833333),1965-05-30T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222),biographe,
Charles Chesnelong,LH/520/35,124591656,1820-04-14T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1899-07-22T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),personnalité politique,
Pierre Charles Chesnelong,LH/520/35,124591656,1820-04-14T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1899-07-22T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),personnalité politique,
Charles Clerget,LH/552/81,12534648j,1795-10-08T00:00:00Z,Langres,Point(5.333055555 47.8625),1849-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),officier,
Charles Claude Jacquinot,LH/1346/13,,1772-08-03T00:00:00Z,Melun,Point(2.659166666 48.539722222),1848-04-25T00:00:00Z,Metz,Point(6.176944444 49.119722222),officier,
Charles Claude Jacquinot,LH/1346/13,,1772-08-03T00:00:00Z,Melun,Point(2.659166666 48.539722222),1848-04-25T00:00:00Z,Metz,Point(6.176944444 49.119722222),personnalité politique,
Charles Cochet,19800035/100/12614,,1867-07-20T00:00:00Z,Saint-Léger-des-Vignes,Point(3.454722222 46.84),1955-02-28T00:00:00Z,Bourges,Point(2.395555555 47.083611111),professeur des écoles,
Charles Cochet,19800035/100/12614,,1867-07-20T00:00:00Z,Saint-Léger-des-Vignes,Point(3.454722222 46.84),1955-02-28T00:00:00Z,Bourges,Point(2.395555555 47.083611111),personnalité politique,
Charles Cochon de Lapparent,LH/558/60,125108717,1750-01-24T00:00:00Z,Champdeniers,Point(-0.405 46.484166666),1825-07-17T00:00:00Z,Poitiers,Point(0.335277777 46.581111111),personnalité politique,
Charles Coquebert de Montbret,LH/586/42,12447869t,1755-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1831-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),fonctionnaire,
Charles Coquebert de Montbret,LH/586/42,12447869t,1755-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1831-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),diplomate,
Charles Coquebert de Montbret,LH/586/42,12447869t,1755-07-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1831-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),ingénieur,
Charles Cornevin,LH/592/4,12554776g,1846-10-04T00:00:00Z,Is-en-Bassigny,Point(5.447222222 48.031944444),1897-11-24T00:00:00Z,Lyon,Point(4.841388888 45.758888888),vétérinaire,
Charles Corta,LH/596/3,11252338p,1805-11-02T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1870-06-14T00:00:00Z,Angoumé,Point(-1.136944444 43.688055555),personnalité politique,
Charles Corvisart,19800035/10/1198,11141099f,1857-06-29T00:00:00Z,Saint-Cloud,Point(2.215277777 48.846388888),1939-05-07T00:00:00Z,Paris,Point(2.351388888 48.856944444),militaire,
Charles Cotard,LH/600/25,15307249z,1835-06-23T00:00:00Z,Issoudun,Point(1.993333333 46.948055555),1902-11-12T00:00:00Z,Constantinople,Point(28.976018 41.01224),ingénieur,
Charles Cotard,LH/600/25,15307249z,1835-06-23T00:00:00Z,Issoudun,Point(1.993333333 46.948055555),1902-11-12T00:00:00Z,Istanbul,Point(28.960277777 41.01),ingénieur,
Charles Coquerel,LH/586/80,,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),entomologiste,
Charles Coquerel,LH/586/80,,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),botaniste,
Charles Coquerel,LH/586/80,,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),chirurgien,
Charles Coquerel,LH/586/80,,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),médecin de bord,
Charles Coquerel,LH/586/80,,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),naturaliste,
Charles Cournault,LH/611/60,12873234v,1815-11-09T00:00:00Z,Langres,Point(5.333055555 47.8625),1904-01-28T00:00:00Z,Malzéville,Point(6.186388888 48.710277777),archéologue,
Charles Cournault,LH/611/60,12873234v,1815-11-09T00:00:00Z,Langres,Point(5.333055555 47.8625),1904-01-28T00:00:00Z,Malzéville,Point(6.186388888 48.710277777),peintre,
Charles Cournault,LH/611/60,12873234v,1815-11-09T00:00:00Z,Langres,Point(5.333055555 47.8625),1904-01-28T00:00:00Z,Malzéville,Point(6.186388888 48.710277777),conservateur,
Charles Courtin,LH/615/64,10522727w,1777-12-15T00:00:00Z,Nîmes,Point(4.36 43.836944444),,,,juriste,
Charles Courtin,LH/615/64,10522727w,1777-12-15T00:00:00Z,Nîmes,Point(4.36 43.836944444),,,,personnalité politique,
Charles Crauk,LH/624/83,14972043g,1819-01-27T00:00:00Z,Douchy-les-Mines,Point(3.393333333 50.301388888),1905-05-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Cunin-Gridaine,LH/640/21,,1804-11-08T00:00:00Z,Sedan,Point(4.940277777 49.701944444),1880-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),industriel,
Charles Cunin-Gridaine,LH/640/21,,1804-11-08T00:00:00Z,Sedan,Point(4.940277777 49.701944444),1880-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité politique,
Charles Daurier,LH/669/22,,1761-01-01T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-05-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),militaire,
Charles Daurier,LH/669/22,,1761-01-01T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-01-01T00:00:00Z,Nancy,Point(6.183611111 48.692777777),militaire,
Charles Daurier,LH/669/22,,1761-06-29T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-05-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),militaire,
Charles Daurier,LH/669/22,,1761-06-29T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-01-01T00:00:00Z,Nancy,Point(6.183611111 48.692777777),militaire,
Charles Debierre,LH/678/49,12282339s,1853-10-31T00:00:00Z,Ételfay,Point(2.618888888 49.661666666),1932-03-08T00:00:00Z,Lille,Point(3.0575 50.631944444),médecin militaire,
Charles Debierre,LH/678/49,12282339s,1853-10-31T00:00:00Z,Ételfay,Point(2.618888888 49.661666666),1932-03-08T00:00:00Z,Lille,Point(3.0575 50.631944444),professeur d'université,
Charles Debierre,LH/678/49,12282339s,1853-10-31T00:00:00Z,Ételfay,Point(2.618888888 49.661666666),1932-03-08T00:00:00Z,Lille,Point(3.0575 50.631944444),personnalité politique,
Charles Debierre,LH/678/49,12282339s,1853-10-31T00:00:00Z,Ételfay,Point(2.618888888 49.661666666),1932-03-08T00:00:00Z,Lille,Point(3.0575 50.631944444),médecin,
Chaloum ben Delak,19800035/636/73574,10800293x,1879-07-02T00:00:00Z,Mascara,Point(0.133333333 35.4),1965-01-10T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444),producteur de cinéma,
Charles Delac,19800035/636/73574,10800293x,1879-07-02T00:00:00Z,Mascara,Point(0.133333333 35.4),1965-01-10T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444),producteur de cinéma,
Charles Delesalle,LH/710/2,,1850-01-01T00:00:00Z,Lille,Point(3.0575 50.631944444),1929-01-01T00:00:00Z,Lille,Point(3.0575 50.631944444),personnalité politique,
Charles Deloncle,19800035/727/82646,12389273j,1866-01-27T00:00:00Z,Montauban,Point(1.355 44.017222222),1938-01-28T00:00:00Z,Saint-Mandé,Point(2.417777777 48.841388888),personnalité politique,
Charles Depéret,LH/735/9,12391617f,1854-06-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-05-18T00:00:00Z,Lyon,Point(4.841388888 45.758888888),archéologue,
Charles Depéret,LH/735/9,12391617f,1854-06-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-05-18T00:00:00Z,Lyon,Point(4.841388888 45.758888888),paléontologue,
Charles Depéret,LH/735/9,12391617f,1854-06-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-05-18T00:00:00Z,Lyon,Point(4.841388888 45.758888888),géologue,
Charles Depéret,LH/735/9,12391617f,1854-06-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-05-18T00:00:00Z,Lyon,Point(4.841388888 45.758888888),professeur,
Charles Desthieux,LH/760/33,,1862-01-04T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1932-02-22T00:00:00Z,Toulon,Point(5.930555555 43.125),officier,
Charles Desthieux,LH/760/33,,1862-01-04T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1932-02-22T00:00:00Z,Toulon,Point(5.930555555 43.125),militaire,
Charles Desvergnes,19800035/301/40506,,1860-08-19T00:00:00Z,Bellegarde,Point(2.442777777 47.989166666),1928-01-01T00:00:00Z,Meudon,Point(2.240277777 48.8075),sculpteur,
Charles Didion,LH/773/28,,1803-01-30T00:00:00Z,Charmes,Point(6.2925 48.371666666),1882-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité du monde des affaires,
Charles Dombre,LH/786/2,,1814-04-11T00:00:00Z,Nîmes,Point(4.36 43.836944444),1887-12-26T00:00:00Z,Nîmes,Point(4.36 43.836944444),ingénieur,
Charles Dugast-Matifeux,LH/836/73,12981510k,1812-10-23T00:00:00Z,Saint-Hilaire-de-Loulay,Point(-1.330833333 47.003055555),,,,historien,
Charles Dufraisse,19800035/1032/19116,13325722z,1885-08-20T00:00:00Z,Excideuil,Point(1.049444444 45.336666666),1969-08-05T00:00:00Z,Excideuil,Point(1.049444444 45.336666666),chimiste,
Charles Dufraisse,19800035/1032/19116,13325722z,1885-08-20T00:00:00Z,Excideuil,Point(1.049444444 45.336666666),1969-08-05T00:00:00Z,Excideuil,Point(1.049444444 45.336666666),professeur,
Charles Dupuis,19800035/462/61805,12460073k,,,,,,,juriste,
Charles Dupuis,19800035/462/61805,12460073k,,,,,,,avocat,
Charles Dutheil de La Rochère,19800035/1483/72298,,1870-05-09T00:00:00Z,Versailles,Point(2.134166666 48.804722222),,,,résistant,
Charles Dutheil de La Rochère,19800035/1483/72298,,1870-05-09T00:00:00Z,Versailles,Point(2.134166666 48.804722222),,,,militaire,
Charles Edmond Mathis,19800035/93/11603,,1852-02-20T00:00:00Z,Éhuns,Point(6.3125 47.772777777),1953-10-30T00:00:00Z,Éhuns,Point(6.3125 47.772777777),personnalité politique,
Charles Emmanuel Jodelet,19800035/1212/39845,,1883-12-24T00:00:00Z,Augerans,Point(5.581111111 47.018333333),1973-01-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),dessinateur,
Charles Emmanuel Jodelet,19800035/1212/39845,,1883-12-24T00:00:00Z,Augerans,Point(5.581111111 47.018333333),1973-01-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Emile Troisier,LH/2632/24,105155464,1844-04-06T00:00:00Z,Sévigny-Waleppe,Point(4.081111111 49.604166666),1919-12-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),chirurgien,
Charles Emile Troisier,LH/2632/24,105155464,1844-04-06T00:00:00Z,Sévigny-Waleppe,Point(4.081111111 49.604166666),1919-12-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),médecin,
Charles Ernest Huin,LH/1323/61,,1836-01-30T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-12-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),ingénieur militaire,
Charles Eugène Durand de Villers,C/0/57,,1816-01-06T00:00:00Z,Metz,Point(6.176944444 49.119722222),,,,militaire,
Charles Eugène Bertrand,LH/216/57,124200921,1851-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1917-08-18T00:00:00Z,Lille,Point(3.0575 50.631944444),botaniste,
Charles Eugène Bertrand,LH/216/57,124200921,1851-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1917-08-18T00:00:00Z,Lille,Point(3.0575 50.631944444),paléontologue,
Charles Eugène Bertrand,LH/216/57,124200921,1851-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1917-08-18T00:00:00Z,Lille,Point(3.0575 50.631944444),géologue,
Charles Fernet,LH/958/19,166841138,1838-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),médecin écrivain,
Charles Fernet,LH/958/19,10498803w,1838-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),médecin écrivain,
Charles Ferton,LH/965/4,13509716x,1856-01-17T00:00:00Z,Aisne,Point(3.5 49.5),1921-05-01T00:00:00Z,Corse-du-Sud,Point(9.033333333 41.85),entomologiste,
Charles Fillion,LH/973/29,10700999r,1817-05-01T00:00:00Z,Saint-Denis-d'Anjou,Point(-0.441111111 47.790833333),1874-07-28T00:00:00Z,Le Mans,Point(0.196944444 48.004166666),prélat,
Charles Fillion,LH/973/29,10700999r,1817-05-01T00:00:00Z,Saint-Denis-d'Anjou,Point(-0.441111111 47.790833333),1874-07-28T00:00:00Z,Le Mans,Point(0.196944444 48.004166666),prêtre catholique,
Charles Franquet de Franqueville,LH/1029/78,121334571,1840-01-01T00:00:00Z,rue de Lille,Point(2.32618 48.8596),1919-12-28T00:00:00Z,château de la Muette,Point(2.26944444 48.86138889),haut fonctionnaire,
Charles François Dorlodot des Essarts,LH/793/6,,1786-08-04T00:00:00Z,Le Neufour,Point(4.981944444 49.131666666),1854-05-06T00:00:00Z,Eaubonne,Point(2.279722222 48.991388888),officier,
Charles François Deponthon,LH/736/8,16604585k,1777-08-26T00:00:00Z,Éclaron-Braucourt-Sainte-Livière,Point(4.866111111 48.590833333),1849-08-25T00:00:00Z,Saint-Dizier,Point(4.948888888 48.637777777),officier,
Charles François Deponthon,LH/736/8,16604585k,1777-08-26T00:00:00Z,Éclaron-Braucourt-Sainte-Livière,Point(4.866111111 48.590833333),1849-08-25T00:00:00Z,Saint-Dizier,Point(4.948888888 48.637777777),personnalité politique,
Charles François Deponthon,LH/736/8,16604585k,1777-08-26T00:00:00Z,Éclaron-Braucourt-Sainte-Livière,Point(4.866111111 48.590833333),1849-08-25T00:00:00Z,Saint-Dizier,Point(4.948888888 48.637777777),militaire,
Charles François Maurice Houdaille,LH/1310/39,,1858-01-01T00:00:00Z,Vernioz,Point(4.905277777 45.421944444),,,,militaire,
Charles François Woirhaye,LH/2761/14,,1798-05-31T00:00:00Z,Metz,Point(6.176944444 49.119722222),1878-01-11T00:00:00Z,Nancy,Point(6.183611111 48.692777777),personnalité politique,
Charles François Soisson,LH/2531/47,,,,,,,,soldat,
Charles François Xavier d'Autemarre d'Erville,LH/78/49,16524028m,1805-12-17T00:00:00Z,Cheppy,Point(5.058055555 49.231666666),1891-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),officier,
Charles François Xavier d'Autemarre d'Erville,LH/78/49,16524028m,1805-12-17T00:00:00Z,Cheppy,Point(5.058055555 49.231666666),1891-02-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),militaire,
Charles Fridrich,19800035/800/90607,,1876-08-01T00:00:00Z,Nancy,Point(6.183611111 48.692777777),,,,designer,
Charles Frémicourt,19800035/871/2374,104994678,1877-09-27T00:00:00Z,Lens,Point(2.8325 50.431388888),1967-07-16T00:00:00Z,Béthencourt,Point(3.433055555 50.136388888),magistrat,
Charles Frémicourt,19800035/871/2374,104994678,1877-09-27T00:00:00Z,Lens,Point(2.8325 50.431388888),1967-07-16T00:00:00Z,Béthencourt,Point(3.433055555 50.136388888),personnalité politique,
Charles Féry,19800035/541/61944,134857482,1865-07-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1935-02-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),physicien,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),dessinateur,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),dessinateur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),dessinateur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),dessinateur,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),graveur,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),graveur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),graveur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),graveur,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),caricaturiste,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),caricaturiste,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),caricaturiste,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),caricaturiste,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),peintre,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),illustrateur,
Charles Genty,19800035/1441/66829,135284795,1876-01-01T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),illustrateur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444),illustrateur,
Charles Genty,19800035/1441/66829,135284795,1876-06-17T00:00:00Z,Jargeau,Point(2.125 47.864722222),1956-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),illustrateur,
Charles Genuys,LH/1113/49,,1852-10-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1928-12-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),architecte,
Charles Gilbert-Boucher,LH/1133/26,,1819-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-01-06T00:00:00Z,Luzarches,Point(2.422222222 49.113055555),magistrat,
Charles Gilbert-Boucher,LH/1133/26,,1819-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-01-06T00:00:00Z,Luzarches,Point(2.422222222 49.113055555),personnalité politique,
Charles Gillot,LH/1137/3,12326717g,1853-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1903-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),collectionneur d'œuvres d'art,
Charles Gillot,LH/1137/3,12326717g,1853-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1903-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),graveur,
Charles Gillot,LH/1137/3,12326717g,1853-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1903-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),imprimeur,
Charles Giraud,LH/1148/5,12210790q,1802-02-20T00:00:00Z,Pernes-les-Fontaines,Point(5.059166666 43.997777777),1881-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien,
Charles Giraud,LH/1148/5,12210790q,1802-02-20T00:00:00Z,Pernes-les-Fontaines,Point(5.059166666 43.997777777),1881-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),juriste,
Charles Giraud,LH/1148/5,12210790q,1802-02-20T00:00:00Z,Pernes-les-Fontaines,Point(5.059166666 43.997777777),1881-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité politique,
Charles Glachant,LH/1154/30,10436015z,1826-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1889-10-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),enseignant,
Charles Gomel,LH/1166/2,12759152c,1843-01-16T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1922-01-15T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),juriste,
Charles Gomel,LH/1166/2,12759152c,1843-01-16T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1922-01-15T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),économiste,
Charles Gomel,LH/1166/2,12759152c,1843-01-16T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1922-01-15T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),personnalité du monde des affaires,
Charles Gosselin,LH/1171/4,,1833-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1892-10-24T00:00:00Z,Versailles,Point(2.134166666 48.804722222),peintre,
Charles Goybet,LH/1183/54,,,,,,,,officier,
Charles Goybet,LH/1183/54,,,,,,,,militaire,
Charles Granval,19800035/434/58028,138946682,1882-12-21T00:00:00Z,Rouen,Point(1.1025 49.443055555),1943-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),acteur de cinéma,
Charles Granval,19800035/434/58028,138946682,1882-12-21T00:00:00Z,Rouen,Point(1.1025 49.443055555),1943-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),acteur,
Charles Griffe,LH/1200/25,13210720p,1825-10-18T00:00:00Z,Thézan-lès-Béziers,Point(3.169722222 43.421666666),1895-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),magistrat,
Charles Griffe,LH/1200/25,13210720p,1825-10-18T00:00:00Z,Thézan-lès-Béziers,Point(3.169722222 43.421666666),1895-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité politique,
Charles Griveaud,19800035/220/28930,,1877-02-18T00:00:00Z,Charolles,Point(4.275277777 46.434444444),1956-07-31T00:00:00Z,Digoin,Point(3.980555555 46.481944444),ingénieur militaire,
