"name","title","date","s","work"
"Lazare Weiller","Nouveaux alliages industriels des métaux autres que le fer","1889","http://data.bnf.fr/ark:/12148/cb133222774","http://data.bnf.fr/temp-work/e52840329fdf54df9a7b66066a19c11f/#about"
"Paul de Cassagnac","Proposition de loi ayant pour objet la création de l'assurance agricole","1893","http://data.bnf.fr/ark:/12148/cb12140713q","http://data.bnf.fr/temp-work/94a83666bd5d6ab7b0263a32a9899f58/#about"
"Marcel Nicolle","Le musée de Rouen, peintures","1920","http://data.bnf.fr/ark:/12148/cb13301695h","http://data.bnf.fr/temp-work/2378a2b272f3ceb3b1ec3cf901468700/#about"
"Lazare Weiller","Recherches sur la conductibilité électrique des métaux et de leurs alliages, rapports avec la conductibilité calorifique, communication faite à la Société internationale des électriciens, dans sa séance du 7 mai 1884","1884","http://data.bnf.fr/ark:/12148/cb133222774","http://data.bnf.fr/temp-work/2c7701797c7762417164926ebe6cd34e/#about"
"Marcel Nicolle","La Peinture française au musée du Prado","1925","http://data.bnf.fr/ark:/12148/cb13301695h","http://data.bnf.fr/temp-work/64a7a8203706a8c6cf721259492018bf/#about"
"Marcel Nicolle","Rembrandt aux expositions d'Amsterdam et de Londres","1899","http://data.bnf.fr/ark:/12148/cb13301695h","http://data.bnf.fr/temp-work/6ae97c0b2da4cd67f3459e5586979f17/#about"
"Lazare Weiller","De Montgolfier à Wilbur Wright, compte rendu de la 52e réunion de la Société archéologique Le Vieux papier, le 22 décembre 1908. L'Aviation et l'aéroplane des frères Wright","1909","http://data.bnf.fr/ark:/12148/cb133222774","http://data.bnf.fr/temp-work/d59436510569be9f492c1a04cd850cfa/#about"
"Lazare Weiller","Forges, fonderie, laminoirs et tréfilerie du cuivre pur et de ses alliages. Affinage et traitement électrolytique des métaux. Manuel pratique pour l'emploi des conducteurs électriques produits par les usines Lazare Weiller et Cie","1894","http://data.bnf.fr/ark:/12148/cb133222774","http://data.bnf.fr/temp-work/e4559f9af0db6335390b397591a6e651/#about"
"Jules Payot","Cours de morale","1904","http://data.bnf.fr/ark:/12148/cb13476154c","http://data.bnf.fr/temp-work/bdcd9c13a77329d168108777e72f0f72/#about"
"Jules Payot","L'apprentissage de l'art d'écrire","1913","http://data.bnf.fr/ark:/12148/cb13476154c","http://data.bnf.fr/temp-work/d29b0cbd61c7165ca64816d4e7320274/#about"
"Maurice Pardé","Arbres et forêts","1938","http://data.bnf.fr/ark:/12148/cb146254265","http://data.bnf.fr/temp-work/a412ccf32fc8f7b887ba5b3e6167c057/#about"
"Léon Cayla","Terres d'Outre-mer, destin d'un empire","1948","http://data.bnf.fr/ark:/12148/cb12876369h","http://data.bnf.fr/temp-work/b4c3de56843af8a29db5bb9cfdeed94c/#about"
"Etienne Oehmichen","Nos maîtres les oiseaux","1920","http://data.bnf.fr/ark:/12148/cb125733636","http://data.bnf.fr/temp-work/2643bf564782613a21a999adc72862d4/#about"
"André Siegfried","L'Alsace","1954","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/00f5314519690e9ad12b08d96ca25ee7/#about"
"André Siegfried","Avant la constitution. Que penser de la constitution ?","1946","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/171dddd4fd3dd450a891146b8203110d/#about"
"André Siegfried","Funérailles de M. Émile Mâle","1954","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/2e43033c81daa130862b67d654cbac41/#about"
"André Siegfried","Tableau des États-Unis","1954","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/319006648c2193f3ee651a1dd94cb980/#about"
"André Siegfried","L'Angleterre d'aujourd'hui, son évolution économique et politique","1924","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/807d57e23d49e0febcc53c03f4b2bff7/#about"
"André Siegfried","Technique et culture dans la civilisation du 20e siècle","1953","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/936b673463256372d5ca3c436eae6a5e/#about"
"André Siegfried","Lettre de Paris, du 3 mars 1946, sur ses méthodes de travail","1947","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/cc2f16ed9a365bb8132d4aa381ce9c80/#about"
"André Siegfried","Le monde d'hier, d'aujourd'hui et de demain, dîner au Club Échos le lundi 23 mai 1955","1955","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/fca9ac1169f8f5ec4ebedc244e5bf609/#about"
"André Siegfried","Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Maurice Garçon, le jeudi 16 janvier 1947","1947","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/fd21b4633043c536b74ba3fedb195ce1/#about"
"Anatole France","Les obsèques d'Edouard Pelletan","1914","http://data.bnf.fr/ark:/12148/cb11886331w","http://data.bnf.fr/temp-work/3580125921e55fe8e5b8f18d1a4a50df/#about"
"Thierry de Martel","Adénome chromophobe de l'hypophyse avec particularités cliniques et histologiques","1933","http://data.bnf.fr/ark:/12148/cb11243885m","http://data.bnf.fr/temp-work/1d3e60a240aadac0b7a24dedeae1c9ea/#about"
"Louis Poinssot","Fouilles à Tubernuc","1928","http://data.bnf.fr/ark:/12148/cb12427603x","http://data.bnf.fr/temp-work/453ba6a8a0a1ed43d41a94653c39720f/#about"
"Émile Gebhart","Funérailles de M. Auguste Himly,... le... 10 octobre 1906","1906","http://data.bnf.fr/ark:/12148/cb12453320b","http://data.bnf.fr/temp-work/c3d6d8f9db6c9d839246d2f1746bed5e/#about"
"Paul Verrier","Notions simplifiées de versification allemande","1891","http://data.bnf.fr/ark:/12148/cb123958576","http://data.bnf.fr/temp-work/40897406055d3ad4f8fd11af026ab2ea/#about"
"Gaston Cerfberr de Médelsheim","Le Chercheur de trésors","1929","http://data.bnf.fr/ark:/12148/cb12117860k","http://data.bnf.fr/temp-work/db2a35c38a7007f2049bb05103a87ab0/#about"
"René Laforgue","Misère de l'homme","1932","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/800c599dfff2e254cf893fedf98b1295/#about"
"René Laforgue","Talleyrand, l'homme de la France","1947","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/048fe3e8b9bc840d447aa827bd115165/#about"
"René Laforgue","Psychopathologie de l'échec","1944","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/54b1aee11f0e78507b9d0737a26a06b6/#about"
"René Laforgue","Relativité de la réalité, réflexions sur les limites de la pensée et la genèse du besoin de causalité","1937","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/ce33a2232fbf84ca0f851baf8e3cb1bd/#about"
"René Laforgue","Clinical aspects of psycho-analysis","1938","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/e1337a04ea470d424044ddb43a165393/#about"
"Irène Joliot-Curie","Recherches sur les rayons X du polonium. Oscillation de parcours, vitesse d'émission, pouvoir ionisant. 2e thèse : Propositions données par la Faculté","1925","http://data.bnf.fr/ark:/12148/cb12275132b","http://data.bnf.fr/temp-work/2f11727c6f55d3207d98e015600d06c9/#about"
"Irène Joliot-Curie","Radioactivité artificielle","1935","http://data.bnf.fr/ark:/12148/cb12275132b","http://data.bnf.fr/temp-work/972333428a58b26c98baa2728d63eb78/#about"
"Albert Caquot","La Situation actuelle de l'industrie française","1938","http://data.bnf.fr/ark:/12148/cb12284659q","http://data.bnf.fr/temp-work/d2a534ec41760ea4e440b104b67eef57/#about"
"André Siegfried","Progrès technique et progrès moral","1948","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/198f496a57c4514f3ea2ba33191683cd/#about"
"Albert Caquot","Équilibre des massifs à frottement interne. Stabilité des terres pulvérulentes ou cohérentes","1934","http://data.bnf.fr/ark:/12148/cb12284659q","http://data.bnf.fr/temp-work/23bba82c30f384037ad07791ec4e9f59/#about"
"Albert Caquot","Tables de butée, de poussée et de force portante des fondations","1948","http://data.bnf.fr/ark:/12148/cb12284659q","http://data.bnf.fr/temp-work/44461e7f653e5149444e328154808e1b/#about"
"Irène Joliot-Curie","Les Progrès récents en radioactivité et en physique nucléaire","1950","http://data.bnf.fr/ark:/12148/cb12275132b","http://data.bnf.fr/temp-work/b74f3916276169190ee766c96c19b76b/#about"
"Louis Poinssot","Cratères et candélabres de marbre trouvés en mer près de Mahdia","1930","http://data.bnf.fr/ark:/12148/cb12427603x","http://data.bnf.fr/temp-work/249b873d92302d14d13f7c96b0807771/#about"
"Marcel Achard","Lettres de mon Moulin-rouge","1922","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/6f2aab6b8671f39800981757424d397c/#about"
"Marcel Achard","La Femme silencieuse","1926","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/703fa0978b165b2aee73d0adf9463a30/#about"
"Marcel Achard","Le mal d'amour","1955","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/7608f442e7a2afff29529cfbd0d02abe/#about"
"Marcel Achard","Celui qui vivait sa mort","1947","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/797885655b9e8cb07cd33716d185d873/#about"
"Adolphe Willette","Feu Pierrot, 1857-1900 ?","1919","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/ab07330bda654253a868445ad6040aa4/#about"
"Henri Giraud","Discours et messages","1943","http://data.bnf.fr/ark:/12148/cb11989183g","http://data.bnf.fr/temp-work/afb449fd4dbbfb2611cdaf771220ddef/#about"
"Adolphe Willette","Quelques pages religieuses et artistiques","1915","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/e349a1a0df7bf9bea999e99d119ef68a/#about"
"Marcel Achard","La p'tite Lili","1951","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/e8c72467e59e0606111b463a2c9947ee/#about"
"Léon Jouhaux","Le Mouvement syndical en France","1931","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/627e6e8b3b9c3fba2f2a61a1e7ab388a/#about"
"Léon Jouhaux","Une Attitude, un programme","1919","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/7efcc573f4b917ca4d8015209b55298c/#about"
"Émile Gebhart","Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Gebhart, le 23 février 1905","1905","http://data.bnf.fr/ark:/12148/cb12453320b","http://data.bnf.fr/temp-work/a0762bde279a18493470d8d0ec795719/#about"
"Léon Jouhaux","Confiance !","1914","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/a764c4692e81e1d0cc227033a47f7d89/#about"
"Léon Jouhaux","La Leçon des faits : la délégation confédérale devant les parlementaires de gauche, discours de Jouhaux, discours de Merrheim, lettre à la représentation nationale","1918","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/ee0c89eb9ebd622169848313009bcdf1/#about"
"Anna de Noailles","Le jasmin d'argent","1922","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/481540fb3788dedc8347aa998d330b97/#about"
"Adolphe Willette","Feu Pierrot, 1857-19 ?","1919","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/a5ba278b8a9f6e74e90c91c6ecf03467/#about"
"Marcel Achard","L'épée d'académicien de Marcel Achard, allocutions prononcées le 30 novembre 1959 à la Maison de l'Amérique latine","1960","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/b524a4269ed0f3fadc6ded21e25922cb/#about"
"Alexandre Dumas","La Confession d'un amant","1891","http://data.bnf.fr/ark:/12148/cb11901062n","http://data.bnf.fr/temp-work/c0182b511b07f2d05f244b0f1f609160/#about"
"Marcel Achard","Rions avec eux, les grands auteurs comiques","1957","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/d6dea4179f9873debf3e56366b1cf656/#about"
"Adolphe Willette","A travers ma vie","1921","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/dd8725f274b6275f0ebf680a7eb85aa6/#about"
"Henri Giraud","Un seul but, la victoire, Alger 1942-1944","1949","http://data.bnf.fr/ark:/12148/cb11989183g","http://data.bnf.fr/temp-work/fca6b62176d2a2a90fa8e10a9645fb31/#about"
"Paul Pelliot","Comptes-rendus de :] Bibliographie des oeuvres de H. Cordier. Champollion. Lettre à M. Dacier. Imbert (H.), Tch'ou Tö-yi. Br̄onzes antiques de la Chine appartenant à C. T. Loo","1924","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/051fc5498f351b9f18404302addad494/#about"
"Paul Pelliot","Compte rendu de :] A. Ivanov. Materialy po kitaiskoĭ filosofii... Škoma... Han Fei-tseu","1913","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/0529b46c23e58f63f32fe54fd13658e0/#about"
"Paul Pelliot","Répertoire des ""Collections Pelliot A et B"" du Fonds chinois de la Bibliothèque nationale","1913","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/089324c6d41845e89d53379beb3c7c6d/#about"
"Paul Pelliot","Compte-rendu de :] Panduranga S. S. Pissurlancar. Recherches sur la découverte de l'Amérique par les anciens hommes de l'Inde","1920","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/097ff2798e76961b5b297d11c39d9d10/#about"
"Paul Pelliot","Les Mots mongols dans le Korye sa","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/14ca371bb4ecb7400e8ffd7feb2d48fe/#about"
"Paul Pelliot","Comptes-rendus de :] H. Jorgensen. Vicitrakarnikavadanoddhrta. Quatre esquisses relatives aux études orientalistes à Leyde, J. Weig. Die chinesischen Familiennamen nach","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/1d2048f9c1b77d5715d1077f9c4d00fb/#about"
"Paul Pelliot","Compte-rendu de :] E. Hovelaque. Les Peuples d'Extrême-Orient. La Chine","1921","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/21b457a2ac0266ec023c9aedc08e00e1/#about"
"Paul Pelliot","Une phrase obscure de l'inscription de Si-ngan-fou","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/3978ef838fa60312efd2863555141c36/#about"
"Paul Pelliot","Širolga-širalg","1942","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/3fe72080f65caba782f6772cfebffef5/#about"
"Paul Pelliot","L'Origine de T'ou-kiue, nom chinois des Turcs","1915","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/4b6a1fbf162dd6b755a86c025da5c65f/#about"
"Paul Pelliot","Comptes-rendus de :] Tchou-kia-kien","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/6133fdb010b0181f38141880064d03db/#about"
"Paul Pelliot","Une ""Société d'études orientales"" en Chine","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/6b51949ddb5acc96096d76fbfe8f628d/#about"
"Paul Pelliot","Le Titre mongol du Yuan tch'ao pi che","1913","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/7937c42c5c4c6062d5118a96b1a6e6c2/#about"
"Paul Pelliot","Le Nom turc des ""Mille sources"" chez Hiuan-tsang, Le Prétendu mot Iascot chez Guillaume de Rubrouck, Sur YAM ou J̌AM, ""relais postal""","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/92c941e48aa0ab36717cc31a4ddefb71/#about"
"Paul Pelliot","""Isol"" le Pisan","1915","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/92f56e16112af2427c561edc8c1aa323/#about"
"Paul Pelliot","Compte-rendu de :] E. F. Strange. Chinese lacquer","1928","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/9340cd19f83cc0839e5a2f160aa6e0b7/#about"
"Paul Pelliot","""Sûl"", ou Sarag ?","1927","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/956a21d66838171d06b8a9f9e687ec39/#about"
"Paul Pelliot","Autour d'une traduction sanskrite du Tao tö king","1912","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/9a4a14448c2df3ed8f668ca109ef0859/#about"
"Paul Pelliot","Quelques transcriptions apparentées à Cambhala dans les textes chinois","1921","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a1e1797fae2abf85f890f4bfee2c67c8/#about"
"Paul Pelliot","Catalogue des titres des imprimés chinois des collections Pelliot A et B","1911","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a66c1c688cdd3bd9d6cb7c89f29fcca1/#about"
"Paul Pelliot","Les Plus anciens documents de l'écriture arabe en Chine","1913","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/ae7f0969f8017d047bd8d03984f8761f/#about"
"Paul Pelliot","Charles Eudes Bonin (1865-1929)","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/bda2ab00bc83f20f0c75a3c788e676f9/#about"
"Paul Pelliot","Ambassade de Manoel de Saldanha à Pekin. ""Tchin-mao"" ou Tch'en Ngang ?","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/d2a3c2c75d7693e93a30b8535e355523/#about"
"Paul Pelliot","Notes sur le ""Turkestan"" de M. W. Barthold","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/d5de30184c3b27838e78520c9efa7ef6/#about"
"Paul Pelliot","Notre mission en Asie centrale","1908","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/d623c2fc0bcebe5575113f2fd98d50d2/#about"
"Paul Pelliot","Notices bibliographiques sur :] Tokiwa D. & Sekino T. Buddhist monuments in China, II. B. Vladimircov. Zametki k drevnetiurkskim i staromongol'skim tekstam","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/e2dffadcdaf4bf691c9cfd19840b58ac/#about"
"Paul Pelliot","Qubčiri-qubčir et qubči'ur-qubčur","1942","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/e692e522eda4c029aefa921b9edf3087/#about"
"Paul Pelliot","Quelques transcriptions chinoises de noms tibétains","1915","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/f0af753c7e6246e209c7262037b7989b/#about"
"Paul Pelliot","Arnold Vissière","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/f616dd7ae21b1f7603ee819467aaa7de/#about"
"Paul Pelliot","Les Plaques de l'Empereur du Ciel","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/f961c98f589b2cb62bddcf0cb52d9966/#about"
"Paul Pelliot","Une liasse d'anciens imprimés chinois des jésuites retrouvée à Upsal","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/fd300d2e4a89d166bb3d71f91da9eaf1/#about"
"Anna de Noailles","Les Forces éternelles","190","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/00944e8690b93a341c62ef325d32eadb/#about"
"Anna de Noailles","L'ombre des jours","1902","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/44a0525685269b8fb28992999da62b3d/#about"
"Anna de Noailles","Souvenirs et poèmes d'enfance","1928","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/7c938af1caf2e056efedecd2cccfc724/#about"
"Anna de Noailles","À Rudyard Kipling","1921","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/eb39fdefa85c38e2f8564dce72495262/#about"
"Jean Giono","Les Musiciens, nouvelle","1932","http://data.bnf.fr/ark:/12148/cb119050002","http://data.bnf.fr/temp-work/04544b5db086dbdb8615156bc5308e4e/#about"
"Jean Giono","Terre d'or","1967","http://data.bnf.fr/ark:/12148/cb119050002","http://data.bnf.fr/temp-work/f3d86e0c98f95e2080f484f57e11da33/#about"
"Paul Pelliot","Tängrim tärim","1942","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/013edf3ebadf4897927b955006a90397/#about"
"Paul Pelliot","Le P. Henri Boucher (S. J.) (1857-1939)","1938","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/038444d3ab58f7b96413d3122c4bfeb5/#about"
"Paul Pelliot","Les kökö-däbtär et les hou-k'eou ts'ing-ts'eu","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/0436389ee5a5c71b52ddd22d91b33716/#about"
"Paul Pelliot","Comptes-rendus de :]-M. F. Köprülü. Origines de l'empire. Ottoman, E. Haenisch. Die Geheime Geschichte der Mongolen, G. Ramstedt. Kalmückische Wörterbuch","1936","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/0f79c1552ea6f2217b17a4652710770f/#about"
"Paul Pelliot","Les Caractères de transcription w̲o̲ ou w̲a̲ et p̲a̲i̲","1942","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/18af5bd5abe0927fc4dfbbbd5cd2face/#about"
"Paul Pelliot","Notices bibliographiques sur :] E. N. Adler. Jewish travellers","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/2201f986fe7678473cf4b3a708342c49/#about"
"Paul Pelliot","Le Vrai nom de ""Seroctan""","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/27d88fddf3927077b80ccd340f615812/#about"
"Paul Pelliot","Notes additionnelles sur Tcheng Houo et sur ses voyages","1934","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/288014b1fbb8fd11befc141199093f13/#about"
"Paul Pelliot","La Date des ""céramiques de Kiu-lou""","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/2a75ceb8ffb6273823838e02d3277048/#about"
"Marcel Achard","Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Marcel Achard, le jeudi 3 décembre 1959","1959","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/2ca446037716e51a3470aa076dd4ecb8/#about"
"Paul Pelliot","Compte-rendu de :] A. Chapuis. La Montre ""chinoise""","1921","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/2d129acd5bec313ce263e041b712516b/#about"
"Paul Pelliot","Le Prétendu album de porcelaine de Hiang Yuan-pien","1936","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/30ff9a7aef030e920121bd0110c30db1/#about"
"Paul Pelliot","Nanjo Bunyu. Décédé en 1927","1928","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/3120fd831ae755c57f2357492e9b758b/#about"
"Paul Pelliot","Quelques remarques sur le Chouo fou","1924","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/34f9ce511787c680cc126f515d8f5bdf/#about"
"Paul Pelliot","Notices bibliographiques sur :] A. Salmony. Eine neolitische Menschendarstellung in China","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/39f447809a87c7cbf532576ce07a0565/#about"
"Paul Pelliot","Les Grands voyages maritimes chinois au début du XVe siècle","1904","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/4dfb7994388aacd51d1cb7427d84aa1f/#about"
"Paul Pelliot","At̲h̲ar-é Irān","1936","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/551fc3389bf78ad36ce5e64493e904c4/#about"
"Paul Pelliot","L'Origine du nom ""Chine""","1912","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/56f9a36b22ef8e609a6f18428ee744fe/#about"
"Paul Pelliot","Encore à propos des voyages de Tcheng Houo","1936","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/5e60962f25ecc2a3a0663591f112660f/#about"
"Paul Pelliot","Monsieur E. von Zach","1929","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/6aaf84bb0b6ccb57d74153e39e690481/#about"
"Paul Pelliot","Les Stances d'introduction de l'Abhidharmahṛdayaśāstra de Dharmatrāta","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/786b373755018c8887b5760ddddcef55/#about"
"Paul Pelliot","Les mongols et la papauté","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a39c6c11ad7a115fe728de794e946e30/#about"
"Paul Pelliot","Le P'o-lo peut-il être un poids ?","1909","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a48c7d4aff0566b43a8d814e1503059d/#about"
"Paul Pelliot","Les Abdâl de Païnâp","1907","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a4ed207a3657183ad05f7eed1863cfa4/#about"
"Anna de Noailles","Le Livre de ma vie","1931","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/a948bca70d7fb07e2d1310c54c2cd841/#about"
"Paul Pelliot","Première étude sur les sources annamites de l'histoire d'Annam","1904","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/c74c8bfcd0723218460e680d56e2b23e/#about"
"Paul Pelliot","Les Noms propres dans les traductions chinoises du Milindapañha","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/c9e5431313475eeb4a329178f3640ed8/#about"
"Paul Pelliot","Notices bibliographiques sur :] W. Bang & A. v. Gabain. Uigurische Studien. I","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/ce7725707bfd3a94d20bf75cf04a15b0/#about"
"Paul Pelliot","Notices bibliographiques sur :] E. Tisserant. Eglise nestorienne","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/d89cbbec9a548866b838f21c0f5769ea/#about"
"Paul Pelliot","Chrétiens d'Asie centrale et d'Extrême-Orient","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/dba227900764c28b958b6c9ef5a46ca6/#about"
"Paul Pelliot","La Dernière ambassade du Fou-nan en Chine sous les Leang (539)","1903","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/e61c555e01a67c79a2bd743f32df2c05/#about"
"Paul Pelliot","Les Formes avec et sans q- (k-) initial en turc et en mongol","1942","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/ef97854fcb14bf7611ad128a817604e3/#about"
"Paul Pelliot","Compte-rendu de :] Société asiatique. Livre du Centenaire (1822-1922)","1922","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/f093c68adde87183bd818a0ebe7918a6/#about"
"Paul Pelliot","Yi nien lou","1928","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/f1570ce105aa771f7101255562e5d55b/#about"
