"name","title","date","s","work"
"René Dussaud","Triparadisos","1898","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/0de1adabfeff730758f63c06a861afac/#about"
"René Dussaud","Institut de France. Académie des Inscriptions et Belles-Lettres. Discours de M. René Dussaud,... à l'occasion de la mort de M. Gustave Schlumberger,... lu dans la séance du 17 mai 1929","1929","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/10e4e1422dc4fa822d6ce80ab21c94e4/#about"
"Émile Auguste François Thomas Zurlinden","Projet de loi tendant à modifier les conditions dans lesquelles le Ministre de la Guerre peut interdire l'exportation des armes","1895","http://data.bnf.fr/ark:/12148/cb13212473x","http://data.bnf.fr/temp-work/1f163a2ff79ebf0519476e2d3e11664f/#about"
"René Dussaud","Introduction à l'histoire des religions","1914","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/38a36c92d0af44b46c3269a21a1cf573/#about"
"René Dussaud","Autour des inscriptions de Glozel","1927","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/753b2cd84ee02f5d4d9e1dfbd2748a1f/#about"
"René Dussaud","La Pénétration des Arabes en Syrie avant l'Islam","1955","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/b156edefbf5c23ef96df17c1b7e1766e/#about"
"René Dussaud","Philippe Berger","1912","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/db8e691eef288b714d35467fa651914a/#about"
"René Dussaud","A. Schaeffer. La  campagne de fouilles à Ras Shamra-Ugarit (printemps 1937). Rapport sommaire suivi d'études sur les textes et inscriptions par R. Dussaud, Ch. Virolleaud, E. Dhorme, A. Guérinot","1938","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/fde17e01972f27225aa3c73a2f8ed9ca/#about"
"Louis Poinssot","Un sanctuaire de Tanit à Carthage","1923","http://data.bnf.fr/ark:/12148/cb12427603x","http://data.bnf.fr/temp-work/206127efbd3867c483c274f41bb63283/#about"
"Louis Poinssot","Les Mosaïques de la ""Maison d'Ariadne"" à Carthage","1924","http://data.bnf.fr/ark:/12148/cb12427603x","http://data.bnf.fr/temp-work/805595059638dd4e52bfe8d95f22ec34/#about"
"René Laforgue","Charles Baudelaire ou le Génie devant la barrière névrotique","1930","http://data.bnf.fr/ark:/12148/cb12190315b","http://data.bnf.fr/temp-work/d1edcd71c539d77894b089eb9403fabf/#about"
"Charles Virolleaud","Aton et Adonis","1941","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/42145aec50c00c13c99fa73608d18a03/#about"
"Charles Virolleaud","Abécédaire de Ras-Shamra","1950","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/6ad84022d90b0667ae314b92ce0aa2c1/#about"
"Charles Virolleaud","La Question biblique","1909","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/a849dad18a10662218ef6bd3e0cec3c9/#about"
"Charles Virolleaud","Nouvel abécédaire du Ras-Shamra","1956","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/c881d04526d0401fc524fcae5f36ccfd/#about"
"Charles Virolleaud","La Déesse ʿAnat","1938","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/e57a1493cc5ca9d392490c752a576674/#about"
"Charles Virolleaud","Institut de France. Académie des inscriptions et belles-lettres. Séance publique annuelle du... 23 novembre 1951","1951","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/f4367eec859cd16f8314e75de062874a/#about"
"Gaston Cerfberr de Médelsheim","Le Diamant merveilleux","1906","http://data.bnf.fr/ark:/12148/cb12117860k","http://data.bnf.fr/temp-work/f18c589fbd0ed490740e3a3c4e0b12d1/#about"
"André Siegfried","Qu'est-ce-que l'Amérique ?","1932","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/16d0d83a6b94bb7a0ea758dd8baa0587/#about"
"André Siegfried","Addresses delivered at the reception of the allied and foreign press, on the 30th January 1945","1945","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/4560819bacc15c80ce6cbf2ac054bdb6/#about"
"André Siegfried","Discours de récéption à l'Académie française. André Siegfried. Réponse. 16 janvier 1947","1947","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/69199c23f905dc24cc6a1df807606ded/#about"
"André Siegfried","Géographie électorale de l'Ardèche sous la IIIe République","1949","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/90a7c4da33a73caf05dd7509e7fdc926/#about"
"André Siegfried","Le visage nouveau du monde après deux guerres mondiales","1950","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/950fe208723758916c6bce93a84bd75b/#about"
"André Siegfried","L'âme des peuples","1950","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/aa8665c1928ab9e95e772c4466474a4f/#about"
"André Siegfried","Notice sur la vie et les travaux de M. Auguste Gauvain, lue dans la séance du samedi 4 février 1933","1933","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/aec67698abdf23f6467a65c85bdfeeb7/#about"
"Charles Virolleaud","Un nouvel alphabet de Ras Shamra","1960","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/4af25093bbc970ebe40cd9f1f3e39718/#about"
"Charles Virolleaud","La Légende de Keret, roi des Sidoniens","1936","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/54331599d731700ac6e1b85e38fa7cd4/#about"
"Charles Virolleaud","Calendrier d'Ugarit","1952","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/7343bdd514f8368894f48fd73b5aff55/#about"
"Charles-Armand Romain","Les Cerfs-volants observatoires","1912","http://data.bnf.fr/ark:/12148/cb12156482c","http://data.bnf.fr/temp-work/754626226322f9f225d6904de26f9622/#about"
"André Siegfried","Allocutions prononcées au cours de la réception de la presse alliée et étrangère, le 30 janvier 1945","1945","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/1bb5f4c0939c66af11f2f1758dedb981/#about"
"André Siegfried","Quelques maximes","1943","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/2acbbb78a810186fe197121a1e8d0720/#about"
"André Siegfried","Géographie poétique des cinq continents","1952","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/49bf8d96a9bb1f2e2ec5b8cff1a316c4/#about"
"André Siegfried","Autour de la route de Suez, articles parus dans ""Le Petit Havre"" d'octobre 1937 à janvier 1938","1938","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/80153593f0a41c7112df5ef9f4602fae/#about"
"André Siegfried","Géographie économique","1946","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/974dc889a04761575782cc923b0ef188/#about"
"André Siegfried","Les États-Unis tels que je les ai vus il y a cinquante ans et cette année","1958","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/a8b914b7af6ca171987f22cd98084bff/#about"
"André Siegfried","Le Rôle moral et social d'Israël dans les démocraties contemporaines","1932","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/b6d6e0fd12c4f81c21ec4a358c6cfbad/#about"
"André Siegfried","Géographie humoristique de Paris","1951","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/e0ba280026869bc5a8adb40fbc6a9fdc/#about"
"André Siegfried","L'Occident et la direction spirituelle du monde, allocution prononcée le vendredi 18 novembre 1932","1932","http://data.bnf.fr/ark:/12148/cb12340147q","http://data.bnf.fr/temp-work/e9a41dd481ca31dc30d7e564186f07d6/#about"
"Charles Virolleaud","La Légende phénicienne de Danel","1936","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/19bf6ec1831c6e899d0466e955ea85f8/#about"
"Charles Virolleaud","Notice sur la vie et les travaux de M. Aimé Puech,..., lue dans la séance du 7 février 1947","1947","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/819b0b62abd01f05b922a41167a2fc5a/#about"
"Charles Virolleaud","Le déchiffrement des tablettes alphabétiques de Ras-Shamra","1931","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/832cdee0ebf4dd9a65d9f47b22086568/#about"
"Charles Virolleaud","Légendes de Babylone et de Canaan","1949","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/8b7e005ca548f178d57e573433112c33/#about"
"Charles Virolleaud","Sur le nom de Ḫammurabi","1955","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/b0e038c950ac3ffd4fb5997afbbb125a/#about"
"Charles Virolleaud","La Légende du roi Kérèt","1939","http://data.bnf.fr/ark:/12148/cb12210565z","http://data.bnf.fr/temp-work/dc46a4ae1d71e5eff7190e78e7175de8/#about"
"Marcel Achard","La jeunesse de Sacha Guitry","1967","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/0aab190fbb02ba464e12b7e15d88657d/#about"
"Marcel Achard","Le Moulin de la galette","1952","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/29ee080f4192c7c43e178c67fa115553/#about"
"Marcel Achard","La vie et l'oeuvre de Catulle Mendès","1972","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/43ac1346e696373f63a6bc05ea0f36ec/#about"
"Adolphe Willette","Madeleine","1920","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/5cd36c48a6f164714247526d78472010/#about"
"Marcel Achard","Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Jean-Jacques Gautier, le... 17 mai 1973","1973","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/5ff290b2d2735f12371e6abd392838e8/#about"
"Marcel Achard","Discours prononcé par M. Marcel Achard à l'occasion de la mort de Son Éminence le cardinal Eugène Tisserants","1972","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/70d9b1ebd2a28eac11fe1685746f9c12/#about"
"Marcel Achard","A Sacha Guitry, impromptu dit par l'auteur à propos des soixante-dix ans du maître, le 21 février 1955","1955","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/8bfc973fc7464f7ac4d3a25c1d7a7705/#about"
"Marcel Achard","Discours prononcé par M. Marcel Achard,... à l'occasion de la mort de M. le pasteur Marc Boegner... Séance du 7 janvier 1971","1970","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/9df39f2447891b71e6c49e9ebba9fe04/#about"
"Adolphe Willette","Les Soeurs Hédouin","1892","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/d0240158f3eb3cbcc360483b8e7d15f7/#about"
"Adolphe Willette","V'là Les English !","1899","http://data.bnf.fr/ark:/12148/cb119292229","http://data.bnf.fr/temp-work/fa6e17ba9a2a0dc877eda1db3bc284ca/#about"
"Louis Poinssot","Bronzes trouvés en mer près de Mahdia (Tunisie)","1909","http://data.bnf.fr/ark:/12148/cb12427603x","http://data.bnf.fr/temp-work/1ef920c5e2b408bf28f0cf4161d34360/#about"
"Paul Sérieux","L'Internat des asiles d'aliénés de la Seine, nécessité de sa réorganisation","1896","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/5a7b65b19cc62e5a56fda7453483b80e/#about"
"Paul Sérieux","Les Cliniques psychiatriques des Universités allemandes","1901","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/a6f2728fdf0545a29d8aa7196cc365fd/#about"
"Paul Sérieux","L'alcool, composition et effets des boissons alcooliques, l'hygiène de la boisson, la lutte contre l'alcoolisme","1890","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/edd9d16a44fa89f51a428f09483c3757/#about"
"Léon Jouhaux","Confédération générale du travail. Discours prononcé par Léon Jouhaux,... au Comité confédéral national du 30 mars 1920","1920","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/168d86a8ecdd8191a2cb925078b8104f/#about"
"Léon Jouhaux","Réponse à des calomnies, discours prononcé par le secrétaire général de la C. G. T., à la Conférence de Douai, le dimanche 12 mars 1922","1922","http://data.bnf.fr/ark:/12148/cb120235766","http://data.bnf.fr/temp-work/d3e183d67306386b1d6d28d5d62a79a4/#about"
"René Dussaud","Fêtes du centenaire d'Ernest Renan, à Tréguier, le... 2 septembre 1923","1923","http://data.bnf.fr/ark:/12148/cb124714885","http://data.bnf.fr/temp-work/e69eb56edddf94324138436c030ca57c/#about"
"Paul Sérieux","La Démence précoce","1902","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/150e6b8f5c92912439974324e8404f6e/#about"
"Paul Sérieux","V. Magnan. Sa vie et son oeuvre (1835-1916)","1921","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/38bed38020b50004ee218b2fe33e8b80/#about"
"Paul Sérieux","Le délire chronique à évolution systématique","1892","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/470c3afd46847975aaf5a5c702d65d25/#about"
"Paul Sérieux","La paralysie générale","1894","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/b6b3c736480a72db2eb13e7fc5a3f640/#about"
"Paul Sérieux","L'Assistance des aliénés en France, en Allemagne, en Italie et en Suisse","1903","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/c0db778872f7ddd216c8a4f34c883b8f/#about"
"Paul Sérieux","Les Folies raisonnantes, le délire d'interprétation","1909","http://data.bnf.fr/ark:/12148/cb11924474w","http://data.bnf.fr/temp-work/f9678c08a5d87b477aeef7611c335bee/#about"
"Anna de Noailles","La domination","1905","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/035a2a4bca9a94d381d09bbd8faaf944/#about"
"Anna de Noailles","Derniers vers","1933","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/14fb8ac897d5ab67bd871503264a15a2/#about"
"Anna de Noailles","Âme des paysages","1928","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/2069aeef4b810e340565ce5ebab44a7a/#about"
"Anna de Noailles","Les Innocents ou la Sagesse des femmes","1923","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/5748117f58b8cbfc4e8e1f940378fa78/#about"
"Anna de Noailles","Les Climats","1924","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/596c0764fc791456a8023a2a1ce108e3/#about"
"Anna de Noailles","Querelle d'un titre - Lettre à Mr Bernard Grasset","1930","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/956b9ce2556ed1c24f0e8215437152ea/#about"
"Anna de Noailles","Choix de poésies","1930","http://data.bnf.fr/ark:/12148/cb11917766m","http://data.bnf.fr/temp-work/dfa825f27848d40f082b160c1ac95e88/#about"
"Marcel Achard","Discours prononcés dans la séance publique tenue par l'Académie française pour la réception de M. Thierry Maulnier, le jeudi 20 janvier 1966","1966","http://data.bnf.fr/ark:/12148/cb11930175n","http://data.bnf.fr/temp-work/c5c237b77ea5f8dd83286372bda60faa/#about"
"Paul Pelliot","Comptes-rendus de :]. N. Penzer. Ocean of story... C. Tawneys translation of Somadeva's Katha sarit sagara","1928","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/06628ccde8730cca0f8d7d89f9b6360a/#about"
"Paul Pelliot","Tokharien et koutchéen","1934","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/0800ea7030e8c14a1bbb0b225c367882/#about"
"Paul Pelliot","Brevis relatio","1924","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/1e6dfd4d4e2e188c4d26599804b57a43/#about"
"Paul Pelliot","Notices bibliographiques sur :] Fou Sseu-nien. Sur les cinq rangs de noblesse féodale","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/2aed793c9b1857bd06bd5a1d8784ff7a/#about"
"Paul Pelliot","Compte rendu de :] A. Cabaton. Brève... relation du Cambodge","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/2f15edca2dce38186ba495443ddefd32/#about"
"Paul Pelliot","Le plus ancien possesseur connu du ""Kou K'ai-tche"" du British Museum","1933","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/3015b0af97ca063062636949e73a1cf4/#about"
"Paul Pelliot","Raymond Koechlin, décédé en 1931","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/32213b698ed42acc066f18a9c949370f/#about"
"Paul Pelliot","Compte rendu de :] J. Halphen. Contes chinois traduits du chinois","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/347916058ecca71482fbdbd81f9d088c/#about"
"Paul Pelliot","Note sur Karakorum","1925","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/352b8d3364d4d3861ea67058b17aba47/#about"
"Paul Pelliot","Compte-rendu de :] G. Bouillard et Cnt Vaudescal. Les Sépultures impériales des Ming","1922","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/3776387145893effc188e25ff83644e1/#about"
"Paul Pelliot","Mémoires sur les coutumes du Cambodge","1902","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/446f6d02890cc152dcc6d88154fbf5d1/#about"
"Paul Pelliot","Chronique : Edition de la correspondance de Verbiest par H. Bosmans, Kanjur mongol et mandchou","1924","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/584884ea2fcd180455b820fa8f23f4c7/#about"
"Paul Pelliot","Comptes-rendus de :] L. Gilbert. Dictionnaire historique... de la Mandchourie, A. Herrmann. Gobi im Zeitalter der Hunnenherrschaft, R. Kelling. Das chinesische Wohnhaus, E. Horst von Tscharner. Der mitteldeutsche Marco Polo..., A. van den Wyngaert. Sinica franciscana. III, O. Janse. Briques et objets... funéraires... Han appartenant à C. T. Loo","1936","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/5988743beaeb783992ce33d4dcac190e/#about"
"Paul Pelliot","Les Documents chinois trouvés par la mission Kozlov à Khara-Khoto","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/5bbf3926fcc516209320940d08bde39a/#about"
"Paul Pelliot","Le Nom turc du vin dans Odoric de Pordenone","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/5f2b176ba7fcd922610527f4ec28bb4c/#about"
"Paul Pelliot","Les Statues en ""laque sèche"" dans l'ancien art chinois","1923","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/620c6bfc9a56f233f9b8918ee604c958/#about"
"Paul Pelliot","A propos du Keng tche t'ou","1913","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/63c7bff837397faef1870bc359f6e3c6/#about"
"Paul Pelliot","Le ""Cha tcheou tou tou fou t'ou king"" et la colonie sogdienne de la région du Lob Nor","1916","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/698d7158474b0aa6b1c8c925c90833ac/#about"
"Paul Pelliot","Exposé des titres de M. Paul Pelliot, pour la chaire de ""Langues","1911","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/6a2debf972da82140210d935c3f6476d/#about"
"Paul Pelliot","Notice bibliographique sur :] E. Gaspardone. Matériaux pour servir à l'histoire d'Annam","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/79587f7976ea025f5d862e30c2d53a8d/#about"
"Paul Pelliot","Les Moni et le Houa-hou-king","1903","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/81472323fb3c92a3289abd1b3fa2ee8c/#about"
"Paul Pelliot","Les Tâches urgentes de la sinologie","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/86b6d6bc77846f5d87747abf7abb8c1e/#about"
"Paul Pelliot","Addenda à la bibliographie des publications de G. Bouillard","1931","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/93d25d6659829695f96e6847cbddcf85/#about"
"Paul Pelliot","Inscriptions nestoriennes de Semireč'e","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/944f207ab34657ae956544de87a6f216/#about"
"Paul Pelliot","Les Grottes des Mille Bouddhas","1914","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/97f2e2cae69a9f7d562520231186d43f/#about"
"Paul Pelliot","Notices sur :] P. Demiéville. Sur l'authenticité du Ta tch'eng k'i sin louen, N. Poppe. Otčet o poezdke na Orhon, 1926, J. Przyluski. Le Nom de l'écriture Kharosthi","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/9917a4ea7634064fbd16a18f6febc03c/#about"
"Paul Pelliot","L'Edition collective des oeuvres de Wang Kouo-wei","1929","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a01c3fb8f7a07191f3f160fe1f0b94e2/#about"
"Paul Pelliot","Le Véritable auteur des ""Elementa linguae tartaricae""","1922","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/a3bbc5e2bc20fef840f3eeb017a83ed1/#about"
"Paul Pelliot","Notices bibliographiques sur :] T. Fujita. Sur Yeh-t'iao, Szu-t'iao et Szu-hê-t'iao, Li-hsüan et Ta-ch'in","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/b4c0123912eb722f79c693fe89d196b5/#about"
"Paul Pelliot","Notes de bibliographie chinoise, Le Kou-yi-ts'ong-chou","1902","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/b766c4f98af21b9d76ef6ab5d478f058/#about"
"Paul Pelliot","Georges Bouillard","1930","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/b934a8f2318871eaab551d5075222f2d/#about"
"Paul Pelliot","Compte rendu de :] A. Forke. Lun-Hêng, I-II","1912","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/b9a4de1e9ac0381668e77e6b891a41a3/#about"
"Paul Pelliot","Trois noms chinois de missionnaires sous K'ang-hi","1932","http://data.bnf.fr/ark:/12148/cb11919009b","http://data.bnf.fr/temp-work/ba2623e3065d87fd7945c74c4a29bb91/#about"
