"name","title","date","s","work"
"Léon-Paul Fargue","Maurice Ravel par quelques-uns de ses familiers","1939","http://data.bnf.fr/ark:/12148/cb11902269v","http://data.bnf.fr/temp-work/4846712b782b00a3281cda7e6f6bfa65/#about"
"Léon-Paul Fargue","Souvenir de Saint-Exupéry","1945","http://data.bnf.fr/ark:/12148/cb11902269v","http://data.bnf.fr/temp-work/88fab89a30668a52816c6c72bb700b1e/#about"
"Élie Faure","Soutine, illustré de 32 reproductions en héliogravure","1929","http://data.bnf.fr/ark:/12148/cb119023512","http://data.bnf.fr/temp-work/9fa7ef11ec60b075eba9e2cd131f9630/#about"
"Élie Faure","Henri Matisse","1923","http://data.bnf.fr/ark:/12148/cb119023512","http://data.bnf.fr/temp-work/a7b692fa03a6bd141216efd85fd25da6/#about"
"Léon-Paul Fargue","La Classe de Mallarmé","1941","http://data.bnf.fr/ark:/12148/cb11902269v","http://data.bnf.fr/temp-work/cb948ffef992eb59f7163901dc34e3ab/#about"
"Élie Faure","Formes et forces, ceux qui vivent, les empreintes, l'amour et l'artiste, caricature et caricaturiste, l'art et la science","1907","http://data.bnf.fr/ark:/12148/cb119023512","http://data.bnf.fr/temp-work/de7fae7d9f416db1bcc35d0954445fb3/#about"
"Vincent Flipo","La cathédrale de Dijon","1928","http://data.bnf.fr/ark:/12148/cb109504701","http://data.bnf.fr/temp-work/24591e0aecde81d385f536a79cf2cb44/#about"
"Victor Jacques Wallich","Exercices opératoires d'obstétrique","1916","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/cacab495bb3dbafa1c28af206816ceab/#about"
"Victor Jacques Wallich","Éléments d'obstétrique","1910","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/035217a3318d3d289ad8d1ccb83c3526/#about"
"Victor Jacques Wallich","Sur la symphyséotomie","1893","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/adc45cddb44a244576f4e8e01480a51f/#about"
"Victor Jacques Wallich","Ce que feront les femmes après la guerre","1917","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/4cfe25082b5d6d743dd84cf40571cd91/#about"
"Victor Jacques Wallich","Note sur un cas de lésions traumatiques de la moelle épinière","1889","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/57ef80af80ab52aacc6c37e2da477138/#about"
"Victor Jacques Wallich","Recherches sur les vaisseaux lymphatiques sous-séreux de l'utérus gravide et non gravide","1891","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/b85e0b9e2249eb6e5fa8631bbb4999c0/#about"
"Victor Jacques Wallich","Traitement de l'infection puerpérale","1896","http://data.bnf.fr/ark:/12148/cb162723990","http://data.bnf.fr/temp-work/d7560acd8b3b0569e8029bcc667938b0/#about"
"Émile Lauvrière","La Vie et les amours d'Edgar A. Poe","1928","http://data.bnf.fr/ark:/12148/cb15141784w","http://data.bnf.fr/temp-work/1662d118a7d030c30d954fe6d7562a8c/#about"
"Émile Lauvrière","Le Peuple acadien au XVIIe siècle","1924","http://data.bnf.fr/ark:/12148/cb15141784w","http://data.bnf.fr/temp-work/33d8b5604cb3f979db4061e5aa6c303f/#about"
"Élie Gounelle","Le Mouvement des Fraternités","1911","http://data.bnf.fr/ark:/12148/cb13558188x","http://data.bnf.fr/temp-work/4254cf963572d014969f267b5f97c60c/#about"
"Élie Gounelle","Les Unions chrétiennes de jeunes filles","1898","http://data.bnf.fr/ark:/12148/cb13558188x","http://data.bnf.fr/temp-work/76be1178693dc34e809cb674d1f403ee/#about"
"Élie Gounelle","La Révélation et la raison","1895","http://data.bnf.fr/ark:/12148/cb13558188x","http://data.bnf.fr/temp-work/e08339879c7ca76d996a7b4e5f1c58b6/#about"
"Élie Gounelle","Essai sur la réforme du diaconat","1900","http://data.bnf.fr/ark:/12148/cb13558188x","http://data.bnf.fr/temp-work/ee0ea843f4cf3f400f8b3daf39be5c48/#about"
"Alfred Loisy","L'Évangile et l'Église","1902","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/1d2e7886b74f3685e4c42de8373919ce/#about"
"Alfred Loisy","Histoire du canon du Nouveau Testament, leçons d'Écriture sainte professées à l'École supérieure de théologie de Paris pendant l'année 1890-1891","1891","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/2784d25e25c7b83cbbf1b56044a94db9/#about"
"Alfred Loisy","Les Évangiles synoptiques","1907","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/3414e9c7fad372e6d19ddeb03ef1b741/#about"
"Alfred Loisy","Morceaux d'exégèse","1905","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/404a0dd782853bfb4068b50a90b34c39/#about"
"Alfred Loisy","Les Études bibliques","1894","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/6d10e2def5ae5e73942cacac7280d8d2/#about"
"Alfred Loisy","Études évangéliques","1902","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/7b914466f624d3c1a2d52e64e06be89d/#about"
"Alfred Loisy","De la discipline intellectuelle","1919","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/b426653bf8bd2cd6c1523f8012cdc824/#about"
"Alfred Loisy","Religion et humanité","1926","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/bab5f219adb882c75ffee2bc1ada6ba4/#about"
"Alfred Loisy","Leçon d'ouverture du cours d'histoire des religions au Collège de France, 24 avril 1909","1909","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/bc82266ca2c140c184f5ad5ef96dab67/#about"
"Alfred Loisy","L'Église et la France","1925","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/c3af1459fea2a0a30ab2761ce223e59f/#about"
"Alfred Loisy","Remarques sur la littérature épistolaire du Nouveau Testament","1935","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/d98e2381803864da1151acfcf01c1429/#about"
"Alfred Loisy","Le discours sur la montagne","1903","http://data.bnf.fr/ark:/12148/cb134757496","http://data.bnf.fr/temp-work/e35c1ca2a9bc82f23ab88d95229d990f/#about"
"Ferdinand Heckenroth","La Prophylaxie par l'eau de boisson dans les colonies","1902","http://data.bnf.fr/ark:/12148/cb13425807h","http://data.bnf.fr/temp-work/06ebd6828391ef4e7fba24ee8d9b5561/#about"
"Joseph Curtillet","Redressement d'un cul-de-jatte par des opérations orthopédiques multiples","1903","http://data.bnf.fr/ark:/12148/cb13406387f","http://data.bnf.fr/temp-work/079868f21eafb872164fbc53a187624c/#about"
"Joseph Curtillet","Traitement de l'ostéomyélite diffuse du tibia","1895","http://data.bnf.fr/ark:/12148/cb13406387f","http://data.bnf.fr/temp-work/07e5dcdd938101ab67c29c16287652ca/#about"
"Joseph Curtillet","Du Décollement traumatique des épiphyses","1891","http://data.bnf.fr/ark:/12148/cb13406387f","http://data.bnf.fr/temp-work/305048c0fe7671204402e9ad10529907/#about"
"Octave Crutel","France ! Réveille-toi !","1949","http://data.bnf.fr/ark:/12148/cb134062008","http://data.bnf.fr/temp-work/677322bb507d4c3f87b6383fa6e28e51/#about"
"Octave Monod","Contribution à l'étude sur l'avenir des convulsifs infantiles","1904","http://data.bnf.fr/ark:/12148/cb134469408","http://data.bnf.fr/temp-work/76331304819c62ea139b25abe2ebdbdf/#about"
"Joseph Curtillet","Mémoires originaux. I. Exostose ostéogénique du fémur avec troubles d'accroissement et régression ultérieure","1907","http://data.bnf.fr/ark:/12148/cb13406387f","http://data.bnf.fr/temp-work/82b9faa0f8953e0c612277c787bb2cec/#about"
"Joseph Curtillet","Bec de lièvre complexe bilatéral total","1901","http://data.bnf.fr/ark:/12148/cb13406387f","http://data.bnf.fr/temp-work/86ead6af6875e0416cd27f1ed5722f58/#about"
"Octave Monod","Les Caryocinèses atypiques provoquées dans les cellules cancéreuses par les rayons X et Y et leur rôle dans la régression des tumeurs malignes irradiées","1922","http://data.bnf.fr/ark:/12148/cb134469408","http://data.bnf.fr/temp-work/89850e5f30ee2f66af0103a804fd4041/#about"
"Ferdinand Heckenroth","Rapport géographique, politique, médical et économique de la tournée effectuée du 27 juillet au 15 septembre 1939 sur le bassin de l'Oyapock","1939","http://data.bnf.fr/ark:/12148/cb13425807h","http://data.bnf.fr/temp-work/be8d6aefb2c6df89ba32ca96ee9e1ed1/#about"
"Maurice Braibant","La-bas, promenade en Alsace en 188","1895","http://data.bnf.fr/ark:/12148/cb136098825","http://data.bnf.fr/temp-work/30e81a7808108bc7814068ac10d0e30d/#about"
"Maurice Braibant","La sacristie, le catéchisme, lieu du culte, exercice du culte","1909","http://data.bnf.fr/ark:/12148/cb136098825","http://data.bnf.fr/temp-work/629920990a2ea7a100f355ea26d00198/#about"
"Paul Parmentier","Abiétinées du département du Doubs au point de vue de l'arboriculture et de la sylviculture","1895","http://data.bnf.fr/ark:/12148/cb13179127p","http://data.bnf.fr/temp-work/01aa6e3e50f780a837b4cb83427d9571/#about"
"Maurice Javillier","Sur le magnésium chlorophyllien","1940","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/40d155185db58b2d4b1b03b3043e7c0b/#about"
"Paul Parmentier","L'École fleurie et l'embellissement des villages, guide pratique","1932","http://data.bnf.fr/ark:/12148/cb13179127p","http://data.bnf.fr/temp-work/5b27f35319ee684ee50512545f4b378d/#about"
"Paul Parmentier","Contribution à l'étude du genre ""Pulmonaria""","1891","http://data.bnf.fr/ark:/12148/cb13179127p","http://data.bnf.fr/temp-work/75a9d6138b4e0d2a32988b5e26256f88/#about"
"Maurice Javillier","La Composition élémentaire de nos aliments","1918","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/e4072a6da4b2c49460a57a21da3bed06/#about"
"Paul Parmentier","Une nouvelle fougère hybride ""Cystopteris Blindi"" Parm","1900","http://data.bnf.fr/ark:/12148/cb13179127p","http://data.bnf.fr/temp-work/fd31366a3412c9cd6c8fefbda3a376f8/#about"
"André Lhote","Parlons peinture","1936","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/05490d978d42aac88fb428847530da00/#about"
"André Lhote","Traité du paysage","1939","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/2fef8e17410a034d4f91165184d76512/#about"
"Fernand Cabrol","Le Cardinal Pitra, ses travaux et ses découvertes","1889","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/624254346fe01d6b2141304c3e4b20e9/#about"
"Fernand Cabrol","Le livre de la prière antique","1900","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/69c4b944cb8c5ac5ac264b79a4501acd/#about"
"Fernand Cabrol","Les Ecrits liturgiques d'Alcuin","1923","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/95cb4a12c98ba0d11071948da29258df/#about"
"André Lhote","Les Chefs-d'oeuvre de la peinture égyptienne","1954","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/a9fbfab4e5c8e0ce09febe0bd52557f7/#about"
"André Lhote","Bonnard, seize peintures, 1939-1943","1944","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/c78b0b0cbe3b3bf846b89faf9f3c31d7/#about"
"Fernand Cabrol","Histoire du cardinal Pitra, bénédictin de la congrégation de France (abbaye de Solesmes)","1893","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/d6f42a876d5c6977b0d46c7e557fdae0/#about"
"Maurice Javillier","Introduction à la chimie des glucides","1945","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/20841c26cd1833d68f88fbd56b13baaa/#about"
"Maurice Javillier","La Grandeur des besoins vitaminiques chez l'homme","1941","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/7f1d533e65ae02ea2a67d64b4aeb483c/#about"
"Paul Parmentier","Les Classifications établies depuis les grands embranchements jusqu'aux simples espèces sur les seules données de la morphologie sont-elles confirmées ou infirmées par l'anatomie ?","1897","http://data.bnf.fr/ark:/12148/cb13179127p","http://data.bnf.fr/temp-work/aed2fd3e9384ecad66619184961792b3/#about"
"Maurice Javillier","Sur une technique de dosage des matières protéiques des farines de blé, son application éventuelle à l'estimation de la valeur boulangère des blés","1936","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/bbfa7759c9838dc50815e62587f34973/#about"
"Jean Robiquet","Balancez vos dames","1899","http://data.bnf.fr/ark:/12148/cb128862950","http://data.bnf.fr/temp-work/bc271f6a6f9c3a3bf3d9e7442cd25e05/#about"
"Henri Austruy","Jean Carrère. L'homme et son oeuvre","1933","http://data.bnf.fr/ark:/12148/cb12805909m","http://data.bnf.fr/temp-work/87263631c599e919d0b30fe2da1e5bd5/#about"
"Jean Mermoz","Mes traversées de l'Atlantique sud","1935","http://data.bnf.fr/ark:/12148/cb12703266v","http://data.bnf.fr/temp-work/51c17a8c4962b93c1658f3b081be9583/#about"
"Louis Gallouédec","Géographie de l'Europe, rédigée conformément aux programmes du 31 mai 1902, à l'usage de l'enseignement secondaire, classe de quatrième (divisions A et B","1904","http://data.bnf.fr/ark:/12148/cb127602113","http://data.bnf.fr/temp-work/1eaa724cf6e37730ef80964018387fa3/#about"
"Henri Austruy","L'Eupantophone","1905","http://data.bnf.fr/ark:/12148/cb12805909m","http://data.bnf.fr/temp-work/36064109e192fd18ba2492c68df48607/#about"
"Louis Gallouédec","Amérique, Australasie, géographie générale, rédigée conformément aux programmes du 31 mai 1902, à l'usage de l'enseignement secondaire, classe de sixième (divisions A et B)","1913","http://data.bnf.fr/ark:/12148/cb127602113","http://data.bnf.fr/temp-work/a23dde7812ea7e892c27fe944b309b68/#about"
"Louis Gallouédec","Enseignement primaire supérieur. L. Gallouédec,... F. Maurette,... L'Europe moins la France. Ouvrage rédigé conformément aux nouveaux programmes du 20 juillet 1909... 2e année","1910","http://data.bnf.fr/ark:/12148/cb127602113","http://data.bnf.fr/temp-work/d62f2a01e3fadfb124441b3920a56f97/#about"
"Louis Gallouédec","Les Grandes puissances du monde. Classes de philosophie et de mathématiques (divisions A et B)","1914","http://data.bnf.fr/ark:/12148/cb127602113","http://data.bnf.fr/temp-work/ec7bafbf74c7de2fb6726011b4de93c7/#about"
"Louis Gallouédec","L'Europe moins la France","1912","http://data.bnf.fr/ark:/12148/cb127602113","http://data.bnf.fr/temp-work/f37795c813a20f8a2ea665424c4e8b66/#about"
"André Lhote","La Peinture, le coeur et l'esprit","1950","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/d93e2098b15afb7da40cb5a81572c557/#about"
"Fernand Cabrol","Les Origines de la liturgie gallicane","1930","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/ec2fc252403288e09498c6424b877967/#about"
"André Lhote","Traité de la figure","1950","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/22a31a416f60bbf438b53de3170361b4/#about"
"Fernand Cabrol","Introduction aux études liturgiques","1907","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/31d9cb8ae43e262a8e3aaaaa710ba154/#about"
"André Lhote","La Renaissance","1956","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/6b04a9a2bf50b126137d5c258b1892c6/#about"
"Fernand Cabrol","L'Angleterre chrétienne avant les Normands","1909","http://data.bnf.fr/ark:/12148/cb13163511r","http://data.bnf.fr/temp-work/edbefffc3b3eabc5b01a7673c447bbd8/#about"
"André Lhote","Seurat","1948","http://data.bnf.fr/ark:/12148/cb13091531b","http://data.bnf.fr/temp-work/f4a99ce881863a5746ca966a80c11afe/#about"
"Madeleine Colani","Sur quelques végétaux paléozoïques","1919","http://data.bnf.fr/ark:/12148/cb12563067j","http://data.bnf.fr/temp-work/118543774084e3ec8010d536f21b851f/#about"
"Madeleine Colani","Fusaioles céramiques hallstattiennes","1935","http://data.bnf.fr/ark:/12148/cb12563067j","http://data.bnf.fr/temp-work/aab13caa8a4b780d6e7cf00cd028de49/#about"
"André Godard","Le Trésor de Ziwiyé","1950","http://data.bnf.fr/ark:/12148/cb125659665","http://data.bnf.fr/temp-work/cda7639e26ab14aaaccd65d325651352/#about"
"Madeleine Colani","Étude sur les flores tertiaires de quelques gisements de lignite de l'Indochine et du Yunnan","1920","http://data.bnf.fr/ark:/12148/cb12563067j","http://data.bnf.fr/temp-work/dc7a6b11bd54a2a6ccc620ac7d2857b0/#about"
"Madeleine Colani","Sur quelques Araucarioxylon indochinois","1919","http://data.bnf.fr/ark:/12148/cb12563067j","http://data.bnf.fr/temp-work/e13d6834a6054243604bad7e528f2f95/#about"
"Eugène Fournier","Note sur quelques nouveaux phénomènes de renversement observés dans les environs de Marseille","1891","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/59d2b679073d770e477514e5f972692d/#about"
"Eugène Fournier","Nouvelles études sur la partie occidentale de la chaîne des Pyrénées, entre la vallée d'Ossau et celle de Roncevaux (Valcarlos)","1907","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/84a44822c16594faf222c9f323e735d1/#about"
"Eugène Fournier","Nouvelles observations sur la tectonique de la Basse-Provence","1897","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/95dbb6a6c1a2f4b8295a608a7df0cdc4/#about"
"Eugène Fournier","Les Données actuelles de la tectonique","1896","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/9af36696b723a8e5028f54eaa66b481e/#about"
"Eugène Fournier","Les Recherches de houille en Franche-Comté, le massif de Saulnot et sa bordure (feuilles de Montbéliard et Lure)","1907","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/f464ba63a07b30fdc792320340a7fe06/#about"
"Eugène Fournier","I. Étude sur le régime des eaux dans le Quercy depuis l'éocène supérieur jusqu'à l'époque actuelle. II. Études géologiques sur le Haut-Quercy (feuille de Gourdon)","1900","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/fef07ca7fe7ce2325459a4911625cc77/#about"
"Eugène Fournier","Recherches sur le préhistorique de la Basse-Provence","1901","http://data.bnf.fr/ark:/12148/cb124600789","http://data.bnf.fr/temp-work/003354aa8bbafa980da323908e4fc68f/#about"
"Maurice Javillier","Cérémonie de remise à la Ville de Paris du nouveau monument à Pelletier et Caventou","1951","http://data.bnf.fr/ark:/12148/cb13181487n","http://data.bnf.fr/temp-work/21f032aba7b78511a2c6114e7f7fad03/#about"
"Alexandre Millerand","Projet de loi ayant pour objet l'organisation et le fonctionnement, au Conservatoire national des arts et métiers, du Laboratoire d'essais mécaniques, physiques, chimiques et de machines, créé par le décret du 19 mai 1900, et d'un office national des brevets d'invention et des marques de fabrique","1901","http://data.bnf.fr/ark:/12148/cb119161432","http://data.bnf.fr/temp-work/8e05af1d9ada5eda7128a102fb94c0f8/#about"
"Alexandre Millerand","Projet de loi, adopté par la Chambre des Députés, concernant la réorganisation des services maritimes postaux entre le continent et la Corse","1902","http://data.bnf.fr/ark:/12148/cb119161432","http://data.bnf.fr/temp-work/e54762baf5fd462bbb9a25e6155f8fbb/#about"
"Charles Richet","La physiologie de l'homme","1931","http://data.bnf.fr/ark:/12148/cb11921904c","http://data.bnf.fr/temp-work/a67a0af9c5ee2e6e516f7ab6cb4f720c/#about"
"Pierre Waidmann","Remiremont et ses environs","1895","http://data.bnf.fr/ark:/12148/cb12224810p","http://data.bnf.fr/temp-work/1865079826055521bceb5175ba80aff5/#about"
"Albert Schweitzer","Histoire de mon pélican","1963","http://data.bnf.fr/ark:/12148/cb11924199d","http://data.bnf.fr/temp-work/3cafaab8c142b9d57170d702ba559bc4/#about"
"Albert Schweitzer","Nouvelles de Lambaréné du printemps à l'automne 1924","1925","http://data.bnf.fr/ark:/12148/cb11924199d","http://data.bnf.fr/temp-work/8e9e6663b773e80233e2ea7bb0f85e9c/#about"
"Paul Reynaud","A nos amis d'Amérique","1940","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/17243b7550963e3e1a376048c671d630/#about"
"Paul Reynaud","Jeunesse, quelle France veux-tu ?","1936","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/51f0870869b21a301908438ace825930/#about"
"Paul Reynaud","Comment tirer parti de la victoire de la Ruhr ? : discours prononcé à la Chambre des députés, le... 28 décembre 1923","1924","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/57db24a7e0848eecb12eedf43a926b72/#about"
"Madeleine Colani","Contribution à l'étude de la préhistoire de l'Indochine. VII. Néolithique inférieur (bacsonien) et néolithique supérieur dans le Haut-Tonkin (dernières recherches) avec la description des crânes du gisement de Lang-Cuom","1925","http://data.bnf.fr/ark:/12148/cb12563067j","http://data.bnf.fr/temp-work/29de443137b2151610650a5c38f1a3b9/#about"
"Paul Reynaud","Le Problème des réparations. Discours prononcé par M. Paul Reynaud,... Séance de la Chambre des Députés du... 20 octobre 1922","1922","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/7fe745f18edde1894e93490505eca082/#about"
"Jehan Rictus","Un ""Bluff"" littéraire, le cas Edmond Rostand","1903","http://data.bnf.fr/ark:/12148/cb11921932m","http://data.bnf.fr/temp-work/c99c7c89a088232d10874170da69df3a/#about"
"Paul Reynaud","Bilan économique et financier de la France","1938","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/cf7c953f66e86a9af57bb6d011176f25/#about"
"Paul Reynaud","Les Quatre premiers mois du plan de trois ans","1939","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/f04b3e9387d5d0aec3a2204bc63b9409/#about"
"Albert Schweitzer","Das Abendmahl im Zusammenhang mit dem Leben Jesu und der Geschichte des Urchristentums","1901","http://data.bnf.fr/ark:/12148/cb11924199d","http://data.bnf.fr/temp-work/ac5465ff94c332dba9b5a83cd71b65a1/#about"
"Jehan Rictus","Un poème inédit... Chanson de ""Taste"" (diminutif de Charlotte) en patois Tastique","1929","http://data.bnf.fr/ark:/12148/cb11921932m","http://data.bnf.fr/temp-work/04c6571ca35298806a79d7b7adb0c5ad/#about"
"Paul Reynaud","Pourquoi ferait-on la grève ?, discours radiodiffusé de M. Paul Reynaud, ministre des finances, prononcé le 26 novembre 1938","1938","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/05e8b4ae1f39c14dd2a614f7e747b7f9/#about"
"Jehan Rictus","Vieilles chansons populaires","1910","http://data.bnf.fr/ark:/12148/cb11921932m","http://data.bnf.fr/temp-work/0e6323e3c5e01182ab7d03a60aad16fc/#about"
"Paul Reynaud","L'Angleterre avant et pendant la guerre","1919","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/13f9dd9886b6361a2270459f9c239602/#about"
"Paul Reynaud","Notre situation financière. Trésor et monnaie. Discours prononcé à Épinal, le 3 août 1930","1930","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/2dc5808f786d7e816a42cb4605b0ba9a/#about"
"Paul Reynaud","Discours prononcé par M. Paul Reynaud,... à la 1ère séance de la Chambre des députés du vendredi 9 décembre 1938","1938","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/49f268dddc253b715b0bd33f35871e64/#about"
"Paul Reynaud","Discussion de plusieurs interpellations sur la politique extérieure du gouvernement, discours prononcé... à la séance de la Chambre des députés du... 26 février 1938","1938","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/7c18437f58ab9fb186d34c7a98121a66/#about"
"Paul Reynaud","Waldeck-Rousseau","1913","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/a8694a0709a18d3a297e6bb927c7b0a0/#about"
"Paul Reynaud","Pour une économie française viable, discours prononcés à l'Assemblée nationale, au Conseil de la République et à la radio, précisions sur la crise","1948","http://data.bnf.fr/ark:/12148/cb11921739g","http://data.bnf.fr/temp-work/e71f6596b404e8597ef92d8451e0a5fb/#about"
"Jehan Rictus","Le coeur populaire","1914","http://data.bnf.fr/ark:/12148/cb11921932m","http://data.bnf.fr/temp-work/f5e93157211f1e17365f2bacfd40e19e/#about"
"Alexandre Millerand","La Deuxième conférence officielle de Berne, (travail de nuit... journée de 10 heures)","1914","http://data.bnf.fr/ark:/12148/cb119161432","http://data.bnf.fr/temp-work/35b5d38c832ac9ff3ce982d94cf489ef/#about"
